"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"deezer";"itunes"
"Charles Bradley";"Victim of love";"You put the flame on it";"2013";"DAPTONE";1726135157;1726135379;"https://open.spotify.com/track/55cvyraXCfBxIYaZl9OBvE";;
"Mirot";"FILM / Stroboscopica / Vol. 2";"Intimate conversation";"";"PLASTIC RECORDS";1726135377;1726135643;;;
"Jacques Brel";"Jef";"Au suivant";"1964";"BARCLAY";1726135641;1726135825;;"https://www.deezer.com/track/70780742";
"John Holt";"Protected - Massive samples";"Man next door";"1967";"BMG";1726135825;1726135962;;;
"Bobby Brown";"King of stage";"Girl next door";"1986";"MCA";1726135963;1726136211;"https://open.spotify.com/track/4ecJcOBOuWXGpcZCXBqPuO";;
"Karate Boogaloo";"KB's mixtape n°1";"Bound";"2018";"KARATE BOOGALOO";1726136206;1726136411;;;
"Peter Cat Recording Co";"Beta";"Suddenly";"2024";"MUDDY WATER RECORDS";1726136410;1726136693;;;
"Aoife O'Donovan";"Age of apathy";"Phoenix";"2022";"YEP ROC RECORDS";1726136694;1726136899;"https://open.spotify.com/track/33O3akLJROZIzHaYbujfUY";;"https://music.apple.com/fr/album/phoenix/1579409564?i=1579409567&uo=4"
"Geese";"4D Country";"Jesse";"2023";"PARTISAN - PLAY IT AGAIN SAM";1726136895;1726137070;"https://open.spotify.com/track/71h0heg5nqZ8JwuXahMWD9";"https://www.deezer.com/track/2372707825";
"Les Hommes";"The sinner";"Espirito santo";"2017";"SUDDEN HUNGER RECORDS";1726137070;1726137232;"https://open.spotify.com/track/1IfozbDw4eCF3V6cqizDLY";;"https://music.apple.com/fr/album/esp%C3%ADrito-santo/1210287421?i=1210287460&uo=4"
"Grupo Polo Montanez";"Joyas del guajiro";"No lo negaras";"2024";"LUSAFRICA";1726137226;1726137444;"https://open.spotify.com/track/6wv1800uBlGeB93PRmGozG";;"https://music.apple.com/fr/album/no-lo-negaras/1743760341?i=1743760525&uo=4"
"Milton Wright";"Complete friends and buddies";"My ol' lady (First version)";"2015";"ATHENS OF THE NORTH";1726137441;1726137631;;"https://www.deezer.com/track/92690702";"https://music.apple.com/fr/album/my-ol-lady-first-version/953741783?i=953741788&uo=4"
"N'Zeng";"The trip";"The trip (feat. Charlotte Savary)";"2024";"PARIGO MUSIC";1726137630;1726137856;;;
"Archil & Leon";"Pisces";"Casablanca";"2024";"ZUMA RECORD";1726137852;1726138141;"https://open.spotify.com/track/3dSgTzXR8968SnR03QzYiC";;
"Beyonce";"Dangerously in love";"Me, myself and I";"2003";"COLUMBIA";1726138016;1726138317;"https://open.spotify.com/track/3pxJuMLjNPtiC0fX8EHFlF";;"https://music.apple.com/fr/album/me-myself-and-i/201274359?i=201275913&uo=4"
"Babyshambles";"Shotter's nation";"There she goes";"2007";"PARLOPHONE";1726138315;1726138528;"https://open.spotify.com/track/5Y3wYkAVGMiUB3Wbq7f3EG";;"https://music.apple.com/fr/album/there-she-goes/699621277?i=699621751&uo=4"
"Mobiil";"Contre le centre";"C'est simple";"2004";"LA GRANGE";1726138527;1726138690;"https://open.spotify.com/track/7xIyU9vzXuGwj6xfDHatCu";;
"Mayer Hawthorne";"A strange arrangement";"Just ain't gonna work out";"2009";"STONES THROW RECORDS";1726138689;1726138837;"https://open.spotify.com/track/6Tdkn9doJ1eiWLH2njMN5X";;
"Laurence Vanay";"Galaxies";"Le loup qui pleure";"1974";"LION PRODUCTIONS";1726138836;1726138983;"https://open.spotify.com/track/7dN4CzYn92e3O1fEX4QTHI";;
"Andy Shauf";"Wilds";"Spanish on the beach";"2021";"ANTI";1726138979;1726139131;"https://open.spotify.com/track/3GTqzTpAxsqbXiiL3OBZQu";"https://www.deezer.com/track/1475476102";
"Thomas Guerlet";"A tribute to the Strokes: The songs of room on fire";"Meet me in the bathroom";"2023";"GM RECORDS";1726139129;1726139366;"https://open.spotify.com/track/6pksALG8O00BV3SdOhCxzY";;
