"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Bonnie Banane";"Franchement";"Franchement";2023;"PECHE MIGNON - GRAND MUSIQUE MANAGEMENT";1706522274;1706522425;"https://www.deezer.com/track/2596471692";;
"Ramon Pyrme & Jean Claude Cornely";"Digital zandoli";"Vacance union";2016;"HEAVENLY SWEETNESS";1706522424;1706522702;;;
"Kassav'";"Aye";"Moment ta la";1984;"GD PRODUCTIONS";1706522701;1706522917;"https://www.deezer.com/track/110353428";"https://open.spotify.com/track/2JPFX2ArwqUw9NsvzWO8xg";
"Triston Palmer";"Stop spreading rumours";"Good looking";1986;"JAMAICAN RECORDINGS";1706522912;1706523121;;;
"The Young Rascals";"Groovin'";"Groovin'";1967;"RHINO RECORDS";1706523119;1706523271;"https://www.deezer.com/track/81769154";"https://open.spotify.com/track/3c2kMiSB86tVq1J4oULmvL";"https://music.apple.com/fr/album/groovin/1206260884?i=1206260986&uo=4"
"Sam And Dave";"Soul men";"Soul man";1967;"STAX";1706523267;1706523423;"https://www.deezer.com/track/1682733";;
"4th Coming";"Strange things : 1970 - 1974";"The dead don't die alive (instrumental)";2015;"NOW AGAIN";1706523422;1706523635;;;
"Becca Mancari";"Left Hand";"I had a dream";2023;"CAPTURED TRACKS";1706523630;1706523817;;"https://open.spotify.com/track/2sYbqSQPy8mMh9YDcc1Zsa";"https://music.apple.com/fr/album/i-had-a-dream/1687675116?i=1687675562&uo=4"
"Laufey";"Bewitched";"While you were sleeping";2023;"LAUFEY / AWAL RECORDINGS AMERICA";1706523813;1706523988;"https://www.deezer.com/track/2309254535";"https://open.spotify.com/track/753iehfOnYSmjVfjx20znR";"https://music.apple.com/fr/album/while-you-were-sleeping/1690607869?i=1690608477&uo=4"
"Nancy Sinatra";"Nancy Sinatra";"Two shots of happy, one shot of sad";2004;"SANCTURAY";1706523986;1706524244;;;
"Helen Merrill";"Ennio Morricone : Early Works and Collaborations";"Nun e peccato";2011;"THE LOST NOISES OFFICE";1706524240;1706524365;;;
"Orchestre Symphonique De Bucarest";"Mel Bonis : Oeuvres symphoniques";"Bourrée - pour orchestre";2012;"CHANT DE LINOS";1706524364;1706524508;;;
"Marie Laforet";"Fragile de L à P";"Mon amour,mon ami";;"UNE MUSIQUE";1706524507;1706524643;;;
"Loretta Lynn";"Greatest hits";"Wine, women and song";1968;"MCA";1706524641;1706524763;;"https://open.spotify.com/track/1pOsLxqBDMOFOaAficoTzg";
"Molly Burch";"First flower";"WIld";2018;"CAPTURED TRACKS";1706524761;1706524984;;"https://open.spotify.com/track/0H0lroVPE2IvI7DC3dg4DH";
"Bill Ryder-Jones";"Lechyd da";"Christinha";2024;"DOMINO";1706524977;1706525215;;"https://open.spotify.com/track/1NLTFD6UpUNeVkYy5ujXgt";
"La Franche Touche";"W";"W";2019;"AUTOPRODUCTION";1706525212;1706525375;;;
"David Walters";"Nocturne";"Sam cook di";2021;"HEAVENLY SWEETNESS";1706525328;1706525585;"https://www.deezer.com/track/1172807662";"https://open.spotify.com/track/6feeQI2AivoFm5XY5f5XP7";"https://music.apple.com/fr/album/sam-cook-di-folamour-remix/1583198816?i=1583199193&uo=4"
"Cesaria Evora";"Cesaria";"Petit pays";1995;"BMG";1706525584;1706525808;"https://www.deezer.com/track/558397";"https://open.spotify.com/track/3TPr2Em1i454nDS8UJbaFW";
"Shir Frum";"Party pooper";"Something nice to say";2023;"RAW TAPES";1706525807;1706525994;;"https://open.spotify.com/track/6ORCkaQ0bygWZIZAo5tvkW";
"Titus";"Nefertari (face B)";"Crystal";2023;"FOUR LANE ROAD RECORDS";1706525992;1706526166;;"https://open.spotify.com/track/3xr6VmdzMH9xSWAZLxgkL8";
"Onra";"Nobody has to know";"Wait A Minute";2018;"ALLCITY MUSIC";1706526164;1706526240;;"https://open.spotify.com/track/28bMDms8Uh6cBPJMeBWec4";
"Evelyn Champagne King";"Love come down:  The best of Evelyn """"";"Love come down";1982;"RCA";1706526237;1706526605;;;
"Sonya Spence";"In the Dark / Sings Love";"Now i know what love is";1981;"SANCTUARY RECORDS";1706526598;1706526842;;"https://open.spotify.com/track/2sMsqEfUoazcxhuKTT57Av";
"U.S. Girls";"Velvet 4 sale";"Velvet 4 sale";2017;"4AD";1706526839;1706527062;"https://www.deezer.com/track/457149462";;
"Emile Londonien";"Legacy";"Twenty fifteen";2023;"NAIVE";1706527054;1706527240;;"https://open.spotify.com/track/3F4SnqRLateUMs5HpAkhRx";
"Mari Eriksmoen";"Lieder & Songs";"Italienisches Liederbuch : Auch kleine Dinge können uns entzücken";2016;"ALPHA";1706527534;1706527677;;;
"Elton John";"Elton John - greatest hits 1970-2002";"Tiny dancer";1971;"MERCURY";1706527674;1706528048;;"https://open.spotify.com/track/2TVxnKdb3tqe1nhQWwwZCO";"https://music.apple.com/fr/album/tiny-dancer-remastered/1422641912?i=1422641918&uo=4"
"Burt Bacharach";"Make it easy on yourself";"Any day now";1969;"UMG RECORDING";1706528045;1706528245;;"https://open.spotify.com/track/6gY3UIbVNXmdd749yZcvar";
"Conway Twitty";"Gold";"Lonely Blue Boy (Single Version)";1960;"MCA NASHVILLE";1706528241;1706528374;;;
"La Femme";"FIP sacré français !";"Où va le monde";2023;"WAGRAM MUSIC";1706528373;1706528709;"https://www.deezer.com/track/130689490";;"https://music.apple.com/fr/album/o%C3%B9-va-le-monde/1699831736?i=1699834744&uo=4"
"Turnover";"Myself in the way";"Queen in the River";2022;"RUN FOR COVER RECORDS";1706528701;1706528869;;"https://open.spotify.com/track/2ZiCz0u4JmBIiDR9XuJUYG";
"Madness";"The rise & fall";"Our house (remastered)";1982;"SALVO";1706528862;1706529148;;;
"Harvey &The Phenomenals";"Compil. / Product placement breaks";"Soul and sunshine";1971;"PRODUCT PLACEMENT BREAKS";1706529059;1706529274;;;
"The Funkees";"Dancing time - The best of eastern Nigeria's afro rock exponents 1973-77";"Dance with me";1976;"SOUND WAY";1706529266;1706529505;;;
"Adrian Younge";"Something about april II";"Sittin by the radio";2015;"LINEAR LABS";1706529503;1706529629;;;
"Merl Saunders";"B.O.F./ Fritz the cat / Heavy Traffic";"Scarborough street fair";1973;"FANTASY";1706529629;1706529797;;;
"The Temptations";"The ultimate collection";"I can't get next to you";1969;"MOTOWN";1706529789;1706529961;;"https://open.spotify.com/track/6aL6pPBaTMGgM558mplSnj";
"Max-Henri Boulois";"Cosmic discotheque Vol.2";"Nessa";1973;"NAUGHTY RHYTHM RECORDS";1706529957;1706530182;;;
"Vampire Weekend";"Father of the bride";"Stranger";2019;"COLUMBIA";1706530170;1706530414;;"https://open.spotify.com/track/5c2fEICoqVYuTjAGEieB2F";"https://music.apple.com/fr/album/stranger/1454428976?i=1454429001&uo=4"
"Stella";"Up and Away";"Black and white";2022;"SUB POP";1706530411;1706530547;;"https://open.spotify.com/track/54eiaf9abJLL5981ZFOQ7C";
"Camille Berthollet";"Nos 4 saisons";"Concerto en si min op 3 n°10 P 148 RV 580 : 1. Allegro - pour 4 violons, cordes et basse continue";2019;"WARNER CLASSICS";1706530546;1706530747;;;
"Laura Cahen";"Des filles";"Ma chérie (feat Melissa Laveaux)";2023;"PIAS LE LABEL";1706530745;1706530933;;;
"The Rolling Stones";"Let it bleed";"You can't always get what you want";1969;"LONDON";1706530931;1706531376;;"https://open.spotify.com/track/6lFZbCc7pn6Lme1NP7qQqQ";"https://music.apple.com/fr/album/you-cant-always-get-what-you-want/1500642838?i=1500643065&uo=4"
"The Shadows";"20 golden greats";"Maroc 7";1967;"EMI";1706531374;1706531535;;;
"Amy Winehouse";"Back to black / CD (bonus)";"You're wondering now";2007;"ISLAND";1706531533;1706531683;"https://www.deezer.com/track/71238378";;
"Werkha";"The rigour";"The key";2019;"FIRST WORD RECORDS";1706531683;1706531932;"https://www.deezer.com/track/799186382";;
"The Stance Brothers";"Duktus";"Deeper tones";2023;"WE JAZZ RECORDS";1706531927;1706532126;;"https://open.spotify.com/track/1ULeicahW9VYS4Ohe2n8Wz";
"Larry Manteca";"Zombie mandingo";"Zombie mandingo";2023;"FOUR FLIES RECORDS";1706532126;1706532390;;;
"Les Petits Chanteurs Du Rock";"Tchic tchic french bossa nova 1963 1974";"Aquarela";1976;"BORN BAD";1706532383;1706532608;;;
"Nina Simone";"Tell it like it is";"Save me";1969;"SONY/BMG";1706532602;1706532804;;;
"Westerman";"An inbuilt fault";"Help didn't help at all";2023;"PARTISAN - PLAY IT AGAIN SAM";1706532804;1706533017;"https://www.deezer.com/track/2016860947";"https://open.spotify.com/track/1EY3ilZHy3zeqJ5L4QWP60";
"Ben Vaughn";"Designs in music";"Brushfire";2008;"VAMPISOUL";1706533015;1706533224;;;
"Keyon Harrold";"Foreverland";"Beautiful day (feat. PJ Morton)";2024;"CONCORD JAZZ";1706533221;1706533425;;;"https://music.apple.com/fr/album/beautiful-day-feat-pj-morton/1703096626?i=1703096647&uo=4"
"Bobby Cole";"Gilles Peterson """"digs America""""";"A perfect day";1964;"LUV N HAIGHT";1706533424;1706533632;;;
"Benjamin Clementine";"Glorious you";"Adios";2014;"BARCLAY";1706533630;1706533892;;"https://open.spotify.com/track/76aL5ObnhpauNlDdAVOY1w";
"Marc Andre Hamelin";"Marc Andre Hamelin interprète les compositeurs-pianistes";"Etude pour piano n°9 (d'après Rossini)";1998;"HYPERION";1706533889;1706534116;;;
"Brigitte Fontaine";"Brigitte Fontaine est";"Il pleut";1968;"SARAVAH";1706534110;1706534261;"https://www.deezer.com/track/5704041";;
"Flash And The Pan";"Flash And The Pan";"Walking In The Rain";1978;"REPERTOIRE R";1706534261;1706534465;;;
"Mayer Hawthorne";"A strange arrangement";"I wish it would rain";2009;"BROWNSWOOD";1706534463;1706534697;;"https://open.spotify.com/track/7c6eThTzBpvkGgfnpYn0Bj";
"Kikagaku Moyo";"Masana temples";"Amayadori";2018;"GURU GURU BRAIN";1706534693;1706534786;;"https://open.spotify.com/track/1hMCgqlzvwL6r5EliJFzOF";
"Cho Co Pa Co Cho Co Quin Quin";"Tradition";"Cuba";2023;"TIME CAPSULE";1706534784;1706534990;;;
