"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Wave Generators";"Run away with a wild and a rare one";"Heart is hardwired down (feat. Nosaj New Kingdom & Height Keech)";"2025";"FUSED ARROW RECORDS";1769594290;1769594405;"https://www.deezer.com/track/3452828871";;
"Ben Webster";"Jazz masters 43 (1951-1959)";"Meet the frog";"1959";"VERVE";1769594403;1769594585;"https://www.deezer.com/track/2542387";;
"Eliane Elias";"Bossa nova stories";"A ra (The frog)";"2008";"BLUE NOTE";1769594585;1769594833;"https://www.deezer.com/track/3141235";"https://open.spotify.com/track/6H3snYgxnlFPkL59AuWHtU";
"Steve Waring";"Les grenouilles";"Les grenouilles";"1987";"CHANT DU MONDE";1769594830;1769595071;"https://www.deezer.com/track/427369472";"https://open.spotify.com/track/69XXAlEcLSLNMRuGrv7VWe";
"Imarhan";"Essam";"Ahitmanin";"2026";"CITY SLANG";1769595068;1769595341;;;
"Bruce Cockburn";"Crowing Ignites";"Blind Willie";"2019";"BRUCE D. CORCKBURN";1769595337;1769595569;"https://www.deezer.com/track/705096362";"https://open.spotify.com/track/2OggYOrdT8uz2DvUexD3Mt";
"Bobbie Gentry";"The Delta sweete / Local gentry";"Eleanor Rigby";"1968";"RAVEN RECORDS";1769595566;1769595714;"https://www.deezer.com/track/3162363";"https://open.spotify.com/track/3RFC9n5AvbFSLhB4NGmPBV";
"Faye Webster";"Atlanta millionaires club";"Pigeon";"2019";"SECRETLY CANADIAN";1769595713;1769595870;"https://www.deezer.com/track/663627292";"https://open.spotify.com/track/5HTVUeOM0ejn4xwCDqASdq";
"Dina Ogon";"Oas";"Docka";"2023";"PLAYGROUND MUSIC";1769595868;1769596103;"https://www.deezer.com/track/1950218897";"https://open.spotify.com/track/0luRbvcP1ukhBncjAPR9NX";
"Tlc";"Fanmail";"No scrubs";"1999";"LAFACE RECORDS";1769596096;1769596310;"https://www.deezer.com/track/1075781";"https://open.spotify.com/track/1KGi9sZVMeszgZOWivFpxs";
"Sly5thAve";"Liberation";"No, no, no, pt. 2";"2024";"TRU THOUGHTS";1769596308;1769596589;"https://www.deezer.com/track/3686162912";"https://open.spotify.com/track/0e0kOTISSOzjJBiAhLpGEI";
"Toots & The Maytals";"Best of 1968-1973 /Broadway jungle";"Peeping Tom";"1970";"TROJAN RECORDS";1769596587;1769596755;"https://www.deezer.com/track/143026870";;
"Hubert Felix Thiefaine";"De l'amour, de l'art ou du cochon ?";"Comme un chien dans un cimetière";"1980";"SONY MUSIC";1769596752;1769597039;;;
"Hazmat Modine";"Cicada";"Walking stick";"2011";"JARO";1769597037;1769597215;"https://www.deezer.com/track/125541116";"https://open.spotify.com/track/69vA4zDplJXw0TzSmoZdij";
"London Concertante";"Piazzolla and beyond";"Libertango - arrangement pour orchestre à cordes";"2009";"HARMONIA MUNDI";1769597214;1769597506;;;
"Nelly";"Nellyville";"Hot In Herre";"2002";"UNIVERSAL RECORDS";1769597504;1769597732;"https://www.deezer.com/track/2447436";"https://open.spotify.com/track/04KTF78FFg8sOHC1BADqbY";
"Ray Gaskins";"Can't stop";"Summertime";"1996";"LIPSTICK";1769597732;1769598085;"https://www.deezer.com/track/12083067";;
"Louis Matute";"Dolce vita";"Tegucigalpa 72";"2026";"NAIVE";1769598083;1769598264;"https://www.deezer.com/track/3386887921";"https://open.spotify.com/track/0t2qsd58VyIyZlF0v0irv5";
"The Bangles";"Greatest hits";"Walk like an Egyptian";"1985";"SONY";1769598263;1769598464;"https://www.deezer.com/track/1056919";"https://open.spotify.com/track/3BGbqEDio3ocx1v4egIYr6";
"The Baxbys";"Human music";"Masses in glasses";"2026";"AWAL";1769598461;1769598613;"https://www.deezer.com/track/3710310862";"https://open.spotify.com/track/657Q6ieOfvRJkO3YJzepVI";
"Arctic Monkeys";"Whatever people say I am, that's what i'm not";"Mardy bum";"2006";"DOMINO";1769598610;1769598783;"https://www.deezer.com/track/4315317";"https://open.spotify.com/track/2fyIS6GXMgUcSv4oejx63f";
"La Maison Tellier";"À la petite semaine";"Killing in the name";"2006";"ABEILLE MUSI";1769598782;1769599013;"https://www.deezer.com/track/6039601";"https://open.spotify.com/track/3RvVFTMSlEXJjtoLrcDflF";
"Alain Souchon";"Alain Souchon (Best of)";"J'ai dix ans";"1974";"CARRERE";1769599010;1769599192;"https://www.deezer.com/track/2242551";"https://open.spotify.com/track/3pWBtajUyESxMhyxWD78zR";
"Paul Desmond";"Pure Desmond";"Squeeze Me";"1974";"COLUMBIA";1769599190;1769599461;"https://www.deezer.com/track/625996";;
"Ignacio Maria Gomez";"Belesia";"Nensalinya Tenì";"2020";"HELICO";1769599459;1769599764;"https://www.deezer.com/track/1110063432";"https://open.spotify.com/track/3VnyBFUwZuHZyaJftcoxyG";
"Elisapie";"The ballad of the runaway girl";"Ikajunga";"2018";"YOTANKA RECORDS";1769599763;1769599936;"https://www.deezer.com/track/2027895397";"https://open.spotify.com/track/3V7EPDalIImGDLyc3Ix5aA";
"Simon & Garfunkel";"The definitive Simon and Garfunkel";"El condor pasa (if i could)";"1970";"CBS";1769599934;1769600119;"https://www.deezer.com/track/13174765";"https://open.spotify.com/track/1eN42Q7IWRzRBq8eW2Y2TE";
"La Chica";"Oasis (EP)";"El rezo";"2017";"AUTO PRODUCTION";1769600117;1769600375;"https://www.deezer.com/track/3039412681";"https://open.spotify.com/track/1CNHWA4hHLCKjZ8Z8vIUxn";
"Lettuce";"Cook";"Rising to the top";"2025";"AUTOPRODUCTION";1769600373;1769600694;"https://www.deezer.com/track/3420538921";"https://open.spotify.com/track/1u59v3OY0AnVdaPnZKBNd7";
"Till Bronner";"The good life";"The good life";"2016";"OKEY / SONY MUSIC";1769600693;1769600800;"https://www.deezer.com/track/131342896";"https://open.spotify.com/track/5CPu3CpQud2boADs32m3Kp";
"Clair";"Le bestiair";"La sauterelle";"2025";"MAISON MAGIQUE";1769600799;1769600981;"https://www.deezer.com/track/3654227672";"https://open.spotify.com/track/6cILyRxmQddtF0lvxcbUjk";
"The Mamas & The Papas";"People like us";"Grasshopper";"1971";"GEFFEN RECORDS";1769600977;1769601152;"https://www.deezer.com/track/538671152";"https://open.spotify.com/track/6igI2z2fHLceeKHS37GbnO";
"G.T. Moore";"G.T. Moore and the reggae guitars";"Knocking on heaven's door";"1974";"PARTIAL RECORDS";1769601150;1769601604;;;
"Joao Selva";"Noite azul";"Atrás do teu olhar";"2026";"UNDERDOG RECORDS";1769601603;1769601719;;;
"Laura Perrudin";"Tempus";"Meaning";"2026";"BMC RECORDS";1769601717;1769601964;"https://www.deezer.com/track/3542779251";;
"Manu Delago";"Metromonk";"Freeze";"2017";"TRU THOUGHTS";1769601960;1769602192;;"https://open.spotify.com/track/1p6iRMAFMksq2yCADXXmoD";
"Rita Satch";"Meet me in the garden";"Joyride";"2025";"SILK & SOUND RECORDS";1769602184;1769602456;"https://www.deezer.com/track/3173198471";"https://open.spotify.com/track/0TiA3Mo9PUd88ohVylhScO";
"Bruce Springsteen";"B.O.F. / Philadelphia";"Streets of Philadelphia";"1993";"EPIC";1769602451;1769602703;"https://www.deezer.com/track/900973";"https://open.spotify.com/track/5Nj8kBJdpJJ4I9wxQyp8JH";
"ZZ Top";"Tejas";"Asleep in the desert";"1976";"WARNER BROS";1769602699;1769602903;;;
"Rosemary Clooney";"Blue rose";"Grievin'";"1956";"COLOMBIA / LEGACY";1769602900;1769603153;"https://www.deezer.com/track/2779737171";;
"Marie Laforet";"Album 2";"La fleur sans nom";"1965";"FESTIVAL";1769603147;1769603292;"https://www.deezer.com/track/2089568227";;
"Drugdealer";"Hiding in plain sight";"Pictures of you (feat. Kate Bollinger)";"2022";"MEXICAN SUMMER";1769603286;1769603472;;;
"Laurence Vanay";"Ghost notes from the stone vessel";"Evening colours";"1974";"MUSIC BOX PUBLISHING";1769603470;1769603648;"https://www.deezer.com/track/84185009";;
"Marvin Gaye";"The very best";"Sexual healing";"1982";"MOTOWN";1769603644;1769603881;"https://www.deezer.com/track/536979";"https://open.spotify.com/track/3VZmChrnVW8JK6ano4gSED";
"Dry Cleaning";"Secret love";"I need you";"2026";"4AD";1769603879;1769604150;"https://www.deezer.com/track/3724161772";"https://open.spotify.com/track/2bG2cO1gPLPqohjhFysNot";
"Nicola Piovani";"BOF / La lune et le téton / Macho / Jambon, jambon";"Macho : Dos de todo";"1994";"MILAN";1769604141;1769604323;;;
"Anne Sofie Von Otter";"Anne Sofie von Otter chante Bach";"Cantate BWV 30 : Freue dich erlöste Schar : Kommt ihr angefochtnen Sünder (Air de contralto)";"2009";"ARCHIV PRODU";1769604322;1769604569;;;
