"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Degiheugi";"Foreglow";"There ain't nothing left to do";2021;"ENDLESS SMILE";1712397593;1712397756;"https://music.apple.com/fr/album/there-aint-nothing-left-to-do/1552856464?i=1552856648&uo=4";"https://open.spotify.com/track/6CIhEpI5ZbHcpUPDJiXmU3";
"Morcheeba";"Who can you trust";"Trigger hippie";1996;"WEA";1712397750;1712398080;"https://music.apple.com/fr/album/trigger-hippie/179367769?i=179370108&uo=4";"https://open.spotify.com/track/4f3hGEjA7BnujnDYz7gHZ6";
"The Kills";"God games";"My girls my girls";2023;"DOMINO RECORDINGS";1712398078;1712398295;"https://music.apple.com/fr/album/my-girls-my-girls/1701128565?i=1701128853&uo=4";"https://open.spotify.com/track/6b1vIpGT2FYWdjn6pIZu5x";"https://www.deezer.com/track/2397087765"
"Louis Cole";"Some unused songs";"Hawaii";2023;"BRAINFEEDER";1712398294;1712398400;"https://music.apple.com/fr/album/hawaii/1684923427?i=1684923433&uo=4";"https://open.spotify.com/track/3fELLNc1vWaiHJyc5Y6zZJ";"https://www.deezer.com/track/2256898627"
"Gil Scott Heron & Makaya Mac Craven";"I'm new here (A reimagining by Makaya McCraven)";"I'm new here";2020;"XL";1712398396;1712398645;;;
"The Cinematic Orchestra";"Every day";"Evolution";2002;"NINJA TUNE";1712398639;1712399032;;"https://open.spotify.com/track/3X6rQmbpJ3qg2Okh2iAugT";"https://www.deezer.com/track/10238809"
"The Private Lightning Six";"Blues beat sessions";"It's not my fault";2003;"WARNER JAZZ";1712399032;1712399296;;;
"Beak";"Beak";"Harvester";2018;"TEMPORARY RESIDENCE LIMITED";1712399292;1712399472;;;
"Junip";"Brazilian beats 7";"Oba, lá vem ela";2013;"MR BONGO";1712399470;1712399769;;;"https://www.deezer.com/track/2582681432"
"Antonio Carlos Jobim";"Tide";"Takatanga";1970;"A&M";1712399766;1712400033;"https://music.apple.com/fr/album/takatanga/1434870254?i=1434870476&uo=4";"https://open.spotify.com/track/1n3ZuMe1nlMcTd2YUHwvUU";"https://www.deezer.com/track/548589392"
"Roberta Flack";"Roberta Flack and Donny Hathaway";"You've got a friend";1972;"ATLANTIC";1712400029;1712400230;;"https://open.spotify.com/track/5UHpNbocPg0TdGOkf6QX8Z";
"Sly & The Family Stone";"The essential";"Everybody is a star";1969;;1712400229;1712400412;;;
"Zap Mama";"Mupepe";"Take me coco";1992;"REMARK";1712400410;1712400660;;;"https://www.deezer.com/track/3779568"
"Chet Nuneta";"Ailleurs";"Malka moma dvori mete";2008;"MON SLIP";1712400658;1712400795;;;"https://www.deezer.com/track/1174194752"
"Alabaster DePlume";"To Cy & Lee : Instrumentals Vol. 1";"Not my ask";2020;"INTERNATIONAL ANTHEM";1712400794;1712400962;"https://music.apple.com/fr/album/not-my-ask/1492309295?i=1492309784&uo=4";"https://open.spotify.com/track/52oFxv3QwuMBydy7MU3oWK";
