"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"deezer";"itunes"
"Gal Costa";"Nenhuma dor";"Juventude transviada (Feat. Seu Jorge)";"2021";"BISCOITO FINO";1733392575;1733392812;;;
"Jonny Greenwood";"BOF / Licorice pizza";"Licorice pizza : Licorice pizza";"2021";"REPUBLIC RECORDS";1733392811;1733392996;;;
"Mathieu Boogaerts";"2000";"Rendez-vous dans mon sandwich";"2002";"TOT OU TARD";1733392993;1733393177;"https://open.spotify.com/track/3zeoYO3tNkHnXDPkU6Y4Hh";;
"Wanda Jackson";"Legends of Rock n'Roll";"Hot dog! That made him mad";"1956";"CAPITOL";1733393174;1733393331;;;
"Iamddb";"Rasta pasta (feat. Masego)";"Rasta pasta (feat. Masego)";"2024";"WAEV ENTERTAINMENT";1733393329;1733393573;;;
"Parental & Figub Brazlevic";"Correspondance";"Couscous crêpes (feat. Alcynoos)";"2023";"KREKPEK RECORDS";1733393569;1733393728;;;
"James Brown";"I feel good! - The best of";"Give it up or turnit a loose";"1968";"A&M RECORDS";1733393726;1733393895;;"https://www.deezer.com/track/540220612";
"Los Diablos Rojos";"Super disco pirata / De Tepito para el mundo 1965-1980";"A bailar el son satanico";"1982";"ANALOG AFRICA";1733393894;1733394306;;"https://www.deezer.com/track/2995266011";
"Csaba Palotai";"The deserter";"Say hello (At least)";"2016";"BUDAPEST MUSIC CENTER RECORDS";1733394305;1733394552;"https://open.spotify.com/track/3eKmKUnHPGPf3aMr4sSG8L";;
"PJ Harvey";"Is this desire ?";"Angelene";"1998";"ISLAND";1733394543;1733394746;"https://open.spotify.com/track/2PttdezZsumXSdsrf5r5Ea";"https://www.deezer.com/track/1147654";"https://music.apple.com/fr/album/angelene/1440912742?i=1440912746&uo=4"
"The Rolling Stones";"Goats head soup";"Angie";"1973";"VIRGIN";1733394743;1733395014;;;"https://music.apple.com/fr/album/angie/1440852826?i=1440853240&uo=4"
"Maya Dunietz";"Emahoy Tsege Mariam Gebru played by Maya Dunietz & String Ensemble, Live in Paris";"Ballad of the spirits (live in Paris)";"2024";"LATENCY";1733395013;1733395418;;;
"INGRID CAVEN";"Chambre 1050";"VALSE DES RIMES";"1999";"TRICATEL";1733395416;1733395545;;;
"Dinah Washington";"The swingin' miss """"D""""";"Tears to burn";"1956";"VERVE";1733395544;1733395707;;;
"Tommy McCook";"Blazing horns / Tenor in roots";"Tears of love";"1977";"BLOOD AND FIRE";1733395706;1733395875;;;
"Amy Winehouse";"Back to black";"Tears Dry On Their Own";"2006";"ISLAND";1733395874;1733396058;"https://open.spotify.com/track/7MDfN1ldfTMtuXXdVz2Pzc";"https://www.deezer.com/track/2176858";"https://music.apple.com/fr/album/tears-dry-on-their-own/1422677780?i=1422677787&uo=4"
"Faye Webster";"Underdressed at the symphony";"Thinking about you";"2024";"SECRETLY CANADIAN";1733396057;1733396450;"https://open.spotify.com/track/7aX39T4YHNZ03NAmjc3DLr";;"https://music.apple.com/fr/album/thinking-about-you/1716952641?i=1716952648&uo=4"
"The Beach Boys";"Pet sounds (50th Anniversary Edition)";"Let's Go Away For A While";"1966";"CAPITOL RECORDS";1733396449;1733396591;;;
"Arooj Aftab";"Udhero na (feat. Anoushka Shankar)";"Udhero na (feat. Anoushka Shankar)";"2022";"DECCA RECORDS";1733396581;1733396881;;;"https://music.apple.com/fr/album/udhero-na-feat-anoushka-shankar/1613561221?i=1613561777&uo=4"
"Tim Buckley";"Blue Afternoon";"Happy time";"1970";"RHINO RECORDS";1733396875;1733397068;;;
"Stan Getz";"Jazz samba";"Samba de uma nota so";"1963";"VERVE";1733397065;1733397435;;"https://www.deezer.com/track/1168142";
"Roge";"Curyman II";"100% samba";"2024";"DIAMOND WEST RECORDS";1733397434;1733397644;;"https://www.deezer.com/track/2929442971";"https://music.apple.com/fr/album/100-samba/1760623277?i=1760623670&uo=4"
"Gwen McCrae";"The best of Gwen Mac Grae";"90% of me is you";"1974";"SEQUEL RECORDS";1733397639;1733397811;;;
"Rouge";"Derrière les paupières";"4%";"2021";"LABORIE JAZZ";1733397810;1733398254;;"https://www.deezer.com/track/1307150182";"https://music.apple.com/fr/album/4/1561201226?i=1561202178&uo=4"
"Juliette Greco";"Belphégor";"Le hibou";"1965";"PHILIPS";1733398252;1733398461;;;
"Devendra Banhart";"Nino rojo";"Owl eyes";"2004";"YOUNG GOD RECORDS";1733398458;1733398621;"https://open.spotify.com/track/6g23Pu5J47FsQbzQSgf4ow";;"https://music.apple.com/fr/album/owl-eyes/1450117011?i=1450117275&uo=4"
"Sebastien Llinares";"Fleeting Castles";"Suite populaire brésilienne : 1. Mazurka-Choro - pour guitare";"2024";"Alpha Classics";1733398620;1733398805;;;
"Nirvana";"In utero";"All apologies";"1993";"GEFFEN";1733398804;1733399031;"https://open.spotify.com/track/1Ic9pKxGSJGM0LKeqf6lGe";"https://www.deezer.com/track/70466236";"https://music.apple.com/fr/album/all-apologies/1440858699?i=1440859612&uo=4"
