"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify"
"Adrien Moignard";"All the way";"All the way";2010;"DREYFUS JAZZ";1712224727;1712224988;"https://music.apple.com/fr/album/all-the-way/1434403354?i=1434403356&uo=4";"https://www.deezer.com/track/141162751";"https://open.spotify.com/track/0A3xsIRIt5qOubO1K2SyXZ"
"Jose Gonzalez";"In our nature";"Time to send someone away";2007;"IMPERIAL REC";1712224982;1712225150;"https://music.apple.com/fr/album/time-to-send-someone-away/261867212?i=261867637&uo=4";"https://www.deezer.com/track/639587712";"https://open.spotify.com/track/1re1aQVHzAn35rVzqNfJVO"
"Hayden Besswood";"Colors & Vows";"But not you anymore";2023;"REQUIEM POUR UN TWISTER";1712225145;1712225409;"https://music.apple.com/fr/album/but-not-you-anymore/1681286023?i=1681286119&uo=4";;"https://open.spotify.com/track/67sPMS7EPhiqsJdVSSVqX7"
"M. Ward";"Hold time";"Oh lonesome me";2009;"4AD";1712225405;1712225766;;"https://www.deezer.com/track/17126709";"https://open.spotify.com/track/4yz2TiRrQyB6g1jqodNklP"
"Adrien La Marca";"Chanson bohème";"Leocadia FP 106 : Les chemins de l'amour - arrangement pour alto et piano";2021;"LA DOLCE VOLTA";1712225762;1712225950;;;
"Orquesta Akokan";"Orquesta Akokan";"Un tabaco para elegua";2018;"DAPTONE RECORDS";1712225943;1712226276;"https://music.apple.com/fr/album/un-tabaco-para-elegua/1485038793?i=1485039370&uo=4";;"https://open.spotify.com/track/36ze6Z2Rujkoi4dGeal9NW"
"Gerard La Viny Et Son Orchestre";"Bienvenue président (biguine à Giscard)";"Tous aux Antilles";1975;"DEBS MUSIC";1712226274;1712226436;;;
"Chick Corea";"Corea Chick / Rendez-vous in New York";"Armando's rhumba";2003;"UNIVERSAL MUSIC (LABEL & DISTRIBUTEUR)";1712226433;1712226717;;"https://www.deezer.com/track/3067582";
"Eden Ahbez";"Eden's island";"Market place";1960;"COLLECTORS C";1712226711;1712226856;"https://music.apple.com/fr/album/market-place/460440069?i=460440254&uo=4";;"https://open.spotify.com/track/2BkGCP55uxvDSF9UwNmTPw"
"Shabaka";"Perceive its beauty, acknowledge its grace";"Managing my breath, what fear had become";2024;"IMPULSE";1712226853;1712227043;;;
"Camille Yarborough";"Fly girls";"Take yo praise";1975;"SOUL JAZZ RECORDS";1712227039;1712227288;;;
"Somi";"Zenzile - The reimagination of Miriam Makeba";"House of the rising sun";2022;"SALON AFRICANA INC";1712227285;1712227509;;"https://www.deezer.com/track/1619209792";"https://open.spotify.com/track/3EkmeZvxvb2j8N84NgFTrQ"
"Marion Rampal";"Tissé";"Ou sont passées les roses (feat. Piers Faccini)";2022;"LES RIVIERES SOUTERRAINES -L'AUTRE DISTRIBUTION";1712227508;1712227711;"https://music.apple.com/fr/album/o%C3%B9-sont-pass%C3%A9es-les-roses-feat-piers-faccini/1600501166?i=1600501174&uo=4";;
"BO / Mary Poppins";"Bof / Mary poppins";"The perfect Nanny";1964;"WALT DISNEY RECORDS";1712227711;1712227807;;;
"Luca Stavos";"Roberto graves";"Roberto Graves";2021;"PRISMA RECORDS";1712227809;1712228015;"https://music.apple.com/fr/album/roberto-graves/1717419416?i=1717419418&uo=4";;"https://open.spotify.com/track/1pw56N9jYaekhJSgtXpw9k"
"Sting";"The bridge : Fip session live in Paris at the Pantheon";"Fragile (Fip Session Live in Paris at the Pantheon)";2022;"POLYDOR/ UNIVERSAL";1712228012;1712228218;;"https://www.deezer.com/track/1786479737";
"She & Him";"Melt away : A tribute to Brian Wilson";"Meant for you";2022;"FANTASY";1712228216;1712228304;"https://music.apple.com/fr/album/meant-for-you/1621777796?i=1621778073&uo=4";"https://www.deezer.com/track/1825962097";"https://open.spotify.com/track/6YJFliqlBVtazYjKWH5QFU"
"Las Ondas Marteles";"On da rocks";"Ah, poor little baby";2009;"A RAG";1712228299;1712228436;;;
"Csaba Palotai";"The deserter";"Bienvenido stranger";2016;"BUDAPEST MUSIC CENTER RECORDS";1712228429;1712228646;"https://music.apple.com/fr/album/bienvenido-stranger/1704861323?i=1704861328&uo=4";"https://www.deezer.com/track/2431291345";"https://open.spotify.com/track/02eNc6DmtneS88GwAE9LDE"
"Penny & The Quarters";"Penny & The Quarters & Friends";"You are giving me some other love";2022;"NUMERO GROUP";1712228643;1712228869;"https://music.apple.com/fr/album/you-are-giving-me-some-other-love/1641360112?i=1641360358&uo=4";"https://www.deezer.com/track/89876669";"https://open.spotify.com/track/3xOn7DV3ATXyGhBXLhJsCy"
"Tabu Ley Et L'Orchestre Afrisa";"Congo Funk ! Sound madness from the shores of the mighty Congo rive";"Adeito";2024;"ANALOG AFRICA";1712228868;1712229266;;;
"Manu Dibango";"African woodoo";"Walking to waza";1972;"FREMEAUX";1712229260;1712229504;"https://music.apple.com/fr/album/walking-to-waza/1479025574?i=1479025584&uo=4";"https://www.deezer.com/track/747178752";"https://open.spotify.com/track/3VpzSUaFT1vywhVgJNsqxU"
"Babx";"Cristal ballroom";"Bons baisers d'Islamabad";2009;"UNIVERSAL";1712229504;1712229692;"https://music.apple.com/fr/album/bons-baisers-dislamabad/309580763?i=309580775&uo=4";"https://www.deezer.com/track/3004641";"https://open.spotify.com/track/4eKWBwzFKz9oza909PEOvb"
"The Doors";"Legacy - the absolute best";"Alabama song (whisky bar)";1967;"ELEKTRA";1712229690;1712229887;"https://music.apple.com/fr/album/alabama-song-whisky-bar/640047463?i=640047579&uo=4";"https://www.deezer.com/track/3614128";"https://open.spotify.com/track/0JNZGIavoUrdup1NsgJOQs"
"Yo La Tengo";"And then nothing turned itself inside-out";"Let's save tony orlando's house";2000;"MATADOR";1712229885;1712230180;"https://music.apple.com/fr/album/lets-save-tony-orlandos-house/1589242414?i=1589242759&uo=4";"https://www.deezer.com/track/105281336";"https://open.spotify.com/track/3KBLnOANA7gK5l8A6EFQtK"
"Galt Macdermot";"Galt MacDermot in film";"Golden apples, pt. II";1971;"KILMARNOCK RECORDS";1712230174;1712230397;;;
"Ben Harper";"Fight for your mind";"Excuse me mr.";1995;"VIRGIN";1712230393;1712230712;"https://music.apple.com/fr/album/excuse-me-mr/715793784?i=715794561&uo=4";"https://www.deezer.com/track/3133370";"https://open.spotify.com/track/1ZzWnWWLubofH7JxqXBzZ9"
"BadBadNotGood";"Take what's given";"Take what's given (feat. Reggie)";2024;"XL RECORDINGS";1712230709;1712230882;;;
"Shirley Scott";"Latin shadows";"Noche azul";1965;"GRP (OU ARISTA GRP)";1712230880;1712231045;"https://music.apple.com/fr/album/noche-azul/1452792734?i=1452794073&uo=4";;
"Noname";"Sundial";"Afro futurism";2023;"AWAL RECORDINGS AMERICA";1712231044;1712231164;"https://music.apple.com/fr/album/afro-futurism/1700969824?i=1700970988&uo=4";;"https://open.spotify.com/track/5FcA47Od6WdI9PgaGeerQ1"
"Bakar";"Nobody's home";"Free";2022;"BLACK BUTTER";1712231162;1712231348;"https://music.apple.com/fr/album/free/1594190834?i=1594191148&uo=4";"https://www.deezer.com/track/1620000642";"https://open.spotify.com/track/5E8wZrVyC3y52WQSkcZnEP"
"Nora Fischer";"Hush";"The fairy Queen Z 629 : Come all ye songsters (Acte II) Air de l'elfe - arrangement pour voix et guitare électrique";2018;"DGG (DEUTSCHE GRAMMOPHON)";1712231348;1712231526;;;
"Branko Mataja";"Over fields and mountains";"Susti bagrem beli";2022;"NUMERO GROUP";1712231524;1712231792;;"https://www.deezer.com/track/1583180132";"https://open.spotify.com/track/3k0cZumMfElJ3QoziZMtHH"
"Yo & The South";"Le vent tourne";"Le vent tourne";2021;"AUTOPRODUCTION";1712231790;1712231931;;;
"Beth Gibbons";"Floating on a moment";"Floating on a moment";2024;"DOMINO RECORDING";1712231926;1712232248;"https://music.apple.com/fr/album/floating-on-a-moment/1728144209?i=1728144213&uo=4";;"https://open.spotify.com/track/5ZBjVFfYDwj3TeIfDHLWLN"
"Aphex Twin";"Come to daddy";"Flim";1997;"WARP RECORDS";1712232241;1712232415;"https://music.apple.com/fr/album/flim/282478739?i=282478754&uo=4";;"https://open.spotify.com/track/3JJ4BoL9WVHk4Yye2EGJC7"
"Francis Bebey";"African electronic music 1975 -1982";"Il n'y a pas de crocodiles a Cocody";1979;"BORN BAD";1712232413;1712232570;;"https://www.deezer.com/track/2349940095";
"Jon Lucien";"Love everlasting";"Would you believe in me";1973;"BMG";1712232567;1712232712;"https://music.apple.com/fr/album/would-you-believe-in-me/324172425?i=324172504&uo=4";"https://www.deezer.com/track/996702";"https://open.spotify.com/track/2vQtM0ZJMEfNXduWzJ7BlA"
"Khruangbin";"A la sala";"Pon p¢n";2024;"DEAD OCEANS";1712232705;1712232884;;;
"Julian Lage";"Speak to me";"Nothing happens here";2024;"BLUE NOTE";1712232881;1712233131;"https://music.apple.com/fr/album/nothing-happens-here/1724864226?i=1724864527&uo=4";;"https://open.spotify.com/track/2sdeVQEoohNkfZFrVsoYkc"
"Elliott Smith";"Xo";"Waltz #2 (XO)";1998;"DREAMWORKS RECORDS";1712233112;1712233388;"https://music.apple.com/fr/album/waltz-2-xo/1474991926?i=1474992066&uo=4";"https://www.deezer.com/track/2532673";"https://open.spotify.com/track/5AMrnF761nziCWUfjBgRUI"
"Natalie Dessay";"Natalie Dessay : Le miracle d'une voix";"Roméo et Juliette ( Valse de Juliette) : Je veux vivre dans ce rêve (Acte I) Air de Juliette";2006;"VIRGIN";1712233384;1712233592;;;
"Vladimir Cosma (Chef d'orchestre)";"BOF / La gloire de mon père - Le chateau de ma mère";"Le château de ma mère : La valse d'Augustine";1992;"POMME MUSIC";1712233590;1712233760;;;
"Kendrick Lamar";"Mr. Morale & the big steppers";"Father time (feat. Sampha)";2022;"PGLANG - TOP DAWG ENTERTAINMENT - AFTERMATH - INTERSCOPE RECORDS";1712233758;1712233981;"https://music.apple.com/fr/album/father-time-feat-sampha/1623854804?i=1623855351&uo=4";;"https://open.spotify.com/track/28qA8y1sz0FTuSapsCxNOG"
"Msaki x Tubatsi";"Imini yesithembiso";"Imini Yesithembiso";2024;"NO FORMAT!";1712233980;1712234196;;;
"Peel Dream Magazine";"Pad";"Reiki";2022;"TOUGH LOVE RECORDS";1712234192;1712234477;"https://music.apple.com/fr/album/reiki/1629436366?i=1629436792&uo=4";;"https://open.spotify.com/track/5mBuY5fusgavKh8MjHWJRK"
"Flying Lotus";"Flamagra";"Land of honey (feat. Solange)";2019;"WARP RECORDS";1712234477;1712234685;"https://music.apple.com/fr/album/land-of-honey-feat-solange/1458871217?i=1458871399&uo=4";;
"Jeanne Lee";"The newest sound around";"Summertime";1961;"BMG";1712234683;1712234953;;;
"Koki Nakano";"Oceanic feeling";"Oceanic feeling";2022;"NO FORMAT";1712234951;1712235124;"https://music.apple.com/fr/album/oceanic-feeling/1610582718?i=1610582720&uo=4";;"https://open.spotify.com/track/5sLh2CpxT6umMor1XEqfhL"
"Leifur James";"A Louder Silence";"Mumma don't tell";2018;"LATE NIGHT TALES";1712235120;1712235426;"https://music.apple.com/fr/album/mumma-dont-tell/1413114987?i=1413116122&uo=4";"https://www.deezer.com/track/528981821";"https://open.spotify.com/track/65p97eP4CoW3rG7OIcBgoq"
"Alain Peters";"Parabolér";"Mon pois l'est au feu";1995;"TAKAMBA";1712235424;1712235646;;"https://www.deezer.com/track/2829869";
"Bob Sinclar";"Paradise";"Souvenir";1998;"YELLLOW PRODUCTIONS";1712235427;1712235572;"https://music.apple.com/fr/album/souvenir/250033988?i=250034188&uo=4";;"https://open.spotify.com/track/0ud8gIRNk9ELPcx2cWvkX7"
"Kerri Chandler";"The Kings of House masters at work";"Rain";2005;"BBE";1712235645;1712235792;"https://music.apple.com/fr/album/rain/491027112?i=491027187&uo=4";;
"Bob Sinclar";"Paradise";"Souvenir";1998;"YELLLOW PRODUCTIONS";1712235645;1712235790;"https://music.apple.com/fr/album/souvenir/250033988?i=250034188&uo=4";;"https://open.spotify.com/track/0ud8gIRNk9ELPcx2cWvkX7"
"Steve Arrington";"Down to the lowest terms : The Soul Sessions";"Love Is Gone";2020;"STONES THROW";1712235792;1712236287;"https://music.apple.com/fr/album/love-is-gone/1526235059?i=1526235221&uo=4";;"https://open.spotify.com/track/6skdo5wOKgXEN9WckYgsnl"
"Amp Fiddler";"Waltz of a ghetto fly";"I believe in you";2004;"PIAS";1712236128;1712236504;"https://music.apple.com/fr/album/i-believe-in-you/285316095?i=285316373&uo=4";;"https://open.spotify.com/track/6uQQbCOrg3d1ewuz2cbjmL"
"Apollo Brown";"Clouds";"Heart of glass";2011;"MELLO MUSIC GROUP";1712236503;1712236637;"https://music.apple.com/fr/album/heart-of-glass/415735027?i=415735081&uo=4";"https://www.deezer.com/track/12122986";"https://open.spotify.com/track/2mIyxsWhu6XLrlyAGr74Li"
"Iam";"... De la planète mars";"Tam-tam de l'afrique";1991;"DELABEL";1712236636;1712236866;"https://music.apple.com/fr/album/tam-tam-de-lafrique/734848332?i=734848791&uo=4";;
"Black Uhuru";"Black sounds of freedom";"African love";1977;"GREENSLEEVES RECORDS";1712236863;1712237082;;;
"JJ Cale";"Special edition";"Don't cry sister";1979;"MERCURY";1712237078;1712237209;;;
"Mitski";"My Love Mine All Mine";"My love mine all mine";2023;"DEAD OCEANS";1712237205;1712237338;"https://music.apple.com/fr/album/my-love-mine-all-mine/1697335341?i=1697335814&uo=4";;"https://open.spotify.com/track/3vkCueOmm7xQDoJ17W1Pm3"
"Robohands";"Violet";"String feelings";2022;"KINGUNDERGROUND";1712237335;1712237453;"https://music.apple.com/fr/album/string-feelings/1615371508?i=1615371552&uo=4";;"https://open.spotify.com/track/0nWOYmDaMsM7uJChu8zspP"
"Nick Drake";"Five leaves left";"Day is done";1969;"ISLAND";1712237452;1712237597;"https://music.apple.com/fr/album/day-is-done/1440656068?i=1440656405&uo=4";;"https://open.spotify.com/track/66790TBuwlIrGxWWTVc6yl"
"Jorg Waschinski";"Jörg Waschinski interprète des Lieder de Clara Schumann";"Ich stand in dunklen Traümen op 13 n°1 """"J'étais empli de rêves sombres op 13 n°1"""" - arrangement pour quatuor à cordes et sopraniste / intégrale";2008;"PHOENIX EDITION";1712237596;1712237745;;;
"Stereolab";"Emperor tomato ketchup";"Cybele's reverie";1996;"ELEKTRA";1712237738;1712238017;"https://music.apple.com/fr/album/cybeles-reverie/1230526714?i=1230527180&uo=4";"https://www.deezer.com/track/355425561";"https://open.spotify.com/track/0atchYBOarx9klLwbqKeaR"
"Astrel K";"The foreign department";"Heavy is the head";2024;"TOUGH LOVE RECORDS";1712238015;1712238240;"https://music.apple.com/fr/album/heavy-is-the-head/1721529307?i=1721529433&uo=4";;"https://open.spotify.com/track/0VD2C86No4IRkzqvH6DngI"
"Fleetwood Mac";"Bare Trees";"Sunny side of heaven";1972;"WARNER RECORDS";1712238018;1712238206;"https://music.apple.com/fr/album/sunny-side-of-heaven/1217910932?i=1217911382&uo=4";"https://www.deezer.com/track/145423790";"https://open.spotify.com/track/3kpH1izy0QrjIDBFbz83YD"
"Larry Jon Wilson";"Let me sing my song to you";"Life of a good man";1976;"BE WITH RECORDS";1712238238;1712238445;"https://music.apple.com/fr/album/life-of-a-good-man/1039697740?i=1039697752&uo=4";;"https://open.spotify.com/track/0vsZcI6IFQSdSPPjgeQ4zu"
"Michel Jonasz";"Succes";"Joueurs de blues";1981;"WEA";1712238425;1712238833;"https://music.apple.com/fr/album/joueurs-de-blues/1240248050?i=1240248492&uo=4";;"https://open.spotify.com/track/0SNzwPCZDaYm885un3QhXT"
"Dhafer Youssef";"Streets of Minarets";"Sudra funk";2023;"Black Beat Edition";1712238518;1712238775;;;"https://open.spotify.com/track/6DFJkfHrSzpBT8vU2APNDe"
