"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Moriarty Et Mama Rosin";"Moriarty meets mama Rosin";"Mama Rosin - Jungle book";"2013";"AIR RYTMO";1767002332;1767002479;;;
"Buddy Rich";"Bof / Whiplash";"Whiplash : Caravan";"2014";"VARESE SARABANDE";1767002456;1767003004;;;
"Bugge Wesseltoft";"Am are";"Is anyone listening ? (feat. Martin Myhre Olsen & Rohey Taalah)";"2025";"JAZZLAND";1767003004;1767003291;;;
"Clare And The Reasons";"Arrow";"That's all";"2009";"FARGO/NAIVE";1767003289;1767003466;"https://www.deezer.com/track/75183913";;
"Francois Petitprez";"Stay tuned";"8 Valses poéticos : 2. Tempo de vals noble - arrangement pour quintette de cuivres";"2018";"KLARTHE";1767003463;1767003558;;;
"Laufey";"A matter of time";"Carousel";"2025";"VINGOLF RECORDINGS";1767003555;1767003752;"https://www.deezer.com/track/3513670651";"https://open.spotify.com/track/1f1v2sHXpFFtjxB8KVKypW";
"Shirley Bassey";"Let me sing and i'm happy";"Spinning wheel";"2005";"COLUMBIA";1767003747;1767003934;;;
"Herbert Pagani";"Peintures";"Le show biznesse";"1975";"MAGIC RECORDS";1767003931;1767004267;;;
"Sababa 5";"Middle eastern grooves";"Rosenzweig";"2023";"BATOV RECORDS";1767004266;1767004432;"https://www.deezer.com/track/1716898157";"https://open.spotify.com/track/72fdHkurLBDCoUUoXNIjYd";
"Peter Tosh";"The toughest";"Shame And Scandal";"";"HEART BEAT";1767004430;1767004611;;;
"Les Chaussettes Noires";"Chaussettes noires (les)/Story 2/Twistin' the rock/Vol.6";"Boing boing";"1962";"POLYDOR";1767004607;1767004721;;;
"House Of Pain";"Fine Malt Lyrics";"Jump around";"1992";"FNAC ALPHA";1767004717;1767004925;"https://www.deezer.com/track/1584589772";"https://open.spotify.com/track/6JymsaWDHk2Yj4e0yNBIFH";
"Yesterdays New Quintet";"Stevie";"Too high";"2004";"PIAS";1767004923;1767005079;;;
"Cymande";"The message";"Bra";"1972";"CASTLE MUSIC";1767005078;1767005380;"https://www.deezer.com/track/3124621941";"https://open.spotify.com/track/6A4M7vPiuL9Kqz5WXCidAo";
"Rosettes";"Lifestyles";"Act of love";"2025";"TIMMION RECORDS";1767005379;1767005604;"https://www.deezer.com/track/3150179661";"https://open.spotify.com/track/5xWI1y8CFjWHjOlbyRebqp";
"Joni Mitchell";"Ladies of the canyon";"Big yellow taxi";"1970";"REPRISE RECO";1767005599;1767005733;"https://www.deezer.com/track/2812992";"https://open.spotify.com/track/6UkMcAA19lTdjs22jtB7o2";
"Richard Gotainer";"Tendance banane";"Hep taxi, suivez ce papillon";"1997";"GATKESS";1767005732;1767005916;"https://www.deezer.com/track/874691";;
"Heinz Kiessling";"BOF / Whatever works";"Butterfly by";"2009";"RAZOR & TIE";1767005913;1767006057;"https://www.deezer.com/track/1763335077";"https://open.spotify.com/track/3E8dL8nqHMWhoCmSswJvRn";
"Abbey Lincoln";"Through the years";"This can't be love";"1956";"VERVE";1767006056;1767006197;"https://www.deezer.com/track/620278372";;
"Mongo Santamaria";"Soul Conguero";"Viva la felicidad";"2018";"WNTS";1767006196;1767006346;"https://www.deezer.com/track/136285178";"https://open.spotify.com/track/3T0TcDci9cvtfP7J99plne";
"Adrian Quesada";"Mentiras con cariño";"Mentiras Con Cariño (feat. iLe)";"2022";"ATO RECORDS";1767006345;1767006571;;;
"Beat Assailant";"Hard twelve";"Hard Twelve - The Ante";"2005";"WAGRAM";1767006569;1767006809;;;
"Gabor Szabo";"Dreams";"The lady in the moon";"1968";"";1767006806;1767007112;"https://www.deezer.com/track/141361151";"https://open.spotify.com/track/5BUnFMna6ExoaJIw7f072c";
"Georges Brassens";"Brassens / Vol.8";"Le 22 septembre";"1964";"UNIVERSAL";1767007111;1767007318;"https://www.deezer.com/track/97288718";;
"Lee Hazlewood";"Very special world of";"My Autumn's done come";"1966";"WATER RECORDS";1767007316;1767007561;"https://www.deezer.com/track/396434672";"https://open.spotify.com/track/4jJGLOYVMAyb5RyVKjQzUr";
"Mourad";"Prémices";"Marseille";"2019";"DECCA";1767007560;1767007847;"https://www.deezer.com/track/763284342";"https://open.spotify.com/track/1U7zID02Vf5i7HWOBGsxCi";"https://music.apple.com/fr/album/marseille/1481373045?i=1481373222&uo=4"
"Oracle Sisters";"Divinations";"Marseille";"2025";"WIZARD ARTISTS";1767007846;1767008075;"https://www.deezer.com/track/3102547121";"https://open.spotify.com/track/43qx8PEmvj1r7xO9BKjS3a";
"El Michels Affair";"24 Hr sports";"Mágica (feat. Rogê)";"2025";"BIG CROWN RECORDS";1767008075;1767008230;;;
"Izem & Kog";"Change";"Change (instrumental)";"2018";"PURA VIDA SOUNDS";1767008228;1767008452;;;
"Hermanos Gutierrez";"Elegantly wasted (feat. Leon Bridges)";"Elegantly wasted (feat. Leon Bridges)";"2025";"FARGO MAFIA";1767008450;1767008661;;;"https://music.apple.com/fr/album/elegantly-wasted-feat-leon-bridges/1822903874?i=1822903875&uo=4"
"The Blue Effect";"Czech up ! / Vol.2 : We'd be happy";"Snakes";"1969";"VAMPISOUL";1767008657;1767008801;"https://www.deezer.com/track/501056712";;
"Chet Baker";"Blood, Chet and tears";"Spinning wheel";"1970";"Verve";1767008798;1767008987;"https://www.deezer.com/track/407232852";"https://open.spotify.com/track/5ngot8IkHMfLlgDT98kqkW";
"Engelbert Humperdinck";"A man without love";"Quando quando quando";"1968";"DECCA";1767008983;1767009180;"https://www.deezer.com/track/932743";"https://open.spotify.com/track/03MOcbkkoNLjP0G91iODSB";
"Till Bronner";"Italia";"Quando quando (feat. Giovanni Zarella)";"2025";"EAR MUSIC";1767009177;1767009447;;;
"Poom";"2016";"Qui es-tu ?";"2016";"GRAND MUSIQUE";1767009443;1767009683;"https://www.deezer.com/track/501681002";"https://open.spotify.com/track/5l2iRtaKPazsXIhxgrrFMD";
"Cymande";"Renegades of funk";"Fub";"1973";"NEWHOUSE REC";1767009684;1767009946;;;
"Heavy D And The Boyz";"Peaceful journey";"Cuz he'z alwayz around";"1991";"MCA OU MCA RECORDS";1767009944;1767010225;;;
"Jean Carne";"Jazz is dead / Vol. 12";"Visions";"2022";"JAZZ IS DEAD";1767010222;1767010411;;;
"Melodiesinfonie";"We gonna be ok";"Introspective";"2022";"RADICALIS";1767010409;1767010580;"https://www.deezer.com/track/1679625087";"https://open.spotify.com/track/5VZjewApZLk6JgC3YL31lj";
"Buddy Holly";"The buddy holly collection";"Blue days - black nights";"1956";"CORAL";1767010580;1767010702;;;
"Juniore";"Trois, deux, un";"Le silence";"2024";"LE PHONOGRAPHE";1767010700;1767010905;"https://www.deezer.com/track/2804941002";"https://open.spotify.com/track/6cZTkU44dqgYF9XOGwV086";
"Jon Batiste";"Big money";"Petrichor";"2025";"DECCA";1767010903;1767011060;"https://www.deezer.com/track/3509362051";"https://open.spotify.com/track/7jmeenh8fzx9gxhJfMq2r2";
"Cristobal Tapia De Veer";"BOF TV : The white lotus";"The white lotus : Pineapple suite";"2021";"WATERTOWER MUSIC";1767011059;1767011216;;;
"Ganiyu Kale & His Guinea Mambo Orchest";"Nigeria freedom sounds! Calypso, highlife, juju & apala popular music and the birth of independent Nigeria 1960 - 63";"Iyawo-ile";"1960";"SOUL JAZZ RECORDS";1767011216;1767011394;;;
"Nina Simone";"Let it be me";"Be my husband";"1987";"VERVE";1767011393;1767011624;"https://www.deezer.com/track/2144435577";;
"Tim Buckley";"Look at the fool";"Wanda Lou";"1973";"MANIFESTO RECORDS";1767011621;1767011777;;;
"Mato";"Also sprach Zarathustra / Maiden Voyage";"Maiden voyage";"2020";"STIX RECORDS";1767011771;1767011985;;;
"Miki";"graou";"motherlode";"2025";"AUTOPRODUCTION";1767011981;1767012152;"https://www.deezer.com/track/3215567391";"https://open.spotify.com/track/3gAmawtXRNOVsRR7o708Cv";
"Jeanne Added";"Radiate";"Mutate";"2018";"NAIVE";1767012150;1767012433;"https://www.deezer.com/track/513087522";"https://open.spotify.com/track/6Ctku3pq2qiqi74FLyge9A";
"Moondog";"Elpmas";"Marimba mondo : The rain forest";"1991";"KOPF";1767012432;1767012761;;;
"Siouxsie And The Banshees";"Once upon a time/The singles";"Hong Kong Garden";"1979";"POLYGRAM";1767012748;1767012922;"https://www.deezer.com/track/527823711";;
"Panbers";"Those shocking shaking days";"Haai";"1971";"NOW AGAIN";1767012919;1767013130;"https://www.deezer.com/track/10289587";"https://open.spotify.com/track/0nadkcg0VYRwp4rqgaDQ61";
"Le Commandant Couche-Tot";"Discordance";"Metropolis";"2025";"OUVO RECORDS";1767013129;1767013353;"https://www.deezer.com/track/3368312111";"https://open.spotify.com/track/66Q7k2gIHKWssGaNgbCzRS";
"Merle";"adieu le nuage";"la naissance";"2025";"BACO MUSIC";1767013352;1767013501;"https://www.deezer.com/track/3277456871";"https://open.spotify.com/track/5d8AcILrCAUSr7ljXjwSFY";
"Robert Wyatt";"Comicopera";"Just as you are";"2007";"DOMINO";1767013501;1767013764;"https://www.deezer.com/track/92407964";"https://open.spotify.com/track/4MADRv9NSCfhdh46CO6DMQ";
