"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"Dean Martin";"Dino the essential Dean Martin";"You're nobody 'til somebody loves you";"1957";"CAPITOL";1760608676;1760608807;"https://www.deezer.com/track/1274805022";;
"Angelo Badalamenti";"BOF TV / Twin Peaks (Saison 1)";"Audrey's dance";"1990";"WARNER BROS";1760608745;1760609057;"https://www.deezer.com/track/401895032";"https://music.apple.com/fr/album/audreys-dance/374382340?i=374382395&uo=4";
"Sublime";"Sublime";"What I got";"1996";"MCA RECORDS";1760608807;1760608975;"https://www.deezer.com/track/127245037";;"https://open.spotify.com/track/3B4q6KbHbGV51HO3GznBFF"
"Michael Rault";"Michael Rault";"Exactly what i needed";"2022";"WICK RECORDS";1760608974;1760609214;"https://www.deezer.com/track/1680377797";;"https://open.spotify.com/track/1O0YDpcvI1KbfuaGXsEz7W"
"Peggy Lee";"Best 20";"Fever";"1958";"CAPITOL";1760609054;1760609253;"https://www.deezer.com/track/3124340";;"https://open.spotify.com/track/3aPlQWU07jGgyHaBHVS5TS"
"Louis Cole";"Live sesh and xtra songs";"When you're ugly (instrumental)";"2019";"BRAINFEEDER";1760609207;1760609313;"https://www.deezer.com/track/648646532";;
"Seelenluft";"Out of the woods";"Manila";"2002";"KLEIN";1760609252;1760609475;;"https://music.apple.com/fr/album/manila/322814039?i=322814041&uo=4";
"Ed Mount";"Close to your heart";"Laurence (feat. David Numwami)";"2021";"FUTUR RECORDS";1760609311;1760609521;;;
"Peggy Gou";"Han jan";"Han jan";"2018";"NINJA TUNE";1760609474;1760609717;"https://www.deezer.com/track/450882102";;"https://open.spotify.com/track/7Fx0ke7tQFhCd7CFDJKKE2"
"Kraak & Smaak";"Pleasure centre";"Don't want this to be over";"2019";"BOOGIE ANGST";1760609519;1760609827;"https://www.deezer.com/track/1000933022";;"https://open.spotify.com/track/6jag4moGKMJfZYl0liyLB7"
"Allah-Las";"Lahs";"Keeping dry";"2019";"MEXICAN SUMMER";1760609712;1760609944;"https://www.deezer.com/track/3243048701";;"https://open.spotify.com/track/5yVzSIuOqQG5jU5WLsk95b"
"Magn' Et Quartet";"Le chat dans tous ses états, anthologie de la chanson féline (1911-1962)";"Le petit chat sur le clavier";"1962";"FREMEAUX & ASSOCIES";1760609826;1760609971;"https://www.deezer.com/track/910905292";;
"Cold Grits";"What it is ! Funky soul and rare grooves";"It's your thing";"1969";"RHINO";1760609938;1760610106;;;
"Joe Dassin";"Bip bip";"Joli minou";"";"SONY";1760609970;1760610096;"https://www.deezer.com/track/6304712";;"https://open.spotify.com/track/7sJK2S4dqauCLLJszZnODc"
"Queen";"Hot space";"Cool cat";"1982";"EMI";1760610094;1760610298;;;
"Cortex";"Troupeau bleu";"La rue";"1975";"UNDERDOG";1760610101;1760610367;"https://www.deezer.com/track/132031418";;"https://open.spotify.com/track/6lzDycd60SJ7H8y6wuESGl"
"Love Wonderland";"The best twilights of love wonderland";"Sora wo matagu hashi";"2024";"CAMISOLE RECORDS";1760610295;1760610478;;;
"Afternoon Bike Ride";"Running with scissors";"Otherworld";"2025";"FRIENDS OF FRIENDS MUSIC";1760610366;1760610616;;"https://music.apple.com/fr/album/otherworld/1814201619?i=1814201623&uo=4";"https://open.spotify.com/track/1PB3Lp4dueOkWEud6wzyd5"
"Matters Unknown";"Silhouettes: A dream sphere journal";"Race against the sun";"2025";"BRIDGE THE GAP";1760610478;1760610758;"https://www.deezer.com/track/3167035531";;"https://open.spotify.com/track/5MOg8QgDxm26Jcs8e5o8Tg"
"Chip Wickham";"The eternal now";"The road less travelled";"2025";"GONDWANA RECORDS";1760610615;1760610930;"https://www.deezer.com/track/3418992231";;"https://open.spotify.com/track/0gI1hdiUiP91mLmiqmTjHD"
"Googie Rene Combo";"Sampled";"Smokey Joe's la la";"1966";"VIRGIN";1760610754;1760610929;;;
"Stan Getz";"Getz / Gilberto";"The girl from Ipanema";"1963";"VERVE";1760610925;1760611237;"https://www.deezer.com/track/602454222";;
"The Bobbettes";"Mr Lee & More - The Bobbettes Collection";"Mr. Lee";"1957";"ROOTS";1760610927;1760611057;"https://www.deezer.com/track/1081047952";;
"Lee Hazlewood";"Very special world of";"These boots are made for walkin'";"1966";"WATER RECORDS";1760611057;1760611251;;;
"J.D. Souther";"Black Rose";"Banging my head against the moon";"1976";"RHINO RECORDS";1760611234;1760611446;;;
"Eels";"The deconstruction";"The Deconstruction";"2018";"PIAS";1760611249;1760611498;"https://www.deezer.com/track/483074932";;"https://open.spotify.com/track/4SWJErMlz04PD25oDwB3WL"
"Brainstory";"Sounds good";"I will be";"2024";"BIG CROWN RECORDS";1760611439;1760611608;"https://www.deezer.com/track/2612751062";;"https://open.spotify.com/track/60e1HjjuJ3oLq15cNMjHYy"
