"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"Brittany Davis";"Image issues";"Sepricon";"2024";"LOOSEGROOVE RECORDS";1714075189;1714075443;"https://open.spotify.com/track/24lQ8JtUFN5F48UnL2Udqk";;
"Graham Central Station";"Graham central station";"Hair";"1975";"WEA";1714075442;1714075737;;;
"Betty Davis";"Betty Davis (Deluxe)";"Game is my middle name";"1973";"LIGHT IN THE ATTIC RECORDS & DISTRIBUTION";1714075736;1714076049;"https://open.spotify.com/track/37aFBlwHe5GQBwmuN3BNxf";"https://music.apple.com/fr/album/game-is-my-middle-name/658976770?i=658976844&uo=4";
"Kourosh Yaghmaei";"Back from the brink";"Dass";"1974";"";1714076048;1714076344;;;
"John Medeski";"Juice";"Sham time";"2014";"INDIRECTO RECORDS";1714076343;1714076682;;;
"Steve Winwood";"About time";"Different light";"2003";"SANCTUARY";1714076680;1714077061;"https://open.spotify.com/track/53TUD2DIJlqEalaIvT0sRS";"https://music.apple.com/fr/album/different-light/20636223?i=20636193&uo=4";
"King Tuff";"Smalltown stardust";"How I love";"2023";"SUB POP";1714077052;1714077326;"https://open.spotify.com/track/2XBmrWOsPavSy6YnwbG7f8";"https://music.apple.com/fr/album/how-i-love/1647927526?i=1647927529&uo=4";
"Faye Webster";"Underdressed at the symphony";"Underdressed at the symphony";"2024";"SECRETLY CANADIAN";1714077325;1714077536;"https://open.spotify.com/track/2WjEUnzuDhwlFpp9epgtrW";;
"Chilly Gonzales";"French kiss";"French kiss";"2023";"GENTLE THREAT LTD";1714077541;1714077755;"https://open.spotify.com/track/2jPhmr7R0AQCgX43FeaNQ2";;
"Andrew Bird";"Outside problems";"Mormon house party";"2023";"LOMA VISTA RECORDINGS";1714077749;1714078125;"https://open.spotify.com/track/4KMwJ50NM3rd9eHYJA2nuZ";"https://music.apple.com/fr/album/mormon-house-party/1693928300?i=1693928495&uo=4";"https://www.deezer.com/track/2358287755"
"Lhasa";"La llorona";"De cara a la pared";"1997";"TOT OU TARD";1714078123;1714078369;;;"https://www.deezer.com/track/605691292"
"Melody Gardot";"My one and only thrill";"Who will comfort me";"2009";"VERVE";1714078364;1714078658;"https://open.spotify.com/track/5cFtJ9sQQDf0fbj9e8bs7O";"https://music.apple.com/fr/album/who-will-comfort-me/1440799936?i=1440799952&uo=4";
