"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"Massive Attack";"Protection";"Protection (feat. Tracey Thorn)";"1994";"VIRGIN";1754301342;1754301813;"https://www.deezer.com/track/565630782";;
"Bilal";"Adjust brightness";"Conditional";"2024";"ONERPM";1754301808;1754302042;"https://www.deezer.com/track/2992082661";"https://music.apple.com/fr/album/conditional/1768104173?i=1768104184&uo=4";"https://open.spotify.com/track/7afGWkAUjx0s2mOZ1mrCP3"
"Elias Rahbani";"Mosaic of the orient";"Always in my heart";"1972";"VDL";1754302036;1754302186;"https://www.deezer.com/track/880398872";;
"Sir Victor Uwaifo";"Guitar-boy superstar (1970-76)";"Happy day from me to you";"1971";"SOUND WAY";1754302186;1754302352;"https://www.deezer.com/track/1668404612";;
"Francis Bebey";"La condition masculine";"Je vous aime zaime zaime";"1977";"WEDOO MUSIC";1754302353;1754302510;"https://www.deezer.com/track/2691000422";"https://music.apple.com/fr/album/je-vous-aime-zaime-zaime/1734192741?i=1734192747&uo=4";"https://open.spotify.com/track/3Whn7LlTHVXe6TeJZ6To4A"
"The Altons";"Heartache in room 14";"Show you love";"2025";"DAPTONE RECORDS";1754302509;1754302716;"https://www.deezer.com/track/2985585481";"https://music.apple.com/fr/album/show-you-love/1767283029?i=1767283296&uo=4";"https://open.spotify.com/track/46pGlAhLwlYHSyaBZyJBir"
"Ennio Morricone";"Bof / Il etait une fois dans l'ouest";"Farewell to Cheyenne";"1969";"RCA";1754302715;1754302871;;;
"Richard Wilson Avena";"Richard Wilson Avena";"Ex a ceel";"2024";"LA PIERRE BRUTE";1754302870;1754303006;"https://www.deezer.com/track/3124298441";"https://music.apple.com/fr/album/ex-a-ceel/1783372558?i=1783372568&uo=4";"https://open.spotify.com/track/6OLUUs5Dl6UIiPSMmZ07kk"
"Talking Heads";"77";"First Week Last Week... Carefree";"1977";"SIRE";1754303006;1754303204;;;
"The Staples Jr. Singers";"When do we get paid";"I feel good";"1975";"LUAKA BOP";1754303202;1754303372;"https://www.deezer.com/track/1633537652";;
