"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"Lester Sterling";"Studio One scorcher/Instrumentals";"Afrikaan beat";"1962";"SOUL JAZZ";1748339947;1748340119;"https://www.deezer.com/track/2190824287";;
"Laura-Mary Carter";"Town called Nothing";"Blues not my colour";"2021";"VELVETEEN";1748340117;1748340308;;;
"John Lee Hooker";"The Standard School broadcast recordings";"Bad boy";"1973";"BMG";1748340307;1748340874;"https://www.deezer.com/track/3155060211";;
"Cinephonic";"La cité engloutie";"Temps perdu";"2025";"MARLOW RECORDS";1748340872;1748341082;"https://www.deezer.com/track/3269262641";"https://music.apple.com/fr/album/temps-perdu/1800762256?i=1800762651&uo=4";"https://open.spotify.com/track/3V84WruLw7122naCmGTZeB"
"Coast Contra";"In case you forgot";"Shanghai tower";"2025";"AUTOPRODUCTION";1748341079;1748341316;;;
"Diana Ross & The Supremes";"Diana Ross and the Supremes join The Temptations";"Ain't no mountain high enough";"1968";"TAMLA MOTOWN";1748341316;1748341457;"https://www.deezer.com/track/2296308";;"https://open.spotify.com/track/4nop5UmWUqnlxkQ4kvG3Rp"
"Francis Bebey";"Archipelago - Cosmic & fusion gems from France (1978-1988)";"Crocodile crocodile crocodile";"1982";"ISLE OF JURA";1748341451;1748341693;"https://www.deezer.com/track/2587233232";;
"Tyrone Brunson";"Sticky situation";"The smurf (single version)";"1983";"FUNKY TOWN GROOVES";1748341692;1748341910;"https://www.deezer.com/track/1016740912";;
"The Chemical Brothers";"Dig your own hole";"Lost in the K-Hole";"1997";"";1748341908;1748342141;"https://www.deezer.com/track/3252250";;"https://open.spotify.com/track/1DjJZd1CYDSUU1ieQMyrVX"
"The Velvet Underground";"The Velvet Underground & Nico";"Sunday morning";"1967";"VERVE";1748342138;1748342308;"https://www.deezer.com/track/61292499";;"https://open.spotify.com/track/11607FzqoipskTsXrwEHnJ"
"Christian Loffler";"Parallels";"Pastoral";"2020";"DEUTSCHE GRAMMOPHON";1748342307;1748342522;"https://www.deezer.com/track/1122413752";;"https://open.spotify.com/track/19vWDttuR4ZVBzUfQFsfPS"
"Emile Londonien";"Inwards";"Easy (Feat. Cherise)";"2024";"NAIVE";1748342521;1748342752;;;
"Francoiz Breut";"Flux flou de la foule";"Mes péchés s'accumulent";"2021";"62TV RECORDS";1748342750;1748343010;"https://www.deezer.com/track/1147933472";;"https://open.spotify.com/track/28ezhFe1N4kgk7RBixvP3X"
"Norrie Paramor";"Tropical britxotica";"Hawaii";"2016";"TRUNK";1748343007;1748343127;;;
"Robert Mitchum";"Calypso - is like so...";"From a logical point of view";"1957";"EMI";1748343123;1748343301;"https://www.deezer.com/track/3143421";;"https://open.spotify.com/track/6qI5cg2uosUmoOmaOgPJAi"
"Ben Harper";"Fight for your mind";"Burn one down";"1995";"VIRGIN";1748343300;1748343509;"https://www.deezer.com/track/3134575";;"https://open.spotify.com/track/2QzMJkYUhThZxM94ahgOzN"
"M";"Absolument 70 - les plus grands tubes internationaux";"Pop music";"1979";"UNIVERSAL MUSIC";1748343499;1748343696;;;
"Altin Gun";"Gece";"Süpürgesi yoncadan";"2019";"GLITTER BEAT";1748343694;1748344023;"https://www.deezer.com/track/646843112";;"https://open.spotify.com/track/1seGm3saXyST058oeZLZWF"
"M.A.O. Cormontreuil";"Break Head";"Here We Are !";"2024";"AUTOPRODUCTION";1748344018;1748344254;"https://www.deezer.com/track/2555480942";;"https://open.spotify.com/track/0um4ghjy1VQewlssKucvIh"
"Okvsho";"Orange wine";"Joga bonito";"2021";"HIP DOZER";1748344250;1748344537;;;"https://open.spotify.com/track/6eZ9pqRWx3wYe5htcZFU5I"
"Cotonete";"Victoire de la musique";"Bebete vaobora (feat. Sabrina Malheiros)";"2024";"HEAVENLY SWEETNESS";1748344536;1748344853;;;
"Giorgio Poi";"Schegge";"Tutta la terra finisce in mare";"2025";"BOMBA DISCHI";1748344844;1748345045;"https://www.deezer.com/track/3722939522";"https://music.apple.com/fr/album/tutta-la-terra-finisce-in-mare/1803115806?i=1803115819&uo=4";"https://open.spotify.com/track/5uDkmw3zDTvAnsvi8SgR7T"
"Panda Bear";"Sinister grif";"Défense";"2025";"DOMINO";1748345047;1748345313;"https://www.deezer.com/track/3001195001";;"https://open.spotify.com/track/78OTfqF9NB66o8oKHAEyc3"
"JB Dunckel & Jonathan Fitoussi";"Mirages II";"Iris";"2025";"PROTOYP RECORDINGS";1748345305;1748345512;;;
"Flavien Berger";"Contrebande 02. le disque de l'été";"Sapon";"2024";"";1748345510;1748345700;"https://www.deezer.com/track/2521119241";;"https://open.spotify.com/track/1B8PvyOSEtzXhXuBK4nrso"
"Erykah Badu";"Mama's gun";"Didn't cha know";"2000";"MOTOWN";1748345700;1748345939;"https://www.deezer.com/track/2122740";;"https://open.spotify.com/track/7pv80uUHfocFqfTytu1MVi"
"Guru/Elam Keith";"Jazzmatazz";"Sights in the city";"1993";"EMI";1748345938;1748346248;;;
"Erik Truffaz";"The Dawn";"Round-Trip";"1997";"Blue Note";1748346242;1748346515;;;
"Joe Armon-Jones";"Turn to clear view";"Self love (feat. Obongjayar)";"2019";"BROWNSWOOD RECORDINGS";1748346513;1748346886;;;
"Bala Desejo";"Sim sim sim";"Lua Comanche";"2022";"MR BONGO";1748346880;1748347093;"https://www.deezer.com/track/2277616917";"https://music.apple.com/fr/album/lua-comanche/1804896867?i=1804897029&uo=4";"https://open.spotify.com/track/1ePrMcPReD8N7csRr661ab"
"Clea Vincent";"Tropi-Clea 2";"Bahia";"2020";"MIDNIGHT SPECIAL RECORD";1748347092;1748347289;"https://www.deezer.com/track/892864762";;"https://open.spotify.com/track/3URszLxGSmpX2dHXyLG0eD"
