"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Barry White";"Samples outta L.A. / Soul";"I'm Gonna Love You Just A Little More Babe";1973;"PLAYOFF RECORDS";1711879004;1711879240;;;
"James Eleganz";"The only one";"The only one";2019;"ZRP";1711879237;1711879425;"https://music.apple.com/fr/album/the-only-one/1638793184?i=1638793615&uo=4";"https://open.spotify.com/track/7H2g9gepZHd1XUQnUigxBh";
"Dzasko";"Auguries of innocence";"Fade Away";2023;"PHONOMATIC RECORDS";1711879423;1711879659;"https://music.apple.com/fr/album/fade-away/1685083159?i=1685083180&uo=4";"https://open.spotify.com/track/6DUm0FhKmdy7xjB7yCxgCT";"https://www.deezer.com/track/2259436087"
"Shay Hazan";"Wusul";"A bite of sand";2024;"BATOV RECORDS";1711879658;1711879840;;"https://open.spotify.com/track/35l4I9zyIKaDElPZZUr2T0";
"Malted Milk And Toni Green";"Malted Milk & Toni Green";"I'd really like to know (radio edit)";2014;"NUEVA ONDA RECORDS";1711879839;1711880067;;;
"Metronomy";"Small world";"Loneliness on the run";2022;"BECAUSE MUSIC";1711880065;1711880284;"https://music.apple.com/fr/album/loneliness-on-the-run/1588272790?i=1588272804&uo=4";"https://open.spotify.com/track/73yYzvKQM3cXUKyWO5Ynwr";
"The Reed Conservation Society";"La société de préservation du roseau";"Aux rochers rouges";2024;"VIOLETTE RECORDS";1711880284;1711880477;"https://music.apple.com/fr/album/aux-rochers-rouges/1728285983?i=1728286677&uo=4";"https://open.spotify.com/track/5SLt1HytIgljHIgnGttAFF";"https://www.deezer.com/track/2641380512"
"Graham Anthony Devine";"Batucada";"El Tragalochas - arrangement pour guitare";2021;"NAXOS";1711880476;1711880584;;;
"Bobby Darin";"Work song / Since you been gone";"Work song";1963;"CAPITOL";1711880581;1711880791;;;"https://www.deezer.com/track/6431272"
"Reinel Bakole";"Healing Exhaustion";"God complex";2024;"1878596 RECORDS DK2";1711880789;1711880982;;"https://open.spotify.com/track/6CDRmKEsuhboQwLlD0KCkc";"https://www.deezer.com/track/2633217552"
"Zaho De Sagazan";"La symphonie des éclairs";"La symphonie des éclairs";2023;"DISPARATE";1711880977;1711881172;"https://music.apple.com/fr/album/la-symphonie-des-%C3%A9clairs/1708455052?i=1708455646&uo=4";"https://open.spotify.com/track/4QIH0XYnCLoCl1WZIV08Pn";
