"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"Viola Wills";"The lost tapes";"If You leave me Now";"1981";"PERFECT SOUND STUDIO";1760781594;1760781940;"https://www.deezer.com/track/99659884";;
"Jerry Paper";"Like a baby";"A moment";"2018";"STONES THROW RECORDS";1760781938;1760782126;"https://www.deezer.com/track/531121181";"https://music.apple.com/fr/album/a-moment/1414714102?i=1414714106&uo=4";"https://open.spotify.com/track/2m8jV3mz6jqMsyDvjwMH8P"
"Pachyman";"Another place";"Take me to dance";"2025";"ATO RECORDS";1760782125;1760782351;"https://www.deezer.com/track/3218456921";;"https://open.spotify.com/track/50sjBQmMnVVW3dibVkL2Id"
"Grouper";"Paradise Valley";"I'm clean now";"2016";"YELLOWELECTRIC";1760782347;1760782520;"https://www.deezer.com/track/135182014";"https://music.apple.com/fr/album/im-clean-now/1170960876?i=1170960880&uo=4";"https://open.spotify.com/track/4qm8sWdYoXkdhMN8EL9mAL"
"Patricia Petibon";"Patricia Petibon : French touch";"Lakme : Viens Mallika (Acte I) duo Lakme Mallika";"2003";"DECCA";1760782516;1760782859;;;
"Gloria Lynne";"I'm Glad There Is You";"Trouble is a man";"1960";"FRESH SOUND RECORDS";1760782857;1760783059;"https://www.deezer.com/track/13297706";;
"Nino Rota";"BOF / La dolce vita";"La dolce vita (la bella Malinconia)";"1960";"CAM";1760783059;1760783242;;;
"Dionisio Maio";"Space echo : The mystery behind the cosmic sound of Cabo Verde finally revealed";"Dia ja manché";"1985";"ANALOG AFRICA";1760783240;1760783509;"https://www.deezer.com/track/800161332";;
"Rahill";"Flowers at your feet";"Futbol";"2023";"BIG DADA";1760783505;1760783715;"https://www.deezer.com/track/2161620767";;"https://open.spotify.com/track/2NyVorZULoYzdqlxp6Hr2m"
"James And Bobby Purify";"The Fame studios story 1961-1973";"I'm your puppet";"1966";"KENT";1760783714;1760783892;;;
"Vin's Da Cuero";"No more words vol.2";"Gorilla";"2024";"TWENTYONEARTS";1760783892;1760784118;"https://www.deezer.com/track/2723916982";;"https://open.spotify.com/track/4FbqI6otWauVALjwFOrdQd"
"Oberbaum";"I Should Be Softer";"Quelqu'Un De Bien";"2025";"CLEO RECORDS";1760784118;1760784364;"https://www.deezer.com/track/3446564991";"https://music.apple.com/fr/album/quelquun-de-bien/1824904682?i=1824904693&uo=4";"https://open.spotify.com/track/3yF61xqQMR4cxbQ9gUS6uD"
"Birds On A Wire";"Nuées ardentes";"Pisa na fulô";"2025";"PIAS RECORDINGS FRANCE";1760784362;1760784525;"https://www.deezer.com/track/3388330891";;"https://open.spotify.com/track/2Wlgz32dftzZoDpKpO2Fxd"
"The Brand New Heavies";"The brand new heavies (1990)";"Bnh";"1988";"DELICIOUS";1760784525;1760784796;"https://www.deezer.com/track/131764840";;
"Prince";"Hits 2";"Kiss";"1986";"WARNER BROS";1760784795;1760785020;"https://www.deezer.com/track/664178";;"https://open.spotify.com/track/62LJFaYihsdVrrkgUOJC05"
"Holy Hive";"Float back to you";"Hypnosis";"2020";"SOPHIA'S PART";1760785017;1760785247;"https://www.deezer.com/track/909793222";;"https://open.spotify.com/track/3cxqVYtrpDyAC4faMJgB9A"
"Sirens Of Lesbos";"Sweet harmony";"Sweet harmony";"2023";"AUTOPRODUCTION";1760785241;1760785423;"https://www.deezer.com/track/2006975207";;"https://open.spotify.com/track/4TqIyC17NeYsFT91o4xAl5"
"Her";"Quite like";"Quite like";"2015";"";1760785421;1760785662;"https://www.deezer.com/track/446684862";;
"Oscar Jerome";"The fork";"Sex on toast";"2025";"NEW SOIL";1760785657;1760785929;"https://www.deezer.com/track/3101862351";;"https://open.spotify.com/track/0IkJPBwTsCRA9xfc06hvV2"
"Tortoise";"The catastrophist";"Tesseract";"2016";"THRILL JOCKEY";1760785923;1760786155;"https://www.deezer.com/track/607190332";"https://music.apple.com/fr/album/tesseract/1046705590?i=1046705600&uo=4";"https://open.spotify.com/track/3AvBebZt21QsabaOCkiFJJ"
"Soyuz";"II";"Tezeta (feat. Petar Martic)";"2019";"MR BONGO";1760786151;1760786357;;;
"Badbadnotgood & Tim Bernardes";"Poeira cosmica";"Poeira cosmica (Radio edit)";"2024";"XL RECORDINGS";1760786352;1760786580;;;
