"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Handsome Boy Modeling School";"White people";"I've been thinking";"2004";"ELEKTRA";1727085567;1727085891;"https://music.apple.com/fr/album/ive-been-thinking-instrumental/1604621796?i=1604621802&uo=4";"https://open.spotify.com/track/1fkzveZvT3aROlm6BJrp69";
"The Drifters";"Kissing in the back row";"Summer in the city";"1976";"PICKWICK";1727085885;1727086095;;;
"The Offline";"Les dunes";"Les dunes";"2024";"HIP DOZER";1727086090;1727086265;;"https://open.spotify.com/track/7aMnGcdZPi9LlkhHCQRPRb";"https://www.deezer.com/track/2841917342"
"Juan Wauters";"Wandering rebel";"Mensaje codificado";"2023";"CAPTURED TRACKS";1727086263;1727086394;;"https://open.spotify.com/track/032Ga2o8RvbkqWJuMxAME1";"https://www.deezer.com/track/2157823327"
"Maple Glider";"I get into trouble";"You're gonna be a daddy";"2023";"PARTISAN RECORDS";1727086393;1727086609;"https://music.apple.com/fr/album/youre-gonna-be-a-daddy/1684928123?i=1684929139&uo=4";"https://open.spotify.com/track/36ALNVgxdEj8fIio1RgTAM";
"Juniore";"Trois, deux, un";"Amour fou";"2024";"LE PHONOGRAPHE";1727086608;1727086823;"https://music.apple.com/fr/album/amour-fou/1746766963?i=1746767689&uo=4";"https://open.spotify.com/track/3eS9UX8eMlRopp18HyI0gl";"https://www.deezer.com/track/2804941052"
"Old Future Fox Gang";"Love them all";"Don't cry for me";"2011";"MYOR";1727086818;1727086960;;;
"Caterina Caselli";"Caterina Caselli : les grands succès (I grandi successi)";"Com'è buia la città";"1972";"WEA INTERNATIONAL";1727086954;1727087088;;;
"Greg Allman";"Delta swamp rock / More sounds from the south 1968-75 / Vol 2 (cd promo)";"Midnight rider";"1973";"SOUL JAZZ RECORDS";1727087086;1727087345;;;
"Frank Sinatra";"Francis Albert Sinatra and Antonio Carlos Jobim";"I Concentrate on you";"1967";"REPRISE RECORDS";1727087343;1727087499;;"https://open.spotify.com/track/1V5IZQ46P2ufqCeiD5FQds";"https://www.deezer.com/track/2183566897"
"James Booker";"Gonzo : More than all the 45's";"Beale street Popeye";"1962";"NIGHT TRAIN INTERNATIONAL";1727087496;1727087635;;;
"Dry Cleaning";"Stumpwork";"Kwenchy kups";"2022";"4AD";1727087632;1727087797;"https://music.apple.com/fr/album/kwenchy-kups/1625455425?i=1625455436&uo=4";"https://open.spotify.com/track/3ZJw4Fh6FZzEWXvBxPbpr4";
"Kevin Morby";"This is a photograph II b / w Five easy pieces revisited";"Five easy pieces revisited";"2023";"DEAD OCEANS";1727087793;1727088018;"https://music.apple.com/fr/album/five-easy-pieces-revisited/1681314362?i=1681314725&uo=4";"https://open.spotify.com/track/2ZoQxnXn638PHesA0UQxJx";
"Kutiman";"Open";"Believe in you (feat. Dekel)";"2022";"SIYAL MUSIC";1727088014;1727088208;;;
