"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify"
"David Bowie";"Young Americans";"Young Americans";"1975";"PARLOPHONE";1737366924;1737367235;"https://music.apple.com/fr/album/young-americans/655913709?i=655913832&uo=4";"https://www.deezer.com/track/947711822";
"Flying Moth";"Oh oh EP";"Sky is looking at me";"2024";"APPAREL MUSIC";1737367233;1737367450;;;
"Eric Clapton";"Give Me Strength (The '74/'75 Studio Recordings)";"The sky is crying";"1975";"POLYDOR";1737367451;1737367688;"https://music.apple.com/fr/album/the-sky-is-crying/1452789111?i=1452789193&uo=4";;"https://open.spotify.com/track/7D6u4dljOsLHJbwmnDI0BS"
"Brigitte Fontaine";"Dévaste-moi";"La côtelette";"1966";"CANETTI";1737367686;1737367823;;;
"Robert Valentino";"BOF / La Vérité";"La mome Cricri";"1960";"EDITIONS MILAN MUSIC";1737367821;1737367919;"https://music.apple.com/fr/album/la-m%C3%B4me-cricri/781808421?i=781808520&uo=4";;"https://open.spotify.com/track/1MSALINMQBBkl7tbugGjzi"
"Joao Selva";"Onda";"Banho de mar";"2025";"UNDERDOG";1737367917;1737368135;;"https://www.deezer.com/track/2981168371";"https://open.spotify.com/track/79v6wAuM6faSO4PNQ5fD8e"
"Devendra Banhart";"Cripple crow";"Heard somebody say";"2005";"XL RECORD";1737368135;1737368336;"https://music.apple.com/fr/album/heard-somebody-say/1025317255?i=1025317260&uo=4";;"https://open.spotify.com/track/3wfD8rWZfEGkDhvOojlOtO"
"Roberta Flack & Donny Hathaway";"Roberta Flack and Donny Hathaway";"You've got a friend";"1972";"ATLANTIC";1737368329;1737368530;"https://music.apple.com/fr/album/youve-got-a-friend/120156856?i=120156255&uo=4";;
"Todd Terje";"It's album time";"Preben goes to Acapulco";"2014";"OLSEN RECORDS";1737368530;1737368805;"https://music.apple.com/fr/album/preben-goes-to-acapulco/806267243?i=806267255&uo=4";"https://www.deezer.com/track/1900010807";"https://open.spotify.com/track/70jWHwvymR4x1PUXXrUD1S"
"Allysha Joy";"Better";"Better (Radio Edit)";"2020";"FIRST WORD RECORDS";1737368800;1737369010;;;
"Bon Iver";"Sable";"Things behind things behind things - radio edit";"2024";"JAGJAGUWAR";1737369007;1737369198;;;
"Itzhak Perlman";"A la carte";"Scherzo en do mineur souvenir d'un lieu cher";"1995";"EMI";1737369195;1737369424;;;
"Ezechiel Pailhes";"Oh !";"Sans l'oublier";"2020";"CIRCUS COMPANY";1737369420;1737369656;"https://music.apple.com/fr/album/sans-loublier/1497791744?i=1497792141&uo=4";;"https://open.spotify.com/track/2TpC39nJ7b8L6TFAJ6ZNyM"
"Todd Rundgren";"Faithful";"Strawberry fields forever";"1976";"RHINO RECORDS";1737369654;1737369883;"https://music.apple.com/fr/album/strawberry-fields-forever/1084189642?i=1084189648&uo=4";;"https://open.spotify.com/track/521nB2t5eMnSe2X1QZbv1o"
"Lola Young";"This wasn't meant for you anyway";"Conceited";"2024";"UNIVERSAL ISLAND RECORDS";1737369881;1737370120;;"https://www.deezer.com/track/2467110005";"https://open.spotify.com/track/5ZdqVCiXrvMGpY8cux5g8t"
"Mato";"Homework";"Alive dub";"2014";"FAVORITE RECORDINGS";1737370116;1737370275;;"https://www.deezer.com/track/80258958";
"The Polyversal Souls";"Invisible Joy";"Dunia dela da'a (featu. Ana'abugre)";"2015";"PHILOPHON";1737370272;1737370534;;;
"Nicole Willis And The Soul Investigators";"Tortured soul";"Light years ahead";"2013";"TIMMION";1737370534;1737370801;;;
"Hipcut";"Hip Society";"Red eyed (instrumental)";"2019";"MELTING RECORDS";1737370797;1737371003;"https://music.apple.com/fr/album/red-eyed-instrumental/1456604437?i=1456604455&uo=4";;
"Massive Attack";"Blue lines";"Blue lines";"1991";"WBRCD";1737371002;1737371264;;;
"Feist";"The reminder ed. Deluxe + bonus";"Fightin' away the tears (feat. Mocky)";"2007";"POLYDOR";1737371263;1737371456;;;
"Quincy Jones";"BD Music & Cabu present Quincy Jones";"Tout doucement";"1957";"BDMUSIC";1737371455;1737371605;;;
"Katerine";"Mes mauvaises frequentations";"Le plus beau jour de ma vie";"1996";"";1737371604;1737371726;;;
"Robert Plant / Alison Krauss";"Raise the roof";"You led me to the wrong";"2021";"WARNER MUSIC";1737371725;1737371979;;;
"Barth";"Like cavemen do";"Bikini bridge";"2025";"CAVEMEN SONGS";1737371973;1737372132;"https://music.apple.com/fr/album/bikini-bridge/1780974784?i=1780975082&uo=4";"https://www.deezer.com/track/3103966311";"https://open.spotify.com/track/0FZpqL2S7rgcyGUlyIJhLh"
"Jon Brion";"Bof / Eternal sunshine of the spotless mind";"Thème";"2004";"HOLLYWOOD RE";1737372127;1737372271;"https://music.apple.com/fr/album/theme/1442912229?i=1442912361&uo=4";;
"Donald Byrd";"Look into the flower";"Wind Parade";"1975";"BLUE NOTE";1737372265;1737372630;"https://music.apple.com/fr/album/wind-parade/725819821?i=725820872&uo=4";"https://www.deezer.com/track/3443330";"https://open.spotify.com/track/4okz1TH0GeLw3J51pNRDGd"
"Pino D'Angio";"Balla !";"Un concerto da strapazzo";"1980";"PEER SOUTHERN PRODUCTIONS";1737372627;1737372859;;;
