"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"deezer";"itunes"
"Jungle By Night";"Synergy";"Style de malade";"2024";"V2 RECORDS";1754819748;1754820017;;;
"Lenny Kravitz";"Mama said";"What goes around comes around";"1991";"VIRGIN";1754820014;1754820301;"https://open.spotify.com/track/2geuo6XzeeIZc2lS9iQyWT";;
"Prince";"Diamonds and pearls";"Cream";"1991";"WB";1754820298;1754820548;;"https://www.deezer.com/track/1120566552";
"Baron Retif & Concepcion Perez";"Funk";"Italien chaussettes lin";"2023";"MOSTLA / MUSIQUE LARGE";1754820544;1754820817;"https://open.spotify.com/track/24QYVh2QJE8bZTL5kCHU3Y";"https://www.deezer.com/track/2266876867";
"Sirens Of Lesbos";"Peace";"Candid mess (feat. Joshua Idehen)";"2023";"AUTOPRODUCTION";1754820818;1754821081;;;"https://music.apple.com/fr/album/candid-mess-feat-joshua-idehen/1709523489?i=1709524866&uo=4"
"Crayon";"Home safe (feat. JPL & Yamê)";"Home safe (feat. JPL & Yamê)";"2024";"ERASED TAPES";1754821078;1754821198;;;
"Meshell Ndegeocello";"No more water : The gospel of James Baldwin";"Thus sayeth the lord";"2024";"BLUE NOTE";1754821198;1754821539;;;
"Ezra Collective";"Dance, no one’s watching";"Everybody";"2024";"PARTISAN RECORDS";1754821537;1754821848;"https://open.spotify.com/track/5khonYb27npNvjzs5gBsD3";"https://www.deezer.com/track/3125117371";
"Chet Baker";"Chet Baker Sings";"My buddy";"1956";"Pacific Jazz";1754821846;1754822044;;"https://www.deezer.com/track/81301002";
"Jose Germain";"Bof / Les aristochats";"Les aristochats : Tout le monde veut devenir un cat";"1968";"WALT DISNEY";1754822043;1754822395;;;
"The Cure";"Greatest hits";"The lovecats  (version acoustique)";"2001";"POLYDOR";1754822393;1754822619;;;
"Alsarah & The Nubatones";"Seasons of the road";"Bye bye";"2025";"SOUNDWORKS";1754822618;1754822855;"https://open.spotify.com/track/0BmWa742ROUNxi4KUSx2Mh";"https://www.deezer.com/track/3170174841";
"Titi Robin";"Ces vagues que l'amour souleve";"Danse de l'adieu";"2005";"NAIVE";1754822855;1754823001;;;
"Led Zeppelin";"Led Zeppelin IV";"Stairway to heaven";"1971";"ATLANTIC";1754823000;1754823483;;"https://www.deezer.com/track/2291544855";
"Bobbie Gentry";"The Delta sweete / Local gentry";"Eleanor Rigby";"1968";"RAVEN RECORDS";1754823478;1754823626;"https://open.spotify.com/track/3RFC9n5AvbFSLhB4NGmPBV";"https://www.deezer.com/track/3162363";
"Ron Carter";"Jazz & bossa";"No more blues / Chega de saudade";"2008";"BLUE NOTE";1754823626;1754823858;;;
"Kid Francescoli";"With Julia";"Mr. Know it all";"2015";"YOTANKA";1754823856;1754824056;"https://open.spotify.com/track/6UIawbEJncwhfbBsBl4MC6";"https://www.deezer.com/track/578729742";
"Feu Chatterton";"Palais d'argile";"Un monde nouveau";"2021";"UNIVERSAL MUSIC DIVISION CAROLINE";1754824055;1754824351;;;
"Jahneration";"Jahneration";"Reload";"2016";"OVASTAND RECORDS";1754824351;1754824590;"https://open.spotify.com/track/2Bls507scgGVE1eUrZuXL4";"https://www.deezer.com/track/631267442";
"Parlor Greens";"In green / We dream";"West Memphis";"2024";"COLEMINE RECORDS";1754824589;1754824769;"https://open.spotify.com/track/5zlS0ABxi4rwkCxlTdDpIq";"https://www.deezer.com/track/2727346111";
"Sixto Rodriguez";"B.O.F./ Searching for sugar man";"Crucify your mind";"1970";"LEGACY";1754824768;1754824917;;;
"Tame Impala";"Borderline";"Borderline";"2019";"CAROLINE MUSIC INTERNATIONAL";1754824918;1754825190;;"https://www.deezer.com/track/872345282";"https://music.apple.com/fr/album/borderline/1497230760?i=1497230972&uo=4"
"Omega Violet";"Hic sunt leones";"Le phare";"2024";"LABEL LICORNE";1754825187;1754825442;"https://open.spotify.com/track/6szLF0F6qKSj8bOPHpra7p";"https://www.deezer.com/track/2452195885";
"Adrian Wilson";"John Adams : Doctor atomic symphony et autres oeuvres";"Short ride in a fast machine - pour grand orchestre";"2013";"CHANDOS";1754825439;1754825676;;;
"Guilherme Coutinho";"Guilherme Coutinho e o grupo stalo";"Foicera";"2020";"MAD ABOUT RECORDS";1754825674;1754825900;;"https://www.deezer.com/track/2222425237";
"Luidji";"Tristesse business saison 1";"Gisèle (part 4)";"2019";"FOUFOUNE PALACE";1754825896;1754826225;;"https://www.deezer.com/track/901621092";
"The Altons";"Heartache in room 14";"Float";"2025";"DAPTONE RECORDS";1754826210;1754826448;"https://open.spotify.com/track/3KEaq0kZ6nWd52y1ql1bx2";"https://www.deezer.com/track/2985585431";
"Sapocaya";"Sapocaya";"Baraúna";"2024";"";1754826223;1754826454;"https://open.spotify.com/track/3Xr4ag4EeDW7Xjh3uRD2EQ";;
"Perio";"Graffiti Palace";"Graffiti Palace";"2025";"OBJET DISQUE";1754826458;1754826852;"https://open.spotify.com/track/4QY3iuSZKCL07eaQz7TShu";"https://www.deezer.com/track/3413199711";
"John Denver";"John denver's greatest hits";"Take me home, country roads";"1973";"RCA";1754826687;1754826874;;"https://www.deezer.com/track/769749602";
"Lucas Vasconcellos";"Butterflies In slow motion";"The quark of praline";"2024";"STONE MILK RECORDS";1754826852;1754827136;;;
