"Artist";"Album";"Song";"start";"end";"itunes";"spotify";"Year";"Label";"deezer";"youtube"
"Johnny Hodges";"Johnny Hodges with Billy Strayhorn and the orchestra";"Day Dream";1705563106;1705563342;;;1962;"VERVE";"https://www.deezer.com/track/681102752";
"Hailey Brinnel";"Beautiful tomorrow";"Walk between raindrops";1705563340;1705563536;"https://music.apple.com/fr/album/walk-between-raindrops/1690644746?i=1690644750&uo=4";"https://open.spotify.com/track/5glyCdgn1LL7lAgfuUGpa6";2023;"OUTSIDE IN MUSIC";"https://www.deezer.com/track/2309351545";
"Dyke And The Blazers";"We got more soul / Phoenix / Hollywood";"We got more soul";1705563535;1705563748;;;1969;"BGP";;
"Mink DeVille";"Savoir faire";"Soul twist";1705563731;1705563887;"https://music.apple.com/fr/album/soul-twist/724446321?i=724447496&uo=4";"https://open.spotify.com/track/0phpcoMnWrc4EFqw3wTRtF";1978;"CAPITOL";;
"Alain Bashung";"Pizza";"Aficionado";1705563879;1705564031;"https://music.apple.com/fr/album/aficionado/1443035553?i=1443035975&uo=4";"https://open.spotify.com/track/0Yd5tcC6DTngutAL1BFvAJ";1981;"BARCLAY";"https://www.deezer.com/track/2238906";
"Sababa 5";"Aspan";"Indra";1705564021;1705564239;;"https://open.spotify.com/track/2F6mYKBuCHeqh9C1sNwZIJ";2023;"BATOV RECORDS";;
"Bakar";"Halo";"Hell n back";1705564235;1705564452;;"https://open.spotify.com/track/2tJ4OWvQftR3CX51QVUcXz";2023;"BLACK BUTTER";;
"The Sugar Shoppe";"Hurdy gurdy songs";"Skip-a-long Sam";1705564446;1705564625;;;1968;"ACE";;
"Slim Gaillard";"Narco (film)";"Laughing in rhythm";1705564617;1705564789;;;1951;"ULM";;
"Caruana";"Caruana et sa guitae hawaïenne";"El condor pasa";1705564789;1705564941;;;;"DEESES";;
"Charley Crockett";"Lonesome as a shadow";"I wanna cry";1705564932;1705565076;;"https://open.spotify.com/track/3DFOzExEZlVcnRPGix2Znk";2018;"SON OF DAVY";;
"Aziza Brahim";"Mawja";"Thajliba";1705565074;1705565278;;"https://open.spotify.com/track/5A5GeLoE9Td77MI0t2sMvB";2024;"GLITTERBEAT RECORDS";"https://www.deezer.com/track/2547834942";
"Prokop";"Love letters from across the street";"Never say goodbye";1705565277;1705565466;"https://music.apple.com/fr/album/never-say-goodbye/1656104211?i=1656104213&uo=4";"https://open.spotify.com/track/0AcYv6EdfPzaXUqxiJeQHX";2022;"FOOTSTEPS";;
"Black Pumas";"Black Pumas";"Colors";1705565464;1705565709;;"https://open.spotify.com/track/6d4FWjx72iuRWzn1HwywLK";2019;"ATO RECORDS";;
"Carlton Jumel Smith & The Soul Seeders";"Pleasure";"A better day";1705565707;1705565926;;"https://open.spotify.com/track/5y8CC8hOG4d4rfVJEZ67fH";2023;"LOVEMEDO RECORDS";;
"Ramsey Lewis";"Down to earth";"John Henry";1705565923;1705566068;;;1958;"VERVE";"https://www.deezer.com/track/100878350";
"Ben Sidran";"Picture him happy";"Thank god for the F train";1705566065;1705566241;"https://music.apple.com/fr/album/thank-god-for-the-f-train/1201763145?i=1201764116&uo=4";"https://open.spotify.com/track/7984FGAaCCRaXHBoM8IPGi";2017;"BONSAI MUSIC";;
"Nicolas Michaux";"Chaleur humaine";"Chaleur humaine";1705566240;1705566454;"https://music.apple.com/fr/album/chaleur-humaine/1684544895?i=1684545362&uo=4";"https://open.spotify.com/track/1rjPinkG38pw1wgVD66OwP";2023;"CAPITANE";"https://www.deezer.com/track/2254841847";
"Bloom Bat";"Honeist weirdo";"Odd friends";1705566449;1705566605;"https://music.apple.com/fr/album/odd-friends/1724742686?i=1724742687&uo=4";"https://open.spotify.com/track/4MWJzo57x1QoGCJOjfVfYS";2024;"AUTOPRODUCTION";;
"Balm";"Lavender";"Catch me";1705566596;1705566816;;"https://open.spotify.com/track/3aAmbkmw4wGiCAIn1Ktwlv";2023;"EBISU RECORDS / ALTER K";;
"Melle Jutte & Calunde";"Higher";"Higher";1705566814;1705567026;;;2021;"NINE AND A HALF";;
"Luizga & iZem";"Yemamaya";"Yemamaya";1705567025;1705567264;;;2022;"ELIS RECORDS";;
"The Bongo Hop";"Satingarona part.2";"Agua fria";1705567261;1705567559;;"https://open.spotify.com/track/7CSebbAAlgMqngWpEkhBl5";2019;"UNDERDOG";;
"Harlem Pop Trotters";"Harlem Pop Trotters";"White beach";1705567553;1705567707;;"https://open.spotify.com/track/0oSxBpUqUDEcGxHRrdLHSL";1975;"UNDERDOG RECORDS";"https://www.deezer.com/track/724339702";
"Blondie";"Plastic Letters";"Once i had a love (aka the disco song) (1975 version)";1705567700;1705567945;;;1977;"CHRYSALIS";;
"Kiledjian";"The otium mixtape";"Silver Cab";1705567935;1705568131;"https://music.apple.com/fr/album/silver-cab/1714815918?i=1714816484&uo=4";"https://open.spotify.com/track/1tGRfj3EEXBHU6LnKp8Jhx";2024;"UNDERDOG RECORDS";"https://www.deezer.com/track/2522495231";
"Colman Brothers";"Humble Dubbers";"Momo (Skinshape Remix)";1705568128;1705568340;;;2017;"MELTING RECORDS";;
"Karl Zero";"Songs for moonlight swim";"Allo mambo";1705568337;1705568501;"https://music.apple.com/fr/album/allo-mambo/1262919647?i=1262919648&uo=4";"https://open.spotify.com/track/4eBWyWewxVTjStlsUSMOMt";2017;"FREMEAUX ET ASSOCIES";;
"Natalia Lafourcade";"De todas las flores";"Mi manera de querer";1705568500;1705568732;"https://music.apple.com/fr/album/mi-manera-de-querer/1643009116?i=1643009583&uo=4";"https://open.spotify.com/track/2rT9arG3oKOPquWNik5l73";2022;"ATO / SONY MUSIC ENTERTAINMENT MEXICO";"https://www.deezer.com/track/1896279947";
"Gerry Mulligan Quartet";"Soft shoe";"Bernie's tune";1705568729;1705568902;"https://music.apple.com/fr/album/bernies-tune/1460621783?i=1460621880&uo=4";"https://open.spotify.com/track/0OqV8yetUbvUA8cgjsgVyl";1952;"DREYFUS JAZZ";;
"Sarah Vaughan";"Sarah Vaughan With Clifford Brown";"Lullaby of birdland";1705568901;1705569140;;"https://open.spotify.com/track/5z161QQZMgQxSILnv3QoJk";1954;"EmArcy";;
"Nancy Sinatra";"Fairytales and fantasies : The best of";"Lady Bird";1705569139;1705569321;;;1967;;;
"Cecile Kempenaers";"Tears of Joy";"Of all the birds that I do know - pour soprano et ensemble instrumental";1705569318;1705569491;;;2011;"ETCETERA";;
"Algal";"This is bardcore (vol.1) ( ep)";"Aerials";1705569489;1705569722;"https://music.apple.com/fr/album/aerials/1529703958?i=1529703963&uo=4";"https://open.spotify.com/track/4AcMzkC8XLWEA7kGkl4GG5";2020;"2351850 RECORDS DK";;
"Ben Harper";"Bloodline maintenance";"It ain't no use";1705569720;1705569927;;"https://open.spotify.com/track/4WkwcWbXWXVsOlDfIkrWkf";2022;"CHRYSALIS";"https://www.deezer.com/track/1771707667";
"Otis Taylor";"Banjo";"12 feet under";1705569925;1705570143;"https://music.apple.com/fr/album/12-feet-under/1717156629?i=1717157583&uo=4";"https://open.spotify.com/track/47eLX2mXs52brfwBo3nwVQ";2023;"OCTAVE";;
"Alain Souchon";"Bidon";"Le gros pétard";1705570141;1705570309;;;1976;"BMG";"https://www.deezer.com/track/2242062";
"Thin Lizzy";"Return to the old school - classic breaks and beats from the birth of hip-hop";"Johnny the fox meets Jimmy the weed";1705570308;1705570523;"https://music.apple.com/fr/album/johnny-the-fox-meets-jimmy-the-weed/1443855366?i=1443856102&uo=4";"https://open.spotify.com/track/7wOBhSl6apI6Jq3PoRD2Tv";1976;"BGP RECORDS";;
"Les Agamemnonz";"Amateurs";"Les conseils de la fée des Lilas";1705570519;1705570690;;"https://open.spotify.com/track/4DzphWhSZdZ4KgeMWFs8X6";2021;"HI-TIDE RECORDINGS";;
"The Monkees";"The monkees";"Last train to Clarksville";1705570687;1705570856;"https://music.apple.com/fr/album/last-train-to-clarksville/176582361?i=176582846&uo=4";;1966;"ARISTA";"https://www.deezer.com/track/13549167";
"Joe Dassin";"Ses plus grands succes";"Le temps des oeufs au plat";1705570849;1705571019;;;1968;"VERSAILLES";;
"Babylon Circus";"Dances of resistance";"Sailor's wife";1705571018;1705571207;;;2023;"AAKI RECORDS";;
"Amsterdam Klezmer Band & Sondorgo";"Szikra";"Rubber band";1705571207;1705571468;;;2017;"VETNASI RECORDS";;
"Abraham Inc";"Tweet tweet";"Tweet-tweet";1705571468;1705571732;;;2009;"LABEL BLEU";;
"Kourosh Yaghmaei";"Back from the brink";"Gole yakh";1705571730;1705572034;;;1973;"NOW AGAIN";;
"Bo/Persepolis";"Persepolis";"Dans la vie, tu rencontreras beaucoup de cons";1705572028;1705572201;;;2007;"DELABEL";;
"Lovin Spoonful";"Lovin' spoonful : The ep collection";"It's not time now";1705572202;1705572369;;;1966;"SEE FOR MILES";;
"King S Singers";"Johann Strauss fils / King's singers";"Perpetuum mobile op 257";1705572366;1705572556;;;1990;;;
"Blossom Dearie";"Once upon a summertime";"Doop-doo-de-doop (a doodlin song)";1705572554;1705572690;;;1958;"VERVE";;
"Roland Kovac";"King size";"Good old Sherlock";1705572688;1705572845;;"https://open.spotify.com/track/7fjzgniSdYJUVdK3DYLgu5";1974;"SELECTED SOUND";;
"Adi Oasis";"No more words vol. 1";"Multiply (Vin'S da Cuero Remix)";1705572844;1705573036;;;2023;"TWENTYONEARTS (ACQUISITION)";;
"Slap!";"Feeling good (EP)";"Dark knights";1705573034;1705573221;;"https://open.spotify.com/track/52bvBiKKDdO1Y9uK8FOUnl";2018;"COWGIRLS & COMPANY";;
"Ahmed Ben Ali";"Subhan";"Subhana";1705573214;1705573509;"https://music.apple.com/fr/album/subhana/1687073950?i=1687074200&uo=4";"https://open.spotify.com/track/28pnHNZWzhn2HJ13zatziE";2020;"HABIBI FUNK";;
"Herb Alpert";"The very best of herb alpert";"Rise";1705573496;1705573725;;;1991;"A&M";"https://www.deezer.com/track/1064775022";
"Jacques Higelin";"Alertez les bébés !";"Aujourd'hui la crise";1705573723;1705573980;"https://music.apple.com/fr/album/aujourdhui-la-crise/1240260127?i=1240262793&uo=4";"https://open.spotify.com/track/7c9C1bRwtXOnwbEN3mYaHu";1976;"EMI";;
"Cocosuma";"We were a trio";"Blowing oceans by";1705573969;1705574177;;;2005;"CHRONO";;
"Weyman Thompson";"Com.Mus. / The duke and the greek inheritance";"I aint no junkie";1705574174;1705574441;;;1988;"GMT DIGITAL REC OU PRODUCTION";;
