"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"Ken Boothe";"Crying over you - Anthology 1963 to 1978 (disc 1)";"I shot the sheriff";"1976";"TROJAN";1722542345;1722542621;"https://www.deezer.com/track/143030848";;
"Wonder 45";"Wonderland";"Green light";"2024";"BIG AC RECORDS";1722542410;1722542871;;;
"Madeline Bell";"The voice of soul";"You've got what it takes";"1976";"THEMES INTERNATIONAL VINYL SERIES";1722542869;1722543086;"https://www.deezer.com/track/131201682";"https://music.apple.com/fr/album/youve-got-what-it-takes/1436293257?i=1436293430&uo=4";"https://open.spotify.com/track/44khxnlowcpOFlhS0EcJay"
"Ben Sidran";"Rainmaker";"Sosi b (feat. John Ellis & Michael Leonhart)";"2024";"BONSAI MUSIC";1722543083;1722543318;;;
"Hector Gachan";"Untitled '91";"You're right";"2017";"NICE GUYS";1722543316;1722543470;"https://www.deezer.com/track/416271072";"https://music.apple.com/fr/album/youre-right/1294868631?i=1294869580&uo=4";
"Moonchild";"Reflections";"Back to me (acoustic)";"2023";"TRU THOUGHTS";1722543481;1722543729;;;
"Morcheeba";"Fragments of freedom";"Be yourself";"2000";"WEA";1722543725;1722543917;"https://www.deezer.com/track/764125";"https://music.apple.com/fr/album/be-yourself/79671729?i=79671698&uo=4";"https://open.spotify.com/track/1nYuroLdp35I01UFOvQABT"
"Scoobert Doobert";"Moonlight beach";"Walk don't run (ventures cover)";"2023";"BEFORMER";1722543911;1722544060;;;
"Fai Baba & Amour Sur Mars";"Fäderliecht";"Fäderliecht";"2024";"A TREE IN A FIELD RECORDS";1722544055;1722544279;;;
"Dekker";"Slow reveal V1";"Becoming / Become me";"2020";"B DEKKER RECORDS";1722544284;1722544484;;"https://music.apple.com/fr/album/becoming-become-me/1494118009?i=1494118010&uo=4";"https://open.spotify.com/track/6XR3Gd4lXgOCGLZKrZYgco"
"Enya";"Antarctique / Polar shift";"Watermark";"1991";"Private Music";1722544474;1722544617;"https://www.deezer.com/track/706276";;
"Nick Cave";"I am sam";"Let it be";"2001";"V2";1722544614;1722544822;;;
"Nits";"Neon";"Peninsula";"2022";"WERF RECORDS";1722544817;1722544947;"https://www.deezer.com/track/1902317517";"https://music.apple.com/fr/album/peninsula/1643715277?i=1643715789&uo=4";"https://open.spotify.com/track/7tSv9AyEQ0xm2nmM0F7Hj1"
"Sasha Keable";"Killing me (feat. Jorja Smith)";"Killing me (feat. Jorja Smith)";"2021";"BAD MUSIC";1722544945;1722545150;;;
"Luca Stavos";"Roberto graves";"Roberto Graves";"2021";"PRISMA RECORDS";1722545150;1722545356;;;"https://open.spotify.com/track/1pw56N9jYaekhJSgtXpw9k"
"Ennio Morricone";"Mondomorricone";"Le foto proibite di una signora per bene";"1970";"COLOSSEUM";1722545352;1722545589;;"https://music.apple.com/fr/album/le-foto-proibite-di-una-signora-per-bene-main-title/486200555?i=486200556&uo=4";
"Isabelle Antena";"Hoping for love";"Le poisson des mers du sud";"1987";"DISQUES DU CREPUSCULE";1722545588;1722545837;;"https://music.apple.com/fr/album/le-poisson-des-mers-du-sud/348374893?i=348374895&uo=4";"https://open.spotify.com/track/0OtLnXYlL9nvUDhD5CCVaY"
