"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"deezer";"itunes"
"Rachael Dadd";"Kaléidoscope";"Footsteps";2022;"MEMPHIS INDUSTRIES";1728640683;1728640897;"https://open.spotify.com/track/33jjZyF5wFqxSPOHtvyHbm";;
"Janko Nilovic";"Psyc impressions";"Love on the moon";2011;"VADIM MUSIC";1728640888;1728641065;;;
"The Doors";"Break on through";"The crystal ship";1967;"";1728641064;1728641214;"https://open.spotify.com/track/0gWvVB4bGvADocoPMEDy3K";"https://www.deezer.com/track/3614126";
"Bobby Lance";"Delta swamp rock / More sounds from the south 1968-75 / Vol 2 (cd promo)";"Somewhere in between";1971;"SOUL JAZZ RECORDS";1728641213;1728641432;;;
"Sharon Jones & The Dap Kings";"Soul of a woman";"Girl ! (You got to forgive him)";2017;"DAPTONE RECORDS";1728641430;1728641676;;;
"Black Uhuru";"Black sounds of freedom";"African love";1977;"GREENSLEEVES RECORDS";1728641671;1728641890;;;
"Hailu Mergia And The Walias";"Awesome tapes from Africa";"Yemiasleks fikir";2016;"AWESOME TAPES FROM AFRICA";1728641887;1728642128;;;
"Ezra Collective";"Dance, No One’s Watching";"No one's watching me (feat. Olivia Dean)";2024;"Partisan Records";1728642127;1728642389;"https://open.spotify.com/track/0g8prUwwlED3F3y0ZNe8p0";;
"L'Etrangleuse";"Ambiance argile";"La distance des noix";2024;"COMPAGNIE 4000";1728642388;1728642611;"https://open.spotify.com/track/0MqU1QAjFGAlXhzqRvVzOP";;"https://music.apple.com/fr/album/la-distance-des-noix/1746525564?i=1746526264&uo=4"
"Poni Hoax";"Tropical suite";"Lights Out";2017;"PAN EUROPEAN RECORDING";1728642608;1728642837;"https://open.spotify.com/track/5sF3FKgyu2fSs44lUsLgOH";"https://www.deezer.com/track/1280571682";
"The Clash";"The essential clash";"The Guns of Brixton";1979;"COLUMBIA";1728642836;1728643024;"https://open.spotify.com/track/1d0RJmZXAncCnTYHFlhaj4";;
"ESG";"A south Bronx story";"Parking lot blues";1983;"UNIVERSAL";1728643018;1728643189;"https://open.spotify.com/track/1dpEd0tfUXus1W3GC9y2LM";;"https://music.apple.com/fr/album/parking-lot-blues/1668437008?i=1668437930&uo=4"
"Jm Black";"Compilation / France chébran vol 2 - French boogie 1982-1989";"Lipstick";1984;"BORN BAD";1728643187;1728643546;;;
