"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify"
"Maria Chiara Argiro";"Closer";"Closer";"2024";"INNOVATIVE LEISSURE";1713470211;1713470412;"https://music.apple.com/fr/album/closer/1727783185?i=1727783199&uo=4";"https://www.deezer.com/track/2637799392";"https://open.spotify.com/track/591VfzPTvm6Jrp6wmYMCkV"
"Hayley Williams";"Petals for armor";"Roses-Lotus-Violet-Iris";"2020";"ATLANTIC";1713470407;1713470725;;;
"Massive Attack";"Mezzanine";"Inertia creeps";"1998";"VIRGIN";1713470706;1713471057;"https://music.apple.com/fr/album/inertia-creeps/724466069?i=724466834&uo=4";"https://www.deezer.com/track/3129749";"https://open.spotify.com/track/3N2UhXZI4Gf64Ku3cCjz2g"
"Lord Apex";"Smoke sessions (vol. 2)";"Vintage garms";"2019";"TRAPDOOR RECORDS";1713471049;1713471265;"https://music.apple.com/fr/album/vintage-garms/1691697379?i=1691697855&uo=4";"https://www.deezer.com/track/2320083825";"https://open.spotify.com/track/1o1MD0Y9k7VeKwW9TABvNZ"
"Nightmares On Wax";"Carboot soul";"Les nuits";"1999";"VIRGIN";1713471262;1713471616;"https://music.apple.com/fr/album/les-nuits/281122084?i=281122086&uo=4";;"https://open.spotify.com/track/64EfSAF5nxhIfUw1GbPPCC"
"Ray Charles";"The genius hits the road";"Georgia on my mind";"1960";"CONCORD JAZZ";1713471618;1713471831;"https://music.apple.com/fr/album/georgia-on-my-mind/539489004?i=539489753&uo=4";"https://www.deezer.com/track/62375115";
"Laufey";"Bewitched";"Dreamer";"2023";"LAUFEY / AWAL RECORDINGS AMERICA";1713471827;1713472028;"https://music.apple.com/fr/album/dreamer/1690607869?i=1690607895&uo=4";"https://www.deezer.com/track/2309254495";"https://open.spotify.com/track/1YxQxV5sKZN1TgVpXl5MLA"
"Stephen Kovacevich";"Ludwig van Beethoven : Intégrale des sonates et bagatelles pour piano interprétées par Stephen Kovacevich CD 4 : Sonates n°12 à 15";"Sonate n°14 en ut dièse min op 27 n°2 (Clair de lune) : 1. Adagio sostenuto";"1999";"WARNER CLASSICS";1713472028;1713472408;;;
"Please Babe";"Les orbes célestes";"Cycles de cycles";"2024";"PLANISPHERE";1713472407;1713472831;"https://music.apple.com/fr/album/cycles-de-cycles/1732113356?i=1732113633&uo=4";;"https://open.spotify.com/track/0o9RzNUgpLpk6Aiwba9i6k"
"Codek";"Closer / Tam Tam";"Closer";"1981";"DARK ENTRIES RECORDS";1713472832;1713473132;;"https://www.deezer.com/track/386252891";
"Mauskovic Dance Band";"Buckaroo bank";"Zwaar";"2022";"BONGO JOE";1713473131;1713473416;;;
"Boozoo Bajou";"Mad mouth carter";"Son of tupelo";"2005";"R.I.P";1713473411;1713473741;;;
"Donna Summer";"The very best of";"Love to love you baby  (original 12)";"1975";"CASABLANCA";1713473722;1713473986;;;
"Renaud Capucon";"Camille Saint-Saens : Le carnaval des animaux et oeuvres de chambre";"Le carnaval des animaux : Volière - pour 2 pianos 2 violons alto violoncelle contrebasse flûte traversière clarinette harmonica et xylophone";"2003";"VIRGIN CLASS";1713473977;1713474041;;;
"Jacques Dutronc";"Effluves : Les inédits de Jacques Dutronc : 1966 - 1976";"Il est cinq heures, Paris s'éveille (Version Espagnole)";"1969";"VOGUE";1713474039;1713474210;;;
"Marion Rampal";"Oizel";"Canards";"2024";"LES RIVIERES SOUTERRAINES";1713474204;1713474417;;"https://www.deezer.com/track/2585232312";"https://open.spotify.com/track/1FZHLos17OO4UX9EjIWKn0"
"Sampha";"Spirit 2.0 (radio edit)";"Spirit 2.0 (radio edit)";"2023";"YOUNG";1713474414;1713474636;;;
"Aretha Franklin";"Portrait";"It ain't necessarily so";"1960";"COLUMBIA";1713474636;1713474820;;;
"Emmet Cohen";"Future stride";"Pitter panther patter";"2021";"MACK AVENUE";1713474811;1713474953;;"https://www.deezer.com/track/1049767612";"https://open.spotify.com/track/4nbpKgVU90iswUuiB44FAt"
"Pokey Lafarge";"Sister Andre";"Sister Andre";"2024";"NEW WEST RECORDS";1713474949;1713475131;"https://music.apple.com/fr/album/sister-andre/1728307198?i=1728307515&uo=4";"https://www.deezer.com/track/2645598642";"https://open.spotify.com/track/1lk7yaYquaKwiXPmdZD6mn"
