"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"Cymande";"Renegades of funk";"Bird";"1973";"NEWHOUSE RECORDS";1720295791;1720296055;;;
"Ly Sander";"Landing";"Under the moonlight (feat. Matt Bessa) (long version)";"2023";"SPECIAL PLACE RECORDINGS";1720296054;1720296330;;;
"Peter One";"Birds go die out of sight";"Birds go die out of sight";"2023";"VERVE RECORDS";1720296329;1720296583;;;
"Nancy Sinatra";"The hit years";"So long, babe";"1965";"RHINO RECORDS";1720296571;1720296757;"https://www.deezer.com/track/1434159682";;
"Saigon Soul Revival";"Moi luong duyen";"Sac hoa Cuoc Song";"2024";"SAIGON SUPERSOUND";1720296747;1720296958;"https://www.deezer.com/track/2697067972";"https://music.apple.com/fr/album/s%E1%BA%AFc-hoa-cu%E1%BB%99c-s%E1%BB%91ng/1735300142?i=1735300848&uo=4";"https://open.spotify.com/track/4ZYr3gQ4sNehUrAY4E5oTp"
"Ajate";"Dala toni";"Emisa lasso";"2024";"180G";1720296968;1720297222;;;
"Mina Agossi";"Fresh (CD Promo)";"Rewind";"2014";"PLUS LOIN MUSIC";1720297220;1720297475;"https://www.deezer.com/track/1698746157";;"https://open.spotify.com/track/1uFOD5QfWEqdsOXU3PULEh"
"Leroy Smart";"A placed called Jamaica part 2";"God helps the man";"1973";"MAKASOUND";1720297472;1720297671;"https://www.deezer.com/track/1652908012";;
"The Roots";"Phrenology";"The seed (2.0)";"2002";"MCA";1720297670;1720297938;;;"https://open.spotify.com/track/6HxweNytuEQdmGeVtZPZz3"
"The Rolling Stones";"Sticky fingers (remasters)";"Brown sugar";"1971";"CBS";1720297933;1720298161;"https://www.deezer.com/track/100914878";"https://music.apple.com/fr/album/brown-sugar-live-at-university-of-leeds-1971/1440830882?i=1440831558&uo=4";"https://open.spotify.com/track/34K7nU8EWQIRI93RfqhdRJ"
"Jane Weaver";"Love in constant spectacle";"Is metal";"2024";"FIRE RECORDS";1720298159;1720298399;"https://www.deezer.com/track/2608103092";"https://music.apple.com/fr/album/is-metal/1724172180?i=1724173100&uo=4";"https://open.spotify.com/track/1mKAk4iQq44vzUM06wwVMn"
"Rahsaan Roland Kirk";"Blacknuss";"Ain't no sunshine";"1972";"RHINO RECORDS";1720298412;1720298552;;;
"Zoe's Shanghai";"A mirage (meant to last forever)";"That Hill";"2019";"AUTOPRODUCTION";1720298549;1720298816;"https://www.deezer.com/track/670584812";"https://music.apple.com/fr/album/that-hill/1460840391?i=1460840497&uo=4";"https://open.spotify.com/track/0iCb5nHpUDlXbgrgxrAmj3"
