"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Gorillaz";"Demon days";"Last living souls";"2005";"PARLOPHONE";1753955871;1753956062;"https://www.deezer.com/track/3129403";"https://open.spotify.com/track/7JzmCjvB6bk48JghLyrg8N";
"Thee Marloes";"Perak";"Not Today";"2024";"BIG CROWN RECORDS";1753956061;1753956246;"https://www.deezer.com/track/2747492861";"https://open.spotify.com/track/0La1VlmPQNwvTyJD3qIxGL";"https://music.apple.com/fr/album/not-today/1740812577?i=1740812594&uo=4"
"Frankie Greer Quartette";"Movements (Vol. 10)";"Spooky";"1962";"TRAMP RECORDS";1753956245;1753956392;"https://www.deezer.com/track/858451562";;
"Coleman Hawkins";"ON BROADWAY";"I talk to the trees";"1962";"PRESTIGE";1753956392;1753956649;"https://www.deezer.com/track/54123861";;"https://music.apple.com/fr/album/i-talk-to-the-trees/869221239?i=869221261&uo=4"
"Jeanne Cherhal";"Douze fois par an";"Les photos de mariage";"2004";"TOT OU TARD";1753956648;1753956843;"https://www.deezer.com/track/598485182";"https://open.spotify.com/track/56clf5hrJfEMTDMvTFej40";
"Bingo Club";"The low land";"The low land";"2022";"ALSO";1753956839;1753957043;"https://www.deezer.com/track/1963382267";"https://open.spotify.com/track/0nIdgq1KgCBfbmnTdRHtJW";
"Panda Bear";"Sinister grif";"Praise";"2025";"DOMINO";1753957041;1753957246;"https://www.deezer.com/track/3001194911";"https://open.spotify.com/track/08aaQA6A7UHvbPGsfPrAFe";"https://music.apple.com/fr/album/praise/1761198973?i=1761198977&uo=4"
"Revolver";"BOF / Comme des frères (promo)";"Airport";"2012";"DELABEL";1753957244;1753957358;"https://www.deezer.com/track/61470557";"https://open.spotify.com/track/2DzSZn9AbXnb2BEJRLeWn6";"https://music.apple.com/fr/album/airport/693533439?i=693534025&uo=4"
"Joao Selva";"Onda";"Rainbow love (feat. Gabi Hartmann)";"2025";"UNDERDOG";1753957354;1753957584;;;
"Cha Wa";"My people";"My people";"2021";"SINGLE LOCK RECORDS";1753957582;1753957812;"https://www.deezer.com/track/1200904782";"https://open.spotify.com/track/0sU9kCZuUtRXH09mN0dfe0";
