"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"Lianne La Havas";"Brassens, échos d'aujourd'hui";"Friends like evergreens / Au bois de mon coeur";"2013";"FANON RECORDS";1736762237;1736762414;;;
"Sven Wunder";"Natura morta";"Impasto";"2021";"PIANO PIANO RECORDS";1736762414;1736762604;"https://open.spotify.com/track/1z7SGD6F6OYGinYGyym9uC";;
"France Gall";"Les années musique";"La mort douce";"1980";"WEA INTERNATIONAL";1736762602;1736762797;;;
"Plantlife";"The return of Jack splash";"When she smiles she lights the sky";"2004";"LINUS ENTERTAINMENT";1736762789;1736762977;"https://open.spotify.com/track/1SSHmc0LIpRV7h6hr1apI2";;
"Simply Red";"Home";"Sunrise";"2003";"UNIVERSAL";1736762972;1736763168;"https://open.spotify.com/track/3Cw42izrRVrwQxYbjTDXmH";"https://music.apple.com/fr/album/sunrise/798764432?i=798764478&uo=4";"https://www.deezer.com/track/75814706"
"Gitkin";"Golden age";"Delta mystic";"2024";"WONDERWHEEL RECORDINGS";1736763162;1736763338;"https://open.spotify.com/track/5If5kdTZCMfgCShTgU1Wfh";"https://music.apple.com/fr/album/delta-mystic/1756877629?i=1756877634&uo=4";"https://www.deezer.com/track/2889121002"
"Flora Hibberd";"Swirl";"Fern";"2025";"22TWENTY / REDEYE";1736763336;1736763561;"https://open.spotify.com/track/6E2RVQ4WMkZYNCMiGUARnn";;
"Lou Doillon";"Places";"One day after another";"2012";"BARCLAY";1736763557;1736763786;"https://open.spotify.com/track/1KUNquLqfxipOgrlo1NBX6";;
"Solomon Burke";"A complete introduction to Chess Checker Cadet";"Let me wrap my arms around you";"1975";"CHESS";1736763784;1736764022;;;"https://www.deezer.com/track/1182080"
"Alan Hawkshaw";"Good Juice - Hot Hammond & cool organs cockail served by Blue Note";"Blarney's stoned";"1972";"BLUE NOTE";1736764018;1736764128;;;"https://www.deezer.com/track/2470269845"
"Charles Aznavour";"The complete work - Centenary edition / CD 05 : Les deux guitares & Je m'voyais déjà & Il faut savoir / CD 06 : Alléluia qui ?";"For Me Formidable";"1963";"BARCLAY";1736764129;1736764268;;;"https://www.deezer.com/track/2767651171"
"Moodymann";"Moodymann";"Hold it down";"2014";"KENNETH DIXON";1736764266;1736764441;"https://open.spotify.com/track/0HQZJbulEJMr5hnGdHz8Wu";"https://music.apple.com/fr/album/hold-it-down/796538533?i=796538578&uo=4";"https://www.deezer.com/track/75411194"
"Samara Cyn";"Rolling stone";"Rolling stone";"2024";"POLYDOR";1736764438;1736764581;"https://open.spotify.com/track/0nmIWoirK2cbSD9duTDQJa";;"https://www.deezer.com/track/3050729611"
"Anjali";"The world of lady a";"Misty canyon";"2003";"WIIIJA";1736764575;1736764834;;;
"Orchestre Symphonique De Londres";"Léo Delibes : Sylvia et Coppélia";"Sylvia : Divertissement : Pizzicati (Acte III Sc 16)";"";"";1736764827;1736764952;;;
"Katie Melua";"Secret Symphony";"Forgetting all my troubles";"2012";"DRAMATICO RECORDS";1736764950;1736765149;"https://open.spotify.com/track/7hcIiP3LvnGb65CtthOWxm";;
"Barry White";"The collection";"Can't get enough of your love babe";"1974";"MERCURY";1736765144;1736765386;;;
"Mapache";"Swinging stars";"Sentir";"2023";"INNOVATIVE LEISURE";1736765382;1736765602;"https://open.spotify.com/track/31RVONWX3W6MX5UMRErCeJ";"https://music.apple.com/fr/album/sentir/1677840368?i=1677840369&uo=4";"https://www.deezer.com/track/2196649797"
"Adrian Quesada";"Boleros psicodelicos";"Hielo Seco (feat. Marc Ribot & Money Mark)";"2022";"ATO RECORDS";1736765600;1736765770;;;
"Leonard Cohen";"New skin for the old ceremony";"Lover lover lover";"1974";"CBS";1736765765;1736765957;"https://open.spotify.com/track/5ilgu9Ds54wBPKL297K1iH";"https://music.apple.com/fr/album/lover-lover-lover/511065006?i=511065475&uo=4";"https://www.deezer.com/track/80869726"
"Scott Walker";"Scott 3";"30 century man";"1969";"FONTANA";1736765955;1736766040;"https://open.spotify.com/track/6u0EHlRPgUIfER7ZAE4x6Q";"https://music.apple.com/fr/album/30-century-man/1443111227?i=1443111432&uo=4";"https://www.deezer.com/track/67814812"
"The XX";"XX";"Night time";"2009";"YOUNG TURKS";1736766039;1736766256;"https://open.spotify.com/track/0ibXYHIS1vPqpkm1LoIWZR";"https://music.apple.com/fr/album/night-time/325808192?i=325808219&uo=4";"https://www.deezer.com/track/3787864"
"Suzanne Ciani & Jonathan";"Golden apples of the sun";"Spirit rock";"2023";"OBLIQUES / TRANSVERSALES DISQUES";1736766244;1736766413;;;
"Sonya Spence";"In the Dark / Sings Love";"Talk love";"1980";"SANCTUARY RECORDS";1736766410;1736766667;;;"https://www.deezer.com/track/938198882"
"Munya";"Jardín";"Cocoa";"2023";"LUMINELLE RECORDINGS";1736766658;1736766855;;;
"Adoniran Barbosa";"Best of";"Trem Das Onze";"1964";"EMI";1736766853;1736767035;;;"https://www.deezer.com/track/41625991"
"Azymuth";"Azymuth";"Brazil";"1975";"FAR OUT RECORDINGS";1736767032;1736767268;"https://open.spotify.com/track/2J7jFxIz3PZy9b77G0nXFC";"https://music.apple.com/fr/album/brazil/885988083?i=885988230&uo=4";"https://www.deezer.com/track/108475388"
"Danger Mouse";"Rome";"Black";"2011";"PARLOPHONE";1736767262;1736767473;;;
"Jim Sullivan";"U.F.O.";"Plain as your eyes can see";"1969";"LIGHT IN THE ATTIC RECORDS";1736767468;1736767612;"https://open.spotify.com/track/0Z7SBH67YDz6iZbDrfvNf0";"https://music.apple.com/fr/album/plain-as-your-eyes-can-see/658962219?i=658962227&uo=4";"https://www.deezer.com/track/11109802"
"Mildlife";"Chorus";"Forever";"2024";"HEAVENLY RECORDINGS";1736767606;1736767940;"https://open.spotify.com/track/1G3i664RvLdQ4aKrPtvAhY";;"https://www.deezer.com/track/2514003421"
"Oby Onyioha";"Doing it in Lagos : Boogie, pop & disco in 1980's Nigeria";"Enjoy your life";"1981";"SOUNDWAY";1736767934;1736768307;;;"https://www.deezer.com/track/1649272712"
"Zubin Sagar Center For Neuroaesthetic Studies";"Alacran azul";"8th house synastry theme";"2024";"AUTOPRODUCTION";1736768301;1736768480;;;
"Nao";"Jupiter";"All of me";"2025";"RCA RECORDS";1736768478;1736768643;"https://open.spotify.com/track/1puuLNsoHPRSyrMGQjY0wI";;"https://www.deezer.com/track/3088231201"
"Supreme Ntm";"Supreme NTM (Best of)";"That'S My People";"1998";"EPIC";1736768639;1736768889;"https://open.spotify.com/track/1RWXFHOJ6XjK8a9pitucrX";"https://music.apple.com/fr/album/thats-my-people/273708815?i=273708938&uo=4";"https://www.deezer.com/track/2189056"
"L Indecis";"Chillhop Essentials - Fall 2016";"Her";"2016";"";1736768882;1736769075;;;
