"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"The Blind Boys Of Alabama";"Echoes of the South";"Keep on pushin'";2023;"SINGLE LOCK RECORDS (ACQUISITION)";1705312618;1705312823;"https://music.apple.com/fr/album/keep-on-pushin/1687564966?i=1687565490&uo=4";"https://open.spotify.com/track/0hP6gHyuVyqz3Keelmq9b7";
"Gabriel Olafs";"Absent minded piano works (single var1)";"Loa (variation)";2020;"ONE LITTLE INDIAN";1705312821;1705312922;;;
"Jay-Jay Johanson";"Fetish";"Summer night of love";2023;"29 MUSIC / KURONEKO";1705312915;1705313209;;"https://open.spotify.com/track/3F1Tj5nAuS5AT5AR1Kl1RN";
"Smokey Robinson";"Pure smokey";"I am I am";1974;"MOTOWN";1705313207;1705313458;;"https://open.spotify.com/track/7MGYZex8zrUbyWm1jUNAHS";
"Bb Seaton";"Greatest hits";"My love (can't hide the feeling)";1971;"SOUL BEATS RECORDS";1705313442;1705313603;;;
"Rosalia";"Motomami";"Delirio de grandeza";2022;"COLUMBIA";1705313600;1705313754;;"https://open.spotify.com/track/6lKZ5I0yW3IpUFHEKJCWlx";
"Pumpkin & Vin S Da Cuero";"Astronaute";"Can't stop won't stop (feat. China Moses)";2018;"MENTALOW MUSIC";1705313755;1705314012;;;
"Emile Londonien";"Legacy";"Still from the East";2023;"NAIVE";1705314012;1705314202;"https://music.apple.com/fr/album/still-from-the-east/1652682712?i=1652682719&uo=4";"https://open.spotify.com/track/0cTYk49n7RTAO0a4g7zwXH";"https://www.deezer.com/track/1995831137"
"Mayra Caridad Valdes";"Havana cultura";"Roforofo fight";2009;"BROWNSWOOD R";1705314198;1705314556;;"https://open.spotify.com/track/05BkY6h7Ubrb20y8DuCVFp";
"Parcels";"Day / Night";"Famous";2021;"BECAUSE";1705314541;1705314829;"https://music.apple.com/fr/album/famous-single-version/1581878937?i=1581880752&uo=4";"https://open.spotify.com/track/3RZauEkvORMeP06npyaIYa";"https://www.deezer.com/track/1479364342"
"Sting";"The very best of sting & the police";"Englishman in New York";1987;"A&M";1705314827;1705315090;;"https://open.spotify.com/track/4KFM3A5QF2IMcc6nHsu3Wp";
"Colin Lawson";"Concertos classiques anglais pour clarinette";"Concerto en Mi bémol Maj pour clarinette et orchestre avec pianoforte : Adagio";1996;"HYPERION";1705315087;1705315269;;;
"Andre Claveau";"Andre Claveau : 66 succes inoubliables (cd2)";"Ukraine";1944;"MC PRODUCTION";1705315269;1705315429;;;
"Klezmorim";"Jazz babies of the Ukraine";"Minnie the moocher";1987;"FLYING FISH RECORDS";1705315429;1705315653;;;
"Joshua Henry";"A quiet revolution";"Mister blue";2020;"CRAFT RECORDINGS";1705315649;1705315878;;"https://open.spotify.com/track/5Jzc10Y50mDC9ddo7gzf4J";
"Stephen Ulrich";"Music from this American life";"If and when";2023;"BARBES RECORDS";1705315876;1705316065;;"https://open.spotify.com/track/3o1nBAZXerkKbOg5KNl4Pr";
"Donna Blue";"Dark roses";"Cup of time";2022;"SNOWSTAR";1705316062;1705316235;"https://music.apple.com/fr/album/cup-of-time/1609249502?i=1609249734&uo=4";"https://open.spotify.com/track/3J30vlvf4K8z0dTamHmxEb";
"The Rolling Stones";"12 X 5";"It's all over now";1964;"VIRGIN";1705316234;1705316438;;;"https://www.deezer.com/track/2445270415"
"Los Johnny Jets";"Rare Mexican Cuts from the Sixties";"Bajatede mi nube (get off my cloud)";1965;"EVA RECORDS";1705316437;1705316588;;;
"Andrew Bird";"Thrills";"Depression - Pasillo";1998;"RYKO";1705316586;1705316795;;;
"Carmen Souza";"Live at Lagny jazz festival (cd promo FIP)";"Sous le ciel de Paris (Bonus track)";2014;"GALILEO";1705316796;1705317057;;;
"Roseaux";"II";"You can discover (feat. Melissa Laveaux)";2019;"TOT OU TARD";1705317005;1705317192;"https://music.apple.com/fr/album/you-can-discover-feat-melissa-laveaux/1456385957?i=1456386578&uo=4";;
"Alela Diane";"Wild divine";"Heartless highway";2011;"ROUGH TRADE";1705317187;1705317400;;"https://open.spotify.com/track/2ssHmWPeYETKuWFrJIxNaK";
"Kinny And Horne";"Forgetting to remember";"Why me";2005;"TRU THOUGHTS";1705317397;1705317600;;;
"Vulfpeck";"Hill Climber";"Disco Ulysses (Instrumental)";2018;"VULF ECORDS";1705317597;1705317827;;"https://open.spotify.com/track/608uL3XBV8f2MHKNgm32Y3";
"L'Entourloop";"La clarté dans la confusion";"Way to be happy (feat Las Ninyas del Corro)";2022;"X-RAY PRODUCTION";1705317829;1705318037;;;
"Izem";"In ze early morning";"Sua pele";2023;"ELIS RECORDS";1705318035;1705318260;;"https://open.spotify.com/track/3tRZUuKPdoy359JyMwJaVz";
"The Bongo Hop";"Satingarona part.2";"L'autre quai";2019;"UNDERDOG";1705318260;1705318480;;"https://open.spotify.com/track/0WifQeQU1f5Dmqimqe6eZD";"https://www.deezer.com/track/606480892"
"Us3";"Questions";"Cantaloop 2004 (soul mix)";2004;"US3.COM";1705318479;1705318780;;;
"English Concert";"Sound of trumpet / Vol 1";"The fairy queen Z 629 : Chaconne for chinese man and woman (Acte V) - pour trompette orchestre et basse continue";2012;"EMI CLASSICS";1705318779;1705319005;;;
"Harry Nilsson";"The RCA albums collection : Aerial Ballet / CD 2";"One";1967;"RCA";1705319005;1705319176;;;
"Kcidy";"Quelque chose de bien";"Soudain une envie";2024;"VIETNAM";1705319174;1705319372;;"https://open.spotify.com/track/6ZP2gVcBEjV4oMpaLZhkjI";
"Matthew Halsall";"Salute to the Sun";"Joyful spirits of the universe";2020;"GONDWANA RECORDS";1705319359;1705319432;"https://music.apple.com/fr/album/joyful-spirits-of-the-universe-edit/1578245897?i=1578246251&uo=4";"https://open.spotify.com/track/47KZj9GvfzG4nNEKhoccdU";
"Vincent Ahehehinnou";"La vie est belle";"Vevede";2023;"SALT N GINGER MUSIC";1705319425;1705319653;;"https://open.spotify.com/track/0mUoJtPhagH8BfR87QSJrJ";
"Jackson 5";"Dancing machine";"Whatever you got, i want";1974;"UNI - MOTOWN";1705319646;1705319820;"https://music.apple.com/fr/album/whatever-you-got-i-want/1440663871?i=1440664506&uo=4";;"https://www.deezer.com/track/79980318"
"The Who";"C.S.I. - Crime Scene Investigation";"Who are you";1978;"HIP-O RECORDS";1705319818;1705320024;;"https://open.spotify.com/track/23IJ5wLRhEZ9DOuia5mPiZ";"https://www.deezer.com/track/540165792"
"Gold Panda";"Good luck and do your best";"I am real punk";2016;"CITY SLANG";1705320017;1705320280;;"https://open.spotify.com/track/4T400VMhcN60TWcSF7Spi4";
"Bertrand Belin";"Parcs";"Comment ça se danse";2013;"CINQ 7";1705320279;1705320577;;"https://open.spotify.com/track/3wvnt6UK9tD5pHg3mv4Yfr";
"Belle And Sebastian";"Fold your hands child, you walk like a peasant";"The model";2000;"PIAS";1705320571;1705320805;"https://music.apple.com/fr/album/the-model/1669033817?i=1669033825&uo=4";"https://open.spotify.com/track/0PK85svBka8vzcNZNOl8UF";"https://www.deezer.com/track/2131161847"
"Quatuor Takacs";"Quatuors à cordes";"Quatuor a cordes n°14 en re min d 810 - la jeune fille et la mort : 3 - scherzo";2006;"HYPERION";1705320803;1705321023;;;
"Caetano Veloso";"Fina estampa";"Un vestido y un amor";1994;"VERVE";1705321022;1705321269;"https://music.apple.com/fr/album/un-vestido-y-un-amor/1443361511?i=1443362271&uo=4";;
"Melody Gardot";"The absence";"If i tell you i love you";2012;"DECCA";1705321268;1705321480;"https://music.apple.com/fr/album/if-i-tell-you-i-love-you/1440742764?i=1440743145&uo=4";"https://open.spotify.com/track/2PTIRzHNHlU9SfLiaE9Dft";
"Sully Braq";"Symphonie dans le coin d'une pièce";"Noyade";2022;"CHAMBRE MUSIC";1705321477;1705321666;;"https://open.spotify.com/track/696Uj9VLz3DVIzK1kkktG9";
"Jeff Buckley";"You and I";"Calling you";1993;"COLUMBIA";1705321662;1705321960;;;
"Olivia Dean";"Messy";"The hardest part";2023;"VIRGIN RECORDS / UNIVERSAL";1705321960;1705322134;"https://music.apple.com/fr/album/the-hardest-part/1676252821?i=1676253108&uo=4";"https://open.spotify.com/track/3cPoiK69oQ1SdbB2j2ulGm";"https://www.deezer.com/track/2338666395"
"Bonobo";"Migration";"Second sun";2017;"NINJA TUNE";1705322133;1705322458;"https://music.apple.com/fr/album/second-sun/1169245868?i=1169246065&uo=4";"https://open.spotify.com/track/16ikmfoT1249gG3pzPvnYt";"https://www.deezer.com/track/139705143"
"Mounir Otai";"EXOPOP 1.1";"Irreel";2023;"LA SOUTERRAINE";1705322352;1705322631;"https://music.apple.com/fr/album/irr%C3%A9el/1676811226?i=1676811231&uo=4";"https://open.spotify.com/track/0J3SBKcfUD19ZNCIxiFmBE";"https://www.deezer.com/track/2297566175"
"Kiledjian";"The otium mixtape";"Jalouse (feat. Macha Gharibian)";2024;"UNDERDOG RECORDS";1705322522;1705322721;;;
"Herbie Hancock";"Mr. Hands";"Textures";1980;"COLB";1705322710;1705323105;"https://music.apple.com/fr/album/textures/290229981?i=290229988&uo=4";"https://open.spotify.com/track/6wyjGiFFJMNxFyY4h0ttYY";
"Roxy Music";"Flesh + blood";"In the midnight hour";1980;"EG";1705323098;1705323321;;"https://open.spotify.com/track/6XMg9IQsc2MY0G55dFlnoY";
"Sandra De Sa";"Brazilian disco boogie sounds /1978-1982";"Negra flor";1982;"FAVORITE RECORDINGS";1705323283;1705323438;"https://music.apple.com/fr/album/negra-flor/1086129342?i=1086129363&uo=4";"https://open.spotify.com/track/5YUJIaAEKtJ9czBRV0PmqJ";"https://www.deezer.com/track/119547900"
"The Stance Brothers";"Duktus";"Sao Paolo";2023;"WE JAZZ RECORDS";1705323438;1705323595;;"https://open.spotify.com/track/3uIiDiN430wMhfDotCTjIk";
"Flying Lotus";"BOF TV / Yasuke";"Yasuke : Between memories (feat. Niki Randa)";2021;"WARP RECORDS";1705323594;1705323694;;;
"Noname";"Sundial";"Beauty supply";2023;"AWAL RECORDINGS AMERICA";1705323690;1705323882;"https://music.apple.com/fr/album/beauty-supply/1700969824?i=1700970576&uo=4";"https://open.spotify.com/track/4oevXziJVFARkGMty2HdFF";
"Jean Louis Murat";"Le moujik et sa femme";"Foule romaine";2002;"LABELS";1705323882;1705324124;;;
"Danger Mouse";"Rome";"Two against one ( Instrumental)";2011;"PARLOPHONE";1705324118;1705324256;;;
"Norah Jones";"Feels Like Home";"Sunrise";2004;"Blue Note";1705324255;1705324453;"https://music.apple.com/fr/album/sunrise/721258539?i=721258700&uo=4";"https://open.spotify.com/track/7zkLpY72g6lKQbiHDqri1S";
"Anoushka Shankar";"Breathing under water";"A perfect rain";2007;"EMI";1705324449;1705324716;;"https://open.spotify.com/track/23JmDK5aCh1Fg88KH6g9Aq";"https://www.deezer.com/track/3384266"
"Il Giardino Armonico";"Concertos";"Concerto pour 4 mandolines en si min op 3 n°10 RV 580 P 148 : 1. Allegro";2023;"DGG (DEUTSCHE GRAMMOPHON)";1705324715;1705324932;;;
"Dorothy Ashby";"The Rubaiyat Of Dorothy Ashby";"Myself when young";1970;"UMG";1705324929;1705325248;"https://music.apple.com/fr/album/myself-when-young/1497564253?i=1497564258&uo=4";"https://open.spotify.com/track/5VyKUnu3vZRwOTWePLapKx";"https://www.deezer.com/track/867037972"
