"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Foals";"Total life forever";"Miami";"2010";"WARNER MUSIC FRANCE";1727517586;1727517805;"https://music.apple.com/fr/album/miami/366714402?i=366714404&uo=4";"https://open.spotify.com/track/7d0KvyKzQaLwnxHabwyXJj";
"PJ Harvey";"To bring you my love";"Working for the man";"1995";"ISLAND";1727517805;1727518092;;"https://open.spotify.com/track/5R67RgBhVnlEqPfnIAdx8j";
"Massive Attack";"Blue lines";"Unfinished sympathy";"1991";"WBRCD";1727518091;1727518393;;;"https://www.deezer.com/track/3157624"
"Simon Zaoui";"Horizons II";"Quatuor avec piano n°1 en ut min op 15 : 2. Scherzo. Allegro vivo";"2022";"APARTE";1727518387;1727518720;;;
"Nina Simone";"The best of";"Sinnerman";"1965";"PHILIPS";1727518718;1727519335;"https://music.apple.com/fr/album/sinnerman-live-in-new-york-1965/1426021626?i=1426021726&uo=4";"https://open.spotify.com/track/5xRP5iyVdGglqlY4Vcjhkx";
"Abd Al Malik";"Gibraltar";"Gibraltar";"2006";"ATMOSPHERIQU";1727519333;1727519564;;"https://open.spotify.com/track/68Zdc7gOYQS6EOVNJUhO5n";
"Celeste";"Stop this flame";"Stop this flame";"2020";"POLYDOR";1727519564;1727519773;"https://music.apple.com/fr/album/stop-this-flame/1491739634?i=1491739646&uo=4";"https://open.spotify.com/track/1bObrsJGW0UCIGZkvnDqbe";"https://www.deezer.com/track/846094692"
"Guru";"The new reality hosted by guru / Jazzmatazz volume 2";"Feel the music";"1995";"CHRYSALIS";1727519772;1727520009;;"https://open.spotify.com/track/77QvKUhVeyPVVHGFRgAmQd";"https://www.deezer.com/track/3131910"
"Eric Legnini";"Waxx up";"Here comes the beat man";"2017";"ANTEPRIMA";1727520008;1727520261;"https://music.apple.com/fr/album/here-comes-the-beat-man/1203339964?i=1203340731&uo=4";"https://open.spotify.com/track/61DmKy0LOwuvN2rOLapKpL";"https://www.deezer.com/track/141680205"
"Al Quetz & El Tipo Este";"La revancha de la manana";"Dicen";"2018";"PURA VIDA / HEAVENLY SWEETNESS";1727520261;1727520442;"https://music.apple.com/fr/album/dicen/1435927415?i=1435927616&uo=4";;
"Meridian Brothers";"Mi latinoamérica sufre";"Es mi nueva era";"2024";"BONGO JOE";1727520442;1727520692;"https://music.apple.com/fr/album/es-mi-nueva-era/1743168721?i=1743168779&uo=4";"https://open.spotify.com/track/4oiotRugckS9GMTkQo09An";"https://www.deezer.com/track/2756172721"
"Los Bitchos";"Talkie Talkie";"Hi!";"2024";"CITY SLANG";1727520691;1727520879;"https://music.apple.com/fr/album/hi/1746308731?i=1746308743&uo=4";"https://open.spotify.com/track/4vHn8IG99CYLVGZuSUzLMA";"https://www.deezer.com/track/2800620422"
"Ali Shaheed Muhammad";"Jazz is dead / Vol. 4";"Quiet storm";"2020";"JAZZ IS DEAD";1727520877;1727521015;;;
