"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Piero Umiliani";"BOF / Il corpo";"In the village";1974;"EASY TEMPO";1708941597;1708941745;"https://www.deezer.com/track/4574446";;
"Molly Lewis";"On the lips";"Sonny";2024;"JAGJAGUWAR";1708941744;1708941903;;"https://open.spotify.com/track/4Oo1Uc3cN7eNJ9MYp61yFU";
"Aretha Franklin";"Unforgettable: A tribute to Dinah Washington";"What a diff'rence a day made";1964;"SONY";1708941901;1708942110;"https://www.deezer.com/track/559511";"https://open.spotify.com/track/2IZJKfgOb9F9L5DxCZHogt";
"Electric Light Orchestra";"A new world record";"Livin' thing";1976;"JET RECORDS";1708942109;1708942320;;"https://open.spotify.com/track/2hdNya0b6Cc2YJ8IyaQIWp";"https://music.apple.com/fr/album/livin-thing/196426681?i=196428271&uo=4"
"The Winston Brothers";"Drift";"Metering";2022;"COLEMINE RECORDS";1708942318;1708942510;"https://www.deezer.com/track/1868892457";"https://open.spotify.com/track/0CTSJP8pIouKGj8iUHUQeG";"https://music.apple.com/fr/album/metering/1640052920?i=1640053132&uo=4"
"Lee Fields & The Expressions";"It rains love";"You’re what’s needed in my life";2019;"BIG CROWN RECORDS / DIFFER- ANT";1708942508;1708942725;;"https://open.spotify.com/track/46hYnq0jp7clQ4RedV6G5n";
"Lynn";"3x5";"J'aime pas le goût";2023;"LE SOFA / BELIEVE";1708942723;1708942894;;;
"Lord Apex & Madlib";"The good fight";"The good fight";2023;"E-M WORLDWIDE";1708942893;1708943129;;;
"Dexter Story";"Wondem";"Xamar";2015;"SOUNDWAY RECORDS";1708943128;1708943337;"https://www.deezer.com/track/1668335242";"https://open.spotify.com/track/67LCHZLJgbyN8BdjmqV2sE";"https://music.apple.com/fr/album/xamar/1611852625?i=1611852891&uo=4"
"Lynyrd Skynyrd";"Skynyrds Innyrds";"Sweet home Alabama";1974;"MCA";1708943335;1708943612;"https://www.deezer.com/track/24949681";"https://open.spotify.com/track/7e89621JPkKaeDSTQ3avtg";
"Christine Perfect";"Christine Perfect";"Let me go (Leave me alone)";1970;"BLUE HORIZON";1708943610;1708943828;"https://www.deezer.com/track/13147488";;
"Session Victim";"Low key, low pressure";"Jazzbeat 08";2023;"NIGHT TIME STORIES";1708943817;1708944017;;"https://open.spotify.com/track/2YxSupkp5JyDdFyr7YMoBC";
"Nicola Conte";"Umoja";"Flying circles";2023;"FAR OUT RECORDINGS";1708944016;1708944357;"https://www.deezer.com/track/2281247217";"https://open.spotify.com/track/3V4o7VYKKDPmrKzppQDgOZ";
"Les Mamans Du Congo & Rrobin";"Ya mizolé";"Ntima";2023;"JARRING EFFECTS";1708944350;1708944591;;;
"L";"Retour au club meduse";"La boîte à musique";;"SPACETALK";1708944588;1708944767;;"https://open.spotify.com/track/6smHeDbK6YHc3GSZm2Lcfl";
"Althea & Donna";"300% Dynamite !";"Uptown top ranking";1978;"SOUL JAZZ";1708944764;1708944996;;;
"Tommy Guerrero";"Soul food taqueria";"Abierto";2003;"MO WAX";1708944996;1708945234;;;
"Angelica Garcia";"Juanita";"Juanita";2024;"PARTISAN RECORDS";1708945233;1708945457;;"https://open.spotify.com/track/52iHuhD1Xw0KcMgE55MvcK";
"Maria Chiara Argiro";"Closer";"Closer";2024;"INNOVATIVE LEISSURE";1708945456;1708945657;"https://www.deezer.com/track/2637799392";"https://open.spotify.com/track/591VfzPTvm6Jrp6wmYMCkV";"https://music.apple.com/fr/album/closer/1727783185?i=1727783199&uo=4"
"Led Zeppelin";"Led Zeppelin IV";"When the levee breaks";1971;"ATLANTIC";1708945652;1708946078;;;
"Rosie Lowe";"Yu";"Pharoah";2019;"WOLF TONE";1708946076;1708946307;"https://www.deezer.com/track/675315752";"https://open.spotify.com/track/1jpDexHHe3PgmFrDAXw8iB";"https://music.apple.com/fr/album/pharoah/1450256718?i=1450256957&uo=4"
"Les Louanges";"La nuit est une panthère";"Dm's";2018;"BONSOUND";1708946305;1708946524;;;
"Martha Argerich";"Martha Argerich : The Lugano recordings - Legendary live performances / CD 10";"5 Stücke im Volkston op 102 : 2. Langsam - pour violoncelle et piano";2018;"WARNER CLASSICS";1708946521;1708946749;;;
"Anita O Day";"Anita sings the most";"We'll be together again";1956;"VERVE";1708946744;1708946960;;;
"Donna Brooks";"BD Music presents the girls";"Full Moon and empty arms";1956;"BDMUSIC";1708946959;1708947120;"https://www.deezer.com/track/104136708";;
"Aoife Nessa Frances";"Protector";"Back to Earth";2022;"PARTISAN RECORDS / PIAS";1708947118;1708947396;;"https://open.spotify.com/track/6ljoCKOT6X6vix6SYKmhW7";
"Telex";"A man and a machine / Vol. 2";"Rendez-vous dans l'espace";1986;"LE SON DU MAQUIS";1708947393;1708947652;;;
