"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Eliza";"A sky without stars";"Everywhere I'll ever be";2022;"DIFFERENT RECORDINGS";1710755755;1710756128;"https://www.deezer.com/track/1718724977";"https://open.spotify.com/track/10mQ8GRpBfQuySHPvJoWHL";
"DJ Harrison";"Shades of yesterday";"Ebony moonbeams";2024;"STONES THROW RECORDS";1710756126;1710756237;"https://www.deezer.com/track/2411231915";"https://open.spotify.com/track/0M7tjjTdaOeFjbtcyL8O1H";
"Arthur Verocai";"Arthur Verocai";"Pelas sombras";1972;"WARNER";1710756235;1710756369;;"https://open.spotify.com/track/5FAacBChaLWMAXNRmM0yrY";
"Magali Noel";"Tchic tchic french bossa nova 1963 1974";"Une énorme samba";1970;"BORN BAD";1710756366;1710756552;;;
"Geoff Muldaur";"Brazil (film)";"Brazil - geoff muldaur";1985;"MILAN";1710756549;1710756755;;;
"Spectacular Diagnostics";"Ancient methods";"Wonder drugs";2021;"RUCKSACK RECORDS";1710756756;1710756886;"https://www.deezer.com/track/1376281172";"https://open.spotify.com/track/3Sb12RYh6Oc2WXMaUrkPd4";
"Baxter Dury";"Floorshow";"Cocaine man";2005;"ROUGH TRADE";1710756885;1710757116;"https://www.deezer.com/track/940142";"https://open.spotify.com/track/4IIW93KNqv3L5VILol1S7u";
"Faye Webster";"Underdressed at the symphony";"Thinking about you";2024;"SECRETLY CANADIAN";1710757115;1710757509;"https://www.deezer.com/track/2545643491";"https://open.spotify.com/track/7aX39T4YHNZ03NAmjc3DLr";
"Paniyolo & Akio Watanabe";"Passage of sky";"Moon";2019;"SCHOLE RECORDS";1710757507;1710757694;;;
"The Knife";"Deep Cuts";"Pass this on";2004;"V2 MUSIC";1710757689;1710757915;"https://www.deezer.com/track/86953425";;
"1999 Write The Future";"Hella";"Avocado shake";2024;"88RISING MUSIC";1710757913;1710758066;;;
"Prince";"Hits 2";"If i was your girlfriend";1987;"WARNER";1710758066;1710758291;;;
"Choses Sauvages";"Choses Sauvages 2";"Science du bruit";2021;"AUDIOGRAM";1710758289;1710758600;"https://www.deezer.com/track/1481648752";"https://open.spotify.com/track/3nqegfMay71OXYItWtrEGu";
"Julien Gasc";"L'appel de la forêt";"Les flots";2020;"BORN BAD RECORDS";1710758600;1710758943;"https://www.deezer.com/track/834558942";"https://open.spotify.com/track/7MAMmQn92eQObNKX4Q9yzP";
"Jennifer Lara";"Studio One women";"Consider me";1980;"SOUL JAZZ RECORDS";1710758935;1710759064;;;
"Monty Alexander";"Harlem-Kingston express / Vol. 2 The river rolls on";"What's going on (wa'a gwan)";2014;"MOTEMA";1710759064;1710759367;"https://www.deezer.com/track/410370822";"https://open.spotify.com/track/2Znm3FZOlg87XIZyGfTwYe";
"Gil Scott Heron";"The revolution will not be televised";"Save the children";1971;"RCA/BMG";1710759361;1710759624;;;
"Moonchild";"Starfruit";"Little Things";2022;"TRU THOUGHTS";1710759622;1710759788;"https://www.deezer.com/track/1534274352";"https://open.spotify.com/track/0mr0SCzTsrGDeYfwc69otA";
"Budamunk";"Movin' scent";"Split blunts";2019;"KING TONE";1710759786;1710759920;"https://www.deezer.com/track/1586051392";;
"Silvana Estrada";"Que problema";"Que problema";2023;"GLASSNOTE RECORDS";1710759918;1710760121;"https://www.deezer.com/track/2483900381";"https://open.spotify.com/track/5fiOIyutgV4TszPKySLCkK";
"Arlt";"Oh bagnole";"Oh bagnole";2022;"OBJET DISQUE";1710760122;1710760349;"https://www.deezer.com/track/1629939622";"https://open.spotify.com/track/34xdEaIfZu1hAnXEBGYp5q";
"Juan Diego Florez";"Italia";"O sole mio - arrangement pour ténor mandoline et guitare acoustique";2015;"DECCA";1710760346;1710760537;;;
"Minhwi Lee";"Hometown to come";"Blue flower";2023;;1710760536;1710760710;;"https://open.spotify.com/track/1ZBJCuCU3W2riqv7bgyXUu";
"Okvsho";"A place between us";"Pasitos Jaguari (ft. Akira)";2024;"CURRENT MOVES";1710760710;1710760902;;;
"Resavoir";"Resavoir";"Sunday morning (feat. Elton Aura & Whitney)";2023;"INTERNATIONAL ANTHEM";1710760901;1710761110;;;
"Joni Mitchell";"Blue";"A case of you";1971;"REPRISE RECORDS";1710761108;1710761370;"https://www.deezer.com/track/2607675";"https://open.spotify.com/track/7shVwhUdVbHpykOfbzvDc1";
"Traffic Quartet";"Bof / Un heros tres discret";"Un héros très discret : Départ en train";1996;"ALICELEO";1710761367;1710761522;;;
"Oumou Sangare";"Timbuktu";"Kanou";2022;"WORLD CIRCUIT";1710761519;1710761756;"https://www.deezer.com/track/1712555277";"https://open.spotify.com/track/4WdqfgBWk8LJGnmrOgsfPl";
"Sophye Soliveau";"Initiation";"Initiation II (wonder why) (radio edit)";2024;"AUTOPRODUCTION";1710761754;1710761959;;;
"Yndi";"Noir Brésil";"Amazona";2021;"NASCIMENTO - GRAND MUSIQUE MANAGEMENT";1710761956;1710762085;"https://www.deezer.com/track/1356313742";"https://open.spotify.com/track/3cS38w0Q7Jsf8gGpapX8kD";
