"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Zeca & The Hydroponic Lizards";"Doces de eulália";"Doces de eulália";2022;"LOCAL DISH";1710842209;1710842452;;;
"Jeremy Pelt";"The art of intimacy / Vol. 1";"Then I'll be tired of you";2020;"HIGHNOTE";1710842450;1710842727;"https://www.deezer.com/track/830237612";"https://open.spotify.com/track/0fh8zzEj0ck30AEhSRUqvx";
"Chet Baker";"The best of Chet Baker sings";"I get along without you very well";1954;"PACIFICJAZZ";1710842718;1710842900;"https://www.deezer.com/track/97374862";;
"M. Ward";"Think of spring";"I get along without you very well";2020;"ANTI";1710842894;1710843136;"https://www.deezer.com/track/1086999872";"https://open.spotify.com/track/7r0QtNyLZvyZ3SvRXThY8a";
"Lawrence Carol";"This heart of mine";"I get along without you very well";2002;"VSOP (VERY SPECIAL OLD PHONOGRAPHY)";1710843130;1710843289;;;
"Magic Source";"Voyage spectral";"Rainy afternoon in Paris";2023;"FAVORITE RECORDINGS";1710843288;1710843525;;"https://open.spotify.com/track/2a3O0Gd2r1FNttWyhkMiGX";
"Minnie Riperton";"The Minnie Riperton anthology";"I'm a woman";1979;"STATESIDE";1710843523;1710843761;"https://www.deezer.com/track/3332221";"https://open.spotify.com/track/7cjyN2NEmloHhW6cFk9sIJ";
"Janis Joplin";"Janis (succes 1962 à1970)";"Dear landlord";;;1710843754;1710843909;;"https://open.spotify.com/track/1rH1PF17P6p7frsbkd0kIq";
"Giulian Charles";"Giulian Charles";"Buy my soul";2019;"WARNER CHAPPELL FRANCE";1710843903;1710844126;"https://www.deezer.com/track/673111262";"https://open.spotify.com/track/3uij7MRTbOBKJN5m3sadPV";
"Brittany Davis";"Image issues";"Never";2024;"LOOSEGROOVE RECORDS";1710844119;1710844344;"https://www.deezer.com/track/2537983711";"https://open.spotify.com/track/0KDUvBAhTb9pO6dsjTdCzC";
"Marius De Vries";"Bof/ Roméo + juliet";"A Challenge";1997;"CAPITOL";1710844344;1710844428;;;
"Elvis Presley";"The essential";"A little less conversation";1968;;1710844427;1710844558;"https://www.deezer.com/track/404045132";;
"Dimitri From Paris";"Sacrebleu";"La rythme et le cadence";1996;"EAST WEST";1710844557;1710844844;;;
"Black Blood";"African disco";"A.I.E (A'mwana)";1975;"NASCENTE";1710844843;1710845017;;;
"Orchestre Symphonique De Londres";"Bernstein : Arias and Barcarolles";"West Side Story, Danses symphoniques : Prologue: Allegro moderato";1996;"DEUTSCHE GRAMMOPHON";1710845011;1710845243;;;
