"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Robert Glasper Experiment";"Black radio 2";"Let it ride (feat. Norah Jones)";"2013";"BLUE NOTE";1763805303;1763805609;;;
"Metronomy";"Love letters";"Boy racers";"2014";"BECAUSE";1763805603;1763805863;"https://www.deezer.com/track/75311313";"https://open.spotify.com/track/3l8vqlpmTEAIwP8WCezmqN";
"Talking Heads";"Speaking in tongues (Deluxe Version)";"Slippery people";"1982";"RHINO WARNER BROS";1763805862;1763806166;;;
"Sly & The Family Stone";"Bof/Crooklyn - a Spike Lee joint vol 1";"Everyday people";"1968";"EPIC";1763806157;1763806297;"https://www.deezer.com/track/534508";;
"The Meters";"Struttin";"Cissy strut";"1969";"RHINO";1763806296;1763806473;"https://www.deezer.com/track/735862";"https://open.spotify.com/track/0WSlOSMLJWoWUpWci9nnRb";
"Ivy";"Long distance";"Worry about you";"2001";"NETWORK PRODUCTION MUSIC";1763806468;1763806706;"https://www.deezer.com/track/1402700802";;
"Crayon";"Home Safe";"Cristaux liquides (feat. Swing)";"2025";"ERASED TAPES";1763806702;1763806852;;;
"Patrick Watson";"BOF / The 9th lIfe of Louis Drax";"The 9th lIfe of Louis Drax : Helicopter";"2016";"UNIVERSAL MUSIC";1763806853;1763806944;;;
"Andrea Laszlo De Simone";"Immensità";"Immensità";"2020";"EKLEROSHOCK / HAMBURGER RECORDS";1763806943;1763807141;"https://www.deezer.com/track/849890512";"https://open.spotify.com/track/4NvoIMq8DkHSHxP5CLAj1Q";
"Dinah Washington";"In the land of hi-fi";"Let me love you";"1956";"EMARCY";1763807139;1763807267;"https://www.deezer.com/track/843480452";"https://open.spotify.com/track/5ynEX7lWL90pfatUt3gReN";
"Patrick Watson & Maro";"The Wandering";"The Wandering";"2025";"SECRET CITY RECORDS INC.";1763807266;1763807466;;;
"The Beach Boys";"The platinum collection";"Good vibrations";"1966";"";1763807464;1763807680;"https://www.deezer.com/track/14176175";;
"Nicolas Godin";"BOF TV / Au service de la France";"Casbah Lounge";"2018";"BECAUSE";1763807679;1763807908;"https://www.deezer.com/track/516228032";"https://open.spotify.com/track/0EnzQeMyhAj74F2i2i0Kvj";
"Dario Moreno";"Les plus belles chansons franco-orientales";"Ali";"1958";"MARIANNE MELODIE";1763807906;1763808050;;;
"Nadya Albertsson";"Half silk half blade";"Pretender";"2025";"RECORDS RECORDS";1763808047;1763808277;"https://www.deezer.com/track/3482425311";"https://open.spotify.com/track/6BXkX7Bxn5YJNann8bZaS6";
"Guru S Jazzmatazz";"Jazzmatazz vol. 3 - streetsoul";"Plenty feat. Erykah Badu";"2000";"VIRGIN";1763808277;1763808554;;;
"The Beatles";"Magical mystery tour";"Flying";"1967";"EMI";1763808553;1763808686;;;
"Badfinger";"Straight Up";"I'd die, babe";"1971";"EMI";1763808674;1763808826;;;
