"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"deezer";"itunes"
"Vincent Peirani";"Thrill box";"3 temps pour Michel P";"2013";"ACT";1720213509;1720213714;"https://open.spotify.com/track/3OUtzk9c316MPiX8JucVff";;
"Melingo";"Oasis";"Esta vivo";"2020";"BUDA MUSIQUE";1720213713;1720213956;;;
"Georges Moustaki";"21 artistes/ Série limitée";"Dans mon hamac";"1963";"EMI";1720213955;1720214118;;"https://www.deezer.com/track/4832466";
"Laura Veirs";"Tumble bee / Sings folk songs for children";"Jamaica farewell";"2011";"BELLA UNION";1720214116;1720214262;"https://open.spotify.com/track/6sEkLKCNcLEjaqmH56vtRA";;
"Abel Selaocoe";"Abel Selaocoe : Where is home (Hae ke kae)";"Sonate pour violoncelle n°7 en Ré Maj : 2. Allegro";"2022";"WARNER CLASSICS";1720214263;1720214404;;;
"Kings Of Convenience";"Peace or Love";"Rocky trail";"2021";"EMI";1720214394;1720214599;"https://open.spotify.com/track/2eqvJD0b9ueAWwb7QSBGCW";;"https://music.apple.com/fr/album/rocky-trail/1663662193?i=1663662466&uo=4"
"Jimi Tenor";"My mind";"My mind (Single edit)";"2024";"PHILOPHON";1720214597;1720214860;;;
"Uncle Joe'S Afri-Beat";"Borga revolution ! Ghanaian music in the digital age, 1983 - 1992 (volume 1)";"Eshe Wo Kon Ho";"";"KALITA RECORDS";1720214857;1720215117;"https://open.spotify.com/track/4fjRAKuo2o00UGSi4RHogO";;
"Talking Heads";"Little creatures";"Perfect world";"1985";"EMI";1720215118;1720215382;"https://open.spotify.com/track/1iOvK5A8p9lCRDWUtNUPmb";;
"Ramsey Lewis";"Solar wind";"The everywhere calypso";"1974";"WOUNDED BIRD RECORDS";1720215377;1720215554;"https://open.spotify.com/track/2ff9BQaGMGmWYrHyR7znYp";;
"Calypso Rose";"Calypso soundsystem";"Abatina";"2016";"BECAUSE MUSIC";1720215550;1720215798;"https://open.spotify.com/track/2bPdJqmpRMqKMNgYHC9JEl";;
"Yo & The South";"Orange";"L'histoire est belle";"2021";"AUTOPRODUCTION";1720215799;1720216023;;;
"Pinnacle Sound";"Still dread";"Man a chant (feat. Jolly Joseph)";"2024";"BAT RECORDS";1720216019;1720216239;;;
"Monty Alexander";"Monty meets Sly and Robbie";"Chameleon";"2000";"TELARC";1720216235;1720216407;"https://open.spotify.com/track/5ymGAupx6nOqnDorx136Zo";;
"Prince";"For you";"Soft and wet";"1978";"WARNER BROS";1720216406;1720216587;"https://open.spotify.com/track/0GDM5mJEisxmmyYGuC6Cla";;
"Rapsody";"Please don't cry";"Never enough";"2024";"WE EACH OTHERS";1720216584;1720216791;;"https://www.deezer.com/track/2700828762";
"Kid Creole & The Coconuts";"Wise guy";"I'm a wonderful thing baby";"1982";"ISLAND";1720216790;1720217104;;;"https://music.apple.com/fr/album/im-a-wonderful-thing-baby/825520494?i=825520596&uo=4"
"Suozzo Mark";"B.O.F./ Damsels in distress";"Damsels confidential";"2012";"MILAN";1720217133;1720217241;;;
"The Free Design";"Kites are fun";"Michelle";"1967";"LIGHT IN THE ATTIC RECORDS";1720217235;1720217424;"https://open.spotify.com/track/0KE8kg6AhoAkN71ZTbhCqq";"https://www.deezer.com/track/1153014472";"https://music.apple.com/fr/album/michelle/663456510?i=663456526&uo=4"
"J. Bernardt";"Contigo";"I'm the ghost you forgot";"2024";"PIAS";1720217417;1720217636;;;
"Frank Leone";"Fish";"Morning dew (ft. Coco O.)";"2024";"FOOL S GOLD RECORDS";1720217635;1720217801;;;
"The Meters";"Look-ka py py";"This is my last affair";"1970";"SOUL MUSIC RECORDS";1720217805;1720217977;"https://open.spotify.com/track/7mhcJ0EScFteXu3aT2j0Wm";;
"Transmission Towers";"Transmission one";"Affirmation of love";"2024";"E SOUL CULTURA";1720217969;1720218164;"https://open.spotify.com/track/72P1vldA5c3i2ILXNc3TTM";;"https://music.apple.com/fr/album/affirmation-of-love/1727592229?i=1727594181&uo=4"
"Sebastien Tellier";"Sexuality";"Roche";"2008";"REKMAC";1720218158;1720218456;"https://open.spotify.com/track/7f0NNKMFO5EtXEMRlHWeMO";"https://www.deezer.com/track/2749366401";"https://music.apple.com/fr/album/roche/1297926025?i=1297927765&uo=4"
"Kenny Rankin";"The Kenny Rankin album";"On and on";"1977";"LITTLE DAVID RECORDS / ATLANTIC";1720218447;1720218650;;;
"Orkiestra Historyczna";"Les quatre saisons";"2 Pièces : 1. Nocturne - arrangement pour violon et orchestre";"2024";"SONY CLASSICAL";1720218651;1720218801;;;
"Sahra Halgan";"Hiddo dhawr";"Dareen";"2024";"DANAYA MUSIC";1720218792;1720218976;"https://open.spotify.com/track/3gAutRVP9tn1ROW5PdKn6L";;
"Céu";"Tropix";"Perfume do invisivel";"2016";"657036123526";1720218974;1720219275;"https://open.spotify.com/track/0jfoe5uRleBkZStqvp1iKK";"https://www.deezer.com/track/119237918";
"Joan Baez";"Honest Lullaby";"No Woman No Cry";"1979";"PORTRAIT";1720219276;1720219512;;"https://www.deezer.com/track/101374758";
"Life Footage";"Plays Jay Dee";"Sometimes";"2011";"";1720219503;1720219679;;;
"Amy Winehouse";"Back to black";"You Know I'M No Good";"2007";"ISLAND";1720219677;1720219931;;;
"Dope Lemon";"Kimosabe";"Slinging dimes";"2023";"BMG";1720219927;1720220140;"https://open.spotify.com/track/1hcH3jeaol4lGVgDncmEfh";;
"Agathe Catel";"Là-bas";"Là bas";"2023";"AUTOPRODUCTION";1720220137;1720220351;;;
"Pandapendu";"Satellites";"Smoothy";"2024";"UPTON PARK";1720220350;1720220552;"https://open.spotify.com/track/0apYkGBXfuVogCvl5atgnt";"https://www.deezer.com/track/2675421692";"https://music.apple.com/fr/album/smoothy/1732677099?i=1732677950&uo=4"
"Rex Orange County";"Loving is easy (Feat. Benny sings)";"Loving is easy (Feat. Benny Sings)";"2017";"REX ORANGE COUNTY";1720220552;1720220698;;;
"Benny Sings";"Passionfruit";"Passionfruit";"2019";"STONES THROW";1720220713;1720220902;;"https://www.deezer.com/track/597590442";
"Curtis Mayfield";"The very best of Curtis Mayfield";"Superfly";"1972";"UNIONSQUARE";1720220901;1720221132;"https://open.spotify.com/track/4XsH9zBWPOCdXoH9ZDdS8r";;
"The Meltdown";"It's a long road";"An open heart";"2022";"HOPESTREET RECORDINGS";1720221129;1720221343;"https://open.spotify.com/track/6wHaPn1z5inzSJstAKnCQU";"https://www.deezer.com/track/1720217257";
"Bob Corritore";"Taboo";"Many a devil's night";"2014";"DELTA GROOVE MUSIC";1720221337;1720221584;;;
"Jane Birkin & Mickey 3d";"Duos/Les plus belles chansons les plus grands artistes";"Je m'appelle Jane";"2005";"PHILIPS";1720221587;1720221793;;;
"Delgres";"Mo jodi";"Sere mwen pli flo";"2018";"PIAS";1720221791;1720222012;;;
"Arooj Aftab";"Night reign";"Bolo na (feat. Moor Mother & Joel Ross)";"2024";"VERVE";1720222011;1720222366;;;"https://music.apple.com/fr/album/bolo-na-feat-moor-mother-joel-ross/1739687886?i=1739688170&uo=4"
"L'Attirail";"Wanted men";"Will bill band";"2011";"LCS 1101";1720222361;1720222516;;;
"Love";"Forever changes";"A house is not a motel";"1967";"ELEKTRA";1720222515;1720222715;;"https://www.deezer.com/track/672302";
"Arabella";"Acoustic sessions";"Hello";"2022";"KURONEKO";1720222711;1720222881;;;
"Metronomy";"Heartbreaker";"Heartbreaker (radio edit)";"2008";"WARNER";1720222875;1720223085;"https://open.spotify.com/track/2QmdbW6bVeTJqU1ohpec61";"https://www.deezer.com/track/515837592";"https://music.apple.com/fr/album/heartbreaker-radio-edit/1330731063?i=1330732129&uo=4"
"DJ Harrison";"Tales from the old dominion";"Back in the house";"2021";"STONES THROW";1720223088;1720223185;"https://open.spotify.com/track/36SQiajMTgs3GE7mxErKZY";;
"Dekker";"I know, I know";"I know, I know";"2023";"USEFUL FICTIONS";1720223184;1720223359;;"https://www.deezer.com/track/2630581452";"https://music.apple.com/fr/album/i-know-i-know/1713969276?i=1713969776&uo=4"
"Pomme";"Jardín";"Jardin";"2022";"POLYDOR";1720223351;1720223641;"https://open.spotify.com/track/2mcMoXYHmVLxmCgAvaO2cS";;
"Travis Biggs";"Challenge";"Tibetans serenity";"2005";"UNIVERSAL SOUND";1720223633;1720223880;;;
