"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Death And Vanilla";"Flicker";"Baby snakes";"2023";"FIRE RECORDS";1737453386;1737453602;"https://music.apple.com/fr/album/baby-snakes/1654033304?i=1654033750&uo=4";"https://open.spotify.com/track/5sSbbzneyiujFjGu2IOV1z";
"Larry Goldings";"LONG STORY SHORT";"Mompou";"2007";"STICKY MACK RECORDS";1737453600;1737453752;;"https://open.spotify.com/track/7dvDnL24c3o8vn1brC0wnR";
"Jacques Brel";"Grand Jacques";"Il nous faut regarder";"1955";"BARCLAY";1737453751;1737453892;;;
"Tim Buckley";"Morning glory / Anthology";"Buzzin' fly";"1969";"";1737453891;1737454249;"https://music.apple.com/fr/album/buzzin-fly/393790080?i=393790181&uo=4";"https://open.spotify.com/track/3Xy16SYnhBiSBL5yUXaHG1";"https://www.deezer.com/track/7230225"
"Frank Leone";"Fish";"Morning dew (ft. Coco O.)";"2024";"FOOL S GOLD RECORDS";1737454248;1737454415;;;
"Ras G";"Raw Fruit Vol. 5 & 6";"Doberman in the cadillac";"2020";"FAT BEATS RECORDS";1737454413;1737454544;"https://music.apple.com/fr/album/doberman-in-the-cadillac/1502687389?i=1502687401&uo=4";"https://open.spotify.com/track/7dOKkUFbjprfbPDCkLc7Nx";"https://www.deezer.com/track/902577442"
"Mykki Blanco";"Postcards from Italia";"Magic on my back";"2023";"TRANSGRESSIVE";1737454542;1737454707;;"https://open.spotify.com/track/3NUjpb39XAnAYiknfLtr9C";
"The Bee Gees";"Greatest";"How Deep Is Your Love";"1977";"RSO";1737454704;1737454945;;;
"Loverman";"Lovesongs";"Tinderly";"2023";"PIAS";1737454943;1737455141;;"https://open.spotify.com/track/4NvVjg48osApNDx4r6jIFl";"https://www.deezer.com/track/2416328785"
"Sam Gendel & Sam Wilkes";"The doober";"GBTC";"2024";"LEAVING RECORDS";1737455140;1737455345;;;
"Nu Guinea";"Nuova Napoli";"'A Voce 'E Napule";"2018";"NG RECORDS";1737455344;1737455553;;;
"The Bee Gees";"Greatest";"How Deep Is Your Love";"1977";"RSO";1737455477;1737455718;;;
"Aliocha Schneider";"Ensemble (feat. Charlotte Cardin)";"Ensemble (feat. Charlotte Cardin)";"2024";"LOCAL";1737455552;1737455719;;;"https://www.deezer.com/track/3045228051"
"Botibol";"La fièvre Golby";"Valleys";"2019";"HAIKU RECORDS";1737455716;1737455922;;"https://open.spotify.com/track/6PPcW3KO9LVIgwuKj4Kboo";"https://www.deezer.com/track/1061097162"
"Trio Alborada";"Alborada / Oeuvres pour orgue et duo de guitares";"Habanera - réduction pour orgue et 2 guitares";"2005";"CALLIOPE";1737455919;1737456151;;;
"Fai Baba";"Veränderet";"Veränderet";"2022";"A TREE IN A FIELD RECORDS";1737456148;1737456467;;"https://open.spotify.com/track/44UT5iLVHmgy1IXmOqiQdn";"https://www.deezer.com/track/1599534292"
"Rufus Thomas";"Do the push and pull";"The breakdown (part 1)";"1980";"DELUXE RECORDS";1737456464;1737456651;;;
"Muddy Monk";"Bingo paradis";"Chaki queen";"2024";"HALF AWAKE RECORDS";1737456649;1737456853;;"https://open.spotify.com/track/7o0iyFrZ0YxZXs2leWNRel";"https://www.deezer.com/track/2801059052"
"Blundetto";"Good good things";"Sunday in the club";"2020";"HEAVENLY SWEETNESS";1737456850;1737457057;;"https://open.spotify.com/track/4u1yifnBiTenot8un770T0";"https://www.deezer.com/track/1575997762"
"Mus D.S.";"Padang moonrise : The birth of the modern indonesian recording industry (1955-69)";"Neleng neng kung";"2022";"SOUNDWAY RECORDS LTD";1737457054;1737457228;;"https://open.spotify.com/track/0krpPf8aJ9vyhX2kwekd7B";"https://www.deezer.com/track/1926553127"
"Joe Yorke";"Hopeless";"Man";"2023";"RHYTHM STEADY";1737457227;1737457427;;"https://open.spotify.com/track/5Wrg6EKleHjSrmjih5AjeF";"https://www.deezer.com/track/2471721601"
"The Soul Seeders";"Honey";"The back of your mind";"2024";"LOVEMEDO RECORDS";1737457422;1737457634;;"https://open.spotify.com/track/3Yviq2pYA5rGx0g0LKobcD";
"Rubin Steiner & The Dictaphone";"Banananas";"Piano";"2023";"PLATINUM RECORDS";1737457632;1737457832;"https://music.apple.com/fr/album/piano/1675984181?i=1675984682&uo=4";"https://open.spotify.com/track/2wuWCmZjlMNTjbnPwSeXit";"https://www.deezer.com/track/2175378447"
"Harry Nilsson";"The RCA albums collection : Aerial Ballet / CD 2";"One";"1967";"RCA";1737457831;1737458001;;;"https://www.deezer.com/track/417843012"
"Come Ranjard";"Pop-corn";"Ovni je t'aime";"2024";"VIETNAM";1737458001;1737458224;;;"https://www.deezer.com/track/3077978121"
"Halfnoise";"City Talk";"Love fire";"2023";"CONGRATS RECORDS";1737458224;1737458401;;"https://open.spotify.com/track/5h5qDDBR1xAg2YvLCOYMRo";
"The Ironsides";"Changing light";"Violet vanished";"2023";"COLEMINE RECORDS";1737458399;1737458621;;;"https://www.deezer.com/track/2117358027"
"Marina Cedro";"Buenos Aires 72";"Amor secreto";"2018";"TANGO 33 / YA BASTA RECORDS";1737458618;1737458905;;"https://open.spotify.com/track/3mwKdYXGaPTQkakrVd1B5R";"https://www.deezer.com/track/536841152"
