"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Ray Charles";"The complete Swing Time & Atlantic recordings 1948-1959 / Vol. 7";"Tell the truth";"1959";"CHANT DU MONDE";1738317479;1738317661;;;
"Les Reed";"BOF / The girl on a motorcycle (La motocyclette)";"Girl on a motorcycle";"1968";"POPGEAR";1738317658;1738317864;"https://music.apple.com/fr/album/girl-on-a-motorcycle/1614771933?i=1614775379&uo=4";"https://open.spotify.com/track/6fGMKDzdfmN76LfFAXgyPC";
"Marianne Faithfull";"Lola Rastaquouère";"Lola R for ever";"2006";"MERCURY";1738317835;1738318021;;;
"The Chosen Few";"Darker than blue : Soul from Jamdown 1973 - 1980";"Collie stuff";"1975";"BLOOD AND FIRE LIMITED";1738317859;1738318030;;;"https://www.deezer.com/track/934134952"
"Peter";"The world ends - Afro rock & psychedelia in 1970s Nigeria";"Akwa kayi ji bia nuwa";"1977";"SOUNDWAY";1738318028;1738318355;;;
"Peter Somuah";"Highlife";"African Continent (feat. Lamisi Akuka)";"2024";"ACT";1738318354;1738318621;;;
"Shay Hazan";"Wusul";"Yarabi";"2024";"BATOV RECORDS";1738318621;1738318838;"https://music.apple.com/fr/album/yarabi/1715862070?i=1715862076&uo=4";"https://open.spotify.com/track/2uInTWvZmEHiyNoTeoqk1C";"https://www.deezer.com/track/2535983091"
"Confuse";"Confuse";"Viens ici";"2025";"RESCUE + RETURN RECORDS";1738318838;1738319030;;"https://open.spotify.com/track/4UZNvEveegPD6rReYpqsJr";"https://www.deezer.com/track/3104673141"
"Jimi Hendrix";"Are you experienced ?";"Hey Joe";"1967";"POLYDOR";1738319023;1738319231;;"https://open.spotify.com/track/0NWPxcsf5vdjdiFUI8NgkP";"https://www.deezer.com/track/4969003"
"Marcus King";"Carolina Confessions";"Homesick";"2018";"FANTASY RECORDS";1738319229;1738319610;;;"https://www.deezer.com/track/3113021251"
"The Olympians";"The Olympians";"Neptune";"2016";"DAPTONE RECORDS";1738319605;1738319835;"https://music.apple.com/fr/album/neptune/1488040231?i=1488040846&uo=4";"https://open.spotify.com/track/6S6WQfFdckct0SYICqx4uf";"https://www.deezer.com/track/807964382"
"Flora Hibberd";"Swirl";"Jesse";"2025";"22TWENTY / REDEYE";1738319827;1738320053;;"https://open.spotify.com/track/6XgfWsLPMwulkwv8ifNdOr";"https://www.deezer.com/track/2835777292"
"JJ Cale";"Special edition";"Money talks";"1983";"MERCURY";1738320052;1738320306;;;
"Jeremie Albino";"Our time in the sun";"Let me lay my head";"2024";"EASY EYE SOUND";1738320297;1738320549;"https://music.apple.com/fr/album/let-me-lay-my-head/1752583417?i=1752583547&uo=4";"https://open.spotify.com/track/1265I2GFhhMahqBhrI2cI1";"https://www.deezer.com/track/3060824651"
"Marion Rampal";"Oizel";"Coulemonde";"2024";"LES RIVIERES SOUTERRAINES";1738320549;1738320763;;"https://open.spotify.com/track/4ECJBSONEHiDy2GsUknkti";"https://www.deezer.com/track/2585232272"
"Da Lata";"Birds";"Hollickwood park";"2019";"DA LATA MUSIC";1738320761;1738320855;"https://music.apple.com/fr/album/hollickwood-park/1475907980?i=1475908140&uo=4";"https://open.spotify.com/track/4uwbqq0nc5N7B2HuIPnhpm";"https://www.deezer.com/track/729448092"
"David Walters";"Nocturne";"Sam cook di";"2021";"HEAVENLY SWEETNESS";1738320854;1738321111;;"https://open.spotify.com/track/6frhGwoDkpeXij9WYJfd5c";"https://www.deezer.com/track/1172807662"
"Piers Faccini & Vincent Segal";"Songs of time lost";"Dicitencello vuje";"2014";"NO FORMAT";1738321109;1738321336;"https://music.apple.com/fr/album/dicitencello-vuje/888269010?i=888269084&uo=4";;
"Dorothy Dorow";"Musique contemporaine pour soprano et violoncelle";"Summertime - arrangement pour soprano et violoncelle";"1988";"SIMAX";1738321335;1738321502;;;
"Woodkid";"Pale Yellow";"Pale Yellow";"2020";"BARCLAY MERCURY";1738321501;1738321746;"https://music.apple.com/fr/album/pale-yellow/1515840640?i=1515840641&uo=4";"https://open.spotify.com/track/70wHpjn8cJjniO0sKcrMup";"https://www.deezer.com/track/984760442"
"Amon Tobin";"Supermodified";"Keepin' it steel (the anvil track)";"2000";"NINJA TUNE";1738321747;1738322014;;;
