"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"deezer";"itunes"
"Emma-Jean Thackray";"Rain dance";"Movementt";2020;"MOVEMENTT";1711187792;1711188004;"https://open.spotify.com/track/1zYA5cNkQnFyyVOZaY7lqO";;
"Ezra Collective";"Where I'm meant to be";"No confusion (feat. Kojey Radical)";2022;"PARTISAN RECORDS";1711187999;1711188193;"https://open.spotify.com/track/1DkHcsvPvbfmEtKwDvmYmY";"https://www.deezer.com/track/1839448467";
"Francesco De Masi";"The ecstasy of gold";"Sette dollari sul rosso : Jerry's theme";1966;"SEMI-AUTOMATIC RECORDS";1711188189;1711188406;;;
"Howlin' Jaws";"Half asleep half awake";"Mindreader";2023;"BELLEVUE MUSIC";1711188401;1711188592;"https://open.spotify.com/track/4Hrt9wBtaLZJniB3yCrywE";;
"Loretta Lynn";"Still woman enough";"Keep on the sunny side";2021;"LEGACY RECORDINGS";1711188590;1711188763;"https://open.spotify.com/track/0Oj2llY4BcMa3vntHCGGWF";;
"Ala.Ni";"You & I";"Ol' fashioned kiss";2015;"NO FORMAT";1711188760;1711188932;;;
"Michel Legrand";"Nova fait son cinéma";"Doubting Thomas (du film : Thomas crown affair)";1968;"MK2";1711188930;1711189062;;;
"The Beach Boys";"The capitol years";"California girls";1965;"EMI";1711189061;1711189217;;"https://www.deezer.com/track/3166713";
"Damien Jurado";"The horizon just laughed";"Florence - Jean";2018;"SECRETLY CANADIAN";1711189215;1711189357;;;
"Locate S,1";"Wicked Jaw";"Go back to disnee";2023;"CAPTURED TRACKS";1711189356;1711189549;"https://open.spotify.com/track/2zzloICYu05CU4ghjQpCLw";;
"Molly Lewis";"Mirage";"The green ray";2022;"SECRETLY CANADIAN";1711189546;1711189785;"https://open.spotify.com/track/0hMgu6p6BOz5cmA1kyVrSm";;
"Mark Murphy";"Love is what stays";"Stolen moments";2007;"BAM BAM MUS";1711189782;1711189942;;"https://www.deezer.com/track/131944382";
"Fee Love";"Free love";"I've been a good man";2022;"MAD ABOUT RECORDS";1711189940;1711190084;;;
"Faye Webster";"Underdressed at the symphony";"But not kiss";2024;"SECRETLY CANADIAN";1711190082;1711190303;"https://open.spotify.com/track/78nMVqRwap5hysPgnziW4u";"https://www.deezer.com/track/2545643501";
"Rodrigo Y Gabriela";"Mettavolution";"Electric soul";2019;"RUBYWORKS RECORDS";1711190301;1711190538;"https://open.spotify.com/track/4YhqlvorKX7kd9pHLLfWz1";;
"Forever Pavot";"L'idiophone";"La mer à boire";2023;"BORN BAD RECORDS";1711190536;1711190880;"https://open.spotify.com/track/5ZRyDwX3ME5rJaxACgAD4h";;
"David Bowie";"The rise and fall of Ziggy Stardust and the spide";"Lady stardust";1972;"EMI";1711190878;1711191079;;;
"Pachyman";"Switched-on";"Trago coqueto";2023;"ATO RECORDS";1711191071;1711191252;"https://open.spotify.com/track/5t4rndvpGfblr16xsSZCZ2";;
