"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"deezer";"itunes"
"Cindy Lee";"Diamond Jubilee";"All I want is you";"2024";"AUTOPRODUCTION";1741687023;1741687203;;;
"John Zorn";"Adramalech / Book of angels / Vol. 22";"Nehinah";"2014";"TZADIK";1741687201;1741687556;"https://open.spotify.com/track/5xnrA3XAFcPLMLYi0ttgui";;
"Alain Bashung";"Pizza";"Gaby oh! Gaby";"1980";"BARCLAY";1741687552;1741687785;;;
"Derya Yildirim & Grup Simsek";"Yarin yoksa";"Direne direne";"2025";"BIG CROWN RECORDS";1741687778;1741688000;"https://open.spotify.com/track/0fN3ICGUNRNxM2ejTDLhH3";"https://www.deezer.com/track/3198470491";
"Syl Johnson";"Complete mythology / Everybody needs love / Vol. 4";"Soul heaven";"2010";"NUMERO GROUP";1741687999;1741688148;"https://open.spotify.com/track/2mIx5zFpu1mrFExepZ0xJG";"https://www.deezer.com/track/127568793";
"Jimi Hendrix";"Smash hits";"Stone free";"1968";"MCA";1741688145;1741688358;;"https://www.deezer.com/track/4952890";
"PJ Harvey";"Stories From The City, Stories From The Sea";"The mess we're in (feat. Thom Yorke)";"2000";"ISLAND";1741688356;1741688592;;;
"Bill Fay";"Time of the last persecution";"Pictures of Adolf again";"1971";"ECLECTIC";1741688586;1741688730;;;
"Terence Blanchard";"BOF / BlacKkKlansman";"Blut und boden (Blood and soil)";"2018";"BACK LOT MUSIC";1741688727;1741688946;"https://open.spotify.com/track/1d4rOffRYtFeM6bfMIx72v";"https://www.deezer.com/track/913731552";
"Billie Holiday";"Lady in satin : The centennial edition";"Glad to be unhappy";"1958";"SONY MUSIC";1741688944;1741689190;"https://open.spotify.com/track/0e3JeTAg6R4C659PjpMDCR";"https://www.deezer.com/track/133120044";
"Nathalie Stutzmann";"Prima donna / Nathalie Stutzmann dirige et interprète Antonio Vivaldi";"Arsilda Regina di Ponto RV 700 : Io sento in questo seno (Acte I Sc 2) Air d'Arsilda";"2011";"DGG (DEUTSCHE GRAMMOPHON)";1741689189;1741689562;;;
"Hany Mehanna";"Music for airplanes";"Al dawama (Opening theme)";"1973";"SOUMA RECORDS";1741689555;1741689680;;"https://www.deezer.com/track/1567394552";
"Rachid Taha";"Made in medina";"Ho chérie chérie";"2000";"BARCLAY";1741689679;1741690008;"https://open.spotify.com/track/6xLApq5HeO20F293Ci914l";"https://www.deezer.com/track/1800009117";
"Jimmy Page";"No quarter";"Friends";"1994";"FONTANA";1741690005;1741690280;"https://open.spotify.com/track/41ei7BUERLQPgEMaylVXrE";"https://www.deezer.com/track/2448490";
"Yasmin Williams";"Urban driftwood";"Sunshowers";"2021";"SPINSTER";1741690275;1741690529;"https://open.spotify.com/track/6O9Q2lZu6sMg3B4nG7fRJf";"https://www.deezer.com/track/1768467167";
"Jimi Tenor";"Summer of synesthesia";"Summer of synesthesia";"2025";"TIMMION RECORDS";1741690522;1741690806;"https://open.spotify.com/track/5wew02slQckjiz7OcDeAzg";"https://www.deezer.com/track/3092279791";
"Noname";"Telefone";"Sunny Duet (feat. theMIND)";"2016";"???";1741690804;1741690965;;;
"Boards Of Canada";"Geogaddi";"Sunshine recorder";"2002";"WARP RECORDS";1741690964;1741691333;"https://open.spotify.com/track/0JL61ePWULwvQzS5KHt7uY";"https://www.deezer.com/track/29378751";
"Orchestral Manoeuvres In The Dark";"The best of OMD";"Electricity";"1979";"VIRGIN";1741691331;1741691538;;"https://www.deezer.com/track/3156220";
"Etienne Daho";"Pop satori";"Epaule tattoo";"1986";"EMI";1741691525;1741691806;;;
"Makaya McCraven";"Deciphering the message";"When your lover has gone (aka """"when you've left your lover"""")";"2021";"BLUE NOTE";1741691799;1741691928;;;
"Ichiko Aoba";"Luminescent creatures";"Mazamun";"2025";"HERMINE";1741691924;1741692126;"https://open.spotify.com/track/3Q0BnUlTqP73WDYPtGQB6n";"https://www.deezer.com/track/3049855241";"https://music.apple.com/fr/album/mazamun/1774480921?i=1774481142&uo=4"
"Bjork";"Vespertine";"Undo";"2001";"BARCLAY";1741692118;1741692454;"https://open.spotify.com/track/4HuzulSsDeFqvq3e84ZIrI";"https://www.deezer.com/track/2629696692";
"Lavinia Meijer";"Lavinia Meijer : The Glass Effect";"Etude n°9 - arrangement pour harpe";"2016";"SONY CLASSICAL";1741692446;1741692657;;;
"Yndi";"Memoria";"Sycorax";"2024";"NASCIMENTO - GRAND MUSIQUE MANAGEMENT";1741692648;1741692819;"https://open.spotify.com/track/268CmoBgp2fyG2pJYQZHEb";"https://www.deezer.com/track/3002896551";"https://music.apple.com/fr/album/sycorax/1775422944?i=1775423075&uo=4"
"Roberta Flack";"Chapter two";"Reverend lee";"1970";"ATLANTIC";1741692815;1741693084;"https://open.spotify.com/track/1rIY49u8jT04PowbFfHbUz";"https://www.deezer.com/track/6469907";
"Isaac Hayes";"B.O.F / Shaft";"Ellie's love theme";"1971";"EAST WEST";1741693075;1741693270;;;
"Jimmy Scott";"The source";"Our day will come";"1970";"ATLANTIC";1741693266;1741693495;;"https://www.deezer.com/track/683501";
"Lana Del Rey";"Born to die - The paradise edition";"Summertime sadness";"2013";"LANA DEL REY";1741693491;1741693755;;"https://www.deezer.com/track/18190280";
"BadBadNotGood";"Mid spiral : Chaos";"Eyes on me";"2024";"XL RECORDINGS";1741693754;1741694036;"https://open.spotify.com/track/34JyrTbJjkkZ1thmw9aMkw";"https://www.deezer.com/track/2874834012";"https://music.apple.com/fr/album/eyes-on-me/1755430264?i=1755430278&uo=4"
"Os Mulheres Negras";"Música Serve Pra Isso";"Música serve pra isso";"2013";"WM BRAZIL";1741693999;1741694209;;"https://www.deezer.com/track/72546241";
"Beirut";"Gallipoli";"I giardini";"2019";"4AD";1741694208;1741694430;"https://open.spotify.com/track/4zGzeObQcbi0e4KEAQ8GfQ";"https://www.deezer.com/track/623025002";
"The John Schroeder Orchestra";"The sound spectrum";"Grow your own";"1971";"CASTLE COM";1741694426;1741694601;;"https://www.deezer.com/track/131232394";
"The Beatles";"Abbey road (2009 stéreo remaster)";"Maxwell's Silver hammer";"1969";"PARLOPHONE";1741694601;1741694806;;;
"Pawpaw Rod";"This Must Be A PawPaw Rod EP";"Love On You";"2023";"GODMODE";1741694805;1741694993;"https://open.spotify.com/track/0xV1udwDCxDnX2srYNxRpl";"https://www.deezer.com/track/2476812731";
"Young Gun Silver Fox";"Winners";"Winners";"2022";"LEGERE RECORDINGS / CANDELION";1741694991;1741695215;"https://open.spotify.com/track/44QK8kNwEXd7hHXZVOFCHc";"https://www.deezer.com/track/2521853111";
"Alabaster DePlume";"A blade because a blade is whole";"Who are you telling gus";"2025";"INTERNATIONAL ANTHEM";1741695213;1741695446;;;
"Fatoumata Diawara";"Fatou";"Makoun oumou";"2011";"WORLD CIRCUI";1741695446;1741695721;"https://open.spotify.com/track/2rffQmn97Ioere9gEGng5V";"https://www.deezer.com/track/704054482";
"Brigitte Fontaine";"Morceaux de choix";"C'est normal";"1973";"VIRGIN";1741695717;1741695978;;"https://www.deezer.com/track/2674356182";
"Milos Asian";"Breathe in, breathe out";"I need your hand";"2023";"AUTOPRODUCTION";1741695977;1741696171;"https://open.spotify.com/track/1FmDGUW2MH4u6xRW08iLZO";"https://www.deezer.com/track/2168749947";
"Peter Gregson";"Recomposed by Peter Gregson : Bach the cello suites";"Suite n°6 en Ré Maj BWV 1012 : 6. Gigue - pour 1, 2, 3 ou 6 violoncelles et synthétiseur";"2018";"DGG (DEUTSCHE GRAMMOPHON)";1741696171;1741696338;;;
"Melody Gardot";"Currency of man";"She don't know";"2015";"DECCA";1741696332;1741696566;"https://open.spotify.com/track/5QyBoaSOY2D9jR6NzrQxpd";"https://www.deezer.com/track/100479274";
"Joy Denalane";"The show";"The show";"2021";"MOTOWN";1741696566;1741696773;"https://open.spotify.com/track/2WzP7onsE99BjdiqnSaPq0";"https://www.deezer.com/track/1398325562";
"The Blind Boys Of Alabama";"Higher ground";"Wade in the water";"2002";"VIRGIN";1741696771;1741696983;"https://open.spotify.com/track/7nkOofJyKwah6BxDKpFDVR";"https://www.deezer.com/track/2559615232";
"Harvey Mandel";"Snake pit";"Baby batter";"2016";"TOMPKINS SQUARE";1741696982;1741697221;"https://open.spotify.com/track/2AOaP2hjq4ileAb3y2GtcW";"https://www.deezer.com/track/960228852";
"Gustafson";"Sourire aux anges";"Symétrie";"2024";"AUTOPRODUCTION";1741697220;1741697468;"https://open.spotify.com/track/2Ifg0tVVBgUU52QfMybcuu";"https://www.deezer.com/track/2873545962";"https://music.apple.com/fr/album/sym%C3%A9trie/1755271177?i=1755271180&uo=4"
"Tangled Tape";"Back & forth";"Mat's song";"2019";"MA CASE";1741697463;1741697662;"https://open.spotify.com/track/4NUFeQlmjRy6nqArcJkL1M";"https://www.deezer.com/track/762240002";
"Sessa";"Estrela acesa";"Irmão de nuvem";"2022";"MEXICAN SUMMER";1741697660;1741697855;"https://open.spotify.com/track/0cJu0NPDlzlwGLdHfWDcms";"https://www.deezer.com/track/3063715881";
"The Frank Popp Ensemble";"Ride on with";"The rural assiduity";"2003";"UNIQUE";1741697854;1741698126;;"https://www.deezer.com/track/4691389";
"Serge Gainsbourg";"De Gainsbourg a gainsbarre : Vol 2 : 1961-1962-1963";"Les amours perdues";"1961";"PHILIPS";1741698123;1741698298;"https://open.spotify.com/track/1h94sDuBR7KS2Z7ItCwAHZ";"https://www.deezer.com/track/1761389457";
"Peppino Gagliardi";"BOF / Profumo di donna";"Profumo di donna : Che vuole questa musica stasera";"1974";"CREAZIONI ARTISTICHE C.A.M SRL";1741698297;1741698510;;;
"Patrick Watson";"A mermaid in Lisbon";"A mermaid in Lisbon (Feat. Teresa Salgueiro)";"2021";"WATSONIA";1741698509;1741698716;;;
"Orchestra Mc Karl";"Mo'plen 2000 / acid hip tracks from italian cocktails";"Target 5";"1997";"IRMA RECORDS";1741698714;1741698899;;;
"Bob Marley";"Kaya";"Is this love ?";"1978";"ISLAND";1741698897;1741699123;;;
"Mihail";"Who you are";"Who you are (Original version)";"2017";"JO&CO";1741699121;1741699338;;;
"Benny Sings";"City pop";"So far so good";"2019";"STONES THROW";1741699336;1741699498;"https://open.spotify.com/track/4KOLdT6zoEQGshdvMTuWcc";"https://www.deezer.com/track/616795992";
"DJ Mehdi";"(The story of) Espion";"North Star";"2002";"DELABEL";1741699499;1741699723;"https://open.spotify.com/track/4TNm8lpTvpO6J4A0VAzDjC";"https://www.deezer.com/track/14064688";
"Krystle Warren";"Three the hard way";"Learn to bend";"2017";"PARLOUR DOOR MUSIC";1741699718;1741699901;"https://open.spotify.com/track/494sykRVByervG0aeWhIeJ";"https://www.deezer.com/track/2491929711";
"Chris Connor";"Sings gentle Bossa Nova";"Downtown";"1965";"JUSTINTIME";1741699898;1741700027;;"https://www.deezer.com/track/2150771747";
"Camelia Jordana";"Camelia Jordana";"La vie en solitaire";"2010";"SONY MUSIC";1741700023;1741700184;"https://open.spotify.com/track/6t0wsLXoetHHi5oGBYydpT";"https://www.deezer.com/track/5608375";
"Godtet";"III";"Moon";"2020";"LA SAPE RECORDS";1741700182;1741700336;"https://open.spotify.com/track/5s93YLPq84sDvBBj7gF0mX";"https://www.deezer.com/track/1104416332";
"Imany";"The Wrong Kind of War";"Save our soul";"2016";"THINK ZIK";1741700331;1741700538;"https://open.spotify.com/track/5spkGCAyvYQtfnX8mwfMDC";"https://www.deezer.com/track/128956270";
"Secret Night Gang";"Belongs on a place called earth";"Things will work out";"2023";"BROWNSWOOD RECORDINGS";1741700533;1741700752;"https://open.spotify.com/track/5sQpdV6FxW5XClT1awx5wr";"https://www.deezer.com/track/2211560367";
"Dominique Panol";"Disques Debs International Vol.3";"Come on baby";"2025";"STRUT";1741700751;1741700974;"https://open.spotify.com/track/56pI8M8FqllP3ybFoqERIB";"https://www.deezer.com/track/3173291531";
"Jeremy Taylor";"Reggae interpretation of Kind of Blue";"All blues";"2010";"VIBRATIONS";1741700973;1741701226;;;
"Solange";"Cranes in the sky";"Cranes in the sky";"2016";"COLUMBIA";1741701062;1741701313;"https://open.spotify.com/track/48EjSdYh8wz2gBxxqzrsLe";"https://www.deezer.com/track/133103636";
"The Rolling Stones";"More hot rocks";"Let it bleed";"1969";"LONDON";1741701313;1741701638;"https://open.spotify.com/track/06FcMPcosZg13x2QODDDK6";"https://www.deezer.com/track/9914838";
"Sandro Brugnolini";"Flipper psychout";"Megattera";"1970";"VAMPI SOUL";1741701635;1741701815;;"https://www.deezer.com/track/7740291";
"La Femme";"Psycho tropical Berlin";"La femme";"2013";"UNIVERSAL MUSIC (LABEL & DISTRIBUTEUR)";1741701812;1741701994;"https://open.spotify.com/track/0k4hXSjWVAAQfCfTfekSL9";"https://www.deezer.com/track/71928216";
"Kourosh Yaghmaei";"Back from the brink";"Havar havar";"1974";"NOW AGAIN";1741701993;1741702217;;"https://www.deezer.com/track/13509439";
"Lea Maria Fries";"Witch’s broom";"Witch's broom";"2025";"HEAVENLY SWEETNESS";1741702216;1741702466;"https://open.spotify.com/track/4j84bmxfNNm6LSiplk0J2b";"https://www.deezer.com/track/3152292441";
