"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Alex Mercado Trio";"Symbiosis";"Wise";"2014";"AUTOPRODUCTION";1740131987;1740132420;"https://www.deezer.com/track/83772292";"https://open.spotify.com/track/1Ev625HZd9fImkY0jw4qht";
"Bo/Peter Pan";"BOF / Peter Pan (Hook)";"We don't wanna grow up";"1991";"EPIC";1740132411;1740132519;;;
"Caetano Veloso";"Cores nomes";"Um canto de afoxe para o bloco de ile";"1982";"PHILIPS (PHPS)";1740132518;1740132699;;;
"Lucia Popp";"Récital";"Gianni Schicchi : O mio babbino caro (Air de Lauretta)";"1982";"ACANTA";1740132700;1740132846;;;
"Telepopmusik";"Angel milk";"Into everything";"2005";"EMI";1740132844;1740133105;"https://www.deezer.com/track/483567322";"https://open.spotify.com/track/6BCXQX53CTZMRXsX2EbUbY";
"Adrien Soleiman";"BelleJazzClub";"Dopo la pioggia";"2025";"NAIVE";1740133103;1740133346;"https://www.deezer.com/track/3134516331";"https://open.spotify.com/track/4wNj9kuCihqOEd3r0vcD0t";
"Francoise Hardy";"Françoise Hardy";"Le temps de l'amour";"1962";"VOGUE";1740133341;1740133484;"https://www.deezer.com/track/1384472042";"https://open.spotify.com/track/6rqUOLt9dpfMANLMKTzoWj";"https://music.apple.com/fr/album/le-temps-de-lamour/1641551794?i=1641552290&uo=4"
"The Falcons";"Birth Of soul / Vol. 3";"The Teacher";"1960";"ACE RECORDS";1740133483;1740133650;"https://www.deezer.com/track/79402753";;
"Young Mc";"Stone cold rhymin' (deluxe edition)";"Principal's office";"1989";"THE BICYCLE MUSIC COMPANY";1740133647;1740133902;"https://www.deezer.com/track/83971939";"https://open.spotify.com/track/2t8tS2m4ay8trF9rh28oLg";
"Vincil From Ummo";"Le mojo perdu";"Imprévu soudain";"2024";"CHAUSSETTES RECORDS";1740133902;1740133996;"https://www.deezer.com/track/2627146642";"https://open.spotify.com/track/0WwRCXYSQhNoBLbN1pQr79";
"Tinariwen";"Amatssou";"Tidjit";"2023";"WEDGE / WARP";1740133995;1740134305;"https://www.deezer.com/track/2145299477";"https://open.spotify.com/track/1mmkgREQBkwefPIS2PdVB6";"https://music.apple.com/fr/album/tidjit/1671219194?i=1671219386&uo=4"
"Dire Straits";"Down on the waterline";"Setting Me Up";"1978";"PHONO";1740134295;1740134492;"https://www.deezer.com/track/2263030";"https://open.spotify.com/track/1e7sKwOgiMF2FBgb8HmlRb";"https://music.apple.com/fr/album/setting-me-up/1440801714?i=1440801728&uo=4"
"Buddy Rich";"Illusion";"Wack wack";"1967";"BLUE NOTE";1740134490;1740134680;;;
"Quincy Jones";"You've got It bad girl";"Superstition";"1973";"VERVE";1740134678;1740134947;"https://www.deezer.com/track/3051183";"https://open.spotify.com/track/0aa9zobqzoHEJW26KwV2aZ";"https://music.apple.com/fr/album/superstition/1443997207?i=1443997878&uo=4"
"Oxmo Puccino";"La nuit du réveil";"Social club (feat. Caballero et JeanJass)";"2019";"ALLPOINTS";1740134944;1740135114;;;
"Ca7riel";"Bano Maria";"Baby gangsta";"2024";"5020 RECORDS";1740135114;1740135267;;"https://open.spotify.com/track/3ZFok6nDttzt0aXk0VRaCX";
"Billie Eilish";"Bad guy";"Bad guy";"2019";"POLYDOR";1740135266;1740135457;"https://www.deezer.com/track/655095912";"https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m";"https://music.apple.com/fr/album/bad-guy/1450695723?i=1450695739&uo=4"
"The Beach Boys";"The smile sessions";"Holidays";"2011";"CAPITOL";1740135457;1740135610;"https://www.deezer.com/track/584835532";"https://open.spotify.com/track/1SbINVeJ5C7OK9Yo3xJQb0";
"Aphex Twin";"Richard D. James";"Goon gumpas";"1996";"WARP";1740135607;1740135722;"https://www.deezer.com/track/29372811";"https://open.spotify.com/track/61mG2PGpS0GDSVnjMmhzC4";
"Robert Wyatt";"For the ghosts within'";"What a wonderful world";"2010";"DOMINO";1740135722;1740136010;;;
"Lhasa";"La llorona";"Los peces";"1997";"WARNER";1740136008;1740136237;"https://www.deezer.com/track/2957257161";;
"Timothee Chalamet";"BOF / Un parfait inconnu";"Un parfait inconnu : Highway 61 revisited";"2024";"COLUMBIA";1740136236;1740136459;;;
"Afrique";"Afrique";"House of rising funk";"1973";"MAINSTREAM";1740136458;1740136648;;;
"Etienne Daho";"Daho singles";"Jungle pulse";"1995";"VIRGIN";1740136647;1740136875;;;
"Owen Gray";"The story of Trojan records : reggae greats - the artists / CD2";"On the beach";"1975";"TROJAN RECORDS";1740136871;1740137050;"https://www.deezer.com/track/2504283861";;
"Muddy Waters";"One more mile/Chess collectibles vol. 1";"Hoochie coochie man";"1954";"";1740137048;1740137196;"https://www.deezer.com/track/205008";;
"Joep Pelt";"It is what it is";"Fastman";"2006";"BAD REPUTATI";1740137195;1740137338;"https://www.deezer.com/track/252487";"https://open.spotify.com/track/2QzsfvrJbbPXbaDZSYgVfr";
"Robert Plant";"Raising sand";"Gone gone gone (done moved on)";"2007";"ROUNDER/DECC";1740137336;1740137545;;;
"Bella White";"Among other things";"Worth my while";"2023";"ROUNDER RECORDS";1740137541;1740137834;"https://www.deezer.com/track/2238325577";"https://open.spotify.com/track/0NoKZeQxH73PlDntWFGMmM";
"Tunng";"Love you all over again";"Didn't know why";"2025";"FULL TIME HOBBY";1740137831;1740138076;"https://www.deezer.com/track/3013791291";"https://open.spotify.com/track/1rVvqIdjggDks46e2dhd1F";
"Bibio";"Hand Cranked";"Marram";"2006";"MUSH";1740138075;1740138202;"https://www.deezer.com/track/1136005072";"https://open.spotify.com/track/3eAncUkxFMDat8n5avj1HI";
"Minnie Riperton";"Perfect angel / Adventures in paradise";"Lovin' you";"1974";"STATESIDE";1740138196;1740138417;"https://www.deezer.com/track/3126330";"https://open.spotify.com/track/3ebYtLVuV4HzEZUDcpZB9p";"https://music.apple.com/fr/album/lovin-you/1443067528?i=1443067813&uo=4"
"O'O";"Songs of wishes and bones";"Les os du lac";"2024";"INFINE";1740138417;1740138655;"https://www.deezer.com/track/2896143471";"https://open.spotify.com/track/0PtMmTQnxaaFttp6RTE2Oj";
"Mlf";"66BEO";"In the mood for a jazz interlude";"2022";"COMMUNITY CENTER";1740138647;1740138786;"https://www.deezer.com/track/1659684942";"https://open.spotify.com/track/5AxuCFqRm3iuDsQJqPdt7H";"https://music.apple.com/fr/album/in-the-mood-for-a-jazz-interlude/1610519303?i=1610520089&uo=4"
"Les Aiglons";"Les plus grands succès des Aiglons";"Cuisse la";"1976";"HENRI DEBS";1740138782;1740139224;"https://www.deezer.com/track/17759725";;
"Jenya Kukoverov";"According to the map";"My tobacco";"2025";"AUTOPRODUCTION";1740139222;1740139347;;;
"Pale Regard";"Tout va";"Tout va";"2024";"DIRTY MELODY";1740139341;1740139655;"https://www.deezer.com/track/3041622941";"https://open.spotify.com/track/6X2nCr7UwH5h8coXIUVaeY";
"Marinero";"La la la";"Dream suite";"2025";"HARDLY ART";1740139638;1740139872;"https://www.deezer.com/track/3073648601";"https://open.spotify.com/track/1rqGes0oHiWQRoIhsWqcGo";"https://music.apple.com/fr/album/dream-suite/1777538301?i=1777538306&uo=4"
"The Jimmy Johnson Combo";"Eccentric soul : The Cobra label";"Is that good enough for you? (feat. The Jimmy Johnson Combo & Cobra)";"2025";"NUMERO GROUP";1740139864;1740140024;;;
"Jackie Mittoo";"Drum song";"Hot milk";"1968";"SOUL JAZZ";1740140022;1740140257;"https://www.deezer.com/track/143776402";;
"Patti Smith";"Horses";"Redondo beach";"1975";"ARISTA";1740140252;1740140454;"https://www.deezer.com/track/107278736";"https://open.spotify.com/track/6zCBk93V8M7fPriZj9i4dd";"https://music.apple.com/fr/album/redondo-beach/266367955?i=266367988&uo=4"
"Predrag Cune Gojkovic";"Evergreen secanja";"Kao pre";"2020";"MASCOM RECORDS";1740140452;1740140600;"https://www.deezer.com/track/104898504";;
"Jun Iida";"Evergreen";"Shiki no uta";"2024";"OA2";1740140600;1740140791;"https://www.deezer.com/track/2564258802";"https://open.spotify.com/track/6fWGmSRDhp1GkaR03bbH6e";
"Johnny Pacheco";"Early rhythms";"Mambo inn";"1981";"COCO RECORD";1740140791;1740140947;"https://www.deezer.com/track/76851173";;
"Claude Nougaro";"Arme d'amour/Locomotive d'or";"C'est ça la vie";"1971";"PHILIPS";1740140943;1740141075;"https://www.deezer.com/track/75298266";"https://open.spotify.com/track/46UqPkaOXbaK6SPGwfUKf5";
"Good Sad Happy Bad";"All kinds of days";"Mirror mirror";"2024";"TEXTILE RECORDS";1740141069;1740141205;"https://www.deezer.com/track/3045047031";"https://open.spotify.com/track/3FXBhnnqpOudbA67gvhpG6";
"Horsegirl";"Phonetics on and on";"Well i know you're shy";"2025";"MATADOR";1740141206;1740141412;"https://www.deezer.com/track/3199344091";"https://open.spotify.com/track/2t1PBeyHtPyGaHvxh3lLoY";"https://music.apple.com/fr/album/well-i-know-youre-shy/1775962947?i=1775962989&uo=4"
"Mike Sena";"Bali high";"Winter";"2015";"ANTHOLOGY RECORDINGS";1740141411;1740141635;;;
"Lady Lola";"Ta dernière cigarette (j'ai peur)";"Ta dernière cigarette (j'ai peur)";"2025";"AUTOPROCDUCTION";1740141626;1740141899;"https://www.deezer.com/track/3173232731";"https://open.spotify.com/track/6DJPp87GMm2YdM6QQLiokc";"https://music.apple.com/fr/album/ta-derni%C3%A8re-cigarette-jai-peur/1790445986?i=1790445992&uo=4"
"Swingle Singers";"Jazz Sébastien Bach vol 1";"Prélude en fa min BWV 881";"1963";"PHILIPS";1740141899;1740142030;;;
"Hildegard";"Jour 1596";"Pour your heart out";"2024";"CHIVI CHIVI";1740142050;1740142239;"https://www.deezer.com/track/2957359121";"https://open.spotify.com/track/3N9ho4NMwJMJzlH0xa9AIJ";
"Piero Umiliani";"La legge dei gangsters";"Sei ottavi in blues";"";"EASY TEMPO - RIGHT TEMPO";1740142238;1740142451;"https://www.deezer.com/track/4754451";"https://open.spotify.com/track/7MEGkDbMS2XZ13QPsiZwmn";
"Marge Dodson";"In the still of the night/ New voice in town";"Looking for a boy";"1959";"FRESH SOUND RECORDS";1740142450;1740142624;"https://www.deezer.com/track/12961294";;
"Geese";"Low Era";"Low Era";"2021";"PARTISAN - PLAY IT AGAIN SAM";1740142623;1740142877;"https://www.deezer.com/track/1397058182";"https://open.spotify.com/track/1GKdMtwcB3oi0uwr4M1B5G";
"Olympic Antigua";"Heavy heart";"Gone";"2024";"OLYMPIC ANTIGUA";1740142876;1740143052;"https://www.deezer.com/track/2956654821";"https://open.spotify.com/track/6GtyKUPTkr0MIIatY4a0OR";
"Luther Johnson Jr";"Boogie woogie masters";"Boogin' in the dark";"1976";"BLACK & BLUE";1740143048;1740143242;;;
"Liam Bailey";"Dance with me";"Dance with me";"2023";"BIG CROWN RECORDS";1740143242;1740143468;"https://www.deezer.com/track/2525488961";;"https://music.apple.com/fr/album/dance-with-me/1714807132?i=1714807287&uo=4"
"Naya Rockers & Clinton Fearon";"Guding star";"Guiding star";"2022";"NAYA RECORDS";1740143467;1740143682;;;
"Thandii";"Halo";"Glow";"2025";"HALOHALO";1740143678;1740143903;"https://www.deezer.com/track/3150201951";"https://open.spotify.com/track/63Z7VoyxKr5PJrme3tAUPt";"https://music.apple.com/fr/album/glow/1789802055?i=1789802120&uo=4"
"Astrobal";"L'uomo e la natura";"Mer Méditerranée";"2025";"KARAOKE KALK";1740143904;1740144130;"https://www.deezer.com/track/3175859181";"https://open.spotify.com/track/1qOrGYFvMvXn1wSNo1H2VR";"https://music.apple.com/fr/album/mer-m%C3%A9diterran%C3%A9e/1789403178?i=1789403455&uo=4"
"Franc Moody";"Mass appeal";"Into the ether";"2022";"AWAL";1740144125;1740144296;"https://www.deezer.com/track/1899016657";"https://open.spotify.com/track/4WS7I7nbkiEzNI2hbJzE2R";
"Frankie Valli & The Four Seasons";"Anthology";"Can't Take My Eyes Off You";"1967";"RHINO RECORS";1740144293;1740144493;"https://www.deezer.com/track/75782443";;
"Rio 77";"Cultura e civilização";"Tantas mães";"2024";"AUTOPRODUCTION";1740144491;1740144690;"https://www.deezer.com/track/2525058701";"https://open.spotify.com/track/1Ef0sA0lR5Ba9DcomQ59mT";
"Glance";"20";"Cold comfort";"2023";"RADIO JUICY";1740144687;1740144877;"https://www.deezer.com/track/2345818165";"https://open.spotify.com/track/1tsd9cDjlyWSVHqJzmWk0R";
"Busta Rhymes";"The coming";"I'll vibe (feat. Q-Tip)";"1996";"ELEKTRA";1740144874;1740145083;;;
"Biche";"B.i.c.h.e.";"Déjà-vu";"2025";"CA VA SOUND";1740145084;1740145311;"https://www.deezer.com/track/3207156891";"https://open.spotify.com/track/78EglgayWn7A4vrb06kMlL";
"Tamasene";"Hangin’ in or hangin’ out";"Something better";"2025";"NICE GUYS";1740145302;1740145468;"https://www.deezer.com/track/3181680811";"https://open.spotify.com/track/1p9q5wDAyQwOTv5frY2pQ9";
"Parlor Greens";"In green / We dream";"Flowers for Sharon";"2024";"COLEMINE RECORDS";1740145464;1740145661;"https://www.deezer.com/track/2727346121";"https://open.spotify.com/track/3pZzNkJyqcX9xfHC5YLS3q";
"Julie London";"Around midnight";"Misty";"1960";"EMI";1740145655;1740145844;"https://www.deezer.com/track/638494202";"https://open.spotify.com/track/3a76UHdCD73zRQWz6y1eBs";
"Archie Whitewater";"Archie Whitewater";"Seacoast";"1970";"GEFFEN";1740145843;1740146070;"https://www.deezer.com/track/891214692";"https://open.spotify.com/track/40MbLI71g0FkExovnBJmnW";
"Hotel Artesia";"Everywhere alone";"Seagulls";"2024";"HONEY MUFFIN RECORDS";1740146067;1740146426;;;
