"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify";"youtube"
"L'Imperatrice";"Pulsar";"Sweet and sublime (feat. Erick the Architect)";"2024";"MICROQLIMA";1720567398;1720567682;;;;
"Dr. Rubberfunk";"My life at 45";"How beautiful";"2020";"JALAPENO RECORDS";1720567681;1720567939;;;;
"Angelo De Augustine";"Toil and trouble";"The ballad of Betty and Barney Hill";"2023";"ASTHMATIC KITTY RECORDS";1720567937;1720568130;"https://music.apple.com/fr/album/the-ballad-of-betty-and-barney-hill/1677426528?i=1677426538&uo=4";"https://www.deezer.com/track/2193472077";"https://open.spotify.com/track/4DxozqavOpL0FODjFxzV4r";
"Leonard Cohen";"The essential";"Suzanne";"1966";"COLUMBIA";1720568130;1720568356;;;;
"Antonio Carlos Jobim";"Wave";"The red blouse";"1967";"A&M";1720568354;1720568655;;;"https://open.spotify.com/track/4wBdGRxCaWFtqei59k5InB";
"Cut Chemist";"The audience's listening";"The garden";"2006";"";1720568654;1720569034;;;"https://open.spotify.com/track/5Tp97LcL45G82uC6vaLvt5";
"Philippe Katerine";"Sous mon bob";"Sous mon bob";"2024";"CINQ 7";1720569032;1720569185;;;"https://open.spotify.com/track/6uBOkq10cGEvQjF3bygMYX";
"Bobby Oroza";"The otherside";"The otherside";"2022";"BIG CROWN RECORDS / SECRETLY CANADIAN DISTRIBUTION";1720569183;1720569412;;;"https://open.spotify.com/track/7dXYHyEg7TdcnbwcG3R0xG";
"Jorja Smith";"Be right back";"Time";"2021";"FAMM LIMITED";1720569412;1720569518;"https://music.apple.com/fr/album/time/1562976097?i=1562976346&uo=4";;"https://open.spotify.com/track/5FUgfVlClrCcIM2bozusi8";
"Hubert Laws";"Crying song";"Feelin' alright";"1975";"EPIC";1720569537;1720569681;;;;
"Joe Cocker";"Nothin' but a funk thang";"Woman to woman";"1970";"V2";1720569674;1720569938;;"https://www.deezer.com/track/548844782";;
"Madison McFerrin";"OMW";"OMW (Pachyman remix)";"2024";"AUTOPRODUCTION";1720569935;1720570097;;;;
"Sudan Archives";"Ocean Child : Songs of Yoko";"Dogtown";"2022";"CANVASBACK";1720570093;1720570293;"https://music.apple.com/fr/album/dogtown/1600789218?i=1600789221&uo=4";;"https://open.spotify.com/track/2gj1hFZYgwrwEgFlZovjci";
"Royal Philarmonic Orchestra";"Bof / Made in Italy";"Pizzicati";"2008";"SONY";1720570292;1720570400;;;;
"Marion Rampal";"Oizel";"De beaux dimanches (feat. Bertrand Belin)";"2024";"LES RIVIERES SOUTERRAINES";1720570401;1720570607;"https://music.apple.com/fr/album/de-beaux-dimanches-feat-bertrand-belin/1721365350?i=1721365365&uo=4";;;
"The Velvet Underground";"The Velvet Underground & Nico";"Sunday morning";"1967";"POLYDOR";1720570600;1720570770;"https://music.apple.com/fr/album/sunday-morning-mono-single-alternate-mix/1431071111?i=1431072460&uo=4";;"https://open.spotify.com/track/11607FzqoipskTsXrwEHnJ";
"Amanaz";"Africa";"Sunday morning";"1975";"NORMAL";1720570769;1720571064;"https://music.apple.com/fr/album/sunday-morning/1705349610?i=1705349621&uo=4";;"https://open.spotify.com/track/7rFu5IhLj50r2tNM2d2cat";
"Lou Perez";"Fantasia africana";"Fantasia africana";"1975";"SOUL POSTERS";1720571063;1720571347;;;;
"Tuzeint";"Raixes (Roots)";"Ayayay";"2023";"EXTRA SOUL PERCEPTION";1720571349;1720571511;;;"https://open.spotify.com/track/4uxZN2rPlr6tE8Zve2EY8h";
"Swindle";"Reach the stars (feat. Andrew Achong)";"Reach the stars (feat. Andrew Achong)";"2018";"BROWNSWOOD RECORDINGS";1720571509;1720571715;;;;
"Lossapardo";"If I were to paint it";"Mr Nobody";"2024";"ROCHE MUSIQUE";1720571714;1720571949;;;"https://open.spotify.com/track/1vHHFR9nx6wbvEFfI5ncjq";
"Phat Dat";"Flowers";"Snow dropped";"2022";"ANOTHER RECORD / CATAPULTE RECORDS";1720571948;1720572140;;;"https://open.spotify.com/track/0nqQ80SD2NLYCShfN5GCSh";
"Canned Heat";"The best of";"Going up the country";"1969";"EMI";1720572140;1720572310;;;;
"The Yo-Yoz";"Melts In Your Brain...Not On Your Wr";"In the past";"1968";"BIG BEAT RECORDS";1720572309;1720572494;;;;
"Florent Marchet";"Noel's songs";"Serge et Nathalie";"2011";"NODIVA";1720572485;1720572694;;;"https://open.spotify.com/track/5Xko0XNUAuftFfkfkkfIIv";
"The Stranglers";"The Collection 1977-1982";"Golden brown";"1981";"DISKY";1720572694;1720572896;;;"https://open.spotify.com/track/2AX5E86cn9n2dgioZEjirI";
"Monde Ufo";"7171";"Amalgamated";"2021";"FIRE RECORDS";1720572895;1720573063;;;"https://open.spotify.com/track/1ji3pOWqjgOFVw09PPTi9p";
"Quiet Dawn";"Celebrate";"Lost from life (feat. Oliver Night)";"2024";"FIRST WORD RECORDS";1720573070;1720573334;"https://music.apple.com/fr/album/lost-from-life-feat-oliver-night/1732215836?i=1732215837&uo=4";;;
"Jonas Sa";"Hidden waters : Strange and sublime sounds of Rio de Janeiro";"Gigolô";"2022";"SOUNDS AND COLOURS";1720573334;1720573543;;;;
"Patti Jo";"I'm a good woman";"Make me believe in you";"1973";"";1720573542;1720573758;;;;
"23 Skidoo";"Nine o'clock drop";"Vegas el bandito";"1982";"NUPHONIC";1720573750;1720573915;;;"https://open.spotify.com/track/0fpRR9nYIVqzpqkp48Syvm";
"Les Fils De Joie";"Des jeunes gens modernes";"Adieu Paris";"1982";"NAIVE";1720573920;1720574143;"https://music.apple.com/fr/album/adieu-paris/1523086339?i=1523086351&uo=4";;;
"The Salmon";"The salmon";"The salmon (Ska version)";"2024";"X-RAY PRODUCTIONS";1720574142;1720574337;;;;
"Montage";"Montage";"Grand pianist";"1969";"CAPITOL RECORDS";1720574334;1720574480;;;"https://open.spotify.com/track/3Ldr9TzEKgb3KXPHH8pSTb";
"Lang Lang";"Lang Lang : Dragon songs";"La sirene : Danse du chapeau de roseau - arrangement pour piano";"2006";"DEUTSCHE GRAMMOPHON";1720574477;1720574603;;;;
"J. Bernardt";"Taxi / Matter of time";"Matter of time";"2024";"PLAY IT AGAIN SAM";1720574592;1720574869;"https://music.apple.com/fr/album/matter-of-time/1730728829?i=1730729364&uo=4";"https://www.deezer.com/track/2660911222";"https://open.spotify.com/track/23SOECuqmODQaF6GZXSQ8H";
"Arooj Aftab";"Night reign";"Autumn leaves (feat. James Francies)";"2024";"VERVE";1720574869;1720575153;"https://music.apple.com/fr/album/autumn-leaves-feat-james-francies/1739687886?i=1739688169&uo=4";;"https://open.spotify.com/track/4A4BdAB3MPQhLn7MZZOSmW";
"Daprinski";"Chorégraphies de l'ordinaire (Instrumentaux)";"Mortelle randonnée";"2017";"ALTER K";1720575135;1720575306;;;"https://open.spotify.com/track/2U0l5O99EueuCSYoDF4xfT";
"Minnie Riperton";"The Minnie Riperton anthology";"Les fleurs";"1970";"STATESIDE";1720575300;1720575494;"https://music.apple.com/fr/album/les-fleurs/714608848?i=714609120&uo=4";"https://www.deezer.com/track/3332223";"https://open.spotify.com/track/4XCGfHpGVq8xw800o5cwWs";
"Jeanette";"Psychemagik presents ritual chants";"L'amour joue au violon";"1977";"ESKIMO RECORDINGS";1720575492;1720575749;;;;
"Ocote Soul Sounds";"Taurus";"Primavera";"2016";"LEVEL ONE";1720575750;1720575960;;;"https://open.spotify.com/track/0TIphz06xKu8ec3IxyxRwL";
"Rubin Steiner & The Dictaphone";"Banananas";"Cocktail vague";"2023";"PLATINUM RECORDS";1720575956;1720576215;;;"https://open.spotify.com/track/4H2XpjgJNnn3t1kFHNRgnG";
"La Luz";"News of the universe";"Ill go with you";"2024";"SUB POP RECORDS";1720576213;1720576394;;;;
"Buddy Holly";"The best of Buddy Holly";"Everyday";"1957";"SEQUEL";1720576394;1720576519;"https://music.apple.com/fr/album/everyday/292598590?i=292598594&uo=4";;;
"Radiohead";"My iron lung";"Creep (acoustic)";"1994";"EMI";1720576519;1720576770;;;;
"Georges Brassens";"La mauvaise reputation";"La mauvaise herbe";"1988";"PHILIPS";1720576799;1720576959;;;;
"Lau Ro";"Cabana";"Ensolarade";"2024";"FAR OUT RECORDS";1720576957;1720577151;;"https://www.deezer.com/track/2715457042";"https://open.spotify.com/track/5tivh2NHE0LLjvDRralOix";
"Dionne Warwick";"Dionne Warwick 20 Greatest Hits";"I just don't know what to do with myself";"1966";"OVERSEAS RECORDS";1720577149;1720577315;"https://music.apple.com/fr/album/i-just-dont-know-what-to-do-with-myself/41688473?i=41688479&uo=4";"https://www.deezer.com/track/3824552";;
"Don Bryant";"Don't give up on love";"Something About You";"2017";"FAT POSSUM RECORDS";1720577312;1720577524;;;"https://open.spotify.com/track/55WzGVyJ3ijU5TjMzzKQIq";
"Poncho Sanchez";"Raise your hand";"Knock on wood";"2007";"CONCORD";1720577524;1720577733;;;"https://open.spotify.com/track/6K0vcp0o8jiI3TDOQPVocm";
"Divers";"Bénin/Musiques yoruba/Les voix de la mémoire";"Jeu du xylophone oto à trois lames";"2011";"OCORA";1720577732;1720577779;;;;
"Youthstar & Miscellaneous";"Salvation";"Don dada (feat. Biga Ranx)";"2023";"CHINESE MAN RECORDS";1720577778;1720578001;;;;
"Rihanna";"Unapologetic (Deluxe édition)";"No love allowed";"2012";"DEF JAM RECORDINGS";1720578000;1720578248;;;"https://open.spotify.com/track/4hXLxBb41Xs1KzCD0gfsC8";
"Ala.Ni";"You & I";"To The River";"2015";"NO FORMAT";1720578252;1720578410;;;;
"Albertine Sarges";"Family of things";"Etihl (feat. Anna B Savage)";"2022";"MOSHI MOSHI";1720578409;1720578608;;;;
"Pink Floyd";"The dark side of the moon";"Time";"1973";"EMI";1720578607;1720579021;"https://music.apple.com/fr/album/time/734652255?i=734653276&uo=4";;"https://open.spotify.com/track/3TO7bbrUKrOSPGRTB5MeCz";
"Delvon Lamarr Organ Trio";"I told you so";"Right place, right time";"2021";"COLEMINE RECORDS";1720579021;1720579227;;;"https://open.spotify.com/track/0518qjZkgm3jt64hxFQmEg";
"Pierre Tchana & Orchestre Poly Rythmo";"Africa boogaloo: The latinization of West Africa";"Il n'est jamais trop tard";"2009";"HONES";1720579227;1720579577;;;;
"Ben Sidran";"Picture him happy";"Too much too late (what Mose said)";"2017";"NARDIS MUSIC";1720579577;1720579849;;;"https://open.spotify.com/track/4PacuNUKAoFbji1g1A9x48";
"Michael Franks";"Michael Franks : The Art of tea";"Sometimes i just forget to smile";"1975";"WEA";1720579845;1720580072;;"https://www.deezer.com/track/14954639";;
"Walter Boeykens";"Bruch : Pièces op 83 et Zemlinsky : Trio op 3";"8 pièces pour clarinette alto et piano op 83 : Allegro vivace en Si Maj";"1991";"";1720580059;1720580250;;;;
"Five Degrees Of Soul";"Los esplendidos";"Morena";"2000";"CASANEGRA ENTERTAINMENT";1720580280;1720580677;;;;
"MC Solaar";"Cinquième as";"Hasta la vista";"2001";"EASTWEST";1720580673;1720580874;"https://music.apple.com/fr/album/hasta-la-vista/484507371?i=484507397&uo=4";"https://www.deezer.com/track/15003617";"https://open.spotify.com/track/4J6SkLsDpuN7R52TokaDQk";
"Nxworries";"Why lawd";"Where I go (feat. H.E.R).";"2024";"STONES THROW";1720580874;1720581072;;;;
"Blanka";"Spanning will";"Cimmerian hips";"2013";"HEAVENLY SWEETNESS";1720581066;1720581289;;;;
"Aline";"La lune sera bleue (2009-2015) - de Young Michelin à Aline";"Tombé pour la France";"2024";"LIVE LIVE";1720581289;1720581537;;;"https://open.spotify.com/track/52k1MdYEajYaKNle6njL8u";
"Say She She";"C'est si bon";"C'est si bon";"2023";"KARMA CHIEF RECORDS";1720581536;1720581769;"https://music.apple.com/fr/album/cest-si-bon/1687680458?i=1687680460&uo=4";;"https://open.spotify.com/track/0jIZXQPRhbQ6FFSNcLKaaU";
"Breakbot";"Back for more";"Back for more";"2015";"ED BANGER";1720581768;1720582019;;;;
"Eugenia Zukerman";"Bibbidi Bobbidi Bach / Les airs de Disney dans le style des compositeurs classiques";"Bibbidi Bobbidi Bach - pour orchestre / d'après la musique du dessin animé """"Cendrillon""""";"1996";"DELOS";1720582019;1720582190;;;;
"Nina Simone";"Four women : The Nina Simone Philips Recordings";"I put a spell on you";"1965";"RCA/VICTOR";1720582192;1720582345;"https://music.apple.com/fr/album/i-put-a-spell-on-you/1445667726?i=1445667962&uo=4";;"https://open.spotify.com/track/0sjxRg1VlYfx4YG7uxurrq";
"Barbara Lewis";"Bof /Sur la route de madisson";"Baby, i'm yours";"1995";"WARNERS BROS";1720582343;1720582494;;;"https://open.spotify.com/track/1sYDy0fHjlzuCI2yDPKEtx";
"The Brooks";"Adulte entertainment";"Sexylous (feat.Alan Prater)";"2014";"TROUBLEMAKERS";1720582494;1720582850;;;;
"UB40";"The very best of UB40 1980-2000";"Food for thought";"1980";"VIRGIN";1720582841;1720583088;"https://music.apple.com/fr/album/food-for-thought/724633277?i=724634276&uo=4";;"https://open.spotify.com/track/5YkkeIiErNf2ckvMxmT5RT";
"Toots Thielemans";"Toots Thielemans (1922-2016) : His sound and soul (volume 2)";"Summertime";"2016";"SINETONE AMR";1720583087;1720583265;;;;
"Hubert Felix Thiefaine";"Autorisation de délirer";"Court-métrage";"1979";"STERNE";1720583265;1720583450;;;;
"Blaze Foley";"The Dawg Years (1975-1978)";"Fat boy";"2010";"FAT POSSUM RECORDS";1720583448;1720583624;;;"https://open.spotify.com/track/5NQLTb0VkaefEHyXMPvtAr";
"Harvey Mandel";"Cristo Redentor";"Snake";"2014";"PURPLE PYRAMID RECORDS";1720583624;1720583844;;;"https://open.spotify.com/track/1JXpYMFpCkSXwBOWAM835f";
"Don Cavalli";"Temperamental";"Me and my baby";"2012";"BECAUSE";1720583624;1720583781;;;;
"Don Carlos";"Wipe the wicked clean";"My Baby Just Cares For Me";"1980";"KINGSTON SOUNDS";1720583792;1720583993;;;;
"Junior Y Su Equipo";"Saturno 2000 : la rebajada de los sonideros 1962-1983";"Bien bailadito";"1982";"ANALOG AFRICA";1720583843;1720584095;;;;
"Francis Bebey";"L'Afrique enchantée / Entrez dans le bois sacré";"Cousin Assini";"1981";"SONY";1720583990;1720584132;;;;
"Metronomy & Pan Amsterdam";"Nice town";"Nice town (Original)";"2024";"NINJA TUNE";1720584092;1720584258;;;;
"Crumb";"Amama";"Side By Side";"2024";"CRUMB RECORDS";1720584136;1720584323;;;"https://open.spotify.com/track/2vlHyjzgm52ikajf5OAdlg";
"Joe Armon-Jones";"Idiom";"Mind's Eye";"2017";"YAM RECORDINGS";1720584257;1720584487;;;"https://open.spotify.com/track/1J1VHPv9DMqONWAGfJa7f4";
"Stevie Wonder";"Talking book";"You are the sunshine of my life";"1972";"MOTOWN";1720584319;1720584494;;;"https://open.spotify.com/track/0n2pjCIMKwHSXoYfEbYMfX";
"Jamiroquai";"Travelling without moving";"You are my love";"1996";"SONY";1720584481;1720584712;;;;
