"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify"
"Rodney Franklin";"Dance dance dance 100% funk";"The groove";1980;"ARCADE";1715507929;1715508136;"https://music.apple.com/fr/album/the-groove/1286624122?i=1286624238&uo=4";"https://www.deezer.com/track/13205424";"https://open.spotify.com/track/1WFPTf7PV29lWVowZBGI83"
"Charlie Palmieri";"Latin bugalu";"Panama's boogaloo";1968;"ATLANTIC RECORDS";1715508132;1715508373;"https://music.apple.com/fr/album/panamas-boogaloo/68195179?i=68195028&uo=4";;"https://open.spotify.com/track/2mfUmGIcmmhG6LiXGVGhgs"
"Roaring Lion";"Sofrito : Tropical discotheque";"Carnival long ago";1975;"STRUT RECORD";1715508369;1715508617;;;
"Johnny Clarke";"Creation rebel";"Jah Jah bless Joshua";;"VP RECORDS / 17 NORTH PARADE";1715508615;1715508824;"https://music.apple.com/fr/album/jah-jah-bless-joshua/808816136?i=808816177&uo=4";"https://www.deezer.com/track/5719854";"https://open.spotify.com/track/5eoBfhWAwZCl66ltu2HxCT"
"Calexico";"Feast of wire";"Dub latina";2003;"LABELS";1715508821;1715508957;"https://music.apple.com/fr/album/dub-latina-live-at-china-theatre-stockholm-25-04-2003/1721036444?i=1721038028&uo=4";;"https://open.spotify.com/track/0lvryGrCQtklqqC4l2Axty"
"Theo Lawrence";"Pickin' & singin'";"The world keeps reminding me of you";2023;"TOMIKA RECORDS";1715508956;1715509094;"https://music.apple.com/fr/album/the-world-keeps-reminding-me-of-you/1717048404?i=1717048410&uo=4";;"https://open.spotify.com/track/1ZfNc41mNGTjAgB31j2PRL"
"Dolly Parton";"Greatest hits";"Jolene";1974;"WOODFORD MUSIC";1715509092;1715509250;;"https://www.deezer.com/track/114422238";"https://open.spotify.com/track/5fdhThPDe6jQQDqCyWrdAn"
"The Liminanas";"Down Underground - LP's 2009 / 2014";"Longanisse";2012;"BECAUSE MUSIC";1715509247;1715509422;"https://music.apple.com/fr/album/longanisse/981060495?i=981061483&uo=4";;"https://open.spotify.com/track/37jic6rQdYpuTwhOuy0WUx"
"Los Yolos";"Nos siguen por delante";"Todo o nada";2023;"HUMO INTERNACIONAL";1715509411;1715509619;"https://music.apple.com/fr/album/todo-o-nada/1672011540?i=1672011546&uo=4";"https://www.deezer.com/track/2150198727";"https://open.spotify.com/track/1aXHgseTVaSZ62buKfrFdT"
"Tortoise";"The catastrophist tour book";"Tesseract";2017;"THRILL JOCKEY";1715509619;1715509852;;"https://www.deezer.com/track/607190332";
"Seafood Sam";"Standing on giant shoulders";"Attack of the dreadlocks";2024;"DRINK SUM WTR";1715509850;1715509981;;;"https://open.spotify.com/track/4dXp5vs841wVq5ffyfhIej"
"Yes";"Fragile";"Roundabout";1972;"ATLANTIC";1715509980;1715510488;;"https://www.deezer.com/track/2102408287";
"Pat Metheny";"Still life (talking)";"Last train home";1987;"GEFFEN";1715510486;1715510818;;"https://www.deezer.com/track/2218630257";
"Shirley Horn";"Travelin' light";"Sunday in New York";1965;"IMPULSE";1715510780;1715510882;"https://music.apple.com/fr/album/sunday-in-new-york/1442547977?i=1442549130&uo=4";"https://www.deezer.com/track/4585387";"https://open.spotify.com/track/2gweQ9fWQZAl5ulAQwqXqB"
"Janine Micheau";"Aldo Ciccolini joue Debussy";"Fut-il jamais douceur pour soprano et piano : Rondeau";2009;"EMI CLASSICS";1715510882;1715511015;;;
"Cleo Sol";"Mother";"Sunshine";2021;"FOREVER LIVING ORIGINALS";1715511014;1715511276;"https://music.apple.com/fr/album/sunshine/1580896128?i=1580896135&uo=4";;"https://open.spotify.com/track/1el1feH98jWUrPpYmu5jN8"
"The Pro-Teens";"Peachfuzz / One beer";"One beer";2021;"COLLEGE OF KNOWLEDGE RECORDS";1715511276;1715511467;"https://music.apple.com/fr/album/one-beer/1592637471?i=1592637473&uo=4";"https://www.deezer.com/track/1535724002";"https://open.spotify.com/track/0WkW5niZfdpsZsBcetJpYz"
"Mf Doom";"MM..Food?";"Rapp snitch knishes (feat. Mr Fantastik)";2004;"RHYMESAYERS ENTERTAINMENT";1715511462;1715511635;"https://music.apple.com/fr/album/rapp-snitch-knishes-feat-mr-fantastik/1558162066?i=1558162904&uo=4";;
"The Yardbirds";"As, Bs & EPs";"Steeled blues";1965;"REPERTOIRE";1715511636;1715511792;;"https://www.deezer.com/track/1031539402";"https://open.spotify.com/track/0U8YjalW0BUKBUFQEGg7cH"
"Mina";"Mina";"Et puis ça sert à quoi";1976;"PATHE MARCONI";1715511790;1715512053;;;
"Theo Champion";"Lean on me";"Lean on me";2023;"GROOVER OBSESSIONS";1715512049;1715512261;"https://music.apple.com/fr/album/lean-on-me/1708379914?i=1708379918&uo=4";;"https://open.spotify.com/track/5QaCsmthg5e8hBsphXML8q"
"Aerosmith";"Make some noise - save darfur";"Give peace a chance";2007;"WARNER";1715512259;1715512532;;;
"Special Feelings";"Down goose";"Down goose";2023;"RHYTHM SECTION INTERNATIONAL";1715512531;1715512701;"https://music.apple.com/fr/album/down-goose/1702693789?i=1702693798&uo=4";;"https://open.spotify.com/track/3XaVhAQggrsWjGiDzj5WVZ"
"Yaya Bey";"Ten fold";"I love you Frankie Beverly";2024;"BIG DADA";1715512700;1715512883;;;
"Yot Club";"Santolina";"Deer island";2022;"NICE GUYS RECORDS";1715512882;1715513072;;;"https://open.spotify.com/track/3LpJaGTRX0ffz9GXC8YlXI"
"Paul Mac Cartney & Wings";"Band on the run";"Band on the run";2010;"HEAR MUSIC";1715513070;1715513380;;;
"Abou Diarra";"Koya";"Né nana (radio edit)";2016;"MIX ET METISSE";1715513379;1715513581;;;
"Il Giardino Armonico";"Concertos pour luth et mandolines";"Concerto en Ut Maj RV 425 p 134 : 1. Allegro / Pour mandoline cordes et basse continue";1993;"TELDEC";1715513579;1715513736;;;
"Caroline Cler";"Le chat dans tous ses états, anthologie de la chanson féline (1911-1962)";"Les chats, les souris et Mozart";1960;"FREMEAUX & ASSOCIES";1715513735;1715513917;;"https://www.deezer.com/track/80478568";
"Cat Power";"Woman (feat. Lana Del Rey)";"Woman (feat. Lana Del Rey)";2018;"DOMINO";1715513917;1715514160;"https://music.apple.com/fr/album/woman-feat-lana-del-rey/1400247975?i=1400248100&uo=4";;
"Urge Overkill";"BOF / Pulp fiction";"Girl, you'll be a woman soon";1992;"MCA";1715514157;1715514345;"https://music.apple.com/fr/album/girl-youll-be-a-woman-soon/1469583186?i=1469583523&uo=4";;"https://open.spotify.com/track/1mSzuXVjjKC0bPh6iG6xjy"
"Hermanos Gutierrez";"Until we meet again";"Until we meet again";2024;"EASY EYE SOUND";1715514349;1715514526;;;"https://open.spotify.com/track/66ttkjHJsfNXTot9SgIere"
"Yesking";"Re- record not fade away";"Hardground";2012;"BBE";1715514523;1715514951;;;
"Vera Hall";"Bof / J'irai dormir à Hollywood";"Trouble so hard";1959;"ATMOSPHERIQU";1715514949;1715515044;;;
"Astrud Gilberto";"A certain smile a certain sadness";"Goodbye sadness (Tristeza)";1966;"VERVE";1715515045;1715515262;;;
"Manu Chao";"Esperanza";"Infinita tristeza";2001;"VIRGIN";1715515261;1715515495;"https://music.apple.com/fr/album/infinita-tristeza/726124221?i=726124692&uo=4";;"https://open.spotify.com/track/5gUXB6Jt3HQJFMRffLIt4J"
"Guadalupe Plata";"Guadalupe plata 2017";"Demasiado";2017;"EVERLASTING RECORDS";1715515500;1715515610;"https://music.apple.com/fr/album/demasiado/1223644720?i=1223645485&uo=4";"https://www.deezer.com/track/441293272";"https://open.spotify.com/track/2XpTIsX1MV31tLG89u5rLk"
"Eddie Cochran";"12 of his biggest hits/Never to be forgotten";"C'mon everybody";1959;"EMI";1715515609;1715515724;;"https://www.deezer.com/track/3089535";
"Don Gibson";"BOF / A perfect world";"Blue blue day";1958;"REPRISE RECORDS";1715515721;1715515834;"https://music.apple.com/fr/album/blue-blue-day/940008056?i=940008073&uo=4";;
"Philanthrope";"Waking dreams 2";"Queenslude";2024;"BEAT JAZZ INTERNATIONAL";1715515833;1715515948;"https://music.apple.com/fr/album/queenslude/1713532578?i=1713533157&uo=4";"https://www.deezer.com/track/2514013601";"https://open.spotify.com/track/4Ejt2rb0dtQl36ghi7hcAU"
"Polylogue From Sila";"Supertales";"Narcisse";2024;"TAKE IT EASY AGENCY / SHARMA";1715515947;1715516182;"https://music.apple.com/fr/album/narcisse/1731865728?i=1731865739&uo=4";"https://www.deezer.com/track/2668940072";"https://open.spotify.com/track/1oAWz2AN1uwdujRaAfB0km"
"Martina Topley Bird";"Some place simple";"Orchids";2010;"HONEST JONS";1715516180;1715516357;"https://music.apple.com/fr/album/orchids/1650190895?i=1650191079&uo=4";;
"Beck";"Bof / Eternal sunshine of the spotless mind";"Everybody's gotta learn sometimes";2004;"HOLLYWOOD RE";1715516356;1715516707;;;
"Ezechiel Pailhes";"Ventas rumba";"Opus 53";2024;"CIRCUS COMPANY";1715516706;1715516886;"https://music.apple.com/fr/album/opus-53/1729876179?i=1729877479&uo=4";;"https://open.spotify.com/track/31wuysWUDOD6irjNEIjfbC"
"James Murphy";"BOF / Greenberg";"People";2010;"EMI";1715516885;1715517162;"https://music.apple.com/fr/album/people/693363343?i=693363345&uo=4";;"https://open.spotify.com/track/2vvatPoysLtQcjfcO32Z37"
"Sly & The Family Stone";"The essential";"If you want me to stay";1973;"EPIC";1715517161;1715517340;"https://music.apple.com/fr/album/if-you-want-me-to-stay/193125445?i=193127619&uo=4";;"https://open.spotify.com/track/2BydLQAh7CUIFvSEqAMc4x"
"Pierre Michelot";"Round about a bass";"Sous les ponts de Paris";1963;"EMARCY";1715517337;1715517518;;;
"Roce";"Identité en crescendo";"Ma saleté d' espérance";2006;"NO FORMAT";1715517517;1715517727;;;
"Blick Bassy";"Akö";"One love";2015;"NO FORMAT";1715517728;1715517895;;;"https://open.spotify.com/track/3pQXqbf9ipSwj3M4peepqH"
"Plants And Animals";"The jungle";"House on fire";2020;"SECRET CITY RECORDS";1715517894;1715518165;"https://music.apple.com/fr/album/house-on-fire/1516668652?i=1516669093&uo=4";"https://www.deezer.com/track/980196412";"https://open.spotify.com/track/0y84EMrajt3wQIFYGNrv7w"
"Fontaines D.C.";"Starburster";"Starburster";2024;"XL RECORDINGS";1715518164;1715518384;"https://music.apple.com/fr/album/starburster/1737990072?i=1737990264&uo=4";;"https://open.spotify.com/track/1cg4xD453Wuol9fNsRDbsV"
"The Pharcyde";"Bizarre ride II the pharcyde/The singles Collection";"Passin´Me By (Instrumental)";2012;"DELICIOUS VINYL";1715518383;1715518495;;;
"Danny Hensworth";"Trojan upsetter box set";"Mr money man";1977;"TROJAN RECORDS";1715518446;1715518684;;;
"Mrs Miller";"Wild cool & swingin";"The Shadow Of Your Smile";1966;"CAPITOL";1715518682;1715518808;;;
"The Sorcerers";"I too am a stranger";"Oromo moon";2024;"ATA RECORDS";1715518808;1715518986;"https://music.apple.com/fr/album/oromo-moon/1721329468?i=1721329669&uo=4";;"https://open.spotify.com/track/0l8sV8Af3AAuUtw6XL3KmD"
"Marvin Gaye";"Compil / Spirit of soul";"The world is rated x";1972;"WAGRAM";1715518986;1715519213;;;
"Marmalade";"Fine Cuts / The best of marmalade";"Reflections of my life";1970;"SALVO";1715519210;1715519460;;"https://www.deezer.com/track/6645892";"https://open.spotify.com/track/0Su4v1o9IbfueBDD2zIWJA"
"Nubiyan Twist";"Find your flame";"So mi stay";2024;"STRUT RECORDS";1715519458;1715519717;;;"https://open.spotify.com/track/56oaFmgM4csMQ7LDuh820p"
"Kiefer";"It’s ok, bu";"Falling";2023;"STONES THROW RECORDS";1715519716;1715519849;"https://music.apple.com/fr/album/falling/1698878541?i=1698878565&uo=4";;"https://open.spotify.com/track/1otQ3PtVxk9rueqxzQb2ar"
"Jesse Tabish";"Cowboy ballads Part. 1";"Castro";2022;"PLAY IT AGAIN SAM";1715519849;1715520002;"https://music.apple.com/fr/album/castro/1626524827?i=1626525537&uo=4";"https://www.deezer.com/track/1769302457";"https://open.spotify.com/track/7u5kd5jllwoLZAI92eKB7x"
"Balthazar";"Balthazar - Applause (Cd promo)";"Blood Like Wine";2010;"CD PROMO";1715519996;1715520295;;;
"Brigitte Fontaine";"17 Chansons décadentes et fantasmagoriques";"Je suis décadente";1980;"CANETTI";1715520293;1715520431;;;
"Mariko Anraku";"Beau soir";"Beau soir / Pour voix et piano / Transcription pour harpe et flute traversiere";2004;"EMI";1715520431;1715520567;;;
"Andrew Bird Trio";"Sunday morning put-on";"I fall in love too easily";2024;"LOMA VISTA RECORDINGS";1715520564;1715520798;;;
"C2C";"Tetra + Bonus / Edition deluxe";"Down the road (acoustic cover)";2012;"ON AND ON RECORDS";1715520617;1715520899;;;
"David Crosby";"If I could only remember my name David Crosby";"Laughing";1971;"ATLANTIC";1715520797;1715521117;"https://music.apple.com/fr/album/laughing/50235531?i=50235541&uo=4";;"https://open.spotify.com/track/2R0M2sTlCgW6vPIz26f2b2"
"Turnover";"Myself in the way";"Queen in the River";2022;"RUN FOR COVER RECORDS";1715521114;1715521277;"https://music.apple.com/fr/album/queen-in-the-river/1632281339?i=1632281840&uo=4";"https://www.deezer.com/track/1808377237";"https://open.spotify.com/track/2ZiCz0u4JmBIiDR9XuJUYG"
"Yummi Wisler Guitar Combo";"The albanian connection";"Albanian shuffle";2024;"RAW TAPES";1715521275;1715521451;"https://music.apple.com/fr/album/albanian-shuffle/1720469819?i=1720469829&uo=4";;"https://open.spotify.com/track/6MWzoFijWg2GXI8ZqNctzD"
"Mavis Staples";"Volt";"Chained";1969;"VOLT";1715521450;1715521655;;"https://www.deezer.com/track/361119301";"https://open.spotify.com/track/2HK25FDeFwhqdE97DV5yW3"
