"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Jones";"Kaléidoscope";"Darkest part";"2024";"UNITY";1730800629;1730800822;"https://music.apple.com/fr/album/darkest-part/1738305646?i=1738305917&uo=4";"https://open.spotify.com/track/31rfoBYP5pek7hY6dOYlBg";
"Arat Kilo";"Visions of Selam";"Dou coula";"2018";"ACCORDS CROISES";1730800819;1730801101;;"https://open.spotify.com/track/5ofN2feIdOF6D7bMb9fP07";"https://www.deezer.com/track/451790092"
"Mulatu Astatke & Hoodna Orchestra";"Tension";"Hatula";"2024";"BATOV RECORDS";1730801098;1730801443;;;
"Kamasi Washington";"Fearless movement";"Lines in the sand";"2024";"YOUNG";1730801435;1730801878;;"https://open.spotify.com/track/5p6fw2wEjaHQixKMs3dQYk";"https://www.deezer.com/track/2746842561"
"Little Simz";"Grey area";"101 fm";"2019";"AGE 101 MUSIC";1730801876;1730802066;;"https://open.spotify.com/track/5pSCNRGLvjjU9tMOh7mvq1";"https://www.deezer.com/track/1952541217"
"Chinese Man";"Racing with the sun (cd promo)";"Miss chang (feat. Taiwan MC & Cyph4)";"2011";"DIFFERT - AN";1730802062;1730802312;;;
"Li Xiang Ian";"Shanghai lounge divas";"Plum blossom (remix)";"2004";"EMI";1730802310;1730802494;;;
"Jennifer Wells";"Northern soul's classiest rarities, vol. 2";"Dining in Chinatown";"1964";"ACE RECORDS";1730802493;1730802648;;;"https://www.deezer.com/track/71324226"
"David Bowie";"The singles collection";"China girl";"1983";"EMI";1730802642;1730802896;;;
"Siouxsie And The Banshees";"Once upon a time/The singles";"Hong Kong Garden";"1979";"POLYGRAM";1730802894;1730803068;;;
"Allah-Las";"BOF / Self discovery for social survival";"Blackberry jam";"2019";"MEXICAN SUMMER";1730803064;1730803244;;"https://open.spotify.com/track/53nWrDAfJTMfMHjNK231F1";"https://www.deezer.com/track/661392452"
"Mustang";"Mégaphénix";"Steve Jobs";"2024";"VIETNAM";1730803241;1730803406;"https://music.apple.com/fr/album/steve-jobs/1754190516?i=1754191537&uo=4";"https://open.spotify.com/track/1gVI93rmPaX4qas7gmwAH2";
"Thee Heart Tones";"Sabor a mi";"Sabor a mi";"2024";"BIG CROWN RECORDS";1730803405;1730803608;;"https://open.spotify.com/track/5s5e8bc7OS50VAgNBGyYrf";"https://www.deezer.com/track/2785657312"
"Leon Phal";"No pain no champagne";"Shaped by water";"2024";"SONY";1730803606;1730803841;;"https://open.spotify.com/track/3r4IwIKPzgCTqo3nhoRHXq";"https://www.deezer.com/track/2923109041"
"Irvine Weldon";"Cosmic vortex / Sinbad / Spirit man";"Sinbad : Music is the key";"1974";"GET ON DOWN";1730803839;1730804293;;;
"Brigitte Fontaine";"Mobilisation générale";"C'est normal";"1973";"BORN BAD RECORDS";1730804291;1730804549;;;"https://www.deezer.com/track/2674356182"
"Jose Roberto";"Brazilian beats Brooklyn";"Crioula multicolorida";"1974";"MR BONGO";1730804549;1730804738;;;"https://www.deezer.com/track/1884256057"
"Antonio Pinto";"B.O.F. / La cité de Dieu";"Estória da boca";"2002";"MILAN";1730804736;1730804883;;;
"Joan As Police Woman";"The deep field";"Human condition";"2011";"PLAY IT AGAI";1730804882;1730805212;"https://music.apple.com/fr/album/human-condition/410264532?i=410264551&uo=4";"https://open.spotify.com/track/5zNxFzT5P8L8oPmBlux5oZ";"https://www.deezer.com/track/7866122"
"Unessential Oils";"Unessential oils";"Chameleon";"2024";"SECRET CITY RECORDS";1730805210;1730805457;"https://music.apple.com/fr/album/chameleon/1725353502?i=1725353669&uo=4";"https://open.spotify.com/track/1r7R3v9AgeJQM0gPinG7S2";"https://www.deezer.com/track/2617264772"
"Rahill";"Like someone I know : A celebration of Margo Guryan";"Sun";"2024";"SUB POP RECORDS";1730805454;1730805665;"https://music.apple.com/fr/album/sun/1770429542?i=1770429543&uo=4";"https://open.spotify.com/track/1nhXQF2ST2XyrQE4Kpnpd8";"https://www.deezer.com/track/3013204531"
"Leon Thomas";"Spirits known and unknown";"The creator has a master plan (peace)";"1969";"BMG";1730805662;1730805925;;;
"Lonnie Liston Smith";"Loveland";"Floating through space";"1978";"CBS";1730805921;1730806195;;"https://open.spotify.com/track/67BpOrWYIwTH0h9kyapOMK";
"Tahiti 80";"Extra pieces of sunshine";"A love from outer space (console remix)";"2004";"";1730806192;1730806452;;;"https://www.deezer.com/track/2276863"
"Richard Simon";"BOF TV / Génération Récré A2";"Capitaine Flam : la chevauchée du Capitaine Flam";"1981";"WARNER MUSIC FRANCE";1730806451;1730806601;;;
"Fred Pallem & Le Sacre Du Tympan";"Cartoons";"Goldorak";"2017";"TRAIN FANTOME";1730806600;1730806956;;;
"Mano Negra";"Patchanka";"Mala vida";"1988";"VIRGIN";1730806953;1730807126;;"https://open.spotify.com/track/0UY0JLj9kxOlgF6FHogCmX";"https://www.deezer.com/track/370304431"
"La Sonora Mazuren";"La parca";"La parca";"2023";"BARBES RECORDS";1730807124;1730807373;"https://music.apple.com/fr/album/la-parca/1672453133?i=1672453138&uo=4";"https://open.spotify.com/track/5PvNh1vYMSFuDZQohAEg3m";"https://www.deezer.com/track/2153793497"
"Karate Boogaloo";"Hold your horses";"Eyes On The Prize";"2024";"COLEMINE RECORDS";1730807372;1730807504;"https://music.apple.com/fr/album/eyes-on-the-prize/1726622737?i=1726622892&uo=4";"https://open.spotify.com/track/56ZNgOUuYXVmioD7pBy6Wd";
"Kelly Finnigan";"A lover was born";"Love (your pain goes deep)";"2024";"COLEMINE RECORDS";1730807502;1730807754;;"https://open.spotify.com/track/1d8TvMhrjvHlFZ3937hwrt";"https://www.deezer.com/track/2892958501"
"Brittany Davis";"Image issues";"Sepricon";"2024";"LOOSEGROOVE RECORDS";1730807749;1730808013;;"https://open.spotify.com/track/24lQ8JtUFN5F48UnL2Udqk";"https://www.deezer.com/track/2537973881"
"Julien Gasc";"Grand jardin";"Sieste sous l'arbre";"2024";"AUTOPRODUCTION";1730808013;1730808109;;"https://open.spotify.com/track/5XcHUNKv4BJLhj4KrCjpuQ";"https://www.deezer.com/track/2747648721"
"Stereolab";"Pulse of the early brain (Switched on 5)";"Unity purity occasional";"2022";"DUOPHONIC UHF";1730808106;1730808242;;"https://open.spotify.com/track/1iFsMhaOnFA1MYVIHwtMrc";"https://www.deezer.com/track/1772797807"
"Satellite Lovers";"Sons of 1973";"Best friend";"1996";"OO RECORDS INC.";1730808236;1730808529;;;
"Nicolas Michaux";"Vitalisme";"Voir le jour";"2024";"CAPITANE RECORDS";1730808525;1730808729;;"https://open.spotify.com/track/6HkZ50FRZFc5s8ccO2mEak";
