"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Unknown Mortal Orchestra";"Unknown Mortal Orchestra II (10th anniversary edition)";"Two generations of excess";2023;"JAGJAGUWAR";1712483738;1712484185;"https://www.deezer.com/track/2524364441";"https://open.spotify.com/track/3yNBnPv3JbGxGvTiIhndvx";
"The Rodeo";"FIP sacré français !";"Désir d'avalanche";2023;"WAGRAM MUSIC";1712484175;1712484361;;;
"Eurythmics";"Greatest hits";"Who'S That Girl?";1983;"BMG";1712484359;1712484583;;;"https://music.apple.com/fr/album/whos-that-girl/206869208?i=206870143&uo=4"
"Righeira";"The singles 83/87";"No tengo dinero";1983;"LA BIONDA MUSIC";1712484582;1712484782;;;"https://music.apple.com/fr/album/no-tengo-dinero/300326628?i=300326632&uo=4"
"Oumou Sangare";"Djoukourou (Auntie Flo Remix)";"Djoukourou (Auntie Flo Remix)";2018;"NO FORMAT";1712484779;1712485118;"https://www.deezer.com/track/450245732";;
"Francis Bebey";"Django preface";"Guitar makossa";1992;"SONO";1712485118;1712485342;;"https://open.spotify.com/track/0lztUaA2MNVmD4MV25UO8b";
"The Left Banke";"There's gonna be a storm";"Sing little bird sing";1992;"ISLAND/ MERCURY";1712485340;1712485528;;"https://open.spotify.com/track/3QBorCzjgO6obdXUsVhSqE";
"Eels";"Time";"Time";2024;"E WORKS RECORDS";1712485525;1712485667;"https://www.deezer.com/track/2662488002";"https://open.spotify.com/track/64PUzhhyDzSFDytukw86zY";"https://music.apple.com/fr/album/time/1730148246?i=1730148249&uo=4"
"Le Collage De France";"Langage ment";"Monts et merveilles";2024;"LES DISQUES PAVILLON";1712485669;1712485883;"https://www.deezer.com/track/2601744952";"https://open.spotify.com/track/2kBR6EDjQafwOJEtH9AQwg";
"Marvin Hamilsh";"BOF / Ma vie avec Liberace";"Ma vie avec Liberace : Tico Tico";2013;"ELEKTRA";1712485881;1712486015;;;
"Christian Pierre De La Marca";"Paris - Moscou";"Le Tsar Saltan op 57 : Le vol du bourdon - arrangement pour voix et violoncelle";2018;"SONY CLASSICAL";1712486009;1712486153;;;
"Etta James";"At last";"At last";1961;"CHESS";1712486150;1712486328;"https://www.deezer.com/track/2690026082";;
"Jalen Ngonda";"Come around and love me";"Lost";2023;"DAPTONE RECORDS / MODULOR";1712486326;1712486533;"https://www.deezer.com/track/2172217347";"https://open.spotify.com/track/3jS0d7uwqKGbfwQ2ia2JN0";"https://music.apple.com/fr/album/lost/1675144720?i=1675144725&uo=4"
"Dana And Alden";"Quiet music for young people";"Stanley";2023;"DANA AND ALDEN";1712486529;1712486686;"https://www.deezer.com/track/2524229771";"https://open.spotify.com/track/66Err5XKVbtKhWYTVk8l8T";"https://music.apple.com/fr/album/stanley/1717423889?i=1717423901&uo=4"
"Devendra Banhart";"Ma";"My boyfriend's in the band";2019;"NONESUCH";1712486685;1712486891;"https://www.deezer.com/track/751077792";"https://open.spotify.com/track/53Sfqfp5jkrQ6GyBApyJOV";"https://music.apple.com/fr/album/my-boyfriends-in-the-band/1466693938?i=1466694388&uo=4"
"Loyle Carner";"Yesterday's gone";"Ain't nothing changed";2017;"AMF RECORDS";1712486890;1712487081;;"https://open.spotify.com/track/5dvpipXxOIH96gcGEKR1Iu";
"Duran Y Garcia";"Chinese Room";"Old fashioned thief";2005;"WAGRAM";1712487080;1712487223;;;"https://music.apple.com/fr/album/old-fashioned-thief/536540133?i=536540335&uo=4"
"Remi Aso & The Flowers";"Cult GS collection";"Night something of saturdays happens";;"SOLID RECORDS / NIKKATSUE CORPORATION";1712487222;1712487380;;;
"Juliette Greco";"Bonjour tristesse 1955 1959";"De pantin à pékin";1959;"PHILIPS";1712487379;1712487566;"https://www.deezer.com/track/6131892";;
"The Box Tops";"The letter / Neon rainbow";"Happy times (Digitally Remastered : 1996)";1967;"ARISTA / LEGACY";1712487563;1712487665;;;
"The Mohawks";"The champ";"Dr. Jekyll & Hyde park";1968;"VAMPISOUL";1712487664;1712487760;"https://www.deezer.com/track/126809095";;
"Amy Winehouse";"Back to black";"You Know I'M No Good";2007;"ISLAND";1712487759;1712488012;"https://www.deezer.com/track/2176853";;"https://music.apple.com/fr/album/you-know-im-no-good-live/1440788245?i=1440788254&uo=4"
"Jaseur";"Tour de kapla";"Sous nos pieds";2024;"LA SOUTERRAINE";1712488010;1712488230;;"https://open.spotify.com/track/1S0TWnUk35rCoPy9tImFpW";
"Alberta";"Conversations";"Juste tous les deux";2024;"ALMOST-MUSIQUE";1712488227;1712488384;"https://www.deezer.com/track/2628299312";"https://open.spotify.com/track/7zEghWUtAO91yjsotEXYiE";"https://music.apple.com/fr/album/juste-tous-les-deux/1726406309?i=1726406315&uo=4"
"Siriusmo";"Mosaik";"Nights off";2011;"MONKEYTOWN RECORDS";1712488382;1712488629;;"https://open.spotify.com/track/7kw4p4Nrs48BtlldKEBSUQ";"https://music.apple.com/fr/album/nights-off/1676023544?i=1676024754&uo=4"
"Human League";"Dare!";"Love action (I believe in love)";1981;"VIRGIN";1712488628;1712488925;;;
"Shyguy";"Wait, what. Now ?";"Heard this before";2024;"TRU THOUGHTS";1712488919;1712489106;"https://www.deezer.com/track/2524619631";"https://open.spotify.com/track/2J5CgGcCLdaS21vEpmkYSx";"https://music.apple.com/fr/album/heard-this-before-instrumental/1715031729?i=1715032172&uo=4"
"Orchestre O.K. Jazz";"Congo Funk ! Sound madness from the shores of the mighty Congo rive";"Kiwita kumunani";1969;"ANALOG AFRICA";1712489104;1712489328;;;
"Supergombo";"Sigi Tolo";"Le rêve de Kovacks";2020;"Z PRODUCTION";1712489325;1712489620;"https://www.deezer.com/track/1783818397";"https://open.spotify.com/track/6uqfQq8Lzy8wArZaJh9rJE";"https://music.apple.com/fr/album/le-r%C3%AAve-de-kovacks/1528426327?i=1528426333&uo=4"
