"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"deezer";"itunes"
"Odalie";"We are nature (feat. Black Lilys)";"We are nature (feat. Black Lilys)";"2023";"MESH";1731319043;1731319225;;;
"Tom Caruana";"Instrumentals / Vol. 11";"Soul plan";"2022";"TEA SEA RECORDS";1731319224;1731319408;;;
"Bluewerks";"Bluewerks Vol. 14: Ya gotta go to know";"No bad vibes (feat. Marisa Dargahi & Joe Webb)";"2024";"ASTRALWERKS - BLUE NOTE";1731319403;1731319589;"https://open.spotify.com/track/66aQkg3uHdobisKfyCgFzc";;
"Fats Waller";"Fats Waller : The last years";"Dry bones";"1940";"BMG";1731319582;1731319779;;"https://www.deezer.com/track/419157742";
"Danyel Gerard";"Boris Vian chante Boris Vian/Et ses interpretes";"D'ou reviens-tu Billie boy";"1957";"POLYGRAM";1731319775;1731319948;;;
"Tommaso Cappellato X Pavimento Fertile";"Dancing around fire";"The flow must go on";"2023";"PAVIMENTO FERTILE";1731319946;1731320183;;;
"Ron Sexsmith";"Hermitage";"You don t wanna hear it";"2020";"COOKING VINYL";1731320178;1731320365;;;
"Gal Costa & Caetano Veloso";"Gal e Caetano Veloso/Domingo";"Coraçao vagabundo";"1969";"PHILIPS";1731320362;1731320504;;;
"Camille Thomas";"The Chopin project trilogy";"Nocturne pour 2 violoncelles en ut min op 15 n°1";"2023";"DGG (DEUTSCHE GRAMMOPHON)";1731320503;1731320728;;;
"Nick Drake";"Five leaves left";"Cello song";"1969";"ISLAND";1731320723;1731321005;;;"https://music.apple.com/fr/album/cello-song/1440822546?i=1440822682&uo=4"
"The Rolling Stones";"Forty licks";"Sympathy for the Devil";"1968";"ABKCO";1731321000;1731321375;;"https://www.deezer.com/track/9956063";
"Olivier Libaux";"All that matters";"(I can't get no) satisfaction";"2023";"MUSIC FOR MUSIC LOVERS";1731321372;1731321615;"https://open.spotify.com/track/7jNTWCXPISWcg8yQtRnDIO";"https://www.deezer.com/track/2252203177";
"Charles Danet";"Melanchomedy";"I wish I'll become a cowboy";"2024";"";1731321614;1731321773;"https://open.spotify.com/track/77zp7fwUP4mm0HHjnsEfKS";"https://www.deezer.com/track/2621449582";
"Johnny Montreuil";"Zanzibar";"Vers les îles (feat. Rosemary Standley)";"2024";"LES FACETIES DE LULUSAM";1731321766;1731321977;;;
"Richie Delamore";"Bahamas / Goombay 1951-1959";"Bahamian brown baby";"1959";"FREMEAUX ET ASSOCIES";1731321974;1731322126;;"https://www.deezer.com/track/1373327982";
"Alain Jean-Marie";"Créole promenade";"Aïe doudou pas pléré";"2023";"PARADIS IMPROVISE";1731322125;1731322252;"https://open.spotify.com/track/2sdKtmGb1PmkUgw0lb3hkl";"https://www.deezer.com/track/2245738487";
"Andrea Aaron";"Iris";"Flowers";"2024";"AUTOPRODUCTION";1731322251;1731322386;"https://open.spotify.com/track/3oApzMIlXK5ve7roBIXzgW";"https://www.deezer.com/track/2662784862";
"Homer";"Ensatina";"Deep sea (feat. Hether)";"2024";"BIG CROWN RECORDS";1731322385;1731322585;;;
"Sholto";"The changing tides of dreams";"Lucid state";"2023";"ROOT RECORDS";1731322584;1731322764;"https://open.spotify.com/track/5hpG1QpvypyIksaWFesnmu";"https://www.deezer.com/track/2373996105";"https://music.apple.com/fr/album/lucid-state/1698299342?i=1698299591&uo=4"
"Bondi Giacomo & The Apples Pies";"The double white - tribute hommage to the Beatles";"Blackbird";"2007";"121 RECORDS";1731322758;1731323026;;;
"The Main Ingredient";"Come together : black America sings Lennon & Mac Cartney";"Get Back";"1970";"ACE RECORDS";1731323025;1731323208;"https://open.spotify.com/track/4jwNTmODnzwwCyZgH3ozlq";"https://www.deezer.com/track/112665148";
"Dj Format & Abdominal";"Still hungry";"Behind the scenes";"2017";"AAF RECORDS";1731323206;1731323451;;;
"Ali Dada";"Sum";"Sum";"2024";"YNFND";1731323450;1731323740;"https://open.spotify.com/track/02JxInBkmtG5ydNhTEvCOF";;"https://music.apple.com/fr/album/sum/1750518403?i=1750518877&uo=4"
"Noa Jamir";"Cicada";"Coming of age";"2024";"FINAL GIRL RECORDS";1731323733;1731323957;"https://open.spotify.com/track/1yiFqh9y0kKvSBTIBs6t8u";"https://www.deezer.com/track/2840527052";
"Tracy Chapman";"Tracy chapman";"Fast car";"1988";"ELEKTRA";1731323953;1731324247;"https://open.spotify.com/track/2M9ro2krNb7nr7HSprkEgo";"https://www.deezer.com/track/2271563";
