"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"deezer";"itunes"
"Cee-Lo Green";"Bright lights bigger city";"Bright Lights - Radio Edit";2010;"WEA/ WARNER";1706695072;1706695235;;;
"The Supermen Lovers";"The player";"Starlight";2002;"BMG (DISTR)";1706695234;1706695594;;;
"Carrie Lucas";"Dance with you - The best of";"Southern star";1979;"CASTLE COMMUNICATIONS";1706695593;1706695992;"https://open.spotify.com/track/0l8r5xI3cJVKmM5roRe0ki";;
"Yin Yin";"Mount Matsu";"Takahashi timing";2024;"GLITTERBEAT";1706695990;1706696313;"https://open.spotify.com/track/07Waqz8Zkad6oM7dL4MNce";"https://www.deezer.com/track/2531107651";
"Cezaire & Numero 13";"House of groove";"Night cruiser";2023;"ROCHE MUSIQUE";1706696312;1706696496;;;
"Hiroshi Sato";"Time";"Bad janky blues";1977;"ARDUN RECORDS";1706696474;1706696701;;;
"Steely Dan";"Showbiz kids - the Steely Dan story 1972-1980";"Black Cow";1977;"MCA";1706696693;1706696996;"https://open.spotify.com/track/1he20mKw1eq2OVp1BKBlpt";"https://www.deezer.com/track/2466017585";
"A4 Reggae Orchestra";"A4 Reggae Files / Vol 2";"Sexual healing (Dub version)";2016;"STEPPER MUSIC";1706696991;1706697267;;;
"Sheku Kanneh Mason";"Inspiration";"No woman no cry - arrangement pour violoncelle";2018;"DECCA";1706697266;1706697410;;;
"Bernard Lavilliers";"On the road again (version symphonique)";"On the road again (version symphonique)";2023;"BARCLAY";1706697410;1706697658;;;
"Kamilla Haugaard";"Mem'ries";"Mem'ries";2021;"KAMINA / GATEWAY MUSIC";1706697641;1706697872;;;
"Oumou Sangare";"Acoustic";"Saa magni";2020;"NO FORMAT";1706697870;1706698197;;;
"Dorothy Ashby";"The jazz harpist / Vol. 1 et Vol. 2";"Lonely melody";1962;"FRESH SOUND RECORDS";1706698195;1706698425;;;
"Gabi Hartmann";"Buzzing bee";"Buzzing bee";2022;"SONY MUSIC ENTERTAINMENT";1706698419;1706698616;"https://open.spotify.com/track/6avafXggIzFap9c21A63iZ";"https://www.deezer.com/track/2077643547";
"Jean Stout / Pascal Bressy";"La magie de Disney";"Le Livre de la jungle (film) : Il en faut peu pour être heureux";1964;"DISNEY";1706698614;1706698893;;;
"Brady Winterstein";"Happy together";"Happy together";2011;"PLUS LOIN MU";1706698892;1706699087;;;
"Los Cojolites";"Bof / Frida";"Frida : El conejo";2002;"DEUTSCHE GRAMMOPHON";1706699085;1706699232;;;
"Jefferson Airplane";"Surrealistic pillow";"White Rabbit";1967;"RCA/BMG";1706699230;1706699389;"https://open.spotify.com/track/4vpeKl0vMGdAXpZiQB2Dtd";"https://www.deezer.com/track/614593";
