"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"Strongboi";"Strongboi";"Fool around";"2023";"AUTOPRODUCTION";1724234355;1724234637;"https://open.spotify.com/track/1qabjFO5ij7kHIM91RSeqr";;
"Greg Foat";"Symphonie pacifique";"Yonaguni";"2020";"STRUT RECORDS";1724234633;1724234876;"https://open.spotify.com/track/4U4YIDoopcrqZq8CCzdgjd";"https://music.apple.com/fr/album/yonaguni/1503402259?i=1503402458&uo=4";
"Moodymann";"Moodymann";"Hold it down";"2014";"KENNETH DIXON";1724234875;1724235049;"https://open.spotify.com/track/0HQZJbulEJMr5hnGdHz8Wu";"https://music.apple.com/fr/album/hold-it-down/796538533?i=796538578&uo=4";
"Renee Geyer";"The ladies of too slow to disco";"Be there in the morning (australian single version)";"1977";"HOW DO YOU ARE";1724235047;1724235273;;;
"Charlotte Day Wilson";"Cyan blue";"Canopy";"2024";"STONE WOMAN MUSIC";1724235270;1724235421;"https://open.spotify.com/track/074nW5eagzARw8dicGjJhP";"https://music.apple.com/fr/album/canopy/1728298601?i=1728299564&uo=4";
"Blanka";"Flares";"Cosy";"2020";"NOWADAY RECORDS";1724235417;1724235554;"https://open.spotify.com/track/3W9eTue5UNEYR7lZnUp5lx";;
"The Dining Rooms";"Songs to make love to";"La verità (feat. Toco)";"2024";"SCHEMA RECORDS";1724235552;1724235787;;;
"Ships & Hardships";"Vers la lune";"Vers la lune";"2023";"SPACE PARTY";1724235782;1724235929;"https://open.spotify.com/track/3OBa4CrvLDqzwMm5MYMhzK";"https://music.apple.com/fr/album/vers-la-lune/1687065182?i=1687065186&uo=4";"https://www.deezer.com/track/2764839521"
"Janis Joplin";"Pearl";"Half moon";"1971";"CBS";1724235926;1724236156;"https://open.spotify.com/track/2bD8JWzDBOnSeUcsjVU2SD";;
"Marcel Bianchi";"Vacances à Hawaï";"Blue moon";"1957";"MODE";1724236153;1724236302;;;
"Marvin Franklin With Kimo And The Guys";"Aloha got soul";"Kona winds";"1978";"STRUT RECORDS";1724236301;1724236510;;;
"Henry Parker";"Folk funk & trippy troubadours / Vol. 2";"Prospect Of Wealth";"2023";"RE WARM";1724236508;1724236655;"https://open.spotify.com/track/2bTHmloa11HEr7hocaL6C4";;
"Valerie Lemercier";"Valerie Lemercier chante";"Goûte mes frites";"1996";"BMG";1724236653;1724236862;"https://open.spotify.com/track/5fDODuqSooW3HKifdU8rzL";"https://music.apple.com/fr/album/goute-mes-frites/417113448?i=417113450&uo=4";"https://www.deezer.com/track/9817568"
"Dave Grusin";"B.O.F. / Les 3 jours du condor";"Out to lunch";"1975";"CAPITOL";1724236859;1724236976;"https://open.spotify.com/track/2ZFONpbRJzNuCAIqmvhFng";"https://music.apple.com/fr/album/out-to-lunch/1438909442?i=1438909864&uo=4";"https://www.deezer.com/track/571900092"
"Les Freres Megri";"Mahmoud Hassan Younès";"Sebar";"1974";"SUDIPHONE";1724236973;1724237217;;;
"Rachel Chinouriri";"What a devastating turn of events";"What a devastating turn of events";"2024";"PARLOPHONE";1724237206;1724237463;"https://open.spotify.com/track/7CQi62BS2K2GmBGeTCRwxc";;
"Sundowner";"Beirut and beyond";"Tunnel vision";"2024";"BALCOON";1724237458;1724237719;"https://open.spotify.com/track/6yCSmR6JzYOQqUGPjRrIJL";;"https://www.deezer.com/track/2659238142"
"Douniah";"A lot, not too much";"Runnin'";"2023";"MELTING POT MUSIC";1724237655;1724237868;"https://open.spotify.com/track/6lSJj7olH4q15rvHOiJZhy";;
"Connie Constance";"English rose";"English Rose";"2019";"CAROLINE";1724237869;1724238022;"https://open.spotify.com/track/5n0yKmzdogMmZ2ZdWe3hFt";;
"Ezechiel Pailhes";"Ventas rumba";"La valse des singes";"2024";"CIRCUS COMPANY";1724238015;1724238148;"https://open.spotify.com/track/5BMNg92lkkgo2hisT4UNXB";"https://music.apple.com/fr/album/la-valse-des-singes/1729876179?i=1729878017&uo=4";
"Les Ogres De Barback";"Rue du temps";"Ces tonnes de gens";"1997";"LES OGRES DE BARBACK";1724238147;1724238335;;;
"R.E.M.";"Out of time";"Shiny happy people";"1991";"W BROS";1724238334;1724238556;"https://open.spotify.com/track/1v2zyAJrChw5JnfafSkwkJ";"https://music.apple.com/fr/album/shiny-happy-people/1440945025?i=1440945300&uo=4";
"The Divine Comedy";"Promenade";"Tonight we fly";"1994";"SETA";1724238554;1724238729;"https://open.spotify.com/track/2DPWQEfEW4ptmAQfTbZE76";"https://music.apple.com/fr/album/tonight-we-fly/162641682?i=162641779&uo=4";"https://www.deezer.com/track/3837331"
"Komasi";"Masupian";"Masupian";"2024";"YAPA";1724238727;1724238916;"https://open.spotify.com/track/3o7ZSTPDwBZ8X3v2JcZ9Rr";;
"Justin Hurwitz";"BOF / Babylon";"Babylon : Champagne";"2022";"PARAMOUNT PICTURES / INTERSCOPE RECORDS";1724238915;1724239090;;;
"Cotonete";"Victoire de la musique";"What did you run for (feat Omar)";"2024";"HEAVENLY SWEETNESS";1724239088;1724239499;;;
"Adele";"30";"All night parking (feat. Erroll Garner) - Interlude";"2021";"COLUMBIA";1724239498;1724239654;;;
"Erroll Garner";"Easy to love";"As time goes by";"1964";"EMARCY";1724239650;1724239982;;;
"BadBadNotGood";"Take what's given";"Take what's given (feat. Reggie)";"2024";"XL RECORDINGS";1724239980;1724240153;;;
"Brainstory";"Sounds good";"Hanging on";"2024";"BIG CROWN RECORDS";1724240149;1724240336;"https://open.spotify.com/track/2gPWqzP2KTRlmFveBGb5qq";;
"Liam Bailey";"Ekundayo";"White light";"2020";"BIG CROWN";1724240334;1724240531;"https://open.spotify.com/track/7GQA5TQ5sbPfYwkI6h3mlX";"https://music.apple.com/fr/album/white-light/1523955204?i=1523955207&uo=4";
"Jimmy Cliff";"Sound system : the story of jamaican music / CD1";"Dearest Beverley";"2012";"ISLAND";1724240527;1724240686;;;"https://www.deezer.com/track/140778135"
"Bartolomey Bittmann";"Dynamo";"Menuett";"2019";"ACT MUSIC";1724240685;1724240837;;;
"Cabane";"Brûle";"In parallel (feat. Kate Stables)";"2024";"CABANE RECORDS";1724240834;1724241075;;;
"Mr Giscard";"Polka (feat. Mathieu Boogaerts)";"Polka (feat. Mathieu Boogaerts)";"2023";"RCA";1724241073;1724241249;"https://open.spotify.com/track/5bDAWKeNJbEpIMqaUx5GfR";;
"Skinshape & Pedro Mizutani";"Pensando baixo";"Chorar";"2024";"NICE GUYS";1724241248;1724241373;;;
"Lisa Ekdahl";"Sings salvadore poe";"I will be blessed";"2000";"RCA/BMG";1724241371;1724241532;;;
"Thomas Lauderdale & The Pilgrims";"Meets the Pilgrims";"Tall cool one";"2023";"NAIVE / BELIEVE";1724241533;1724241706;;;
