"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"Calexico";"Selections from road atlas 1998-2011";"Glowing heart of the world";"2011";"CITY SLANG";1712692552;1712692839;"https://open.spotify.com/track/0xEYNnRByzv9kiHIEnIPkB";;
"The Doors";"L.A. Woman";"Riders on the storm";"1971";"ELEKTRA";1712692800;1712693220;"https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe";"https://music.apple.com/fr/album/riders-on-the-storm/640047463?i=640047752&uo=4";
"Weldon Irvine";"Nova 1976";"Music is the key";"1976";"RCA/BMG";1712693212;1712693666;"https://open.spotify.com/track/2CPcIs5c9AzEH1dUyjcsat";"https://music.apple.com/fr/album/music-is-the-key/274773656?i=274773732&uo=4";
"Kifu Mitsuhashi";"Wamono Groove : Shakuhachi & koto jazz funk '76";"Nanbu ushioi-uta";"2022";"180G";1712693660;1712693953;"https://open.spotify.com/track/2GNGkjt2AcGXuOp55dAfOm";;
"Ajate";"Alo";"Sowah";"2020";"180G";1712693953;1712694404;"https://open.spotify.com/track/3e1mpfsv0x8VBfQ8qk3smo";;
"Perilymph";"Progressions imaginaires";"Les yeux";"2024";"STONE PIXELS RECORDS";1712694403;1712694811;"https://open.spotify.com/track/0alyrCZ2PAOnIxjtN5bIzo";;
"King Gizzard & The Lizard Wizard";"Omnium gatherum";"The garden goblin";"2022";"KGLW (KING GIZZARD & THE LIZARD WIZARD)";1712694807;1712694984;"https://open.spotify.com/track/2W3GEjnvWryAeUEqmNYRlR";"https://music.apple.com/fr/album/the-garden-goblin/1614316982?i=1614317147&uo=4";
"Chaba Malika Meddah";"A moi la liberté - Early electronic rai (Algerie - 1983-1990)";"Sid houari ya mlah";"1980";"BORN BAD RECORDS";1712694983;1712695297;;;"https://www.deezer.com/track/2254971987"
"Niagara";"Deutsche Elektronische Musik / Vol. 3 : That's all folks";"Rhythm go";"2018";"SOUL JAZZ RECORDS";1712695290;1712695451;;;
"Joe Armon Jones";"Starting today";"Starting today (feat. Asheber)";"2018";"BROWNSWOOD RECORDINGS";1712695450;1712695985;;;
"Gin Tonic Orchestra";"Shyance";"La couenne rance";"2023";"FLOORS RECORDS";1712695964;1712696259;"https://open.spotify.com/track/2SKviMTq3Oc4CepjoQkLhP";"https://music.apple.com/fr/album/la-couenne-rance/1670655128?i=1670655503&uo=4";
"Gossip";"Standing in the way of control";"Listen up ! 2007 version";"2007";"BACK YARD";1712696255;1712696509;;;
"Still Corners";"Dream talk";"Secret world";"2024";"FIRE";1712696507;1712696724;"https://open.spotify.com/track/5NZhpIzwaGhh7JT5OGcGGS";;
"Becca Mancari";"Left Hand";"It's too late";"2023";"CAPTURED TRACKS";1712696721;1712696894;"https://open.spotify.com/track/3kyNvnWPlvMMuRu58Os8Rf";;"https://www.deezer.com/track/2282108037"
"Lady Wray";"Under the sun (surprise chef remix)";"Come on in (les imprimés remix)";"2023";"BIG CROWN RECORDS";1712696889;1712697060;"https://open.spotify.com/track/4awcSEDK2xQ825DR2Y26NQ";;
"Patoum";"Beau temps sur Paris et sur toute la France";"Le dimanche matin";"1985";"SELECTION DU READER'S DIGEST";1712697066;1712697212;;;
"Orchestre Du Festival D'Athenes";"Fidelio (integrale)";"Fidelio : Gott welch Dunkel hier (Acte II Sc 1) Récitatif de Florestan";"";"WALHALL";1712697211;1712697337;;;
"Jaseur";"Tour de kapla";"Front de mer";"2024";"LA SOUTERRAINE";1712697335;1712697612;"https://open.spotify.com/track/6xgeR87QJ51iKQTc8iRHXC";;"https://www.deezer.com/track/2644888172"
"The Mercators";"Musiikin eksotiikkaa";"Aamun sarastus";"2014";"ROCKET RECORDS";1712697607;1712697760;;;
"The Beach Boys";"Sounds of summer";"Wind chimes (smile version)";"2022";"CAPITOL";1712697761;1712697947;;;"https://www.deezer.com/track/1786548347"
"Naima Bock";"Berimbau";"Berimbau";"2021";"SUB POP RECORDS";1712697944;1712698132;"https://open.spotify.com/track/6atsdaSonZdDnNMt85gm3K";;"https://www.deezer.com/track/1547848222"
"Oan Kim & The Dirty Jazz";"Rebirth of innocence";"Slow redux";"2024";"ARTWORK RECORDS / PIAS";1712698129;1712698352;;;
"Bobbi Humphrey";"Dig this";"Is this all ?";"";"BLUE NOTE";1712698349;1712698576;;;
"Curtis Mayfield";"Curtis";"The other side of town";"1970";"CURTOM";1712698559;1712698798;"https://open.spotify.com/track/11Ym7iLPRPsmyt0VZ6MZhS";;
"Lake";"Circular doorway";"Crying room";"2013";"CATHEDRAL SOUNDS";1712698800;1712698987;;;
"Orchestre Negro-Band";"CONGO ? BOLINGO ! / Vol 1";"Journal Dipanda";"1968";"PATHE";1712698983;1712699308;;;
"Arif Mirbaghi";"Gestures of light";"Smoke follows beauty";"2023";"QAME FERAQ";1712699298;1712699567;"https://open.spotify.com/track/3IdPoNCMlpMM07Mg2HzlOZ";"https://music.apple.com/fr/album/smoke-follows-beauty/1666338108?i=1666338436&uo=4";
"Mayer Hawthorne";"For all time";"Hawthorne rides again";"2023";"P&L RECORDS";1712699562;1712699630;"https://open.spotify.com/track/0DVNTYHovzkIIg34Gd4tEP";;
"Cocosuma";"Le début";"Chimera";"2010";"THIRD SIDE RECORDS";1712699626;1712699888;;"https://music.apple.com/fr/album/chimera/395788344?i=395788675&uo=4";"https://www.deezer.com/track/7283530"
"Freddie Gibbs & Madlib";"Crime Pays";"Crime Pays";"2019";"RCA GROUP";1712699888;1712700070;;"https://music.apple.com/fr/album/crime-pays/1464243671?i=1464243887&uo=4";
"You & The Explosion Band";"BOF / Lupin III";"Lupin III : Silhouette";"1994";"NIPPON COLUMBIA CO LTD.";1712700065;1712700329;;;
"Jacques Dutronc";"Les grands succès de Jacques Dutronc";"Gentleman cambrioleur";"1973";"VOGUE";1712700320;1712700507;;;
"Carly Blackman";"Journey to the end of the waves";"Robin Hood";"2022";"RUPTURE RECORDES";1712700503;1712700694;"https://open.spotify.com/track/410IYD9Eqp9SJKXrZh1Peq";;
"Shay Hazan";"Wusul";"Shimo kitazawa";"2024";"BATOV RECORDS";1712700688;1712700901;"https://open.spotify.com/track/5XUqxTnE1HKtaSUt1z8YAx";;
"Nzca";"Lines";"Okinawa channels";"2011";"LOAF";1712700900;1712701105;;;
"Al Green";"Call me";"Your love is like the morning sun";"1973";"THE RIGHT";1712701103;1712701291;"https://open.spotify.com/track/3EE6q1OdyIxeBs8T9aAnSk";"https://music.apple.com/fr/album/your-love-is-like-the-morning-sun/1196508713?i=1196509578&uo=4";
"Massive Attack";"Collected";"Five man army";"1991";"VIRGIN";1712701285;1712701606;;"https://music.apple.com/fr/album/five-man-army/715864097?i=715864363&uo=4";
"Tee See Connection";"Mostla II ( CD Promo )";"Take my breath away";"2012";"ALMOST";1712701604;1712701855;;;"https://www.deezer.com/track/608261972"
"Jose Carlos Schwarz & Le Cobiana Djazz";"Lua ki di nos";"Pena di galiña";"1972";"HOT MULE RECORDS";1712701856;1712702117;;;"https://www.deezer.com/track/1246395962"
"Mathieu Boogaerts";"Mathieu Boogaerts";"Paloma";"2012";"TOT OU TARD";1712702115;1712702272;"https://open.spotify.com/track/0Nso0OYyD5Ise7O9TsfNXi";;
"Nora Fischer";"Hush";"La costanza in amor vince l'inganno : Sebben, crudele - arrangement pour voix et guitare électrique";"2018";"DGG (DEUTSCHE GRAMMOPHON)";1712702268;1712702419;;;
"Hermanos Gutierrez";"El bueno y el malo";"Hermosa drive";"2022";"EASY EYE SOUND / CONCORD";1712702419;1712702649;"https://open.spotify.com/track/5kIdVCUXE6JzR08sxRxNwc";"https://music.apple.com/fr/album/hermosa-drive/1632317760?i=1632317769&uo=4";"https://www.deezer.com/track/1976792147"
"Mildlife";"Chorus";"Sunrise";"2024";"HEAVENLY RECORDINGS";1712702648;1712702897;"https://open.spotify.com/track/31aEFY4og4dnPJFCXIwxCu";;"https://www.deezer.com/track/2514003441"
"Prince";"Prince";"Sexy dancer";"1979";"WARNER";1712702891;1712703149;"https://open.spotify.com/track/62swKfU8FW7mUMjsYzX7O4";;"https://www.deezer.com/track/4288237"
"Joseph Shabason";"Anne";"Forest run";"2018";"WESTERN VINYL";1712703144;1712703415;"https://open.spotify.com/track/2mj4Wu0odyns6lzjVZqATq";"https://music.apple.com/fr/album/forest-run/1427808233?i=1427809154&uo=4";"https://www.deezer.com/track/564069042"
"Tapioca";"Samba em Kigali";"Sabor swahili";"2023";"JAKARTA";1712703402;1712703645;"https://open.spotify.com/track/4JXl2XfMPB6iJOQLLsobvS";"https://music.apple.com/fr/album/sabor-swahili/1675247468?i=1675249438&uo=4";
"The Roots";"Illadelph halflife";"What they do";"1996";"GEFFEN RECORDS";1712703645;1712703984;"https://open.spotify.com/track/1B53Y95tPd4ah4FExO0egE";;"https://www.deezer.com/track/16488613"
"Makaya McCraven";"Deciphering the message";"Autumn in New York (aka """"Spring in Chicago"""")";"2021";"BLUE NOTE";1712703977;1712704331;;;
"Merryn Jeann";"Dog beach";"Juice";"2024";"RESCUE / RETURN RECORDS";1712704327;1712704465;"https://open.spotify.com/track/1ekqxCPWKAoAbE96grft7a";;"https://www.deezer.com/track/2621444032"
