"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify"
"Eek A Mouse";"Eek-Ology";"Ganja smuggling";1981;"GREENSLEEVES RECORDS";1704102977;1704103204;;;
"Thomas Mayeras";"Tenderly at home";"Bluegaloo";2022;"CRISTAL";1704103202;1704103538;"https://music.apple.com/fr/album/bluegaloo/1616233385?i=1616233821&uo=4";"https://www.deezer.com/track/1698150707";"https://open.spotify.com/track/0KXCsxcsZPrjg2JNfOgzmb"
"Leon Thomas";"Blues and the soulful truth";"L-o-V-e";1972;"RCAVICTOR";1704103535;1704103707;;;"https://open.spotify.com/track/0yOTV7go6qnrDGlwukGMoM"
"Iogi";"We can be friends";"We can be friends";2023;"RAW TAPES";1704103706;1704103934;"https://music.apple.com/fr/album/we-can-be-friends/1694386416?i=1694386579&uo=4";;"https://open.spotify.com/track/65XJbQvo7AhYi5Twh0JCzI"
"Toots Thielemans";"Aquarela do Brasil";"Visao";1969;"PHILIPS";1704103933;1704104104;"https://music.apple.com/fr/album/vis%C3%A3o/1443627370?i=1443627739&uo=4";;"https://open.spotify.com/track/4OYB04ZLKzRa0lVvSRwkLf"
"Bebel Gilberto";"Joao";"Desafinado";2023;"PIAS";1704104101;1704104338;"https://music.apple.com/fr/album/desafinado/1670179024?i=1670180978&uo=4";"https://www.deezer.com/track/2138754927";"https://open.spotify.com/track/06k6SJCgoH9RcjX7URNEW3"
"Michael Head & The Red Elastic Band";"Dear Scott";"Pretty child";2022;"MODERN SKY UK";1704104337;1704104587;;"https://www.deezer.com/track/2389782745";"https://open.spotify.com/track/5cEgUHn1znBip5Z1PbDI7V"
"Blur";"The magic whip";"My terracotta heart";2015;"PARLOPHONE";1704104585;1704104827;"https://music.apple.com/fr/album/my-terracotta-heart/966943210?i=966943228&uo=4";;"https://open.spotify.com/track/5Z5noK2zThdqltHpmTyxSH"
"Ugo Orlandi";"Oeuvres pour quatuor et orchestre de mandolines";"Concerto en la min op 144 : Largo - pour mandoline et orchestre a plectre";1998;"NUOVA ERA";1704104826;1704105113;;;
"Féloche & The Mandolin' Orchestra";"Féloche & The Mandolin' Orchestra";"Mes petites amoureuses";2020;"SILBO";1704105113;1704105258;;;
"The Dead South";"Easy listening for jerks - Part 1";"Keep on the sunny side";2022;"SIX SHOOTER RECORDS";1704105257;1704105417;;;"https://open.spotify.com/track/5vGUCRkhLZTbbID2I0dij3"
"Judee Sill";"Crayon angels";"Crayon angels";1971;"ASYL";1704105416;1704105581;"https://music.apple.com/fr/album/crayon-angels/1559203299?i=1559207220&uo=4";;"https://open.spotify.com/track/7iKnwGAMdY6LYLILGnsGhT"
"The Greg Foat Group";"Dark is the sun";"Dark is the sun part 1 (main theme)";2011;"JAZZMAN";1704105574;1704105847;;;
"Marie Queenie Lyons";"Soul Fever";"Fever";1970;"VAMPISOUL";1704105845;1704106025;"https://music.apple.com/fr/album/fever/1455399099?i=1455399416&uo=4";"https://www.deezer.com/track/732281372";
"Robin McKelle";"Soul flower (cd promo)";"Walk on by";2012;"RCA";1704106024;1704106214;;;
"Doja Cat";"Paint the town red";"Paint the town red";2023;"RCA";1704106212;1704106419;;"https://www.deezer.com/track/2387373015";"https://open.spotify.com/track/2IGMVunIBsBLtEQyoI1Mu7"
"Hlmnsra";"Amigdala";"Mind at ease";2023;"AUTOPRODUCTION";1704106418;1704106540;"https://music.apple.com/fr/album/mind-at-ease/1677616694?i=1677616695&uo=4";;"https://open.spotify.com/track/0vGdAtlUP4oWMfRwQgESaO"
"Lianne La Havas";"Lost & found (EP)";"Night school";2011;"LABOUR OF LO";1704106539;1704106699;"https://music.apple.com/fr/album/night-school/469983552?i=469983559&uo=4";"https://www.deezer.com/track/14145500";
"Camille";"Ouï";"Sous le sable";2017;"BECAUSE MUSIC";1704106696;1704106919;;"https://www.deezer.com/track/445788742";"https://open.spotify.com/track/563XwvvIG5q3e6aHy6AwZw"
"Air";"Love 2";"African velvet";2009;"VIRGIN";1704106917;1704107143;"https://music.apple.com/fr/album/african-velvet/1213789109?i=1213790720&uo=4";;"https://open.spotify.com/track/19s3me6x3fJ1teEh6id1mj"
"Boy-Nze Na Maqueens";"Next stop...Soweto : Township sounds from the golden age of mbaqanga / Volume 1";"I'smodeni";1975;"STRUT";1704107139;1704107274;;"https://www.deezer.com/track/12316923";"https://open.spotify.com/track/6swhr4ZlyMLTT65ZceNzqp"
"Paul Simon";"Graceland";"Gumboots";1986;"WB";1704107275;1704107438;"https://music.apple.com/fr/album/gumboots/528829777?i=528829781&uo=4";;
"Eddie Chacon";"Sundown";"Holy hell";2023;"STONES THROW RECORDS";1704107437;1704107627;;;"https://open.spotify.com/track/6PIuuyPtky0MGlv3kHEC3T"
"Jimi Prasad Orchestra";"Help with your heart";"Garden walk";2023;"RAW TAPES";1704107625;1704107832;"https://music.apple.com/fr/album/garden-walk/1686488424?i=1686489055&uo=4";;"https://open.spotify.com/track/1suqix3NCXJWqjXrx7Q2TT"
"Chet Baker";"The best thing for you (album version)";"How deep is the ocean?";1977;"A&M RECORDS";1704107830;1704108169;"https://music.apple.com/fr/album/how-deep-is-the-ocean/1445753615?i=1445753878&uo=4";;
"Robin Mansanti";"Nuit américaine";"L'étang";2023;"LP345";1704108167;1704108329;"https://music.apple.com/fr/album/l%C3%A9tang/1668145502?i=1668145510&uo=4";"https://www.deezer.com/track/2125364787";"https://open.spotify.com/track/1pIrbUqRhM4fDfkaqiR8P5"
"William Tyler";"Goes west";"Alpine star";2019;"MERGE RECORDS";1704108327;1704108650;;;"https://open.spotify.com/track/1SM7koUWwATTH13pTyGS7l"
"Tracy Chapman";"Collection";"Talkin' bout a revolution";1988;"ELEKTRA";1704108646;1704108805;"https://music.apple.com/fr/album/talkin-bout-a-revolution/79565550?i=79565502&uo=4";"https://www.deezer.com/track/2271562";"https://open.spotify.com/track/0YMFcrMtBowDdD5bPz0cgy"
"The Teskey Brothers";"The winding way";"Oceans of emotions";2023;"DECCA MUSIC GROUP";1704108802;1704109034;"https://music.apple.com/fr/album/oceans-of-emotions/1669559073?i=1669559516&uo=4";"https://www.deezer.com/track/2321084945";"https://open.spotify.com/track/3bIdWXtBtDqES9h21vls42"
"Otis Redding";"Pain in my heart";"Stand By Me";1965;"ATCO";1704109032;1704109200;;"https://www.deezer.com/track/16031173";
"Alban Claudin (Compositeur, Piano)";"Room of reflection";"Never ending";2023;"TAKTIC MUSIC / SONY MASTERWORK";1704109198;1704109379;"https://music.apple.com/fr/album/never-ending/1692609891?i=1692610358&uo=4";;"https://open.spotify.com/track/2ZooQeBJA2WS6WiHRigeUE"
"Ibrahim Ferrer";"Buena Vista social club";"Que Bueno Baila usted";1999;"WORLDCIRCUIT";1704109379;1704109653;;"https://www.deezer.com/track/704053092";"https://open.spotify.com/track/3aR6PX29NLHgpipezPfN2H"
"Digable Planets";"Blowout comb";"The may 4th movement starring doodlebug";1994;"PENDULUM";1704109651;1704109944;;;
"Erobique";"No. 2";"Acquamarina";2023;"MR. MELLOW’S MUSIC";1704109944;1704110197;"https://music.apple.com/fr/album/acquamarina/1703566295?i=1703566495&uo=4";;"https://open.spotify.com/track/75lQC2f3cbUUeS3J0nLY65"
"Scott Walker";"Scott 3";"Butterfly";1969;"FONTANA";1704110082;1704110181;;;"https://open.spotify.com/track/0BWIgLFjFVUaR51dm1uCdV"
"Louis Chedid";"Bravo à Louis chedid";"Hold up";1984;"CBS";1704110179;1704110431;;;
"Woo";"When the past arrives";"Glip glop";2014;"DRAG CITY";1704110430;1704110593;;;
"Death And Vanilla";"Flicker";"Transparent things";2023;"FIRE RECORDS";1704110590;1704110874;"https://music.apple.com/fr/album/transparent-things/1654033304?i=1654034841&uo=4";;"https://open.spotify.com/track/0WBJUi72MrOpnLF0KvvMsn"
"Sebastien Tellier";"Sexuality";"Roche";2008;"RECORD MAKER";1704110869;1704111229;;"https://www.deezer.com/track/66221585";"https://open.spotify.com/track/43clCmiuxugZg3Jdn6R26c"
"Solange";"I decided";"I decided (produit par The Neptunes)";2008;"POLYDOR";1704111164;1704111417;;;
"Charles Wright Ant The Watts 103rd Street Rhythm Band";"What it is ! Funky soul and rare grooves";"Spreadin' honey";1967;"RHINO";1704111410;1704111552;;;
"Elton John";"Goodbye yellow brick road";"Grey seal";1973;"DJM@";1704111548;1704111788;"https://music.apple.com/fr/album/grey-seal-2014-remaster/1440863013?i=1440863128&uo=4";"https://www.deezer.com/track/880226";"https://open.spotify.com/track/2mHUIe8LLV4ZSXNb4TER9O"
"Immy Owusu";"Lo-life !";"Sunsum dware";2023;"HOPESTREET RECORDINGS";1704111776;1704112084;"https://music.apple.com/fr/album/sunsum-dware/1677951160?i=1677951548&uo=4";;"https://open.spotify.com/track/2MM0rHmKtNe3PNF8aCCduW"
"Lala & Ce";"Sunsystem";"Fallait dire non";2022;"&CE RECLESS";1704112082;1704112269;;;
"Lucho Gavilanes";"Saturno 2000 : la rebajada de los sonideros 1962-1983";"La danza del mono";1972;"ANALOG AFRICA";1704112267;1704112463;;"https://www.deezer.com/track/1612637582";
"The Zombies";"The EP collection";"What more can i do";1965;"SEE FOR MILES RECORDS";1704112456;1704112552;"https://music.apple.com/fr/album/what-more-can-i-do/1719885561?i=1719885583&uo=4";;"https://open.spotify.com/track/2U7KrrxEeGPAS29Xtwu7ko"
"The Lemon Twigs";"Everything harmony";"Everything harmony";2023;"CAPTURED TRACKS";1704112552;1704112773;;;"https://open.spotify.com/track/3aIBZz8dwQnWZSKH5fKGWO"
"Alabaster DePlume";"Mrs Calamari";"Who is a fool";2022;"INTERNATIONAL ANTHEM";1704112768;1704112965;;"https://www.deezer.com/track/1593306851";"https://open.spotify.com/track/6W9ozRia7aAmWE8G6EgYtB"
"Blue Lake";"Sun Arcs";"Fur";2023;"TONAL UNION";1704112964;1704113184;"https://music.apple.com/fr/album/fur/1676038814?i=1676039244&uo=4";;"https://open.spotify.com/track/0gCSRpNBTP6M74KQZlXdGf"
"Tennessie Ernie Ford";"Memories are made of this";"Sixteen Tons";1955;"CAPITOL";1704113181;1704113334;;"https://www.deezer.com/track/46505351";
"Derya Yildirim & Graham Mushnik";"Hey dostum cak !";"Ilgaz";2023;"BUBAK";1704113334;1704113460;"https://music.apple.com/fr/album/ilgaz/1664745874?i=1664745877&uo=4";;
"Leonard Cohen";"Various positions";"Dance me to the end of love";1984;"COLUMBIA";1704113459;1704113736;;;"https://open.spotify.com/track/3mFzIFFFmEXTQs6BDAK2ZZ"
"Dominique A";"Si je connais Harry";"L'adversité";1993;"LITHIUM";1704113730;1704113931;;;"https://open.spotify.com/track/25dH5Zmy0080tZTjfUDHCS"
"Whatitdo Archive Group";"Palace of a thousand sounds";"Astral-desia";2023;"RECORD KICKS";1704113924;1704114111;;;"https://open.spotify.com/track/3aVrq7StWOPGwFS0SV2qkN"
"The Electric Prunes";"Release of an oath";"Holy are you";1968;"REPRISE RECORDS";1704114108;1704114357;"https://music.apple.com/fr/album/holy-are-you/78982611?i=78982573&uo=4";"https://www.deezer.com/track/753139";"https://open.spotify.com/track/2PFYK7BI5JRoKOfA1FtfTV"
"Frank Ocean";"Channel orange";"Thinkin bout you";2012;"ISLAND";1704114353;1704114553;"https://music.apple.com/fr/album/thinkin-bout-you/1445147125?i=1445147130&uo=4";;"https://open.spotify.com/track/7DfFc7a6Rwfi3YQMRbDMau"
"Joe Yorke & The Co-Operators";"A distant beat";"No good for me";2023;"WAGGLE DANCE RECORDS";1704114552;1704114738;"https://music.apple.com/fr/album/no-good-for-me/1681380793?i=1681380795&uo=4";;
"Nico Motte";"The missing person";"B.B.D.C";2023;"ANTINOTE";1704114733;1704114955;;;"https://open.spotify.com/track/1hzp2fUFdGQmW80ushL28X"
"Dorothy Ashby";"The Rubaiyat Of Dorothy Ashby";"Dust";1970;"UMG";1704114946;1704115116;"https://music.apple.com/fr/album/dust/1497564253?i=1497564568&uo=4";"https://www.deezer.com/track/867038022";"https://open.spotify.com/track/2wzvWMUo0fLuqHTQRplTJW"
"Julien Daian Quintet";"Cut-up";"Trop c'est trop";2021;"FRENCH PARADOX";1704115113;1704115278;;;
"Pira Pora";"Mi nina";"Mi nina";2019;"AUTOPRODUCTION";1704115271;1704115518;"https://music.apple.com/fr/album/mi-ni%C3%B1a/1488001830?i=1488001835&uo=4";;"https://open.spotify.com/track/5BJXDvTqCFsnv4haZsS4ds"
"Tilman Hoppstock";"Tilman Hoppstock interprète des préludes célèbres pour guitare";"5 préludes : Prélude n°5 en Ré Maj -  pour guitare acoustique";2013;"CHRISTOPHORUS";1704115439;1704115641;;;
"The Smiths";"Louder than bombs";"Ask";1987;"RHINO RECORDS";1704115638;1704115832;"https://music.apple.com/fr/album/ask-remix/802231063?i=802231077&uo=4";;
"Girl Ray";"Prestige";"Up";2023;"MOSHI MOSHI";1704115823;1704116045;"https://music.apple.com/fr/album/up/1677565271?i=1677565725&uo=4";"https://www.deezer.com/track/2257185437";"https://open.spotify.com/track/0ZM9hIpZsM3o8n4NnkuENe"
"Daft Punk";"Get lucky";"Get Lucky (Radio Edit)";2013;"COLUMBIA";1704116042;1704116287;;;
"Surprise Chef";"Education & recreation";"Money music";2022;"BIG CROWN";1704116282;1704116449;"https://music.apple.com/fr/album/money-music/1633665943?i=1633666334&uo=4";;"https://open.spotify.com/track/5aJaL72YTZmsfEK1xWexyw"
"Yussef Dayes";"Black classical music";"Womans touch (feat. Jamilah Barry)";2023;"BROWNSWOOD / CASHMERE THOUGHTS / NONESUCH";1704116442;1704116649;;;
"Bebe";"Bebé";"Tenta me entender";2021;"ORI RECORDS";1704116646;1704116848;;;"https://open.spotify.com/track/7yX8riDIjFfUhHapyWrknb"
"Ned Doheny";"Strange games & funky things / Volume 5";"Get It Up For Love";1976;"BBE";1704116842;1704117116;;;"https://open.spotify.com/track/1pcG5AKS1PTa5sz9cBOCLZ"
"Bon Voyage Organisation";"(Loin des) rivages";"Les pêcheurs";2022;"L'INVITATION MUSICALE";1704117113;1704117407;"https://music.apple.com/fr/album/les-p%C3%AAcheurs/1607881389?i=1607882060&uo=4";"https://www.deezer.com/track/1640186352";"https://open.spotify.com/track/2IHY5IlKxHgvsk2HtsEdaN"
"Xavier Plumas";"Rose-amère";"Autre lieu";2023;"LA LEZARDE";1704117275;1704117523;;"https://www.deezer.com/track/2206088827";"https://open.spotify.com/track/6Phjn7J5jHsNZwRKsra1pK"
"Jonnine";"Maritz";"I put a little thing in your pocket";2023;"N&J BLUEBERRIES";1704117521;1704117585;;;"https://open.spotify.com/track/2frXKqmVc0HMBGUeEYNDpU"
"Tori";"Descese (Lado A)";"Eco";2022;"PWR RECORDS";1704117584;1704117756;"https://music.apple.com/fr/album/eco/1653003757?i=1653004241&uo=4";"https://www.deezer.com/track/2181305667";"https://open.spotify.com/track/18HIoO3wxwLW2bQdeQ45Yp"
"Stan Getz";"Sweet rain";"O Grande Amor";1967;"VERVE";1704117754;1704118035;;;"https://open.spotify.com/track/7rGj87c8xuoOBUmqTyNV6o"
"Tim Buckley";"Goodbye and hello";"Phantasmagoria in two";1967;"ELEKTRA";1704118033;1704118239;"https://music.apple.com/fr/album/phantasmagoria-in-two/393790303?i=393790319&uo=4";;"https://open.spotify.com/track/1EfWxxlaLLiwnLS3ABr8vu"
"Jeff Buckley";"Grace";"Last goodbye";1994;"COLUMBIA";1704118238;1704118510;;;"https://open.spotify.com/track/0y5CnV2idm2KkQEudDjfDT"
"Lavinia Meijer";"Voyage";"2 danses L 103 : Danse profane - pour harpe et orchestre à cordes";2015;"SONY CLASSICAL";1704118508;1704118783;;;
"Curtis Mayfield";"Baltic soul weekender";"You're so good to me";1979;"UNIQUE RECORDS";1704118782;1704118997;"https://music.apple.com/fr/album/youre-so-good-to-me/111215110?i=111214825&uo=4";;"https://open.spotify.com/track/6Kp8JhZVCmL20H8Wd7Rs2E"
"Keyon Harrold";"Foreverland";"Pictures";2024;"CONCORD JAZZ";1704118995;1704119284;"https://music.apple.com/fr/album/pictures/1725535275?i=1725535479&uo=4";;"https://open.spotify.com/track/2vEA5XG58SNE93Jgsx6Bg9"
"Fruit Distro Collective";"Some kind of wisdom";"Balance in all things";2022;"DOPENESS GALORE";1704119280;1704119467;;;"https://open.spotify.com/track/665K7zTye1rOHfNMOsIvdZ"
"Julien Baer";"Notre dame des limites";"Drole de situation";2005;"UNIVERSAL";1704119466;1704119674;;;
"The Rolling Stones";"Let it bleed";"Live with me";1969;"LONDON";1704119675;1704119886;"https://music.apple.com/fr/album/live-with-me/1500642838?i=1500642843&uo=4";"https://www.deezer.com/track/9914837";"https://open.spotify.com/track/31YMV7aMItO8jzyc10iRrS"
