"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Mort Garson";"Mother earth's plantasia";"Baby's tears blues";"1976";"SACRED BONES RECORDS";1717703822;1717704006;"https://music.apple.com/fr/album/babys-tears-blues/1454691596?i=1454691599&uo=4";;
"Kraftwerk";"The man machine";"The man machine";"1978";"CAPITOL";1717703999;1717704329;;;
"Kraftwerk";"The man machine";"The man machine";"1978";"CAPITOL";1717704000;1717704329;;;
"The Soul Session";"EP";"Soul desire";"2011";"AGOGO RECORDS";1717704173;1717704689;;;
"Macy Gray";"On how life is";"I try";"1999";"EPIC";1717704688;1717704922;"https://music.apple.com/fr/album/i-try/157506704?i=157507006&uo=4";"https://open.spotify.com/track/5TAf4lnZCZTLlZHNZMLFLi";
"Benny Sings";"City pop";"Everything I know";"2019";"STONES THROW";1717704915;1717705131;;"https://open.spotify.com/track/2CmyPrin9SfQ68Ivti2W6n";"https://www.deezer.com/track/616795922"
"Yoann Minkoff";"Black and white blues";"Sleepless";"2016";"REMOVE YA SOUND";1717705128;1717705308;"https://music.apple.com/fr/album/sleepless/1717664364?i=1717664773&uo=4";"https://open.spotify.com/track/1ymCxc0hqfFj53vCYglCGV";
"Anika";"Anika";"I go to sleep";"2010";"INVADA RECOR";1717705305;1717705503;;"https://open.spotify.com/track/5Vh9M3spmCbDewUZxUmwlH";
"David Byrne";"Grown backwards";"She only sleeps";"2004";"NONESUCH";1717705501;1717705678;;"https://open.spotify.com/track/175e8Znjeq4D4oMWTJj3wG";
"Gorillaz";"Sleeping powder";"Sleeping powder";"2017";"PARLOPHONE UK";1717705673;1717705837;"https://music.apple.com/fr/album/sleeping-powder/1247590076?i=1247590729&uo=4";"https://open.spotify.com/track/5pE9vMyvVNOpZFutt6lyy4";
"H.Hawkline";"Milk for flowers";"Athens at night";"2023";"HEAVENLY RECORDINGS";1717705836;1717706061;;;
"El Michels Affair";"Sounding out the city";"El pueblo unido";"2005";"TRUH 1 SOUL RECORDS";1717706059;1717706273;"https://music.apple.com/fr/album/el-pueblo-unido/1116287876?i=1116287974&uo=4";"https://open.spotify.com/track/4FH8Zqy1q6RQuaElfkc2Az";
"Prince";"Diamonds and pearls";"Money don't matter 2 night";"1991";"WB";1717706271;1717706557;;"https://open.spotify.com/track/1E4ekAsxHLzZlNGYHipj9N";
"Voyou";"Les bruits de la ville";"Dehors";"2019";"ENTREPRISE / A+LSO";1717706557;1717706772;"https://music.apple.com/fr/album/dehors/1445023653?i=1445023658&uo=4";"https://open.spotify.com/track/18UuG6tYOPWQ1PZyWRbaEl";
"Lenny Kravitz";"Let love rule - justice remix";"Let Love Rule (Justice remix)";"2009";"VIRGIN MUSIC";1717706771;1717707052;"https://music.apple.com/fr/album/let-love-rule-justice-remix/715954740?i=715954906&uo=4";;
"Justice";"Hyperdrama";"Neverender (feat. Tame Impala)";"2024";"BECAUSE";1717707051;1717707316;;;
