"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"deezer";"itunes"
"D Angelo";"Brown sugar";"Me and those dreamin' eyes of mine";"1995";"EMI";1716199099;1716199386;;;
"Sarah Vaughan";"The new scene";"One, two, three";"1966";"VERVE";1716199386;1716199550;"https://open.spotify.com/track/3GdpejVewKPrTIPuC0SIjn";;
"Jo Jones";"Trio";"Sweet georgia brown";"1959";"EMARCY";1716199544;1716199699;;"https://www.deezer.com/track/16299921";
"Glen Washington";"This is Trojan roots";"Rockers nuh crackers";"1976";"TROJAN RECORDS";1716199698;1716199855;;;
"Tabu Ley Rochereau";"Tabu Ley Rochereau";"Pitié";"1972";"CANTOS";1716199849;1716200097;;;
"Nubiyan Twist";"Find your flame";"So mi stay";"2024";"STRUT RECORDS";1716200096;1716200360;"https://open.spotify.com/track/56oaFmgM4csMQ7LDuh820p";;
"Skinshape";"Life & Love";"Fountayne";"2017";"DLOAW & CO";1716200354;1716200557;"https://open.spotify.com/track/4HrwJY2pwaWmrjlycG5ESs";;
"The Beatles";"Sgt. Pepper's lonely hearts club band";"She's leaving home";"1967";"EMI";1716200556;1716200777;"https://open.spotify.com/track/7BgUsF8L4cMhtBlPzo8den";;
"Kathleen Ferrier";"Ferrier - Brahms et Mahler";"Ruckert lieder -- ich atmet' einen linden duft";"1992";"DECCA";1716200768;1716200938;;;
"Astrid Engberg";"Trust";"Blue rise and the fall (feat. Tobias Wiklund)";"2023";"CREAK INC. RECORDS";1716200932;1716201207;;;
"Tour-Maubourg & Ismael Ndir";"Opening theme";"Opening theme";"2024";"PONT NEUF RECORDS";1716201205;1716201483;;;
"Julien Gasc";"Kiss me you fool";"Luke Howard";"2016";"BORN BAD RECORDS";1716201477;1716201722;"https://open.spotify.com/track/2PtC0P9UI1iD9kdKvCAu65";"https://www.deezer.com/track/508815502";
"Stereolab";"Cobra and phases group play voltage in the milky night";"Op hop detonation";"1999";"EASTWEST";1716201722;1716201932;"https://open.spotify.com/track/4FZS47rNglpUDvAEDYBFmn";;
"Lee Fields";"Emma Jean";"Stone angel";"2014";"TRUTH & SOUL";1716201931;1716202241;"https://open.spotify.com/track/2Yqi57CrctbHUASdiQXxV5";;
"Magic Source";"Voyage spectral";"Space of mind";"2023";"FAVORITE RECORDINGS";1716202235;1716202397;"https://open.spotify.com/track/77BSmTG8SCJRxYqpXUB1oY";"https://www.deezer.com/track/2180697457";
