"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Spanish Harlem Orchestra";"Across 110 st";"Maestro de rumbero";2004;"RYKO";1706349442;1706349753;;;
"Bill Frisell";"Disfarmer";"No one gets in";2009;"NONESUCH";1706349618;1706349781;"https://www.deezer.com/track/3788267";"https://open.spotify.com/track/6z3EuDvdAFlWREvS71J4ke";
"Dr John & The Nite Trippers";"BOF/ Le livre de la jungle (The jungle book)";"Le livre de la jungle : The bare necessities";2016;"WALT DISNEY RECORDS";1706349780;1706349993;;;
"Lisa Leblanc";"Chiac disco";"La poudre aux yeux";2022;"BONSOUND";1706349993;1706350174;"https://www.deezer.com/track/1489750252";"https://open.spotify.com/track/3GyPDJrAlNSw9OIYC0NddQ";"https://music.apple.com/fr/album/la-poudre-aux-yeux/1585050177?i=1585050636&uo=4"
"Any Other";"Stillness, stop : You have a right to remember";"Zoe's seeds";2024;"42 RECORDS";1706350168;1706350437;"https://www.deezer.com/track/2624239582";"https://open.spotify.com/track/6KEniNbXwhi54DmtJa8lwy";"https://music.apple.com/fr/album/zoes-seeds/1726225030?i=1726225308&uo=4"
"Ryley Walker";"All kinds of you";"Fonda";2014;"TOMPKINS SQUARE";1706350435;1706350559;;;
"Gary Mcfarland";"The in sound";"Bloop bleep";1965;"VERVE";1706350556;1706350699;;"https://open.spotify.com/track/0z133mavJxhx7Q1LVpKjJw";
"Paper Tapes";"Child";"Overdue";2023;"GEOGRAPHIE";1706350692;1706350894;"https://www.deezer.com/track/2503668021";"https://open.spotify.com/track/08GRGg3oI70jg5q68WKHKH";
"Pawpaw Rod";"This Must Be A PawPaw Rod EP";"Love On You";2023;"GODMODE";1706350890;1706351078;;"https://open.spotify.com/track/0xV1udwDCxDnX2srYNxRpl";"https://music.apple.com/fr/album/love-on-you/1709563053?i=1709563065&uo=4"
"The Fearless Flyers";"Tailwinds";"Kauai";2020;"VULF";1706351076;1706351254;;"https://open.spotify.com/track/0CEUMeWGP5k381RxleZzLc";
"Passion Coco";"Saga cosmica";"Blue hotel";2021;"MAAULA RECORDS";1706351252;1706351512;"https://www.deezer.com/track/1560533552";"https://open.spotify.com/track/0L8FOGtHKqdHHHTm1LcAn5";"https://music.apple.com/fr/album/blue-hotel/1596503149?i=1596503152&uo=4"
"Karla Lazo";"Cumulonimbus / Una senal";"Cumulonimbus";2023;"AUTOPRODUCTION";1706351506;1706351693;;"https://open.spotify.com/track/2OMiITLVsLgF3nc0Ig4YdU";"https://music.apple.com/fr/album/cumulonimbus/1671998883?i=1671998885&uo=4"
"Giacomo Bondi & The Apple Pies";"The double white - tribute hommage to the Beatles";"Mother nature son";2009;"121 RECORDS";1706351691;1706352058;;;
"Julian Bream";"Julian Bream interprète Heitor Villa-Lobos";"Prelude n°1 en mi min pour guitare";2008;"RCA";1706351933;1706352181;;;
"Marion Rampal";"A volé";"A volé";2022;"LES RIVIERES SOUTERRAINES";1706352174;1706352402;;"https://open.spotify.com/track/5nxHquHybV72alTeaS8wem";
"Karen Lano";"Karen Lano (EP)";"Eddie";2016;"AUTO PRODUCTION";1706352336;1706352577;"https://www.deezer.com/track/859310952";"https://open.spotify.com/track/7DF8ARAibA0jep0CUj5plI";
"Sylvie";"Sylvie";"Falls on me";2022;"FULL TIME HOBBY";1706352573;1706352870;"https://www.deezer.com/track/1911896847";"https://open.spotify.com/track/4kCH9hZjGiurNUSNpJXk05";
"Valparaiso";"Winter Sessions ( EP)";"Valpariso";2015;"ZAMORA PRODUCTIONS & MAELSTROM";1706352869;1706353090;;;
"The Beach Boys";"The platinum collection";"In my room";1963;"CAPITOL";1706353086;1706353217;;;
"Eric Bibb";"Global griot";"What's he gonna say today";2018;"DIXIEFROG";1706353215;1706353408;;"https://open.spotify.com/track/1SfM47OQA2cySlg5ZCxnDI";
"Bloom Bat";"Honeist weirdo";"Holes in my shoes";2024;"AUTOPRODUCTION";1706353407;1706353643;;"https://open.spotify.com/track/5rBQIQDLKl4CNdEBMCO3sG";
"Jimmy Smith";"Livin' it up";"Go away little girl";1968;"VERVE";1706353641;1706353812;"https://www.deezer.com/track/117679774";"https://open.spotify.com/track/7tKQ1XrROGstynUkE3eJXG";
"Bettye Lavette";"Thankful n'thoughtful";"Yesterday is here";2012;"ANTI";1706353805;1706354016;"https://www.deezer.com/track/378363051";"https://open.spotify.com/track/35N7CMG6UgfD4JgrwRYObL";
"Joe Cocker";"With a little help from my friends";"Don't let me be misunderstood";1969;"A&M RECORDS";1706354013;1706354292;;"https://open.spotify.com/track/6iJubeWHEKFJUs8iVCYThj";
"Bill Ryder-Jones";"Lechyd da";"We don’t need them";2024;"DOMINO";1706354289;1706354582;"https://www.deezer.com/track/2414045385";"https://open.spotify.com/track/2uxIzj247ukJHBzMElth8I";
"Francoise Hardy";"Message personnel";"L'attente (instrumental)";1973;"WARNER MUSIC";1706354581;1706354712;;;
"Ane Brun";"Portrayals";"Big in Japan";2023;"BALLOON RANGER RECORDINGS";1706354710;1706354898;;"https://open.spotify.com/track/6w7yzD2DltTKId3BzdqcZD";
"Ceu";"Caravana sereia bloom";"Chegar em mim";2011;"SIX DEGREES";1706354895;1706355095;;;
"Cleo Sol";"Gold";"Things will get better";2023;"FOREVER LIVING ORIGINALS";1706355092;1706355297;;"https://open.spotify.com/track/72p6EgDYckzaHhqx9Sbxmz";
"Orchestre Symphonique International De Lviv";"Paganini by arrangement";"Caprice en Fa Maj op 1 n°22 - arrangement pour orchestre";2018;"TOCCATA CLASSICS";1706355298;1706355485;;;
"Billie Eilish";"BOF / Barbie : What was I made for ?";"BOF / Barbie : What was I made for ?";2023;"POLYDOR";1706355484;1706355704;;;
"Yeyevollegaz";"BOF / La French";"Ces bottes sont faites pour marcher";2014;"GAUMONT";1706355697;1706355853;;;
"Vulfmon";"Here we go Jack";"Here we go Jack";2022;"VULF RECORDS";1706355852;1706356091;;"https://open.spotify.com/track/56nVH2zlBsjQxCbd14s9dA";
"Woods";"Perennial";"White Winter Melody";2023;"WOODSIST RECORDS";1706356084;1706356320;"https://www.deezer.com/track/2280537947";"https://open.spotify.com/track/5Jqat3tDXOkCYxpRQZE0um";
"Mayer Hawthorne";"For all time";"Standby";2023;"P&L RECORDS";1706356313;1706356519;;"https://open.spotify.com/track/40N44gzTbbW2VPUAaXgb5b";
"The Cardigans";"First band on the moon";"Happy meal II";1996;"ISLAND";1706356488;1706356645;;"https://open.spotify.com/track/3ciC1ywWPBQdzTrR6CELqy";
"Belle And Sebastian";"The third eye centre";"Your secrets";2013;"ROUGH TRADE RECORDS";1706356645;1706356822;"https://www.deezer.com/track/74516186";;"https://music.apple.com/fr/album/your-secrets/668687751?i=668687990&uo=4"
"Ezechiel Pailhes";"Divine";"Qui sait";2013;"CIRCUS COMPANY";1706356820;1706357026;;"https://open.spotify.com/track/7oF5VnIPiVyZxWQurUXh5Z";
"Helado Negro";"Phasor";"I just want to wake up with you";2024;"4AD";1706357021;1706357245;;"https://open.spotify.com/track/2Zh41da2DWv7HnUkM7LLxY";
"The Rah Band";"Going up";"Messages from the stars";1983;"SHOCKING MUSIC";1706357242;1706357492;;"https://open.spotify.com/track/6lYY2HktYKpV1pUamfRlU1";
"Kishore Kumar";"Bombay disco : Disco hits from Hindi films / 1979 -1985";"Disco ' 82";1982;"CULTURE OF SOUL";1706357484;1706357706;;;
"Maurice Jarre";"BOF / A passage to India";"A passage to India : The Maravar caves";1985;"CAPITOL";1706357705;1706357891;;;
"Jeanne Moreau";"Succès et confidences";"L'amour flou";1963;"CANETTI";1706357890;1706358021;"https://www.deezer.com/track/416199582";;
"Little Simz";"A curious tale of trials + Persons";"Wings";2015;"AGE 101 MUSIC";1706358020;1706358266;;"https://open.spotify.com/track/1SEbQnQhi6zdChCiKUpQjB";
"Nina Simone";"Sings the blues";"I want a little sugar in my bowl";1967;"RCA";1706358264;1706358415;;"https://open.spotify.com/track/3NcJu9876GBJuNU6vJOrbb";
"Paul Mac Cartney & Wings";"Wild life";"Love is strange";1971;"CAPITOL";1706358414;1706358700;;;
