"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"Question Mark & The Mysterians";"96 Tears";"I need somebody";"1966";"REAL GONE MUSIC";1721073593;1721073725;"https://www.deezer.com/track/1918447";;
"U2";"AngelHeaded Hipster";"Bang a gong (Get it on) (feat. Elton John)";"2020";"BMG";1721073720;1721073985;;;
"Riot Jazz Brass Band";"Sousamaphone";"Necropolis";"2013";"FIRST WORD RECORDS";1721073984;1721074197;;"https://music.apple.com/fr/album/necropolis/673042792?i=673042998&uo=4";"https://open.spotify.com/track/71JLMU2KGxZb9MpDvxEBzo"
"Jon Regen";"Stop time";"Stop time";"2015";"MOTEMA";1721074196;1721074480;;"https://music.apple.com/fr/album/stop-time/1288715833?i=1288716145&uo=4";"https://open.spotify.com/track/5STcx5bb4AnbvMOED1f472"
"Sage";"Dear Dea";"Dear Dea";"2024";"AUTOPRODUCTION";1721074478;1721074675;;;
"Ryuichi Sakamoto";"05";"Amore";"2009";"DECCA";1721074675;1721074980;"https://www.deezer.com/track/1463712262";;"https://open.spotify.com/track/5sqHOvj1wi2xCwFvAlM2cA"
"Babx";"Session Unik : Babx / Archie Shepp";"Omaya (Part I et II) (feat. Archie Shepp)";"2017";"";1721074977;1721075222;;;
"Jaimeo Brown";"Work songs";"Safflower";"2016";"MOTEMA MUSIC";1721075213;1721075427;;;
"Meiko Kaji";"BOF / Gincho Wataridori";"Gincho Wataridori : Jingi komoriuta";"1972";"WEWANTSOUNDS";1721075419;1721075618;;;
"Asha Puthli";"The essentials Asha Puthli";"Chipko Chipko";"1990";"MR BONGO";1721075617;1721075991;;"https://music.apple.com/fr/album/chipko-chipko/1420487709?i=1420488203&uo=4";"https://open.spotify.com/track/5gb8dgCs51czhdLZoW4f3z"
"Jackson 5";"Dancing machine";"I am love (pt. 1 & 2)";"1974";"UNI - MOTOWN";1721075986;1721076415;;;
"Ian Dury";"BOF / Confetti";"One love";"1991";"SANCTUARY RECORDS";1721076408;1721076620;"https://www.deezer.com/track/1107573212";;
"The Kills";"God games";"My girls my girls";"2023";"DOMINO RECORDINGS";1721076637;1721076849;;;"https://open.spotify.com/track/6b1vIpGT2FYWdjn6pIZu5x"
"Nxworries";"Why lawd";"Walk on by (feat. Earl Sweatshirt & Rae Khalil)";"2024";"STONES THROW";1721076847;1721077074;;;
"Ugggy";"The moss and the soss";"After party fungus";"2024";"ILLECT RECORDINGS";1721077069;1721077221;;;"https://open.spotify.com/track/3DvkjSULUxlMcSJylXjvfo"
"Altin Gun";"On";"Goca dünya";"2018";"BONGO JOE";1721077209;1721077447;"https://www.deezer.com/track/469248492";;"https://open.spotify.com/track/5QO3UJc1gF1ummP75n2b3R"
"Kokoroko";"Could we be more";"We give thanks";"2022";"BROWNSWOOD RECORDINGS";1721077446;1721077667;"https://www.deezer.com/track/1822656787";;"https://open.spotify.com/track/1whO1RzuS19yG358T4d8G6"
"Francois And The Atlas Mountains";"E volo love";"Les plus beaux";"2011";"DOMINO";1721077661;1721077921;;;
"Fruit Bats";"The Ruminant Band";"The blessed breeze";"2009";"SUB POP RECORDS";1721077917;1721078201;;;"https://open.spotify.com/track/30EU8YW9M6jKeXqm5cKgMW"
"Fleetwood Mac";"Rumours / 35th Anniversary Edition";"The chain";"1977";"WARNER MUSIC";1721078195;1721078454;;"https://music.apple.com/fr/album/the-chain/594061854?i=594061861&uo=4";
"Shuggie Otis";"Inspiration information";"Not available";"1974";"LUKA BOP";1721078458;1721078598;"https://www.deezer.com/track/7410269";;
"Madeline Bell";"That's what friends are for";"That's what friends are for";"1976";"JAZZMAN";1721078595;1721078770;;"https://music.apple.com/fr/album/thats-what-friends-are-for/1436293257?i=1436293437&uo=4";"https://open.spotify.com/track/38BB4edFk4GK055ymZ9lfc"
"Manu Dibango";"Africadelic";"Soul makossa";"1972";"FNAC";1721078769;1721079029;;"https://music.apple.com/fr/album/soul-makossa/1437312371?i=1437312386&uo=4";
"Voilaaa";"Voiciii";"Manu écoute ça... (feat. Pat Kalla)";"2021";"FAVORITE RECORDINGS";1721079030;1721079300;;;
"Cochemea";"Vol. 2 : Baca sewa";"Black pearl";"2021";"DAPTONE RECORDS";1721079299;1721079519;"https://www.deezer.com/track/1359134802";;"https://open.spotify.com/track/7xoOW1egZtmYWhbYySbgsw"
"Emma-Jean Thackray";"Yellow";"Golden green";"2021";"MOVEMENTT (WARP RECORDS)";1721079513;1721079756;;;"https://open.spotify.com/track/1sWrguIjM051mpaNqx6rtQ"
"Warpaint";"Radiate like this";"Send nudes";"2022";"VIRGIN";1721079753;1721079950;;;"https://open.spotify.com/track/66GudmaulDXRFLwDtKmRyQ"
"Baron Retif & Concepcion Perez";"Funk";"Italien chaussettes lin";"2023";"MOSTLA / MUSIQUE LARGE";1721079944;1721080218;;"https://music.apple.com/fr/album/italien-chaussettes-lin/1685950699?i=1685951267&uo=4";"https://open.spotify.com/track/24QYVh2QJE8bZTL5kCHU3Y"
