"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"Ariel Kalma";"The closest thing to silence";"Dizzy ditty";"2024";"INTERNATIONAL ANTHEM";1729763961;1729764234;"https://open.spotify.com/track/04Wfm3CY3fGFUHlyqPcgUM";;
"Meridian Brothers";"Mi latinoamérica sufre";"Los latinos sufrimos";"2024";"BONGO JOE";1729764234;1729764456;"https://open.spotify.com/track/7rI76t12pH08c9TWxNKpks";"https://music.apple.com/fr/album/los-latinos-sufrimos/1743168721?i=1743169360&uo=4";
"Unessential Oils";"Unessential oils";"Distrust The Magician";"2024";"SECRET CITY RECORDS";1729764453;1729764790;"https://open.spotify.com/track/1pGY6SmwN0CR3s2E8VOgVe";;
"Pearl & The Oysters";"Planet pearl";"Together, alone";"2024";"STONES THROW RECORDS";1729764790;1729765005;"https://open.spotify.com/track/30R5ivOnODLLDt2cZz0gPf";"https://music.apple.com/fr/album/together-alone/1750558302?i=1750558671&uo=4";
"Hiatus Kaiyote";"Tawk tomahawk";"The world it softly lulls";"2013";"FLYING BUDDHA";1729765004;1729765180;"https://open.spotify.com/track/54pJ2uEWqZCsjvJQlDPubG";;
"M";"Le baptême";"Souvenir Du Futur";"1997";"DELABEL";1729765180;1729765418;;;
"Bacao Rhythm And Steel Band";"Compilation/ fallin' off the reel IV";"P.i.m.p";"2015";"TRUTH & SOUL";1729765416;1729765609;;;
"Anthony Joseph";"People of the sun";"Suffering (this savage work)";"2018";"HEAVENLY SWEETNESS";1729765607;1729766010;;;
"Zara McFarlane";"Arise";"Peace begins within";"2017";"BROWNSWOOD RECORDINGS";1729766009;1729766255;"https://open.spotify.com/track/6X2mjsjsGnUI8HWeWRP4vj";;
"Cannonball Adderley";"African Waltz";"Something different";"1961";"Riverside";1729766252;1729766433;"https://open.spotify.com/track/1fDCa7CSQPitgwIy3DxZTE";;
"The Marvelettes";"The best of the Marvelettes/Motown milestones";"Too many fish in the sea";"1964";"MOTOWN";1729766432;1729766578;;"https://music.apple.com/fr/album/too-many-fish-in-the-sea/1442886225?i=1442886242&uo=4";
"Katsuko Kanai";"Nippon girls / Vol. 2 : japanese pop, beat & rock 'n' roll 1965-1970";"Mini mini girl";"1967";"ACE RECORDS";1729766577;1729766697;;;
"Blondie";"Parallel lines";"One way or another";"1978";"CAPITOL";1729766696;1729766907;"https://open.spotify.com/track/59CLe8stbcx4XYBWdsfbwK";"https://music.apple.com/fr/album/one-way-or-another/724578151?i=724578931&uo=4";
"Eagles Of Death Metal";"Zipper down";"Complexity";"2015";"UNIVERSAL MUSIC";1729766905;1729767067;"https://open.spotify.com/track/5qVPF3mjUkGSLda9ISeWjF";"https://music.apple.com/fr/album/complexity/1440830494?i=1440830498&uo=4";
"Magic Source";"Voyage spectral";"Saturn moon dive";"2023";"FAVORITE RECORDINGS";1729767066;1729767307;"https://open.spotify.com/track/4BOZ6jF85HREkphijTHAtU";"https://music.apple.com/fr/album/saturn-moon-dive/1676105055?i=1676105247&uo=4";
"Baron Retif & Concepcion Perez";"Funk";"Plus de funk";"2023";"MOSTLA / MUSIQUE LARGE";1729767303;1729767584;"https://open.spotify.com/track/4AOx43v4W1aiDKn4afuBbT";"https://music.apple.com/fr/album/plus-de-funk/1685950699?i=1685951275&uo=4";
"Arborra";"Arborra";"Arborra";"2024";"7K!";1729767559;1729767814;;"https://music.apple.com/fr/album/arborra/1756724116?i=1756724117&uo=4";"https://www.deezer.com/track/2886391882"
"10 CC";"The original soundtrack";"I'm not in love";"1975";"MERCURY";1729767810;1729768169;;;
"Cesar Precio";"La suite logique des choses";"La fin du monde";"2024";"OBJET DISQUE - LABEL SERVICE";1729768153;1729768335;"https://open.spotify.com/track/4mbnwwvzrxiphFeGVnEBa4";;"https://www.deezer.com/track/2947329381"
"Remi Kabaka";"BOF / Black godess : The soundtrack from Ola Balogun's film";"The quest";"1978";"SOUNDWAY RECORDS";1729768332;1729768810;;;
"Margie Alexander";"Gotta get a hold on me";"Gotta get a hold on me";"1977";"UNITED ARTISTS";1729768808;1729769162;;;
"Michael Franks";"Michael Franks - The DoctorSoul reworks";"When sly calls (DoctorSoul """"Don't touch that phone"""" - Extended Re-therapy)";"2024";"TOO SLOW TO DISCO";1729769158;1729769489;;;
"Morcheeba";"Who can you trust";"Post houmous";"1996";"CHINA RECORD COMPANY";1729769485;1729769588;"https://open.spotify.com/track/3TcPdLmJd4bkexN5QeZwre";;
"Buffalo Springfield";"Box set";"For what it's worth";"1967";"VIRGIN";1729769586;1729769744;;;"https://www.deezer.com/track/3586842"
"Les Rythmes Digitales";"Darkdancer";"(Hey you) What's that sound?";"1999";"WALL OF SOUND";1729769742;1729769990;;;
"Jimmy Smith";"Version excursion";"I'm gonna love you just a little bit more babe";"1974";"HARMLESS RECORDINGS";1729769989;1729770254;;;
"The Brothers Nylon";"Lofi sauce";"Tea cosy";"2022";"BMM RECORDS";1729770252;1729770434;"https://open.spotify.com/track/1JlJqhia6UifGZHka1xSon";;
"Bon Iver";"Speyside";"Speyside";"2024";"JAGJAGUWAR";1729770425;1729770630;;;
"Jesse Harris";"Petite folie";"L' île prend l'eau";"2024";"SECRET SUN RECORDING";1729770626;1729770804;;;
"Bonga";"Angola 72";"Mu nhango";"1972";"";1729770801;1729771072;;;
"Poté & Damon Albarn";"Young lies";"Young Lies";"2021";"OUTLIER";1729771067;1729771295;;;
"Depeche Mode";"Exciter";"Dream on";"2001";"MUTE RECORDS";1729771291;1729771548;"https://open.spotify.com/track/3fIsVx19pqTGejb7cwlLQB";"https://music.apple.com/fr/album/dream-on/665414290?i=665415432&uo=4";
"Nick Drake";"Bryter Layter";"Bryter layter";"1970";"ISLAND";1729771548;1729771747;;;"https://www.deezer.com/track/2435239245"
"Academy Chamber Ensemble";"Percy Grainger : Oeuvres pour ensemble de chambre / vol.2";"Died for love - pour mezzo-soprano flute traversiere alto et violoncelle";"";"CHANDOS";1729771746;1729771868;;;
"Rosie Lowe";"Lover, Other";"This before";"2024";"BLUE FLOWERS MUSIC";1729771857;1729772077;"https://open.spotify.com/track/56g90YcA2abmRIHzLRFVjJ";;"https://www.deezer.com/track/2763545211"
"Edition Speciale";"French rare groove : Rare funky songs from france";"Monsieur Business";"1976";"WAGRAM MUSIC";1729772075;1729772254;;"https://music.apple.com/fr/album/monsieur-business/342449431?i=342449542&uo=4";"https://www.deezer.com/track/1790062617"
"Dave Pike";"Jazz for the jet set";"Just say goodbye";"1966";"WOUNDED BIRD RECORDS";1729772254;1729772528;;;
"Dionne Warwick";"Compil./Bacharach Burt/The look of love";"Walk on by";"1964";"WEA MUSIC";1729772525;1729772697;"https://open.spotify.com/track/3xsOtNxtBW0oTI1OWKAzTm";"https://music.apple.com/fr/album/walk-on-by/41688495?i=41688511&uo=4";"https://www.deezer.com/track/723803"
"Tindersticks";"Soft tissue";"Don't walk, run";"2024";"CITY SLANG";1729772691;1729773017;"https://open.spotify.com/track/4IErKrw2w0P3BJ0OIYF1Bp";;"https://www.deezer.com/track/2812495512"
"Sreya & Cilon";"Atenção com coração";"Em casa (feat. Sara El Hachimi)";"2024";"HIP DOZER";1729773011;1729773180;;;
"Claude Fontaine";"La mer";"Green ivy tapestry";"2024";"INNOVATIVE LEISURE";1729773179;1729773325;"https://open.spotify.com/track/3mtSuDBEROnM30OouovNny";"https://music.apple.com/fr/album/green-ivy-tapestry/1746125261?i=1746125380&uo=4";
"Ultra Orange";"Snow-white";"J'ai du cream sur mon Jean";"2001";"ONE PLUS ONE RECORDS";1729773323;1729773634;;;
"Fun Lovin' Criminals";"Come find yourself";"Scooby snacks";"1996";"EMI";1729773631;1729773813;"https://open.spotify.com/track/7I8KtOFPNmC2ZsiNPCwoS8";"https://music.apple.com/fr/album/scooby-snacks/1629184037?i=1629184043&uo=4";
"Gamegrooves";"Mauville Melodies : A Jazz Tribute to Pokémon Rse";"Verdanturf town (feat. V-Ron Media)";"2022";"GAMEGROOVES";1729773812;1729773978;;;
"Glad2mecha";"Hello";"Love";"2012";"BUILDING BLOCK";1729773977;1729774257;"https://open.spotify.com/track/1NftdJ2ZkC5OQcBtc9KiW0";;
"Habibi";"Dreamachine";"My moon";"2024";"KILL ROCK STARS";1729774256;1729774610;"https://open.spotify.com/track/0ooUSTTl3Kg0fV8DxQC7CF";;
"Keren Ann";"My name is trouble";"My Name Is Trouble - Album";"2011";"DELABEL HOST";1729774607;1729774856;;;
"Jazzbois";"Still blunted";"Toohi";"2024";"AUTOPRODUCTION";1729774854;1729775004;"https://open.spotify.com/track/4gk3GQBv5ElnOJfgxknz0c";"https://music.apple.com/fr/album/toohi/1753736840?i=1753736865&uo=4";
"Saigon Soul Revival";"Moi luong duyen";"Mo Xuân";"2024";"SAIGON SUPERSOUND";1729774999;1729775247;"https://open.spotify.com/track/5Eufy1q4rfsFcXiKrXXnW6";"https://music.apple.com/fr/album/mo-xua-n/1735300142?i=1735300326&uo=4";
"The Hot 8 Brass Band";"Sexual healing remixes";"Sexual healing (Space captain remix)";"2015";"TRU THOUGHTS";1729775245;1729775443;;;
"Zoot Sims";"Studio One roots";"African challenge";"";"SOUL JAZZ RECORDS";1729775441;1729775632;;;
"Satan's Pilgrims";"Psychsploitation";"Kaléidoscope";"2013";"SP RECORDS";1729775630;1729775759;;;
"Juniore";"Trois, deux, un";"Voilà voilà";"2024";"LE PHONOGRAPHE";1729775757;1729775939;;;
"The Jimi Hendrix Experience";"Electric ladyland";"Crosstown traffic";"1967";"LEGACY RECORDS";1729775938;1729776085;;;
"Belleruche";"Rollerchain";"Longer days longer nights";"2012";"TRU THOUGHTS RECORDS";1729776075;1729776242;;;
"Joan As Police Woman";"Lemons, limes and orchids";"Remember the voice";"2024";"PIAS";1729776241;1729776413;"https://open.spotify.com/track/6md1Xb45eqgy61LuTOd7tQ";"https://music.apple.com/fr/album/remember-the-voice/1747946884?i=1747948697&uo=4";
"Battaglia";"Season one + Season two";"Glitter";"2024";"FOUR FLIES";1729776412;1729776529;"https://open.spotify.com/track/3uBBsUI7kgjDQ8hRDyyNwM";"https://music.apple.com/fr/album/glitter/1768216649?i=1768216658&uo=4";"https://www.deezer.com/track/2995325941"
"Afrika Bambaataa";"Brûle : the Bronx mixtape (1973-1979)";"Planet rock";"1982";"PIAS";1729776524;1729776842;"https://open.spotify.com/track/4FupIlegZgvXUuK79qcoKW";;
"Dazzle";"Love & Purpose (Volume One)";"Dazzle you";"1989";"FIRST WORD RECORDS";1729776842;1729777124;"https://open.spotify.com/track/6plBWdwyCc2ejhkTPCch6D";;
"Aldous Harding";"Bills & Aches & Blues EP 1";"Revival";"2021";"4AD";1729777120;1729777254;"https://open.spotify.com/track/0LpPr98XQhD3N7xfEOvVfD";"https://music.apple.com/fr/album/revival/1554236002?i=1554236014&uo=4";
"Steven Osborne";"Rachmaninov / 24 préludes /  Osborne";"Prelude en Si Bémol Maj op 23 n°2 pour piano";"2009";"HYPERION";1729777252;1729777474;;;
"Leonie Pernet";"Réparer le monde";"Réparer le monde";"2024";"CRYBABY / INFINE";1729777472;1729777649;"https://open.spotify.com/track/3DXhci2tPTbrCU2v9EQH5P";"https://music.apple.com/fr/album/r%C3%A9parer-le-monde/1770007095?i=1770007669&uo=4";
"Nesrine";"Nesrine";"Rissala";"2020";"ACT";1729777648;1729777868;"https://open.spotify.com/track/5CIyXa6gDEiMr9ekQRVVyy";;
"Nat King Cole";"Unforgettable";"Hajji baba";"1961";"CAPITOL";1729777866;1729778050;;;
"Dizzy Gillespie";"Coconuts groove : Viva latin jazz";"Caravan";"1960";"CRISTAL";1729778048;1729778220;;;
"Lee Hazlewood";"Trouble is a lonesome town";"The girl on death row";"1960";"LIGHT IN THE ATTIC RECORDS";1729778219;1729778380;;;
"Blockhead";"Hard pass on the afterlife";"Hard pass on the afterlife";"2024";"FUTURE ARCHIVE RECORDINGS";1729778378;1729778725;"https://open.spotify.com/track/2mzO7grTmFIyHybOBs4RxH";;
"Solange";"A seat at the table";"Weary";"2016";"COLUMBIA";1729778723;1729778917;"https://open.spotify.com/track/7zbX1txfcs42K2PlhFJNNE";;
"Mieke Miami";"Birdland";"The Light";"2024";"SONAR KOLLEKTIV";1729778916;1729779090;"https://open.spotify.com/track/2rSiHcmPc8tvHET3dRb4tw";"https://music.apple.com/fr/album/the-light/1742749583?i=1742749597&uo=4";
"Jacques Dutronc";"Intégrale -1968-1969";"L'opportuniste";"1968";"VOGUE";1729779091;1729779252;;;"https://www.deezer.com/track/540434"
"Chad Stuart & Jeremy Clyde";"Happy in Hollywood : the productions of Gary Usher";"Sunstroke";"1969";"ACE";1729779250;1729779499;;;
"Kailash Kher";"Yatra";"Guru ghantal";"2010";"CUMBANCHA";1729779497;1729779731;;;
