"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Alain Chamfort";"La Grâce";"La Grâce";2024;"BMG RIGHTS";1712138354;1712138581;"https://music.apple.com/fr/album/la-gr%C3%A2ce/1728458222?i=1728458900&uo=4";"https://open.spotify.com/track/5yxjIRLrZHbf2PuaDj3Beb";
"Boards Of Canada";"Tomorrow's harvest";"Come to dust";2013;"WARP RECORDS";1712138577;1712138812;"https://music.apple.com/fr/album/come-to-dust/641229267?i=641229522&uo=4";"https://open.spotify.com/track/6Fit2fhwFc74wyBLTVemef";"https://www.deezer.com/track/71704873"
"Pink Floyd";"The dark side of the moon (50th anniversary)";"Breathe (in the air)";1973;"RHINO";1712138806;1712138972;"https://music.apple.com/fr/album/breathe-in-the-air/1664429596?i=1664429603&uo=4";"https://open.spotify.com/track/2ctvdKmETyOzPb2GiJJT53";
"Rayland Baxter";"If I were a butterfly";"Graffiti street";2022;"ATO RECORDS";1712138971;1712139162;"https://music.apple.com/fr/album/graffiti-street/1640556907?i=1640557632&uo=4";"https://open.spotify.com/track/4S50Bt5v9KTZQFZle9fwlk";
"Ella Fitzgerald";"Ella swings lightly";"Dreams are made for children";1958;"ESSENTIAL JAZZ CLASSICS";1712139161;1712139317;"https://music.apple.com/fr/album/dreams-are-made-for-children/1222685225?i=1222685558&uo=4";"https://open.spotify.com/track/1r0OCuozwPuBEe4VyVrCUy";"https://www.deezer.com/track/346060431"
"Amie Weiss";"Songs of synastry and solitude";"Here and now, then and gone";2009;"TZADIK";1712139316;1712139577;;;
"Caetano Veloso";"Fina estampa";"María la O";1994;"PHILIPS (PHPS)";1712139575;1712139774;"https://music.apple.com/fr/album/mar%C3%ADa-la-o/1443361511?i=1443362282&uo=4";;"https://www.deezer.com/track/2287700"
"Ana Tijoux";"Vida";"Milionaria";2024;"ALTAFONTE";1712139772;1712139986;;;
"Lance Ferguson";"Rare groove spectrum / vol 2";"Summer Madness";2022;"FREESTYLE RECORDS";1712139986;1712140255;"https://music.apple.com/fr/album/summer-madness/1593461208?i=1593461219&uo=4";"https://open.spotify.com/track/60fuSMChyRFuTC9twXbWlH";"https://www.deezer.com/track/1595471351"
"Orchestre Celi Bitshou";"Congo Funk ! Sound madness from the shores of the mighty Congo rive";"Tembe na tembe ya nini";2024;"ANALOG AFRICA";1712140252;1712140688;;;
"Ritchie Valens";"The best of """" La bamba """" / Diverses interpretations de """" La bamba """"";"La bamba";1958;"RHINO";1712140686;1712140810;"https://music.apple.com/fr/album/la-bamba/118143034?i=118142371&uo=4";;"https://www.deezer.com/track/104816990"
"Yellow Magic Orchestra";"Xoo multiplies";"Multiplies";1980;"SONY MUSIC";1712140809;1712140982;;;"https://www.deezer.com/track/413316422"
"Augustin Von Arx";"Comme";"Comme l'océan";2022;"LA SOUTERRAINE";1712140983;1712141147;;"https://open.spotify.com/track/63dPPZM2nLhXKTzz3ToOtc";"https://www.deezer.com/track/1971785967"
"Eddie Chacon";"Sundown";"The morning sun";2023;"STONES THROW RECORDS";1712141146;1712141424;"https://music.apple.com/fr/album/the-morning-sun/1659915527?i=1659915940&uo=4";"https://open.spotify.com/track/5MJF78GnOQEuBSuuaNWfcW";"https://www.deezer.com/track/2070272027"
"Kamaal Williams";"Stings";"Stings";2023;"BLACK FOCUS RECORDS";1712141423;1712141584;"https://music.apple.com/fr/album/stings/1698168193?i=1698168797&uo=4";"https://open.spotify.com/track/1NQr4oOuZuafrunWTs0Xdr";"https://www.deezer.com/track/2435190165"
"Leon Thomas";"Full circle";"Just in time to see the sun";1973;"RCA/BMG";1712141583;1712141759;"https://music.apple.com/fr/album/just-in-time-to-see-the-sun/1621369940?i=1621370166&uo=4";"https://open.spotify.com/track/0Kc8frq2tWVCOa8mh1PqvV";
"Kassav";"Kassav/3 & 4 soucougnan";"Boléro";1982;"3A";1712141755;1712142073;;;
"Les Ya Toupas Du Zaire";"Rebirth on wax";"Mafokatini";1978;"REBIRTH ON WAX";1712142072;1712142270;;;
"Cosmo Sheldrake";"Wake up calls";"Cuckoo song";2020;"AUTOPRODUCTION";1712142266;1712142436;"https://music.apple.com/fr/album/cuckoo-song/1666895990?i=1666895997&uo=4";"https://open.spotify.com/track/5zqCzVj317vQkwVHqQcvZA";"https://www.deezer.com/track/2111535827"
"Adam Naas";"The love album";"The love";2018;"MERCURY MUSIC";1712142422;1712142696;"https://music.apple.com/fr/album/the-love/1423560729?i=1423561626&uo=4";"https://open.spotify.com/track/6gm6WkAymLg5rqDardxLj7";
"Ike White";"Changin' times";"Changin' times";1977;"FAR OUT RECORDINGS";1712142693;1712143251;;;"https://www.deezer.com/track/991347812"
"Peter Lukas Graf";"Gioacchino Rossini : Sonates a quattro";"Sonate à 4 n°2 en La Maj : Andantino - pour flûte traversière et trio à cordes";1987;"CLAVES";1712143248;1712143450;;;
"Kaiser Quartett";"Empire";"Take heart (feat. L'aupaire)";2023;"PIAS";1712143449;1712143653;;;
"Maxime Le Forestier";"Master serie";"La chanson du jongleur";1976;"POLYDOR";1712143652;1712143774;;;"https://www.deezer.com/track/2318212"
"Tommy Gumina";"Polycolors";"Estate";1990;"ALFAJAZZ";1712143773;1712144007;;;
"Bruno Berle";"No reino dos afetos 2";"Te amar eterno";2024;"FAR OUT";1712144006;1712144143;"https://music.apple.com/fr/album/te-amar-eterno/1729141155?i=1729141286&uo=4";;
"Yim Yames";"Tribute to";"My sweet lortd";2009;"ROUCH TRADE";1712144141;1712144352;;;
"Peter Cat Recording Co";"Bismillah";"Remain in me";2019;"PANACHE";1712144351;1712144644;;;
"Canned Heat";"Instrumentals 1967 - 1996";"Don't care what you tell me";1971;"RUF";1712144642;1712144879;;;
"Mister Modo And Ugly Mac Beer";"Modonut 2 (cd promo)";"Who is this";2012;"DIESS PROD";1712144878;1712145038;;;
"Iam";"L'école du micro d'argent";"Elle donne son corps avant son nom";1997;"DELABEL";1712145035;1712145286;"https://music.apple.com/fr/album/elle-donne-son-corps-avant-son-nom/698793153?i=698793736&uo=4";"https://open.spotify.com/track/0BdZEQpJDKgj0DWBfiG1DH";"https://www.deezer.com/track/73956353"
"Taggy Matcher";"Disco reggae / Vol 1 (cd promo)";"Chameleon (Taggy Matcher disco mix)";2013;;1712145284;1712145559;"https://music.apple.com/fr/album/chameleon-taggy-matcher-disco-mix/934849369?i=934849897&uo=4";;"https://www.deezer.com/track/509748572"
"Mina";"Discografía en Español";"Ciudad solitaria (remastered)";2019;"MASTER TAPE RECORDS";1712145557;1712145718;"https://music.apple.com/fr/album/ciudad-solitaria-remastered/1481590129?i=1481590210&uo=4";;"https://www.deezer.com/track/764330892"
"Frankie Laine";"That's my desire";"Black and blue";1947;"ASV";1712145716;1712145886;;;
"Thee Sinseers";"Sinseerly yours";"what's his name";2024;"COLEMINE RECORDS";1712145885;1712146068;;"https://open.spotify.com/track/4h6IvqHdUXslVN2L3zy2fw";"https://www.deezer.com/track/1273461852"
"Paul Gonsalves";"Cleopatra";"Caesar and Cleopatra theme";1963;"IMPULSE";1712146068;1712146317;"https://music.apple.com/fr/album/caesar-and-cleopatra-theme/621784883?i=621785232&uo=4";;"https://www.deezer.com/track/65510438"
"Nick Wheeldon & The Living Paintings";"Waiting For The Piano To Fall";"They're Not Selling Flowers Around Here Anymore";2024;"LE POP CLUB";1712146313;1712146561;;;
"The Beatles";"Sgt. Pepper's lonely hearts club band";"Within you without you";1967;"EMI";1712146556;1712146859;"https://music.apple.com/fr/album/within-you-without-you-2017-mix/1713154518?i=1713154840&uo=4";"https://open.spotify.com/track/6g2rBp8zgjFtV1kWQk9Ty0";"https://www.deezer.com/track/555641322"
"Piers Faccini";"Tribe";"Tribe";2011;"TOT OU TARD";1712146857;1712147088;"https://music.apple.com/fr/album/tribe/1446922800?i=1446923289&uo=4";"https://open.spotify.com/track/4FvNhlkdzDFdSqc36br6s1";"https://www.deezer.com/track/605643692"
"Stanley Brothers & The Clinch Mountain Boys";"Country pickin' and singin'";"Clinch mountain blues";1958;"STETSON";1712147084;1712147206;;;
"Dr Woo";"Doo Wop";"Summertime summertime";;"PIAS / LE CHANT DU MONDE";1712147204;1712147317;;;
"Bryn Terfel";"Bryn Terfel / Bad boys";"Faust : Le veau d'or est toujours debout";2009;"DGG";1712147315;1712147433;;;
"Erroll Garner";"I'm in the mood for love";"Ain't she sweet";1951;"COLUMBIA";1712147431;1712147592;;;
"Lizz Wright";"The orchard";"I idolize you";2008;"VERVE";1712147592;1712147883;;"https://open.spotify.com/track/6AapGaTHc2Tvb5kFFxHqrw";
"Lord Echo";"Curiosities";"Bohemian idol";2013;"JAKARTA RECORDS";1712147877;1712148230;;"https://open.spotify.com/track/012TBZoMH5H6a81l5vFdVn";"https://www.deezer.com/track/71971268"
"Hila";"21";"Something on the ground";2019;"UNDERDOG RECORDS";1712148229;1712148521;;;"https://www.deezer.com/track/826815662"
"Renaud Garcia Fons";"Beyond the Double Bass (cd promo)";"Camino de felicidad";2013;"ENJA";1712148367;1712148606;;;
"Red Hot Chili Peppers";"Californication";"Otherside";1999;"WEA";1712148602;1712148858;"https://music.apple.com/fr/album/otherside/945575406?i=945575411&uo=4";"https://open.spotify.com/track/64BbK9SFKH2jk86U3dGj2P";
"Mackenzie Leighton";"Fleuriste";"Miyazaki";2022;"GROVVER OBSESSIONS";1712148854;1712149075;;;"https://www.deezer.com/track/1734730307"
"Coco Aikura";"A place called home";"Silent record";2023;"LABEL X ( INCONNU )";1712149075;1712149260;"https://music.apple.com/fr/album/silent-record/1679023226?i=1679023235&uo=4";"https://open.spotify.com/track/7fGSZWfcefoTjPKNbjBIHW";
"Azzurro 80";"Notte inchiesta";"Equilibrio";2023;"FOUR FLIES";1712149259;1712149410;"https://music.apple.com/fr/album/equilibrio/1678557402?i=1678557404&uo=4";"https://open.spotify.com/track/2Rwcwga6UZWkKAnT8TbEKn";"https://www.deezer.com/track/2213160227"
"Zapp";"Samples outta L.A. / Funk";"Heartbreaker (part 1)";1983;"PLAYOFF RECORDS";1712149402;1712149650;;;
"Cheb Kader";"El awama";"En'ssel fik";1986;"ELMIR RECORDS";1712149647;1712150010;;;
"Laurent Bardainne & Tigre d’eau douce";"Eden Beach Club";"Welcome";2024;;1712150007;1712150274;;;
"Alba";"Mirador";"Mirador";2021;"SOUND AND VISION MUSIC";1712150269;1712150422;"https://music.apple.com/fr/album/mirador/1714866478?i=1714866489&uo=4";"https://open.spotify.com/track/5MLP1bxRKXAcrXgJ7eaSVc";
"The Black Keys";"El camino";"Stop stop";2011;"NONESUCH";1712150420;1712150628;"https://music.apple.com/fr/album/stop-stop/1052966287?i=1052966803&uo=4";"https://open.spotify.com/track/6DnfupwdspmFT2PYRjFH2F";
"Cat Stevens";"Mona bone jakon";"I think i see the light";1971;"ISLAND";1712150627;1712150864;;;
"Arturo Benedetti-Michelangeli";"Debussy: Images 1&2 - children's corner / Benedetti michelangeli";"Children's corner pour piano : 6. Golliwogg's cake-walk";1971;"DEUTSCHE GRAMMOPHON";1712150862;1712151036;;;
"Fiona Apple";"Extraordinary machine";"Extraordinary Machine";2005;"EPIC";1712151035;1712151257;"https://music.apple.com/fr/album/extraordinary-machine/153432152?i=153432187&uo=4";"https://open.spotify.com/track/5h9Iek7Hp9wayRt7fBp7Ab";
"Godessa";"African fever";"Social ills";2003;"WAGRAM";1712151256;1712151450;;;
"Dirg Gerner";"Bumpy ride";"Bumpy ride (feat. Theo Croker)";2023;"MATERIALIZED MOMENTS";1712151450;1712151658;;;
"La Fanfare Du Belgistan";"La fanfare du Belgistan";"Melnik";2009;"IRFAN";1712151658;1712151811;"https://music.apple.com/fr/album/melnik/317317540?i=317317547&uo=4";"https://open.spotify.com/track/0INqHAvjK1KGnotfh2RSlf";
"Claude Nougaro";"Embarquement immédiat";"Jet set";2000;"EMI";1712151810;1712152004;"https://music.apple.com/fr/album/jet-set/726253855?i=726254006&uo=4";"https://open.spotify.com/track/3mxGZOcCmcIPPxqdm9tIeH";
"Eartha Kitt";"In Person at the Plaza";"Champagne Taste (public)";1965;"GNP CRESCEND";1712152003;1712152239;;;
"JJ Cale";"Troubadour";"Cocaine";1976;"MERCURY";1712152237;1712152404;;;
"The Gladstone Band";"The story of Trojan records : unreleased gems rarities & oddities / CD5";"I shot the sheriff";1975;"TROJAN RECORDS";1712152401;1712152643;;;
"Ghost Funk Orchestra";"A trip to the moon";"Again";2024;"KARMA CHIEF RECORDS";1712152637;1712152873;"https://music.apple.com/fr/album/again/1716384481?i=1716385643&uo=4";"https://open.spotify.com/track/0w2WLqH0QdViyEpK4amr1b";
"Kate Bollinger";"A word becomes a sound";"A word becomes a sound";2020;"AUTOPRODUCTION";1712152872;1712153089;"https://music.apple.com/fr/album/a-word-becomes-a-sound/1517526603?i=1517526905&uo=4";"https://open.spotify.com/track/7aT4ZJdlcNp5SLPZLr6Irw";
"Air";"Moon safari";"All I need";1998;"VIRGIN";1712153086;1712153351;"https://music.apple.com/fr/album/all-i-need/1566215899?i=1566223721&uo=4";;
"Zero 7";"Simple things";"End theme";2001;;1712153345;1712153563;"https://music.apple.com/fr/album/end-theme/1326273139?i=1326273888&uo=4";"https://open.spotify.com/track/3PLOqzqN6hKdxyUZ5Yv4va";
"Charlotte Gainsbourg";"IRM - édition limitée";"Le chat du café des artistes";2009;"BECAUSE";1712153562;1712153803;"https://music.apple.com/fr/album/le-chat-du-caf%C3%A9-des-artistes/340845298?i=340845506&uo=4";"https://open.spotify.com/track/7jiyWF0n7mcUoSJnhxX4dv";
