"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Ginger Root";"Shinbangumi";"Only you";"2024";"GHOSTLY INTERNATIONAL";1729504599;1729504805;"https://music.apple.com/fr/album/only-you/1743238426?i=1743239254&uo=4";"https://open.spotify.com/track/0I50Bs22HqESirPg66IkE2";
"Dar Disku";"Dar Disku";"Fajr";"2024";"SOUNDWAY RECORDS";1729504803;1729504949;"https://music.apple.com/fr/album/fajr/1750758843?i=1750759395&uo=4";"https://open.spotify.com/track/6Y5mpyfjDOKQC1JM4vwWOI";
"Paul Emploi";"Crayons de couleur";"Jaune orange";"2022";"LA SOUTERRAINE";1729504945;1729505174;;;
"Msaki & Tubatsi";"Synthetic hearts";"Madonna";"2023";"NO FORMAT";1729505172;1729505357;;;
"Michel Polnareff";"Succes";"Le Bal Des Laze";"1968";"AZ";1729505355;1729505649;"https://music.apple.com/fr/album/le-bal-des-laze/1444161161?i=1444161314&uo=4";"https://open.spotify.com/track/4F7sAuWOLpyL1EzuwFDeL8";"https://www.deezer.com/track/1117111"
"Sylvain Luc";"Standards";"Le p""""tit bal perdu";"2009";"DREYFUS JAZZ";1729505648;1729505855;;;
"Los Zafiros";"Cuba / Collection las voces del siglo : Los zafiros";"He venido";"1968";"WORLD CIRC.";1729505853;1729506046;;;
"Jamiroquai";"Travelling without moving";"Alright";"1996";"SONY";1729506044;1729506307;;;
"Cimafunk";"Pa' tu cuerpa";"Playanoche";"2024";"MALA CABEZA RECORDS";1729506305;1729506510;;;
"Walter Wanderley";"La vague brésilienne";"Beach samba";"1966";"VERVE";1729506510;1729506739;;"https://open.spotify.com/track/3grwDO4qQAhGxqDVLLq3y9";
"Donovan";"The hurdy gurdy man";"What a beautiful creature you are";"1969";"CBS";1729506737;1729506898;;;
"Hinds";"The Prettiest curse";"Good bad times";"2020";"LUCKY NUMBER";1729506896;1729507092;;"https://open.spotify.com/track/3x1PdN9Q9IV8bhnTvjI7LA";
"The Wailing Souls";"Stranded";"The best is yet to come";"1984";"GREENSLEEVES RECORDS";1729507090;1729507341;;;
"Lorez Alexandria";"Alexandria The Great";"The best is yet to come";"1964";"IMPULSE";1729507339;1729507501;;"https://open.spotify.com/track/4QD8uv8Ex9owaZNvHqopEN";
"Tito Puente";"Mambo of the times";"The best is yet to come";"1992";"CONCORD";1729507500;1729507720;;;
"Nora Tabbush";"Nueva España / Oeuvres vocales et instrumentales de la Nouvelle Espagne";"La Media bamba";"2012";"ALPHA";1729507719;1729507919;;;
"Klara Keller";"Bang";"Lucky luke";"2022";"ALOADED";1729507917;1729508098;;"https://open.spotify.com/track/4YXiVJKKGYDXXyZb87bZ8c";
"Jo Wedin & Jean Felzine";"Pique-nique";"Chanter, baiser, boire et manger";"2017";"AT(H)OME";1729508096;1729508330;;"https://open.spotify.com/track/7sGPeAG6GeeFCF8i2nlguy";
"Chanson Plus Bifluoree";"À table !";"Trio du jambon de bayonne";"2017";"EPM MUSIQUE";1729508327;1729508437;;"https://open.spotify.com/track/2Ff8xwg2JLVrwpjfR18a1Z";
"Kenny Clarke";"Calypso blues";"Love hungry";"1997";"REARWARD";1729508435;1729508656;;;
"Tim Buckley";"Morning glory / Anthology";"Strange feelin'";"1969";"ELEKTRA";1729508654;1729509110;;"https://open.spotify.com/track/6X53ZMjsdLZ7B04WB6xqwt";
"Aretha Franklin";"Lady soul";"A natural woman";"1968";"ATLANTIC";1729509109;1729509270;;;"https://www.deezer.com/track/1934240147"
"Nick Cave";"BOF / Back to Black";"Back to Black : Opening";"2024";"BACK LOT MUSIC";1729509268;1729509327;;;
"Sigur Ros";"Valtari";"Ég anda";"2012";"PARLOPHONE";1729509325;1729509699;;"https://open.spotify.com/track/0KZcl8OtE3tvE0tHJHOoeR";
"Bebel Gilberto";"Tanto tempo remixes";"So nice (summer samba) (remixed by Mario Caldato Jr.)";"2001";"CRAMMED";1729509695;1729509971;;;
"Mieke Miami";"Birdland";"The Light";"2024";"SONAR KOLLEKTIV";1729509970;1729510144;"https://music.apple.com/fr/album/the-light/1742749583?i=1742749597&uo=4";"https://open.spotify.com/track/2rSiHcmPc8tvHET3dRb4tw";
