"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify"
"Sian Pottok";"Deep waters";"Kuwa mbali sana";"2024";"BLUE MOON DOGS";1732874205;1732874404;"https://music.apple.com/fr/album/kuwa-mbali-sana/1774278624?i=1774278633&uo=4";"https://www.deezer.com/track/3048818471";"https://open.spotify.com/track/6ITQAdtMhmhvi5cLdVLz7M"
"Eric Lau";"Examples / Vol. 2";"The best good";"2018";"FIRST WORD RECORDS";1732874400;1732874640;"https://music.apple.com/fr/album/the-best-good/1436719928?i=1436720064&uo=4";"https://www.deezer.com/track/558587832";"https://open.spotify.com/track/2q13MepMvs1xzVvAqlIlcn"
"Thandii";"A beat to make it better";"The end of the world";"2023";"HALOHALO";1732874639;1732874874;"https://music.apple.com/fr/album/the-end-of-the-world/1744537009?i=1744537013&uo=4";"https://www.deezer.com/track/2781431882";"https://open.spotify.com/track/1bYC1vj7Woyc6JbV5VLLgI"
"Flying Lotus";"Spirit Box";"The lost girls (feat. Sid Sriram)";"2024";"WARP RECORDS";1732874873;1732875086;;;
"Johnny Pate";"Bof / Shaft in africa - contre les trafiquants d'hommes";"Truck stop";"1973";"GEFFEN RECORDS";1732875082;1732875219;"https://music.apple.com/fr/album/truck-stop/1444083751?i=1444083897&uo=4";;
"Carmen Mac Rae";"Milestones of a jazz legend / CD 4 : Boy meets girl / Porgy and Bess";"Baby, it's cold outside";"1957";"DOCUMENTS";1732875216;1732875406;;;
"Henri Salvador";"Chambre avec vue";"Jazz méditerrannée";"2000";"EXXOS/VIRGIN";1732875406;1732875609;;;
"Rachael Dadd";"Flux";"Two islands";"2019";"MEMPHIS INDUSTRIES";1732875608;1732875832;"https://music.apple.com/fr/album/two-islands/1473508904?i=1473508908&uo=4";"https://www.deezer.com/track/716182472";"https://open.spotify.com/track/5f0AiLBp7XQhTYpf1sJV8L"
"Bela Fleck";"Perpetual motion";"Mélodie en Mi bémol Maj op 42 n°3 - pour banjo et piano";"2001";"Sony Classical";1732875829;1732876017;;;
"Celestine Ukwu And His Philosophers National";"No condition is permanent";"Ilo abu chi";"1974";"MISSISSIPPI RECORDS";1732876017;1732876369;;;
"Shuggie Otis";"Inspiration information";"Island letter";"1974";"LUAKA BOP";1732876365;1732876644;"https://music.apple.com/fr/album/island-letter/391950569?i=391950575&uo=4";"https://www.deezer.com/track/7410262";"https://open.spotify.com/track/2yqG9SRCbQf1c6d5hwmfKJ"
"Sam Wilkes & Dylan Day";"Sam Wilkes, Craig Weinrib, and Dylan Day";"I'll find a way (To carry it all)";"2024";"LEAVING RECORDS";1732876643;1732876901;"https://music.apple.com/fr/album/ill-find-a-way-to-carry-it-all/1743179498?i=1743180087&uo=4";;
"Joni Mitchell";"The hissing of summer lawns";"In france they kiss on main street";"1975";"ASYLUM";1732876900;1732877098;"https://music.apple.com/fr/album/in-france-they-kiss-on-main-street/1492375094?i=1492375096&uo=4";"https://www.deezer.com/track/675052";"https://open.spotify.com/track/16e1DJIznzArBOCSomdvSn"
"Vampire Weekend";"Only God was above us";"Capricorn";"2024";"COLUMBIA";1732877097;1732877345;"https://music.apple.com/fr/album/capricorn/1728945682?i=1728945688&uo=4";;"https://open.spotify.com/track/4oAGV7IADPWfkpk6aGQqZt"
