"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"deezer";"itunes"
"Jazzbois";"Still blunted";"Darker than disco";"2024";"AUTOPRODUCTION";1728208523;1728208804;"https://open.spotify.com/track/1rYX45ZNl3PKxHedn4PaTR";;
"Lexsoul Dancemachine";"Sunny holiday in lexico";"Lexico";"2018";"FUNK EMBASSY RECORDS";1728208802;1728208996;;;
"Synapson";"Global Musique / Vol.2";"Alba marino";"2022";"UNITY RECORDS";1728208994;1728209178;"https://open.spotify.com/track/14kIwOr6dGIrGXHNSlcOk9";;
"Muddy Monk";"Bingo paradis";"Chaki queen";"2024";"HALF AWAKE RECORDS";1728209174;1728209379;"https://open.spotify.com/track/7o0iyFrZ0YxZXs2leWNRel";"https://www.deezer.com/track/2801059052";
"Cosmic Idren";"Life between islands";"Compelled";"1978";"SOUL JAZZ RECORDS";1728209376;1728209590;;;
"Madness";"Complete madness";"Night boat to Cairo";"1979";"VIRGIN";1728209584;1728209792;"https://open.spotify.com/track/2bspsdHJfZf4URZsTUMW8B";;
"Sallie Ford And The Sound Outside";"Sallie Ford & the sound outside";"I swear";"2011";"FARGO";1728209790;1728209973;;;
"Jan Verstraeten";"Violent disco";"Vampire in my bed";"2022";"UNDAY RECORDS";1728209972;1728210162;"https://open.spotify.com/track/2wrCX6tT6y2UoT12V820LY";"https://www.deezer.com/track/1578303482";
"Orchestre Philharmonique De Novosibirsk";"Suites de ballets";"Cendrillon : Suite n°1 op 107 : Valse de cendrillon";"1998";"CHANT DU MONDE";1728210161;1728210328;;;
"Non Identifie";"BOF / Willy Wonka au pays enchante (Willy Wonka & the chocolate factory)";"I want it now / Oompa loompa";"1971";"HIPPO RECORDS";1728210328;1728210498;;;
"Amsterdam Klezmer Band";"Oyoyoy";"Oyoyoy";"2016";"CTC";1728210498;1728210700;"https://open.spotify.com/track/3Pt2jYksuRV3zrDQD0hRLE";;
