"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"Bo/Marry Poppins";"Bof / Mary poppins";"Penguin dance";1964;"WALT DISNEY RECORDS";1709027928;1709028067;;;
"Dungen";"Haxan";"Jakten genom skogen";2016;"SMALLTOWN SUPERJAZZ";1709028067;1709028317;;;
"Ella Raphael";"See you through";"See you through";2023;"FIRE RECORDS";1709028316;1709028529;"https://open.spotify.com/track/0MCJKtkeuCtH62Hfmu2G08";;
"Alice";"L'oiseau magnifique";"Pense à moi";2023;"LES DISQUES BONGO JOE";1709028521;1709028674;"https://open.spotify.com/track/4Mwp6jupLLxOTbno82s9JB";;
"Neil Young";"After the gold rush";"Don't let it bring you down";1970;"REPRISE";1709028672;1709028850;;"https://music.apple.com/fr/album/dont-let-it-bring-you-down/1015783330?i=1015783340&uo=4";
"Sergio Assad";"La guitare brésilienne contemporaine/Label Karuap 1997-2004";"Chôro n°1";2005;"FREMEAUX ET ASSOCIES";1709028846;1709029028;;;
"Andreya Triana";"Giants (Bonus disc)";"Superlove";2015;"COUNTER RECORDS";1709029023;1709029271;"https://open.spotify.com/track/2MSY0jywDrTwDIxdztbJCp";;
"Arlo Parks";"Green eyes";"Green Eyes";2020;"TRANSGRESSIVE RECORDS / PIAS";1709029271;1709029468;"https://open.spotify.com/track/36qo9oMO8yRrZMsDcd5x83";"https://music.apple.com/fr/album/green-eyes/1535799044?i=1535799554&uo=4";"https://www.deezer.com/track/1100051392"
"Jane Weaver";"Perfect storm";"Perfect storm";2024;"FIRE RECORDS";1709029463;1709029655;"https://open.spotify.com/track/6LuLURs2JFf89Rms2EhoXy";;
"Weather Report";"Weather report : Black market";"Barbary coast";1976;"CBS";1709029654;1709029832;"https://open.spotify.com/track/33dzCF8R1qMzwmkdGGnm1j";;"https://www.deezer.com/track/30685371"
"The Whatnauts";"On the rocks";"Why can't people be colors too?";1972;"ESSENTIAL MEDIA GROUP";1709029809;1709030100;;;"https://www.deezer.com/track/14026176"
"A Tribe Called Quest";"The anthology";"Oh my god";1993;"JIVE";1709030100;1709030303;;;"https://www.deezer.com/track/13142665"
"Donna Blue";"Into the realm of love";"Fantasy girl";2024;"SNOWSTAR RECORDS";1709030298;1709030533;"https://open.spotify.com/track/3ItoQV3Xxe3Uzd47qRJyzG";;"https://www.deezer.com/track/2633554232"
"Mark William Lewis";"Pleasure is everything";"Pleasure is everything";2022;"HI NEW FATE";1709030300;1709030667;"https://open.spotify.com/track/1mkOMJZWTrRriUbvr93q11";"https://music.apple.com/fr/album/pleasure-is-everything/1605643831?i=1605644017&uo=4";
"Tala Andre Marie";"André Marie Tala";"Djamena";1975;"FIESTA";1709030665;1709030904;"https://open.spotify.com/track/5mjEOx5NQOQx76Wf9QPeAf";;
"Cotonete";"Victoire de la musique";"O céu é preto (feat. Gystere)";2024;"Heavenly Sweetness";1709030897;1709031317;;;
"Joe Yorke & The Co-Operators";"A distant beat";"The singerman";2023;"WAGGLE DANCE RECORDS";1709031310;1709031538;;;
"Benny Sings";"Dancing in the dark";"Dancing in the dark";2021;"STONES THROW";1709031537;1709031741;"https://open.spotify.com/track/6xTB1RZS2BEsXjcMQSeXtu";;
"Henrik Lindstrand";"Nordhem";"Stora huset";2020;"ONE LITTLE INDEPENDENT";1709031740;1709031870;"https://open.spotify.com/track/4772UnBLfWlJGcJXF3pnGm";;
"Feist";"Hiding out in the open";"Hiding out in the open";2023;"POLYDOR";1709031869;1709032068;"https://open.spotify.com/track/6Q34tUtXLuWst5c63ddQ7N";"https://music.apple.com/fr/album/hiding-out-in-the-open/1667826684?i=1667827151&uo=4";"https://www.deezer.com/track/2145064197"
"Francoise Hardy";"Message personnel";"Pouce au revoir";1973;"WEA";1709032066;1709032264;;;
"Extraa";"Out of phase";"Blue Jeans";2023;"REQUIEM POUR UN TWISTER";1709032259;1709032434;"https://open.spotify.com/track/7uxNN4PC01EXEo0SyXptZQ";;
"The Jb S";"Funky good time: The anthology";"Hot Pants Road";1971;"POLYDOR";1709032435;1709032597;;;
"The Notorious J.B.'S";"B.I.G. Poppa's got a brand new bag";"B.I.G. Poppa's got a brand new bag (clean version)";2019;"AMERIGO GAZAWAY";1709032596;1709032832;;;
