"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify"
"Fleetwood Mac";"Rumours / 35th Anniversary Edition";"The chain";1977;"WARNER MUSIC";1707386158;1707386421;;;
"Stereo Total";"Paris Berlin";"Relax baby be cool";2007;"DISKO B";1707386417;1707386568;"https://music.apple.com/fr/album/relax-baby-be-cool/1511895607?i=1511895812&uo=4";"https://www.deezer.com/track/952234292";"https://open.spotify.com/track/129jFxTXF0eXy4s4l2PoLc"
"The Supremes";"One woman";"You can't hurry love";1966;"EMI";1707386567;1707386738;"https://music.apple.com/fr/album/you-cant-hurry-love/1418232163?i=1418234378&uo=4";"https://www.deezer.com/track/79621446";"https://open.spotify.com/track/1OppEieGNdItZbE14gLBEv"
"Magic Source";"Voyage spectral";"Genius of love";2023;"FAVORITE RECORDINGS";1707386736;1707386945;;;"https://open.spotify.com/track/54S2BJtqvRvDvoT7bKzEp5"
"Mariah Carey";"#1 to infinity";"Heartbreaker (feat. Jay Z)";2015;"SONY";1707386943;1707387223;;;
"Akasha";"Cinematique";"Brown sugar";1998;"WALL OF SOUND";1707387222;1707387583;;;
"Harbinger Complex";"Compilation : With a pot of flower";"My dear and kind Sir";1967;"VOGUE";1707387579;1707387724;;;
"Loving";"Any light";"Medicine";2024;"LAST GANG RECORDS / MNRK";1707387720;1707387975;;;"https://open.spotify.com/track/3VKpwyotvKbHGdPO8fQD04"
"Kubix";"Guitar chant";"Sad & salt";2020;"ATTIK PRODUCTIONS";1707387970;1707388227;;"https://www.deezer.com/track/1095334862";"https://open.spotify.com/track/6F57C8CKWuJsEi5BEAXnCK"
"Tribeqa";"Qolors";"Vaudoo";2010;"UNDERDOG";1707388222;1707388445;;"https://www.deezer.com/track/5484299";"https://open.spotify.com/track/62D2Qj3h1vi9kdi3Odlc27"
"Pow Wow";"Regagner les plaines";"Vaudou";1992;"REMARK RECORDS";1707388440;1707388588;;;"https://open.spotify.com/track/3LWiOjQBeokHDsS31sePSg"
"Ennio Morricone";"The legendary italian westerns, volume II";"For A Few Dollars More - For A Few Dollars More";1965;"BMG";1707388587;1707388754;;;
"The Tango Saloon";"The Tango Saloon";"Libertango";2006;"IPECAC";1707388752;1707389024;;;"https://open.spotify.com/track/0x724pYotZuPDXlT6jEU3h"
"Lowenzahnhonig";"Löwenzahnhonig";"Moewe";2023;"A TREE IN A FIELD";1707389006;1707389222;;"https://www.deezer.com/track/2399564325";"https://open.spotify.com/track/7435fDySDmWSwbQpOhwMxW"
"Nora Fischer";"Hush";"Orontea : Intorno all'idol mio (Acte II Sc 17) Air d'Orontea - arrangement pour voix et guitare électrique";2018;"DGG (DEUTSCHE GRAMMOPHON)";1707389214;1707389463;;;
"The Doug";"Mauvais joueur";"Une histoire de plage";2023;"UNIVERSAL MUSIC DIVISION ISLAND DEF JAM";1707389459;1707389563;;"https://www.deezer.com/track/2153854977";"https://open.spotify.com/track/7r2H2i3HHR0vYpieYQscWl"
"Calypso Rose";"So calypso !";"I say a little prayer";2018;"BECAUSE MUSIC";1707389562;1707389812;;;"https://open.spotify.com/track/0euKU0ltOxAxjvFw2grmlv"
"Cal Tjader";"Solar Heat. Sounds Out Burt Bacharach";"My little red book";2003;"VAMPISOUL";1707389807;1707390005;;"https://www.deezer.com/track/1670184";
"Eola";"Dang";"Big chestined nights";2016;"LEAVING RECORDS";1707390002;1707390223;;"https://www.deezer.com/track/446009252";"https://open.spotify.com/track/1HYwizASQ1oFmrBFXy9Sdt"
"The Bobbettes";"Mr Lee & More - The Bobbettes Collection";"Um Bow Wow";1955;"ROOTS";1707390221;1707390375;;"https://www.deezer.com/track/14959179";
"Sister Nancy";"300% Dynamite !";"Bam-bam";1982;"SOUL JAZZ";1707390374;1707390568;;;
"Roger Lecussant & Ses Formations";"Moi j'aime le music-hall";"Boum";1955;"FREMEAUX ET ASSOCIES";1707390567;1707390731;;;
"Charlie Chaplin";"Charlie Chaplin & the fureys";"Animal trainer";1952;"MK2 MUSIC";1707390731;1707390856;;;"https://open.spotify.com/track/3eUc246jja88TFPB3fJp6s"
"The Divine Comedy";"Promenade";"Tonight we fly";1994;"VIRGIN";1707390855;1707391030;;;"https://open.spotify.com/track/2DPWQEfEW4ptmAQfTbZE76"
"Isaac Delusion";"Lost and found";"Internet";2024;"DELUSION RECORDS / ALLO FLORIDE UNDER EXCLUSIVE LICENSE TO 3EME BUREAU / WAGRAM MUSIC";1707391027;1707391210;;;"https://open.spotify.com/track/3iBSdk1OWlVoCJwHkjg4lX"
"Bloom Bat";"Full dawn";"Mugen & Jin";2021;"AUTOPRODUCTION";1707391207;1707391364;;"https://www.deezer.com/track/1010279012";
"Nat Myers";"Yellow peril";"Ramble no more";2023;"EASY EYE SOUND";1707391362;1707391536;;"https://www.deezer.com/track/2330368455";"https://open.spotify.com/track/5ezPIRZNa7pLNoxI2LKEZJ"
"Thurston Harris";"Rock and roll / 1953-1959";"Little Bitty Pretty one";1957;"FREMEAUX ET ASSOCIES";1707391533;1707391674;;"https://www.deezer.com/track/349496981";
"Les Surfs";"T'en va pas comme ca";"A présent tu peux t'en aller";1964;"MUSIDISC";1707391673;1707391830;"https://music.apple.com/fr/album/%C3%A0-present-tu-peux-ten-aller/961473265?i=961474702&uo=4";;
"Pale Jay";"Bewilderment";"Bewilderment";2023;"KARMA CHIEF RECORDS";1707391829;1707392047;;"https://www.deezer.com/track/2330973645";"https://open.spotify.com/track/5PAS1dyZn7mb7Eq3JM0ejK"
"Julien Chauvin";"Reicha- Beethoven : Symphonies de salon";"Grande symphonie de salon n°1 : 3. Minuetto. Allegro";2019;"APARTE";1707392046;1707392285;;;
"Natalia Lafourcade Feat. Los Macorinos";"Danza de Gardenias (En mano de Los Macorinos)";"Danza de Gardenias";2018;"JIVE/ EPIC";1707392283;1707392545;;;
"Andrea Motis";"Emotional dance";"Senor blues";2017;"IMPULSE";1707392544;1707392771;;"https://www.deezer.com/track/140343527";
"Christine Tassan & Les Imposteures";"C'est l'heure de l'apéro";"C'est l'heure de l'apéro";2012;"LES PRODUCTIONS DES IMPOSTEURES";1707392771;1707393010;;;
"Fixi & Lindigo";"Emile Omar présente Brassens et les copains d'accords";"Le vin";2021;"FANON RECORDS";1707393008;1707393164;;;
"Eric Mcfadden";"Pull a rabbit out of his hat";"Jockey full of bourdon";2010;"BADREP";1707393159;1707393412;;;
"Gecko Turner";"That place by the thing with the cool name";"Here comes friday";2015;"LOVEMONK";1707393410;1707393657;;"https://www.deezer.com/track/97344132";"https://open.spotify.com/track/1uSou1mqxroDDkTByiIyZg"
"Tenorio Jr.";"Embalo";"Nuvens (clouds)";1964;"SOM LIVRE";1707393657;1707393891;;;"https://open.spotify.com/track/4XejCDj9L1sbC8QzaqJONL"
"Claude Nougaro";"Tu verras";"Tu verras (o que sera)";1978;"PHILIPS";1707393889;1707394081;;;
"Besouro Mulher";"Volto amanhã";"Pão Francês";2023;"ROCKAMBOLE";1707394080;1707394249;"https://music.apple.com/fr/album/p%C3%A3o-franc%C3%AAs/1693241537?i=1693241901&uo=4";"https://www.deezer.com/track/2333286235";"https://open.spotify.com/track/29Tv45W6GpESRqjN4j5QJJ"
"Declan Mckenna";"Brazil";"Brazil";2015;"BECAUSE";1707394242;1707394495;;"https://www.deezer.com/track/103043976";"https://open.spotify.com/track/5ftdTvmQjjsL23t7jxADfI"
"Branko Mataja";"Over fields and mountains";"Tamo daleko";1974;"NUMERO GROUP";1707394493;1707394619;;;
"Noname";"Room 25";"With you";2018;"NONAME";1707394620;1707394769;"https://music.apple.com/fr/album/with-you/1639156399?i=1639157635&uo=4";"https://www.deezer.com/track/2006864657";"https://open.spotify.com/track/0kilwMEtrwd58885j8JhCa"
"Erykah Badu";"New amerykah part two : Return of the ankh";"Window seat";2010;"MOTOWN";1707394767;1707395057;;;"https://open.spotify.com/track/74HYrIbnpc2xKCTenv5qKM"
"Ben Harper";"Welcome to the cruel world";"Like a king";1994;"VIRGIN";1707395057;1707395309;"https://music.apple.com/fr/album/like-a-king/715793784?i=715794330&uo=4";;"https://open.spotify.com/track/2g0zx3ktLjMiyc9jOc6ll8"
"King Tubby & The Aggrovators";"This is trojan dub";"Queen of the minstrel dub";1977;"TROJAN RECORDS";1707395300;1707395496;;;
"Julien Baer";"Notre dame des limites";"Jamais facile";2005;"UNIVERSAL";1707395495;1707395687;"https://music.apple.com/fr/album/jamais-facile/1443390590?i=1443390607&uo=4";;
"Gruff Rhys";"Sadness sets me free";"Sadness sets me free";2024;"ROUGH TRADE RECORDS";1707395686;1707396010;"https://music.apple.com/fr/album/sadness-sets-me-free/1706554248?i=1706554251&uo=4";"https://www.deezer.com/track/2607903102";"https://open.spotify.com/track/10qfBhksMSlS0AMO04xMnK"
"Quatuor Tana";"Philip Glass : Quatuors à cordes n°8 & n°9";"Quatuor à cordes n°9 (King Lear) : Mouvement n°2";2022;"SOOND";1707396004;1707396288;;;
"Omara Portuondo";"La Habana era una fiesta";"Andalucia / Danza n°5";2011;"VAMPISOUL";1707396286;1707396528;;;
"Rebecca Vasmant";"With love, from Glasgow";"Internal dispute (feat. Paix)";2021;"REBECCA'S RECORDS";1707396524;1707396758;;;
"Boards Of Canada";"The campfire headphase";"Peacock tail";2005;"WARP RECORDS";1707396756;1707397072;;;"https://open.spotify.com/track/2DQlQcYponGtEwvEHRHYvu"
"Eels";"Beautiful freak";"Susan's house";1996;"DREAMWOR";1707397070;1707397294;"https://music.apple.com/fr/album/susans-house/1660467056?i=1660467061&uo=4";;"https://open.spotify.com/track/65HmkBrfaMzX2zZx5LZab1"
"Etienne Daho";"Boyfriend";"Boyfriend";2023;"MERCURY";1707397293;1707397541;"https://music.apple.com/fr/album/boyfriend/1676104322?i=1676104326&uo=4";;"https://open.spotify.com/track/3Wgo5qz1M3RxMpXCWGTP0X"
"The Sure Fire Soul Ensemble";"Step down";"The Other Side";2022;"COLEMINE RECORDS";1707397534;1707397755;"https://music.apple.com/fr/album/the-other-side/1606237161?i=1606237168&uo=4";;"https://open.spotify.com/track/6CA2vxoZ6Jg8xfiGksH1W7"
"Tim Maia";"World psychedelic classic 4 : Nobody can live forever : The existential soul of Tim Maia";"O caminho do bem";1976;"LUAKA BOP";1707397748;1707398112;;;
"Beck";"Odelay";"Readymade";1996;"GEFFEN RECOR";1707398109;1707398266;"https://music.apple.com/fr/album/readymade/1440871815?i=1440872432&uo=4";"https://www.deezer.com/track/971422932";"https://open.spotify.com/track/5EWc98pCUSXbu9hcZu8u3e"
"Jaimie Branch";"Fly or die fly or die fly or die ((world war))";"Bolinko bass";2023;"INTERNATIONAL ANTHEM";1707398265;1707398538;;"https://www.deezer.com/track/2295807915";"https://open.spotify.com/track/40BxRkTQlfIy5iOMO9aWt9"
"Tom Waits";"The heart of saturday night";"Fumblin' with the blues";1974;"ASYLUM (ET P";1707398536;1707398715;;"https://www.deezer.com/track/467249402";"https://open.spotify.com/track/5a9FG9ba1LNBNViefKlhLa"
"Marina Allen";"Or else";"Or else";2022;"FIRE";1707398714;1707398892;;"https://www.deezer.com/track/2124841447";"https://open.spotify.com/track/0MdSwy9cRMLtUWDKESTU3t"
"Marianne Crebassa";"Marianne Crebassa : Oh boy";"Les noces de Figaro K 492 : Voi che sapete (Acte II) Air de Cherubino";2016;"ERATO";1707398890;1707399046;;;
"Vladimir Cosma (Chef d'orchestre)";"BOFTV / Petit Déjeuner Compris / Pourquoi Pas Nous / Billet Doux";"Pourquoi pas nous : Vieni qui (instrumental)";1981;"MUSIC BOX RECORDS";1707399045;1707399201;;;
"Grandaddy";"The sophtware slump";"He's simple, he's dumb, he's the pilot";2000;"WILL RECORDS";1707399201;1707399732;;;"https://open.spotify.com/track/0ijtJdEf8YUKZaH2os1azD"
"Fred Buscaglione";"Eri piccola cosi";"Guarda che luna";1959;"FONIT CETRA";1707399731;1707399876;;"https://www.deezer.com/track/3080949";
"Hank Crawford";"Mr. Blues";"Teardrops";1967;"ATLANTIC";1707399871;1707399958;;;
"Boris Vian";"11 titres chansons d'auteurs";"Je bois";1956;"POLYGRAM";1707399957;1707400166;;;
"Ric Wilson";"Clusterfunk";"Whiskey in my coffee";2023;"FREE DISCO - EMPIRE";1707400166;1707400346;;"https://www.deezer.com/track/2185003957";
"Michael Rault";"Michael Rault";"Champagne";2022;"WICK RECORDS";1707400344;1707400578;;;"https://open.spotify.com/track/6tvcCjXED9njemSP8mT1I5"
"Sault";"Nine";"Alcohol";2021;"FOREVER LIVING ORIGINALS";1707400576;1707400818;;;
"Nathan Melja";"With Dan !";"Stuntin like";2023;"PARODIA RECORDS";1707400817;1707401004;;;
"Caroline Polachek";"Desire, I want to turn into you";"Fly to you (feat. Grimes and Dido)";2023;"PERPETUAL NOVICE";1707401001;1707401244;;"https://www.deezer.com/track/2661678462";"https://open.spotify.com/track/0RVn3A5FHQ8OgiIxuRkepW"
"Ricky Hollywood";"Ricky & les dix-iples";"Matin";2016;"LA SOUTERRAINE";1707401240;1707401629;;;"https://open.spotify.com/track/2IhVfphHNn8HrTBdHdTWou"
"The Beatles";"Sgt. Pepper's lonely hearts club band";"Lucy In The Sky With Diamonds";1967;"EMI";1707401588;1707401796;;;"https://open.spotify.com/track/10pNLTLW8QHp0FbhjA0ejS"
"Hamburg Spinners";"Der magische kraken";"Spiegelkugelfisch";2021;"LEGERE RECORDINGS";1707401789;1707401977;;;"https://open.spotify.com/track/5lXfwMR34lCRIce6MpZodH"
"Gwen Mc Crae";"Gwen Mc Crae";"Let them talk";1974;"RCA";1707401972;1707402145;;"https://www.deezer.com/track/73157070";
"Bonnie Guitar";"Compil./ Country soul sisters / Women in country music 1952-78";"Tender words";1969;"SOUL JAZZ RECORDS";1707402142;1707402305;;;"https://open.spotify.com/track/6eXwE1UJi3emIPO57TWupN"
"Mose Allison";"I love the life I live";"Fool's paradise";1960;"COLUMBIA";1707402298;1707402508;;;
"Mari Eriksmoen";"Lieder & Songs";"6 poèmes d'Ibsen op 25 : En fuglevise op 25 n°6";2016;"ALPHA";1707402506;1707402659;;;
"Krystian Zimerman";"Karol Szymanowski : Oeuvres pour piano";"Variations pour piano sur un thème populaire polonais en si min op 10 : Variation n°5. Andantino";2022;"DGG";1707402655;1707402724;;;
"Marion Rampal";"Oizel";"Canards";2024;"LES RIVIERES SOUTERRAINES";1707402717;1707402930;;"https://www.deezer.com/track/2585232312";"https://open.spotify.com/track/1FZHLos17OO4UX9EjIWKn0"
"Massive Attack";"Collected";"Safe From Harm";1991;"VIRGIN";1707402924;1707403239;"https://music.apple.com/fr/album/safe-from-harm/715864097?i=715864317&uo=4";;
"Julie Stapleton";"V4 Visions: Of Love & Androids";"Just dreaming";1991;"NUMERO GROUP";1707403239;1707403491;;;"https://open.spotify.com/track/6KSUMQClBWul8s5bBx5OmF"
"Pip Millet";"When everything is better";"My way";2022;"DREAMLIFE RECORDS / COLUMBIA / SONY MUSIC";1707403489;1707403704;;;
"Sly5thAve";"The Invisible man : An orchestral tribute to Dr. Dre";"The jam (Pt. 2) (feat. Paul Wilson)";2017;"TRU THOUGHTS";1707403703;1707403815;;;
"Cornell Campbell";"I man a stal-a-watt";"The Gorgon speaks";1975;"VP RECORDS";1707403812;1707403972;;;
"Rhum For Pauline";"Leaving Florida";"When endless ends";2015;"FUTUR";1707403971;1707404212;;"https://www.deezer.com/track/1366520272";"https://open.spotify.com/track/28JhqlPfwnRBACiEEtaHcm"
"Edouard Bielle";"Loverdose";"Vitiliboy";2023;"CRACKI";1707404212;1707404432;"https://music.apple.com/fr/album/vitiliboy/1707325302?i=1707325607&uo=4";"https://www.deezer.com/track/2453361485";"https://open.spotify.com/track/06EBIbZqPaZCXyLf5px3fE"
"R. Stevie Moore";"Phonography";"I wish I could sing";1976;"RER MEGACORP";1707404430;1707404683;"https://music.apple.com/fr/album/i-wish-i-could-sing/105630166?i=105629296&uo=4";;"https://open.spotify.com/track/1G8bXrHkkce13iKwbIwFwI"
"Los Orioles";"Erotico enthousiaste";"Dernier baiser";2021;"CREAKED RECORDS";1707404682;1707404806;"https://music.apple.com/fr/album/dernier-baiser/1550916659?i=1550917590&uo=4";;"https://open.spotify.com/track/0ML6UiuWeDowWXBDCLIRIP"
"Los Illusionistas";"The roots of chicha 2/Psychedelic cumbias from Peru";"Colegiala";1972;"BARBES RECOR";1707404805;1707405019;;;
