"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify"
"The Meters";"Rejuvenation";"Love is for me";"1974";"SUNDAZED";1745747901;1745748129;"https://music.apple.com/fr/album/love-is-for-me/59401178?i=59401130&uo=4";"https://www.deezer.com/track/735680";"https://open.spotify.com/track/16vM8KxWoWbQOvkSA83VG2"
"African Music Machine";"Got to get your own";"Tropical";"1972";"CHARLY RECORDS";1745748119;1745748261;;"https://www.deezer.com/track/2373721";"https://open.spotify.com/track/6uJpVD2UJuTGxvcBZhdU7o"
"The Spencer Davis Group";"The best of";"I'm a man";"1967";"ISLAND";1745748253;1745748422;;"https://www.deezer.com/track/71414431";
"Joesef";"Does it make you feel good";"Comedown";"2020";"AWAL";1745748416;1745748674;;"https://www.deezer.com/track/1875133067";"https://open.spotify.com/track/7bFFH4Kfb7rwbDdDli0TAF"
"Muddy Gurdy";"Homecoming";"Chain Gang";"2021";"MILIANI EDITIONS";1745748673;1745748874;;"https://www.deezer.com/track/1257369112";"https://open.spotify.com/track/7zJoBxN4RYebkHZhUAirAs"
"Shirley Scott & The Soul Saxes";"Shirley Scott & The Soul Saxes";"(You make me feel like) a natural woman";"1969";"ATLANTIC";1745748872;1745749129;"https://music.apple.com/fr/album/you-make-me-feel-like-a-natural-woman/502442989?i=502442993&uo=4";;
"Oscar Jerome";"The fork";"Smell the daisies (feat. Anaiis)";"2025";"NEW SOIL";1745749125;1745749375;;;
"Mathieu Berube";"Coucou";"Là-haut";"2021";"AD LITTERAM";1745749372;1745749634;;"https://www.deezer.com/track/1543590072";"https://open.spotify.com/track/2PeGRDtX7V2jehybN7IHph"
"Brainstory";"Sounds good";"Xfaded";"2024";"BIG CROWN RECORDS";1745749629;1745749798;;"https://www.deezer.com/track/2612751082";"https://open.spotify.com/track/6Q15910JhZPpoEMpbXXFQH"
"Mort Garson";"Mother earth's plantasia";"A mellow mood for maidenhair";"1976";"SACRED BONES RECORDS";1745749792;1745749925;"https://music.apple.com/fr/album/a-mellow-mood-for-maidenhair/1454691596?i=1454691605&uo=4";"https://www.deezer.com/track/641504272";
"Barry Ryan";"Rock & folk cd 1";"Eloise";"1968";"CAPITOL";1745749922;1745750269;;"https://www.deezer.com/track/1174265";
"Jacob Banks";"Yonder : book I";"A tree never waters itself";"2024";"NOBODY RECORDS";1745750255;1745750352;;"https://www.deezer.com/track/3472547301";"https://open.spotify.com/track/7yuDZRLymVMwVSycLdA2rB"
"Papooz";"Resonate";"Don't you think it'd be nice ?";"2024";"HALF AWAKE";1745750352;1745750540;;;"https://open.spotify.com/track/5ZtiYBwQz6X9WiNAjjBSAU"
"Tom Brock";"I love you more and more";"If we don't make it, nobody can";"1974";"MR BONGO";1745750531;1745750778;;;
"Dominique Fils-Aime";"Our roots run deep";"Our roots run deep";"2023";"ENSOUL RECORDS";1745750766;1745750947;;"https://www.deezer.com/track/2236200287";"https://open.spotify.com/track/1yvhVYBpqKkSTKcmpHW71b"
"Benny Sings";"Young hearts";"Distance";"2023";"STONES THROW RECORDS";1745750944;1745751109;"https://music.apple.com/fr/album/distance/1705315946?i=1705315964&uo=4";"https://www.deezer.com/track/2434977385";"https://open.spotify.com/track/6SL5BSa5FczSFOLtyBY7ZS"
"Kendra Morris";"In My House";"In my house";"2025";"COLEMINE";1745751108;1745751335;"https://music.apple.com/fr/album/in-my-house/1796221472?i=1796221473&uo=4";"https://www.deezer.com/track/3406426391";"https://open.spotify.com/track/23h6JY6SKZEPQDOLymUdyX"
"Klo Pelgag";"L'alchimie des monstres";"La fièvre des fleurs";"2014";"ABUZIVE MUZIK";1745751334;1745751524;;"https://www.deezer.com/track/1032834842";"https://open.spotify.com/track/55xtj7BzqrJVlyMgT5WaMS"
"The Heliocentrics";"A world of masks";"The uncertainty principle";"2017";"SOUNDWAY";1745751523;1745751849;"https://music.apple.com/fr/album/the-uncertainty-principle/1611570392?i=1611571056&uo=4";"https://www.deezer.com/track/1667978192";"https://open.spotify.com/track/6c3a3ynpGgORfv76SGfwOG"
"Portico Quartet";"Knee-Deep in the north sea";"Pompidou";"2010";"REAL WORLD";1745751630;1745751818;;"https://www.deezer.com/track/99279040";
"Bjork";"Vespertine";"Aurora";"2001";"BARCLAY";1745751815;1745752092;;"https://www.deezer.com/track/2629696722";"https://open.spotify.com/track/7ESAiaiNmtWh7bzqJpCGxU"
"Bon Iver";"Everything is peaceful love";"Awards season";"2025";"JAGJAGUWAR";1745752083;1745752399;;"https://www.deezer.com/track/3211935301";"https://open.spotify.com/track/0QOs67pGVjeCdUpzato35p"
"Trent Reznor";"BOF / Teenage Mutant Ninja Turtles : Mutant Mayhem";"Teenage Mutant Ninja Turtles : Mutant Mayhem : We're very well adjusted";"2023";"THE NULL CORPORATION";1745752379;1745752472;;;
"Fatboy Slim";"Why try harder (the greatest hits)";"Right here, right now";"1999";"EPIC";1745752474;1745752707;"https://music.apple.com/fr/album/right-here-right-now/1717584573?i=1717584575&uo=4";;
"Keanu Nelson";"Wilurarrakutu";"Kutjupa tjuta";"2023";"MISSISSIPPI RECORDS";1745752706;1745752949;;"https://www.deezer.com/track/2981459431";"https://open.spotify.com/track/0UqFM9HeIj2oozHDnQB0mu"
"Etienne Daho";"Daho singles";"Le grand sommeil";"1984";"VIRGIN";1745752942;1745753182;;;
"Lonnie Liston Smith";"Explorations : The Columbia Recordings";"Free and easy (album version)";"1980";"COLUMBIA LEGACY";1745753180;1745753367;;;
"Abbey Lincoln";"The complete 1956-1958";"A lonesome cup of coffee";"1956";"2742041.42";1745753362;1745753519;;;
"Kathleen Battle";"Kathleen Battle et Wynton Marsalis : Baroque Duet";"7 arie con tromba sola : Si suoni la tromba - pour soprano trompette orchestre et basse continue";"1992";"Sony Classical";1745753518;1745753735;;;
"Jay-Jay Johanson";"Bury the hatchet";"You'll miss me when I'm gone";"2017";"29 MUSIC";1745753733;1745753979;;"https://www.deezer.com/track/388020601";"https://open.spotify.com/track/6xqgwrtdnvI9kRFrgkrpLv"
"Radiohead";"Amnesiac";"Life in a glasshouse (full length version) (""""knives out"""" b-side)";"2001";"PARL";1745753978;1745754283;;;
"The Mercurials";"Tend the Fire";"Two sides of me";"2025";"KWAIDAN RECORDS";1745754278;1745754445;"https://music.apple.com/fr/album/two-sides-of-me/1793590474?i=1793590697&uo=4";"https://www.deezer.com/track/3209885321";"https://open.spotify.com/track/0FwBd3vDdwFSM8w2A83aVO"
"African Fiesta";"Congo (RDC) / Rumba on the river";"Guantanamera";"1967";"SYLLART PRODUCTIONS";1745754444;1745754714;;;
"Mary Lou Williams";"Mary Lou Williams/ The first lady in jazz 1927- 1957";"Carioca";"1957";"FREMEAUX ET ASSOCIES";1745754713;1745754920;;;
"Robert Glasper Experment";"Black radio";"Letter To Hermione";"2012";"BLUE NOTE";1745754912;1745755200;;;
"Fiona Apple";"When the pawn...";"Limp";"1999";"EPIC";1745755196;1745755405;"https://music.apple.com/fr/album/limp/153019510?i=153019649&uo=4";"https://www.deezer.com/track/532215";"https://open.spotify.com/track/104YdibC7VQy78xAVmgRYr"
"Albin De La Simone";"Toi là-bas";"Pourquoi on pleure (feat. Alice On The Roof)";"2025";"TOT OU TARD";1745755405;1745755578;;;
"Rhiannon Giddens & Justin Robinson";"What did the blackbird say to the crow";"Marching Jaybird";"2025";"NONESUCH";1745755576;1745755707;"https://music.apple.com/fr/album/marching-jaybird/1791887824?i=1791888156&uo=4";;
"Bessie Smith";"BD Music presents Bessie Smith";"Mean Old Bed Bug Blues";"1927";"BDMUSIC";1745755705;1745755893;;"https://www.deezer.com/track/109254300";
"Gal Costa";"India";"Desafinado";"1973";"MR BONGO";1745755893;1745756050;"https://music.apple.com/fr/album/desafinado/1444212522?i=1444212550&uo=4";"https://www.deezer.com/track/4674753";"https://open.spotify.com/track/793VJx4oF4oC8VSTnznUp5"
"Poni Hoax";"Greatest Hit";"The word";"2013";"PAN EUROPEAN RECORDING / TIGER SUSHI";1745756047;1745756525;"https://music.apple.com/fr/album/the-word/1559020905?i=1559021315&uo=4";"https://www.deezer.com/track/1279545892";"https://open.spotify.com/track/1i9Tg9X6YLRdqLDG7cb7BC"
"Broadcast";"Spell blanket : Collected demos 2000-2006";"Spirit house";"2024";"WARP RECORDS";1745756519;1745756658;;"https://www.deezer.com/track/2680693382";"https://open.spotify.com/track/2mLZhtgEXPfYP4bn6hzrUV"
"Francoise Hardy";"Les années flarenasch 1980-1990";"Ces petits riens";"1981";"FLARENAS";1745756657;1745756791;;"https://www.deezer.com/track/7154781";
"Air";"Premiers symptomes";"Le soleil est près de moi";"1997";"SOURCE";1745756790;1745757074;;"https://www.deezer.com/track/95141014";
"Emma-Jean Thackray";"Yellow";"The rings of Saturn";"2021";"MOVEMENTT";1745757072;1745757272;;"https://www.deezer.com/track/1810823317";
"Moondog";"Elpmas";"Marimba mondo : The rain forest";"1991";"KOPF";1745757271;1745757600;;;
"Space Galvachers & Olivye";"Lo swar";"Yo mang";"2023";"HELICO";1745757598;1745757809;;;
"Quickly, Quickly";"I heard that noise";"Enything";"2025";"GHOSTLY INTERNATIONAL";1745757808;1745758088;"https://music.apple.com/fr/album/enything/1783411803?i=1783411818&uo=4";"https://www.deezer.com/track/3126914461";"https://open.spotify.com/track/6SRKENjMvaK28HSVPCLO4E"
"Yasmin Williams";"Urban driftwood";"After the storm";"2021";"SPINSTER";1745758086;1745758422;;;"https://open.spotify.com/track/5gk0unWvy4rZZ1t3KwJJqz"
"Curtis Harding";"If words were flowers";"With you";"2021";"ANTI RECORDS";1745758248;1745758469;;"https://www.deezer.com/track/1448897392";"https://open.spotify.com/track/4DIE59qLqOJCpCThzobeVY"
"Al Green";"Love and happiness";"Tired of being alone";"1972";"MUSICCLUB";1745758468;1745758636;;"https://www.deezer.com/track/140302333";
"Che Noir";"Seeds In Babylon";"Destiny rose";"2025";"POETIC MOVEMENT INC";1745758635;1745758829;;"https://www.deezer.com/track/3694961562";"https://open.spotify.com/track/464uBq5YrGteGB5mtgHOv2"
"Hugo Montenegro And His Orchestra";"BOF / Lady in cement";"Lady in cement : Again";"1968";"Island Records";1745758828;1745759010;;;
"Widowspeak";"The jacket";"While you wait";"2022";"CAPTURED TRACKS";1745759009;1745759297;"https://music.apple.com/fr/album/while-you-wait/1599265676?i=1599265682&uo=4";"https://www.deezer.com/track/1582006832";"https://open.spotify.com/track/3Hm6vHUwpQVBVIwrJiiPFY"
"Shivaree";"I oughtta give you a shot in the head for making me live in this dump";"Goodnight moon";"2000";"CAPITOL";1745759294;1745759537;;"https://www.deezer.com/track/3103097";
"Antibalas";"Talkatif";"N.E.S.T.A 75";"2002";"VITAL";1745759536;1745759777;;;
"Linda Williams";"City living";"Our song";"1979";"ARISTA";1745759769;1745760021;;;
"Cortex";"Inedit '79";"Emily";"1979";"UNDERDOG";1745760012;1745760292;;"https://www.deezer.com/track/250845";
