"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"deezer";"itunes"
"Manu Chao";"Clandestino";"Desaparecido";1998;"VIRGIN";1706954203;1706954431;"https://open.spotify.com/track/5Hc7O2dX51NI4YcHPuoOpw";;
"Muriel Anderson & Jean-Felix Lalanne";"Bof / Vicky Cristina Barcelona";"El noi de la mare";2008;"TELARC";1706954430;1706954598;;;
"Leon Redbone";"Christmas island";"Let it snow";1989;"PUTUMAYO";1706954596;1706954751;;;
"Anne Sylvestre";"Fabulettes";"Flocon, papillon";1974;"MEYS";1706954750;1706954890;"https://open.spotify.com/track/6dagcDNwJrqjNy9sU1mWy0";"https://www.deezer.com/track/2554308";
"Gregory Porter";"Christmas wish";"Purple snowflakes";2023;"BLUE NOTE";1706954889;1706955111;"https://open.spotify.com/track/7epM2wGD82gC6V9i4cFYVP";"https://www.deezer.com/track/2432466085";"https://music.apple.com/fr/album/purple-snowflakes/1705024075?i=1705024878&uo=4"
"Masayoshi Takanaka";"Brasilian skies";"Star wars samba";1978;"UNIVERSAL SIGMA";1706955108;1706955332;"https://open.spotify.com/track/4Xzi9Jo2w2MWkuKF3WY3EX";"https://www.deezer.com/track/1548138232";
"Dionysos";"Western sous la neige";"Song for Jedi";2002;"TREMA";1706955328;1706955508;"https://open.spotify.com/track/5lAOiZHzlY0yGGqO732QYk";;
"Dj Yoda";"Breakfast of champions";"Day to night";2014;"GET INVOLVED";1706955505;1706955691;;;
"Stuff";"Stuff";"Skywalker";2014;"BUTEO BUTEO";1706955689;1706955934;;;
"Lossapardo";"Nostalgia";"Nostalgia";2024;"ROCHE MUSIQUE";1706955925;1706956177;"https://open.spotify.com/track/47WQYrjHBPnCsb0qqA8zEC";"https://www.deezer.com/track/2562069542";"https://music.apple.com/fr/album/nostalgia/1718790653?i=1718790658&uo=4"
"Molly Lewis";"On the lips";"Crushed velvet";2024;"JAGJAGUWAR";1706956176;1706956367;"https://open.spotify.com/track/55cSt1DAB1fm4YMsD54rN3";"https://www.deezer.com/track/2585034782";
"Kaori Muraji";"Kaori Muraji : Portrait";"Kinderszenen op 15 : Träumerei";2010;"DECCA MUSIC GROUP LTD";1706956366;1706956549;;;
"The Specials";"Specials (remaster)";"A message to you Rudy";1979;"CHRYSALI";1706956541;1706956713;;"https://www.deezer.com/track/1798538677";"https://music.apple.com/fr/album/a-message-to-you-rudy-2002-remaster/1629113738?i=1629113751&uo=4"
"Hamid El Shaeri";"The slam years (1983-1988)";"Ya saheb";1983;"HABIBI FUNK";1706956711;1706956953;;;
"Whitney";"Light upon the lake";"Red moon";2016;"SECRETLY CANADIAN";1706956951;1706957053;"https://open.spotify.com/track/6jnDFYmoxs1DPL6VQ9ShKx";"https://www.deezer.com/track/124088600";"https://music.apple.com/fr/album/red-moon/1093890670?i=1093890851&uo=4"
"Haim";"Women in music Pt. III";"Gasoline";2020;"POLYDOR RECORDS";1706957051;1706957243;;;"https://music.apple.com/fr/album/gasoline/1500020581?i=1500020677&uo=4"
"Jorja Smith";"Falling or flying";"Little Things";2023;"BECAUSE";1706957243;1706957446;"https://open.spotify.com/track/1javLzBHyEKJJrG3s6FHaM";;"https://music.apple.com/fr/album/little-things/1688161541?i=1688162070&uo=4"
"Bjork";"Debut";"Human behaviour";1993;"ISLAND";1706957446;1706957696;"https://open.spotify.com/track/5OnyZ56HLhrWOXdzeETqLk";"https://www.deezer.com/track/510230852";"https://music.apple.com/fr/album/human-behaviour/80021814?i=80021736&uo=4"
"24 Carat Black";"Ghetto : Misfortune's wealth";"Foodstamps";1975;"WEA/STAX";1706957691;1706958071;;;
"Kendrick Lamar";"The heart part 5";"The heart part 5";2022;"PGLANG - TOP DAWG ENTERTAINMENT - AFTERMATH - INTERSCOPE RECORDS";1706958069;1706958401;"https://open.spotify.com/track/5qbhVL3vB7HwWvb0042B7y";;
"Fred Pallem & Le Sacre Du Tympan";"Fred Pallem & le Sacre du Tympan racontent les fables De La Fontaine";"Aimons, foutons";2020;"TRAIN FANTOME";1706958398;1706958657;;;
"Charles Lloyd Quartet";"Mirror";"Caroline, no";2010;"ECM";1706958558;1706958795;"https://open.spotify.com/track/5MgpYFpvrsMp3J1rzliKF4";;"https://music.apple.com/fr/album/caroline-no/1443154748?i=1443154975&uo=4"
"Robert Wyatt";"Comicopera";"Just as you are";2007;"DOMINO";1706958794;1706959056;"https://open.spotify.com/track/4MADRv9NSCfhdh46CO6DMQ";;
"Arthur Verocai";"Arthur Verocai";"Dedicada a ela";1972;"WARNER";1706959050;1706959261;"https://open.spotify.com/track/0eVnhQNFTRZXOIhHZNLX85";;"https://music.apple.com/fr/album/dedicada-a-ela/495578530?i=495578537&uo=4"
"Arnaud Rebotini";"BOF / L'Ile Rouge";"The red island variation 2";2023;"BLACKSTROBE RECORDS";1706959256;1706959476;"https://open.spotify.com/track/0rbvWJpfH3HxxJssij0e1p";"https://www.deezer.com/track/2296493655";"https://music.apple.com/fr/album/the-red-island-variation-2/1689269708?i=1689271185&uo=4"
"Lana Del Rey";"Born To Die";"Blue Jeans";2011;"POLYDOR";1706959476;1706959684;;;"https://music.apple.com/fr/album/blue-jeans/1444215085?i=1444215432&uo=4"
"Flying Lotus";"The Room / You Don't Know";"The Room";2022;"WARP";1706959683;1706959820;"https://open.spotify.com/track/7euupBRn1BnMdWecnyBWU6";"https://www.deezer.com/track/1768919607";
"Massive Attack";"Protection";"Better things";1994;"CIRCA RECORDS";1706959818;1706960072;"https://open.spotify.com/track/4orPBWfQNUxs3RObirJwZR";"https://www.deezer.com/track/3129790";"https://music.apple.com/fr/album/better-things/724410562?i=724410753&uo=4"
"Adrien La Marca";"Chanson bohème";"Quatuor à cordes n°3 : 6. Mishima / Closing - arrangement pour alto et piano";2021;"LA DOLCE VOLTA";1706960070;1706960201;;;
"L (raphaele Lannadere)";"Paysages";"L'etincelle (Adele)";2020;"HORIZON";1706960195;1706960386;;;
"Norah Jones";"Running";"Running";2024;"BLUE NOTE";1706960384;1706960594;"https://open.spotify.com/track/1TX83ZAjBcPPch8iy0aNve";"https://www.deezer.com/track/2614673422";"https://music.apple.com/fr/album/running/1725041334?i=1725041515&uo=4"
"Elliott Smith";"Figure 8";"Everything means nothing to me";2000;"SKG MUSIC";1706960587;1706960803;"https://open.spotify.com/track/6YNfrgCOy1dCXZKKRUuZVq";"https://www.deezer.com/track/2285241";"https://music.apple.com/fr/album/everything-means-nothing-to-me/1474894272?i=1474894574&uo=4"
"Brad Mehldau";"Live in Marciac";"Dat dere";2011;"NONESUCHÉ";1706960725;1706961022;;"https://www.deezer.com/track/12172585";
"Paolo Conte";"The best of";"Come di";1996;"EASTWEST";1706961015;1706961252;;;"https://music.apple.com/fr/album/come-di/1440825341?i=1440825832&uo=4"
"Drugdealer";"The end of comedy";"The end of comedy (feat. Weyes Blood)";2016;"DOMINO RECORDING";1706961253;1706961404;;;
