"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"The Libertines";"The libertines";"What katie did";"2004";"ROUGHTRADE";1738663005;1738663235;"https://www.deezer.com/track/946317";"https://open.spotify.com/track/4ujUbvyGtlXFuGzCPwp8At";
"Milan Kymlicka";"Miles Away one";"It’s over";"1974";"MILES AWAY RECORDS";1738663229;1738663452;;;
"Curtis Mayfield";"Roots";"Get down";"1975";"CHARLY";1738663437;1738663777;"https://www.deezer.com/track/14619061";;
"Horsegirl";"Julie";"Julie";"2024";"MATADOR RECORDS";1738663772;1738664045;"https://www.deezer.com/track/3097610331";"https://open.spotify.com/track/7b2JZ8XmdH6tLwPxeI8l4f";
"Skinshape";"Arrogance is the Death of Men";"Behind the sun";"2020";"LEWIS RECORDINGS";1738664042;1738664251;"https://www.deezer.com/track/1129512442";"https://open.spotify.com/track/2NBBgCiQpmIhfBr2Tieedt";"https://music.apple.com/fr/album/behind-the-sun/1538472913?i=1538472924&uo=4"
"Chris Isaak";"Wicked game";"Wicked game";"1991";"REPRISE";1738664249;1738664535;"https://www.deezer.com/track/83518874";;
"Anna Majidson";"Pomona";"Bleu";"2025";"C'EST LA VIE FILMS";1738664534;1738664739;"https://www.deezer.com/track/3141649891";"https://open.spotify.com/track/3FSIOtcTETjUj11h8SBaMD";
"Orchestre La Tempesta";"Evening dusk serenade";"Iltahämärän sävel - pour violon et orchestre";"2021";"NAXOS";1738664736;1738664930;;;
"Bill Laurance";"Swift";"U-Bahn";"2015";"GROUNDUP MUSIC";1738664926;1738665328;"https://www.deezer.com/track/643599972";"https://open.spotify.com/track/63JUHceffyLxacmiVdPXOR";
"Jayahadadream";"Redemption songs";"Sunny day";"2024";"JAYAHADADREAM";1738665325;1738665480;"https://www.deezer.com/track/2847326362";"https://open.spotify.com/track/5G3iEXgFnZ7KpwOuqt8TgH";
"The Paragons";"Treasure isle/Duke Reid's legacy/The true story of ska, rocksteady, dub and reggae";"Island in the sun";"1967";"JAHSLAMS";1738665478;1738665667;"https://www.deezer.com/track/131236790";"https://open.spotify.com/track/3sHzZSmkmQOFaiVX1VNRqF";"https://music.apple.com/fr/album/island-in-the-sun/150380423?i=150380535&uo=4"
"Sound Dimension";"Studio 1/Jamaica soul shake vol 1";"Upsetters dream";"1970";"SOUL JAZZ RECORDS";1738665665;1738665892;"https://www.deezer.com/track/117244952";;
"Cesar Precio";"La suite logique des choses";"D'autres îles en soi";"2024";"OBJET DISQUE - LABEL SERVICE";1738665890;1738666272;"https://www.deezer.com/track/2964593791";"https://open.spotify.com/track/0tt7ziJ3vxsmebJRrzOpAK";"https://music.apple.com/fr/album/dautres-%C3%AEles-en-soi/1764985595?i=1764985796&uo=4"
"David Bowie";"Let's dance";"Modern love";"1983";"EMI";1738666270;1738666554;"https://www.deezer.com/track/2277922167";"https://open.spotify.com/track/1iGWDSm2JaQ0u1wikhZWuT";"https://music.apple.com/fr/album/modern-love/1475002920?i=1475002921&uo=4"
"Dennis Coffey And The Detroit Guitar Band";"Evolution";"Scorpio";"1971";"SUSSEX";1738666548;1738666812;"https://www.deezer.com/track/1508462432";;
"Emile Londonien";"Inwards";"Shades";"2024";"NAIVE";1738666806;1738666971;"https://www.deezer.com/track/2906923311";"https://open.spotify.com/track/1IZ4rJ5Sd3XqDwzQrXURi0";"https://music.apple.com/fr/album/shades/1759002873?i=1759003931&uo=4"
"Henna Onna";"Part of Deeppa / Vol.2";"Shibuya oiran";"2024";"DEEPPA RECORDS";1738666968;1738667338;"https://www.deezer.com/track/3000815351";"https://open.spotify.com/track/4kWxDgdXj2FB0pdInkBsP8";"https://music.apple.com/fr/album/shibuya-oiran/1769835406?i=1769835407&uo=4"
"Angelo Badalamenti (Compositeur)";"Bof TV / Twin Peaks (Saison 1)";"Twin Peaks (Saison 1) : Twin Peaks theme";"1990";"Warner Bros";1738667336;1738667638;;;
"Radiohead";"Kid A";"Everything in its right place";"2000";"EMI";1738667633;1738667881;"https://www.deezer.com/track/138547587";"https://open.spotify.com/track/2kRFrWaLWiKq48YYVdGcm8";"https://music.apple.com/fr/album/everything-in-its-right-place/1097862870?i=1097863108&uo=4"
"Tamasene";"Hangin’ in or hangin’ out";"The devils on your shoulders";"2025";"NICE GUYS";1738667878;1738668189;"https://www.deezer.com/track/3181680861";"https://open.spotify.com/track/4KUhkuvzThLRRyZOzJoLDa";
"Jamiroquai";"Travelling without moving";"Didjital vibrations";"1996";"SONY";1738668187;1738668529;;;
"Mia";"Kala";"Mango pickle down river";"2007";"XL RECORDINGS";1738668520;1738668753;;;
"Dwight Druick";"French disco boogie sounds vol. 4 (1977-1991)";"Georgy porgy (disco version)";"1979";"FAVORITE RECORDINGS";1738668750;1738669100;;;
