"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"Joey Badass";"1999";"Summer knights";"2012";"WORLD WIDE ENT.";1734429510;1734429627;;;
"Jacky Giordano";"Timing archive";"Tablasse";"1975";"IN EDITIONS";1734429626;1734429818;;;
"The Jimi Hendrix Experience";"Electric ladyland";"Crosstown traffic";"1967";"LEGACY RECORDS";1734429817;1734429964;;;
"John Pizzarelli";"Double exposure";"Traffic jam";"2011";"TELARC";1734429963;1734430169;;;
"Tom Ze";"Jogos de armar";"Jimi renda-se";"2002";"BMG RCA";1734430168;1734430352;"https://www.deezer.com/track/137257360";;
"DJ Shadow";"The private press";"Mashin' on the motorway";"2002";"UNIVERSAL";1734430351;1734430529;;"https://music.apple.com/fr/album/mashin-on-the-motorway/1660807450?i=1660809605&uo=4";"https://open.spotify.com/track/56qH3WLJaiyopol7gMy01i"
"James William Guercio";"BOF/ Electra glide in blue";"The chase";"1973";"QUARTET RECORDS";1734430528;1734430727;;;
"Bertrand Belin";"Les 50 ans de Saravah";"La bicyclette";"2016";"SARAVAH";1734430727;1734430924;"https://www.deezer.com/track/2737933571";"https://music.apple.com/fr/album/la-bicyclette/1739666685?i=1739666991&uo=4";"https://open.spotify.com/track/0uJgQQCJbU7GapFeecm9TJ"
"Da Break";"Steady";"Bad steady day";"2024";"LA RUCHE";1734430923;1734431107;"https://www.deezer.com/track/2739064421";"https://music.apple.com/fr/album/bad-steady-day/1739850399?i=1739850670&uo=4";"https://open.spotify.com/track/06GAgEBAlgcVL0YLE8t36S"
"Kendra Morris";"I am what I’m waiting for";"Anywhere";"2023";"KARMA CHIEF RECORDS";1734431106;1734431339;"https://www.deezer.com/track/2342752915";"https://music.apple.com/fr/album/anywhere/1694334418?i=1694334617&uo=4";"https://open.spotify.com/track/33IAgZ9xtJoUOxLS6TqIIV"
"Eleven76";"Occhio occhio";"The hornet's nest";"2022";"FARFALLA RECORDS";1734431338;1734431473;;;
"ESG";"A south Bronx story";"Dance";"1983";"UNIVERSAL SO";1734431471;1734431740;;"https://music.apple.com/fr/album/dance/1668437008?i=1668437351&uo=4";"https://open.spotify.com/track/0iD94fatV4gLMmOQhNTQx6"
"Fitness Forever";"Tonight";"Dance boys";"2017";"ELEFANT RECORDS";1734431739;1734431960;"https://www.deezer.com/track/391078791";;"https://open.spotify.com/track/0h7r57THNIdUrOYmPT7Zya"
"Beckah Amani";"April";"April";"2022";"THE ORCHARD";1734431956;1734432088;;"https://music.apple.com/fr/album/april/1646179581?i=1646179759&uo=4";"https://open.spotify.com/track/6lrOibvE4k8gRp3fI8jTFS"
"Christine Croshaw";"Camille Saint-Saëns : Musique pour piano et violoncelle et piano";"Suite pour piano en Fa Maj op 90 : Gigue";"2010";"MERIDIAN";1734432086;1734432229;;;
"Veronique Sanson";"L'integrale et voila ! vol.1";"Le feu du ciel (1ère version)";"1969";"WARNER MUSIC FRANCE";1734432227;1734432461;;;
"The Spencer Davis Group";"The best of";"I'm a man";"1967";"ISLAND";1734432459;1734432628;;;
"Richard Groove Holmes";"Comin' on home";"Groovin' for Mr. G";"1971";"BLUE NOTE";1734432625;1734432874;;;
"The Bongo Hop";"La pata coja";"Dekonekte";"2024";"UNDERDOG RECORDS";1734432870;1734433105;"https://www.deezer.com/track/2914895461";"https://music.apple.com/fr/album/dekonekte/1759583167?i=1759583244&uo=4";"https://open.spotify.com/track/4CdJZJ4zQ6AH4YdXie9SDJ"
"Yannis & The Yaw";"Lagos, Paris, London";"Under the strikes (feat. Tony Allen)";"2024";"TRANSGRESSIVE";1734433105;1734433372;;"https://music.apple.com/fr/album/under-the-strikes-feat-tony-allen/1734645730?i=1734646547&uo=4";
"Alt-J";"An awesome wave";"Estocada";"2012";"INFECTIOUS MUSIC";1734433363;1734433578;;;
"Amanda Whiting";"A christmas cwtch";"Peace Piece";"2024";"FIRST WORD";1734433577;1734433756;;"https://music.apple.com/fr/album/peace-piece/1773985490?i=1773985491&uo=4";"https://open.spotify.com/track/19nGsH0Si4DMzLXbSFgBgg"
"Leigh Harline (Compositeur)";"Bof / Pinocchio";"Pinocchio : When you wish upon a star";"1980";"Disneyland";1734433754;1734433938;;;
"Gabriel Gladstar";"We are the children of the sun";"Flow";"1981";"BBE MUSIC";1734433935;1734434229;;;
