"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes"
"Rolando Bruno";"Bailazo";"Tortuguita Marina";"2015";"VOODOO RHYTHM";1745056715;1745056914;"https://www.deezer.com/track/1781157987";"https://open.spotify.com/track/6WyaSOXK642m6ZA6H2Wj0C";
"The Loire Valley Calypsos";"Chalonnes island";"Take her to Jamaica";"2017";"MAAULA RECORDS";1745056914;1745057097;"https://www.deezer.com/track/3576935781";"https://open.spotify.com/track/5EVvrg7O1cxQ7J0IjV1HNf";"https://music.apple.com/fr/album/take-her-to-jamaica/1842704614?i=1842704615&uo=4"
"Bob Marley";"Kaya";"Is this love ?";"1978";"ISLAND";1745057096;1745057323;;;
"Menage A Trois";"Ménage à trois";"Song in lonely minor";"1980";"ARABELLA";1745057322;1745057583;;;
"Kids Return";"1997";"So good alone";"2025";"VIRGIN";1745057583;1745057776;"https://www.deezer.com/track/3298450361";"https://open.spotify.com/track/4lNNgR4CQ1DpCKLdw6SXNj";
"Pomplamoose";"Best of 2018";"Can't stop feeling billie jean's face";"2018";"";1745057775;1745057934;"https://www.deezer.com/track/641671742";"https://open.spotify.com/track/06hoAAt59DqAJQMFA4vdGK";"https://music.apple.com/fr/album/cant-stop-feeling-billie-jeans-face/1438786461?i=1438786465&uo=4"
"La Feline";"Tarbes";"Dancing";"2022";"KWAIDAN";1745057932;1745058144;"https://www.deezer.com/track/1871514117";"https://open.spotify.com/track/2XRu1t6SAa20AMgFHgSFyi";
"Chinese Man";"The groove sessions Vol. 5";"Not so samba";"2019";"CHINESE MAN RECORDS";1745058144;1745058315;"https://www.deezer.com/track/794780372";;
"John Roseboro";"Johnny";"Fetal position";"2023";"PUBLIC CONFESSION ART HOUSE";1745058314;1745058550;"https://www.deezer.com/track/2163067717";"https://open.spotify.com/track/6mrNXXBoRkLAJMMr02Dn8K";
"Helen Merrill";"Ennio Morricone : Early Works and Collaborations";"Estate";"1963";"THE LOST NOISES OFFICE";1745058547;1745058718;;;
"Michel Legrand";"Musique de film / Route des tubes musiques de films";"Un été 42";"1971";"WEA";1745058717;1745058946;;;
"The Divine Comedy";"Absent friends";"Come home Billy bird";"2004";"PARLOPHONE";1745058944;1745059190;"https://www.deezer.com/track/3089432";"https://open.spotify.com/track/78od2XAVYrjy3DFzlu4Lh2";
"Cortex";"Pourquoi";"Le visionnaire";"1978";"TRAD VIBE RECORDS";1745059189;1745059440;"https://www.deezer.com/track/492723252";;
"Stella";"Adagio";"Omorfo mou";"2025";"SUB POP RECORDS";1745059438;1745059606;;"https://open.spotify.com/track/4KOhnlI6HqciJJYZILjylB";
"Piquete Tipico Cubano";"Homenaje al danzon";"El bombin de Barrreto";"2012";"PRODUCCIONES COLIBRI";1745059602;1745059890;;;
"Sophia Loren";"Secrets of Rome";"Mambo bacan";"1954";"BMG";1745059800;1745060008;"https://www.deezer.com/track/75803329";"https://open.spotify.com/track/7mMbQm9dFJwyKe6gRVuahQ";
"Ty Taylor";"BOF TV / Vinyl / Vol 1";"Cha cha twist";"2016";"ATLANTIC";1745060007;1745060163;"https://www.deezer.com/track/118615852";"https://open.spotify.com/track/5QQwIaqJYBxMH9xqGFzMfF";
"Johnny Hallyday";"Anthologie twist français 1961 - 1962";"Viens danser le twist (part 1 & 2)";"1961";"FREMEAUX & ASSOCIES";1745060162;1745060412;;;
"Tatie Dee";"La Mamie's trip (vol.2)";"Drum machines";"2022";"MAMIE'S RECORDS";1745060411;1745060727;"https://www.deezer.com/track/1698152977";"https://open.spotify.com/track/20iOu2OEkWemUnKSDSapZA";"https://music.apple.com/fr/album/drum-machines/1618979504?i=1618979509&uo=4"
