"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"Dusty Springfield";"Complete A and B Sides 1963-1970";"Spooky";"2006";"Eclipse";1750413491;1750413650;"https://www.deezer.com/track/2267150";;
"Incredible Bongo Band";"The return of The Incredible Bongo Band";"Pipeline";"1974";"MR BONGO";1750413648;1750413876;"https://www.deezer.com/track/73526369";"https://music.apple.com/fr/album/pipeline/781204139?i=781204317&uo=4";"https://open.spotify.com/track/2W0balPII3XOIYdYeeVBPR"
"Philamore Lincoln";"The north wind blew south";"Temma Harbour";"1969";"EPIC - LEGACY";1750413870;1750414047;"https://www.deezer.com/track/708937922";;
"Little Simz";"Lotus";"Only (feat. Lydia Kitto)";"2025";"AWAL";1750414041;1750414256;;"https://music.apple.com/fr/album/only-feat-lydia-kitto/1794880972?i=1794880987&uo=4";
"Stan Getz";"Bossas and ballads : The lost sessions";"Feijoada";"1989";"VERVE";1750414252;1750414634;"https://www.deezer.com/track/1030963122";;
"Echolalia";"Odd energy";"Odd energy";"2024";"FULL TIME HOBBY";1750414629;1750414977;"https://www.deezer.com/track/3093757851";"https://music.apple.com/fr/album/odd-energy/1779931956?i=1779932029&uo=4";"https://open.spotify.com/track/0OLoFwRWyfjCgoC3Zuixs8"
"Taxi Girl";"Cherchez le garçon";"Cherchez le garçon";"1980";"FAN CLUB";1750414969;1750415215;"https://www.deezer.com/track/5645692";;"https://open.spotify.com/track/0MJLw7QGn79f346Sbu6rA2"
"Zubin Sagar Center For Neuroaesthetic Studies";"Alacran azul";"Undercover operative";"2024";"AUTOPRODUCTION";1750415208;1750415461;;;
"Lady Wray";"Queen alone";"Do it again";"2016";"BIG CROWN RECORDS";1750415459;1750415693;"https://www.deezer.com/track/710630602";"https://music.apple.com/fr/album/do-it-again/1472284590?i=1472284593&uo=4";"https://open.spotify.com/track/0JEL0mNhB89bnkvPAuffd4"
"Tau & The Drones Of Praise";"Misneach";"It is right to give drones and praise";"2022";"GLITTERBEAT";1750415689;1750416039;;;"https://open.spotify.com/track/0Oxw7QybIHRMpjLaEIiNpS"
"Orchestre Symphonique De La Radio De Vienne";"Dialogues des Carmélites FP 159 (intégrale)";"Prélude (Acte I Tableau 3) (instrumental)";"2008";"OEHMS CLASSICS";1750416039;1750416213;;;
"Santana";"Santana : Abraxas";"Oye como va";"1970";"CBS";1750416213;1750416472;"https://www.deezer.com/track/15437788";;"https://open.spotify.com/track/5u6y4u5EgDv0peILf60H5t"
"Caetano Veloso";"Bicho";"Olha o menino";"1977";"PHILIPS";1750416470;1750416652;;;
"Miel De Montagne";"Le roi Soleil";"Le roi Soleil";"2025";"RECHERCHE & DEVELOPPEMENT / DELICIEUSE RECORDS";1750416645;1750416821;"https://www.deezer.com/track/3244320491";;"https://open.spotify.com/track/44xvA7ZBCmU4K97n5XbJ72"
"Resavoir & Matt Gold";"Horizon";"Memento";"2025";"INTERNATIONAL ANTHEM RECORDING CO.";1750416820;1750416979;;;
"Mf Doom";"Operation Doomsday";"Greenbacks (original 12"""" version)";"1999";"METAL FACE RECORDS";1750416970;1750417207;;;
"Abstract Orchestra";"Madvillain, Vol. 1";"Great day";"2018";"ATA RECORDS";1750417207;1750417467;"https://www.deezer.com/track/3171835591";"https://music.apple.com/fr/album/great-day/1788884145?i=1788884244&uo=4";"https://open.spotify.com/track/3I5aSJyCE2nCcKUdqokfwt"
"Kamasi Washington";"Heaven and earth";"Street fighter mas";"2018";"YOUNG TURKS";1750417467;1750417823;"https://www.deezer.com/track/510165272";;"https://open.spotify.com/track/42HCaQAAihJZBY12wIZvyR"
"Jamiroquai";"Dynamite";"Feels Just Like It Should";"2005";"SONY";1750417820;1750418090;"https://www.deezer.com/track/15627640";"https://music.apple.com/fr/album/feels-just-like-it-should/659351721?i=659352107&uo=4";"https://open.spotify.com/track/6xQqhKp7gHlBBb0OLI9BuY"
"Rahill";"Flowers at your feet";"Futbol";"2023";"BIG DADA";1750418083;1750418293;"https://www.deezer.com/track/2161620767";;"https://open.spotify.com/track/2NyVorZULoYzdqlxp6Hr2m"
"Nyron Higor";"Fio de lâmina";"Banho de açúcar";"2022";"NYRON HIGOR";1750418292;1750418483;"https://www.deezer.com/track/2124776247";;"https://open.spotify.com/track/5e3hFfhA1HUH41SDp3dBpx"
"Seu Jorge";"The life aquatic featuring Seu Jorge";"Life on Mars?";"2006";"EMI UK";1750418478;1750418684;"https://www.deezer.com/track/537417542";;
"Elliott Smith";"An introduction to";"Between the bars";"1997";"DOMINO";1750418684;1750418823;;"https://music.apple.com/fr/album/between-the-bars/1440837211?i=1440837767&uo=4";"https://open.spotify.com/track/52Bg6oaos7twR7IUtEpqcE"
"Dominique A";"Remué";"Le detour";"1999";"LITHIUM";1750418822;1750419024;"https://www.deezer.com/track/4224763";"https://music.apple.com/fr/album/le-d%C3%A9tour/693505026?i=693505241&uo=4";
"Portishead";"Portishead";"Mourning air";"1997";"POLYGRAM";1750419022;1750419272;"https://www.deezer.com/track/984285";;"https://open.spotify.com/track/4AJyCdViXryL9E98MkWPzp"
"Bonobo";"The keeper";"The keeper (instrumental)";"2009";"NINJA TUNE";1750419265;1750419554;"https://www.deezer.com/track/10235823";;
"Mourning (a) Blkstar";"Flowers for the living";"Stop Lion 2 (feat. Lee Bains)";"2025";"DON GIOVANNI RECORDS";1750419550;1750419780;;;
