"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"spotify";"deezer"
"Marcus King";"Mood swings";"Me or Tennessee";"2024";"ISLAND DEF JAM";1722369347;1722369609;"https://music.apple.com/fr/album/me-or-tennessee/1728128331?i=1728128697&uo=4";"https://open.spotify.com/track/3kradCzPXgyS4BuZGgrGuH";
"Aretha Franklin";"20 greatest hits";"Day dreaming";"1972";"ATLANTIC";1722369608;1722369839;"https://music.apple.com/fr/album/day-dreaming/266602438?i=266606825&uo=4";"https://open.spotify.com/track/7L4G39PVgMfaeHRyi1ML7y";
"Gal Costa";"Tropicalia /Ou panis et circensis";"Baby";"1968";"PHONOGRM";1722369834;1722370048;;;
"Matthew E. White";"Big inner";"Brazos";"2013";"SPACEBOMB RECORDS";1722370054;1722370630;;"https://open.spotify.com/track/6T0369WeBJfquYZPfEWbcw";"https://www.deezer.com/track/63323238"
"Woods";"Perennial";"The wind again";"2023";"WOODSIST RECORDS";1722370629;1722370837;"https://music.apple.com/fr/album/the-wind-again/1687512075?i=1687512325&uo=4";"https://open.spotify.com/track/5A8cCS6EGK5E90VvpWEQXv";
"Duff Mckagan";"Lighthouse";"I just don't know";"2023";"THE WORLD IS FLAT";1722370833;1722371158;;"https://open.spotify.com/track/0AIcHzqhHN5IjIl3qlh90R";
"Laura Cahen";"Des filles";"Ma chérie (feat Melissa Laveaux)";"2023";"PIAS LE LABEL";1722371154;1722371345;;;
"Nia Archives";"Sunrise bang ur head against tha wall";"No need 2 be sorry, call me?";"2023";"HIJINXX - ISLAND";1722371341;1722371546;;;
"Okvsho";"A place between us";"Between us";"2024";"CURRENT MOVES";1722371544;1722371717;;"https://open.spotify.com/track/5DyTT8bj7Qbn2YZSZMgGq2";
"Massive Attack";"Mezzanine";"Black milk";"1998";"VIRGIN";1722371733;1722372093;"https://music.apple.com/fr/album/black-milk/724466069?i=724467020&uo=4";"https://open.spotify.com/track/1Rezzt36ybaT2ZbDZpv83D";"https://www.deezer.com/track/3129753"
"Wu Tang Clan";"Enter The Wu-Tang (36 Chambers)";"C.r.e.a.m.";"1993";"RCA";1722372092;1722372342;;;
"The Charmels";"Shaolin Soul: Episode 1";"As long i've got you";"1967";"PARLOPHONE";1722372342;1722372497;;;
"Cotonete";"Victoire de la musique";"Satori";"2024";"HEAVENLY SWEETNESS";1722372496;1722372868;;"https://open.spotify.com/track/1UenMsY8e0zIUh0l9izvLw";
"Sunday Service Choir";"Jesus is born";"Rain";"2019";"INC";1722372906;1722373193;;"https://open.spotify.com/track/0kjm5DAzDidQhHgElDrdfq";"https://www.deezer.com/track/842370862"
"Mpb 4";"Vinicius De Moraes Songbook / Vol. 1";"Lamento";"1966";"LUMIAR DISCOS";1722373191;1722373321;;;
"Laufey";"From the start";"From the start";"2023";"PROPELLER CREATIVE LTD";1722373318;1722373486;;"https://open.spotify.com/track/43iIQbw5hx986dUEZbr3eN";
"Stan Getz";"Recorded Fall 1961";"Nice Work If You Can Get It";"1961";"VERVE";1722373485;1722373837;;"https://open.spotify.com/track/3lkEE1Spqt7P8D8m8Dz1rD";
"Esther Phillips";"What a difference a day makes";"Mr. Bojangles";"1975";"SERENITY RECORDS";1722373842;1722374088;;;
"Dire Straits";"Down on the waterline";"Wild West End";"1978";"VERTIGO";1722374081;1722374362;;"https://open.spotify.com/track/5EoD2H4HEX3lQd0l7CsHA1";"https://www.deezer.com/track/2263035"
"Clairo";"Lavender";"Lavender";"2023";"AUTOPRODUCTION";1722374360;1722374515;;;
"Vulfmon";"Here we go Jack";"Never can say goodbye (feat. David T. Walker & Solomon Dorsey)";"2022";"VULF RECORDS";1722374513;1722374735;;;
