"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer"
"Bernardino Femminielli";"Opéra Bouffe";"La foire aux lumières";"2024";"";1736589482;1736589731;"https://open.spotify.com/track/1jhLh9glh46jkz8zV901ZN";;
"Kohei Tanaka";"BOF TV / One piece : Land of Wano";"Ebisu town's theme";"2024";"MICROIDS RECORDS";1736589680;1736589826;;;
"Danny Brown";"Quaranta";"Hanami";"2023";"WARP RECORDS";1736589824;1736590030;"https://open.spotify.com/track/5Oxhp6jxu8ax96LIsu8t3Q";"https://music.apple.com/fr/album/hanami/1709676207?i=1709676218&uo=4";"https://www.deezer.com/track/2477844491"
"Diane Tell";"Chimères";"Les trottoirs du boulevard St-Laurent";"1981";"TUTA MUSIC";1736590028;1736590212;;;"https://www.deezer.com/track/15556930"
"Bob James";"Rhodes Scholar: Jazz-Funk classics (1974-1982)";"Sign of the times";"1981";"DECISION";1736590211;1736590545;"https://open.spotify.com/track/4d2VOdbKfPt7wA7S5Hzn6x";"https://music.apple.com/fr/album/sign-of-the-times/1440114880?i=1440115249&uo=4";"https://www.deezer.com/track/574168622"
"Prince";"Sign """"O"""" the times";"Sign O' the times";"1987";"WARNER RECORDS";1736590542;1736590839;;;
"La Feline";"Tarbes";"La route de Pau";"2022";"KWAIDAN";1736590838;1736590925;"https://open.spotify.com/track/1ieRotDaVNiRQlLt0t5YWR";;"https://www.deezer.com/track/1871514147"
"Kim Deal";"Nobody loves you more";"Nobody loves you more";"2024";"4AD";1736590924;1736591096;"https://open.spotify.com/track/2JsRGRCM96TKaFlfICLupq";"https://music.apple.com/fr/album/nobody-loves-you-more/1761322322?i=1761322327&uo=4";"https://www.deezer.com/track/3069813491"
"Melody Gardot";"Sunset in the blue";"If you love me";"2020";"DECCA RECORDS";1736591093;1736591365;"https://open.spotify.com/track/7i9RIEuPvpQ8NtfI0dSJeK";;"https://www.deezer.com/track/1110672892"
"Orchestre Philharmonique Arctique";"Arctic";"The arctic suite : 2. Aurora - pour violon et orchestre";"2023";"SONY CLASSICAL";1736591364;1736591548;;;
"Michael Sembello";"Katie Puckrik presents a yacht rock odyssey";"Lay back (menage à trois)";"1983";"EDSEL";1736591544;1736591782;"https://open.spotify.com/track/1bPF8Va4bOUDegNozc8ZUk";;"https://www.deezer.com/track/664382312"
"Mathieu Boogaerts";"Grand Piano";"Mélancolie";"2025";"TOT OU TARD";1736591780;1736591960;"https://open.spotify.com/track/3PuQhT22z1XrSwdmGankTn";"https://music.apple.com/fr/album/m%C3%A9lancolie/1773945691?i=1773945991&uo=4";"https://www.deezer.com/track/3046453191"
"Qpsm Unit";"Life: Styles";"Brooklyn inferno quadraphonic";"2004";"HARMLESS";1736591958;1736592306;;;
"Manu Dibango";"Africadelic";"Soul makossa";"1972";"FNAC";1736592305;1736592569;;;
"The Ramones";"End of the century";"Baby, I love you";"1980";"SIRE";1736592556;1736592780;;;
"Concrete Blonde";"Bloodletting";"Lullabye";"1990";"IRS";1736592770;1736593005;"https://open.spotify.com/track/2pIn4QmBBDFRWxFlLH4B1f";;
"Flying Moth";"Oh oh EP";"Sky is looking at me";"2024";"APPAREL MUSIC";1736593003;1736593221;;;
"Nectar Woode";"Head above water";"How It's Gotta Be";"2024";"COMMUNION RECORDS";1736593219;1736593437;"https://open.spotify.com/track/3Cd66VhIMNHdjXnG4wh6nH";;"https://www.deezer.com/track/2896279251"
"The Black Keys";"Thickfreakness";"I cry alone";"2003";"FATP";1736593436;1736593604;"https://open.spotify.com/track/3NLNWbYoNExz7wfEDJ0jsp";;"https://www.deezer.com/track/142732470"
"Willie Dixon";"I am the blues";"I can't quit you baby";"1970";"SONY MUSIC";1736593600;1736594000;;;"https://www.deezer.com/track/3148909741"
"King Tubby";"King Tubby & Prince Jammy in fine style [1975-1979]/ Dub gone 2 crazy";"Dub of rights";"1976";"BLOOD AND FIRE";1736593999;1736594211;;;
"Liam Bailey";"Zero grace";"Sekkle down";"2024";"BIG CROWN RECORDS";1736594209;1736594404;"https://open.spotify.com/track/3W4Y8a7uZTFAIMAqn5gMbX";"https://music.apple.com/fr/album/sekkle-down/1714807132?i=1714807279&uo=4";"https://www.deezer.com/track/2525488941"
"Elli Medeiros";"Toi mon toit ... Etc";"Toi mon toit";"1986";"BARCLAY";1736594403;1736594620;"https://open.spotify.com/track/4duQCrc96WFvMLUM17IMLT";;"https://www.deezer.com/track/2747833231"
"Ronnie Lynn Patterson";"Mississippi";"Mississippi";"2003";"NIGHTBIRD";1736594618;1736594932;;;"https://www.deezer.com/track/260553"
"Emma-Jean Thackray";"Yellow";"Golden green";"2021";"MOVEMENTT";1736594930;1736595173;;"https://music.apple.com/fr/album/golden-green/1556894279?i=1556894652&uo=4";"https://www.deezer.com/track/1438272332"
"UTO";"Art & Life";"Art & life";"2024";"IN FINE";1736595171;1736595340;;;
"Rowl";"Asterism";"Dragon Fly";"2023";"DEEP HEADS";1736595339;1736595600;"https://open.spotify.com/track/2sqvdYUniqec7pvkgt5BxR";"https://music.apple.com/fr/album/dragon-fly/1719326482?i=1719326488&uo=4";"https://www.deezer.com/track/2584412562"
