"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"deezer";"itunes"
"Ofege";"Nigeria rock special années 70";"Adieu";"1971";"SOUNDWAY RECORDS";1713902255;1713902402;;;
"Saigon Soul Revival";"Ai that long yeu ai";"Ai that long yeu ai";"2024";"SAIGON SUPERSOUND";1713902400;1713902639;"https://open.spotify.com/track/0ypFeAcbkfxsuDDdqU81H0";;
"Abigoba";"Fragments of human words & voices";"Chinatown obsession";"2010";"NUAGE7";1713902635;1713902877;;;
"Stevie Wonder";"Talking book";"Superstition";"1972";"MOTOWN";1713902876;1713903141;"https://open.spotify.com/track/4N0TP4Rmj6QQezWV88ARNJ";;
"Pat Rhoden";"Trojan Suedehead box set";"Boogie on reggae woman";"1974";"TROJAN RECORDS";1713903137;1713903328;;"https://www.deezer.com/track/131316622";
"Exploding Pig";"Jazz futura";"Bob Marley had a shooting range";"2024";"PLANET ARTS";1713903325;1713903472;;;
"Loving";"Any light";"Blue";"2024";"LAST GANG RECORDS / MNRK";1713903469;1713903606;"https://open.spotify.com/track/1ZSuQfSq5huQ3lT83RLQMm";"https://www.deezer.com/track/2528195111";
"John Oates & The Good Road Band";"Arkansas";"My creole belle";"2017";"PS RECORDS";1713903606;1713903740;;;
"Féloche & The Mandolin' Orchestra";"Féloche & The Mandolin' Orchestra";"La mandoline";"2020";"SILBO";1713903737;1713903977;;;
"Il Giardino Armonico";"Concertos pour luth et mandolines";"Concerto en Ut Maj RV 558 p 16 : 1.  Allegro molto / Pour 2 flutes a bec 2 violons 2 mandolines 2 theorbes 2 chalumeaux violoncelle cordes et basse continue";"1993";"TELDEC";1713903975;1713904253;;;
"Transmission Towers";"Roller skater 23";"Roller skater 23";"2024";"E SOUL CULTURA";1713904251;1713904470;"https://open.spotify.com/track/114uzvNYK3TvOMSdmnKmBD";;
"Special Touch";"Private wax : super rare boogie & disco compiled by Zafsmusic.com (cd promo)";"This party's just for you (12' extended version)";"1981";"BBE";1713904465;1713904862;;;
